layer,method,physical_pages,n,expert_output_recovery_p10,expert_output_recovery_median,expert_output_recovery_p90
0,activation_pca_rank1024_int4,758,7,0.5722093015658318,0.6190522826106316,0.7956447312581721
0,activation_pca_rank1024_int4,760,7,0.569166043188074,0.6164305757423992,0.7952897153671686
0,activation_pca_rank1024_int4,764,7,0.5647364297366387,0.6193285810914333,0.7922620269037919
0,activation_pca_rank1024_int4,768,7,0.5644735361920942,0.6204638049404259,0.7918307290518498
0,activation_pca_rank1024_int4,1024,7,0.5469753331597007,0.6217365168802567,0.7955440004856177
0,block_ajd_full_int2,64,7,0.19374130894855182,0.26518966550599066,0.3054041198480815
0,block_ajd_full_int2,128,7,0.39471226013701144,0.432307539160949,0.464370371122321
0,block_ajd_full_int2,256,7,0.4209008761610219,0.5198968310540351,0.6029015829574409
0,block_ajd_full_int2,384,7,0.44464844375213,0.6170136186772621,0.6868351671101984
0,block_ajd_full_int2,512,7,0.5183249049733998,0.6586096198133045,0.7223038364854096
0,block_ajd_full_int2,688,7,0.6902657593409702,0.7479759548783864,0.7734552745873743
0,block_ajd_full_int2,728,7,0.6862734448450851,0.7437047807239189,0.789043746583627
0,block_ajd_full_int2,750,7,0.6609592818762943,0.7415512113514101,0.8063564977019764
0,block_ajd_full_int2,752,7,0.6637311911866012,0.7401450057639742,0.8039450770091155
0,block_ajd_full_int2,758,7,0.6655591257863778,0.7438498491749994,0.8043434441840548
0,block_ajd_full_int2,760,7,0.6644576150933492,0.7480534999860923,0.8019972850672412
0,block_ajd_full_int2,764,7,0.6586644592504568,0.7457609712472298,0.8119707668093165
0,block_ajd_full_int2,768,7,0.6571285772675898,0.7459803604025336,0.8102994938725564
0,block_ajd_full_int2,1024,7,0.6218537142174627,0.7486656391726196,0.8268445506562199
0,block_ajd_rank1024_int4,64,7,0.05684094438795334,0.28390539724574515,0.4338888432824514
0,block_ajd_rank1024_int4,128,7,0.170288724630191,0.4178840145110172,0.5248354399639051
0,block_ajd_rank1024_int4,256,7,0.06046991567332059,0.4395676071354536,0.6545437641518074
0,block_ajd_rank1024_int4,384,7,0.18852587254615794,0.5052800488379118,0.6761588609993114
0,block_ajd_rank1024_int4,512,7,0.2564546192837158,0.551201941225568,0.6751783753823335
0,block_ajd_rank1024_int4,688,7,0.17633916336003297,0.5524600786008884,0.6758780427770175
0,block_ajd_rank1024_int4,728,7,0.17136597428144607,0.564087091384526,0.7009398122989284
0,block_ajd_rank1024_int4,750,7,0.17496577494499985,0.5577669348009386,0.6898600478588559
0,block_ajd_rank1024_int4,752,7,0.1771412834253002,0.5589068087508933,0.6920588093718575
0,block_ajd_rank1024_int4,758,7,0.18240748222548708,0.560551403087236,0.6952059732501052
0,block_ajd_rank1024_int4,760,7,0.18165507735908315,0.5601588670949178,0.6949954636295846
0,block_ajd_rank1024_int4,764,7,0.17325763681200124,0.5655245723861269,0.696006001901401
0,block_ajd_rank1024_int4,768,7,0.1761375239294008,0.5703374895878619,0.6949694011875969
0,block_ajd_rank1024_int4,1024,7,0.14677728750058955,0.5257431995462128,0.7007883579030226
0,identity_full_int2,64,7,0.25765667089971095,0.3998794832315684,0.48869178546769565
0,identity_full_int2,128,7,0.37286507119815104,0.5016529524710831,0.5816904549118348
0,identity_full_int2,256,7,0.4947784598892811,0.5566945873753535,0.6236638820166411
0,identity_full_int2,384,7,0.5266313373618629,0.5826914461083814,0.6969160413558809
0,identity_full_int2,512,7,0.5317927506324237,0.6174365708417278,0.7491230911376509
0,identity_full_int2,688,7,0.6064412256780795,0.6954724450876075,0.777502947826236
0,identity_full_int2,728,7,0.6071462387336043,0.7072026390245381,0.7841503853077486
0,identity_full_int2,750,7,0.6258127122201456,0.6964627074078452,0.7846776682600792
0,identity_full_int2,752,7,0.6217598103681646,0.700912255386471,0.7821790213730198
0,identity_full_int2,758,7,0.634732165170125,0.7054623431358731,0.7888930139549155
0,identity_full_int2,760,7,0.634644526606294,0.7073975225342344,0.7923259903007761
