layer,method,physical_pages,n,expert_output_recovery_p10,expert_output_recovery_median,expert_output_recovery_p90
4,identity_full_int2,688,16,0.538246769801656,0.7092063873462067,0.8166118279039897
4,identity_full_int2,728,16,0.6050804250525846,0.7456174943798924,0.8243670054698787
4,identity_full_int2,750,16,0.5955717131891586,0.743771280475966,0.8324288582496104
4,identity_full_int2,752,16,0.5939524279041946,0.749391026535922,0.8324416349466204
4,identity_full_int2,758,16,0.5838016775653014,0.7506921346318258,0.8315635944289643
4,identity_full_int2,760,16,0.5890537995147147,0.7496008250427422,0.8274841923523277
4,identity_full_int2,764,16,0.597288636538668,0.759288146579848,0.8299510882464185
4,identity_full_int2,768,16,0.5946791392013154,0.7582911200951639,0.8359028125775814
4,identity_full_int2,1024,16,0.6311428306109522,0.7605720901180646,0.8633003725006849
4,identity_paired_int4,64,16,0.11358595304215885,0.29230638820141586,0.48379946489575654
4,identity_paired_int4,128,16,0.10330922328618353,0.44561550861472377,0.6187940996014705
4,identity_paired_int4,256,16,0.2961170073185936,0.6332816118315708,0.7686749333007588
4,identity_paired_int4,384,16,0.455887104494266,0.6864784761710412,0.8165002558097768
4,identity_paired_int4,512,16,0.6049587933267525,0.7726403883030254,0.8717408348734356
4,identity_paired_int4,688,16,0.6071079426503839,0.8484231904883912,0.916739458722492
4,identity_paired_int4,728,16,0.6501988661933773,0.8532092157804438,0.9188042809689091
4,identity_paired_int4,750,16,0.6874631907832158,0.8544507677055799,0.913821544498973
4,identity_paired_int4,752,16,0.6980137065765909,0.8547496959984924,0.9144124241441386
4,identity_paired_int4,758,16,0.7323957466132426,0.8561492259629628,0.9150873876750547
4,identity_paired_int4,760,16,0.7276161541691634,0.8566543435182659,0.9163151888212964
4,identity_paired_int4,764,16,0.727693644388264,0.8637916578982368,0.9169302417422442
4,identity_paired_int4,768,16,0.7351143888677922,0.8624589741914959,0.9168718309708686
4,identity_paired_int4,1024,16,0.8575982209986402,0.9379055591091097,0.9665715707424657
4,native_row_diagonal,64,16,0.45557491951895196,0.637001055122566,0.7490713149415821
4,native_row_diagonal,128,16,0.670580208676828,0.7179713505633919,0.8282527798694371
4,native_row_diagonal,256,16,0.806330102425951,0.8927631175890254,0.9252699409635271
4,native_row_diagonal,384,16,0.8962783596707621,0.9222255704760471,0.9634010030975131
4,native_row_diagonal,512,16,0.9518737008404147,0.9671398872929486,0.9818985627699088
4,native_row_diagonal,688,16,0.9833091392619535,0.9884154432672356,0.9929849212594264
4,native_row_diagonal,728,16,0.9867945669722539,0.990735011249261,0.994793732442026
4,native_row_diagonal,750,16,0.9898020856234587,0.9915808555940848,0.9961469477746352
4,native_row_diagonal,752,16,0.9894753683065305,0.9918156685580819,0.996512858209676
4,native_row_diagonal,758,16,0.9907275805737628,0.9927370362499905,0.9966070323633844
4,native_row_diagonal,760,16,0.9910493158694977,0.9928335565392228,0.9964554108718495
4,native_row_diagonal,764,16,0.9908276664960056,0.9937180553325895,0.9966552427000025
4,native_row_diagonal,768,16,0.9900555188217312,0.9938646878565817,0.9968587476492876
4,native_row_diagonal,1024,16,1.0,1.0,1.0
4,native_row_exact_greedy,64,16,0.701794691088116,0.7884023006145262,0.8692567827637712
4,native_row_exact_greedy,128,16,0.8020468465663582,0.8723878690732643,0.9183512061940364
4,native_row_exact_greedy,256,16,0.8703681345597785,0.9211998818419194,0.9496517902566433
4,native_row_exact_greedy,384,16,0.8904463334757938,0.9340224917575672,0.9584750560677691
4,native_row_exact_greedy,512,16,0.8972544127378197,0.935717296093749,0.9598815227138249
4,native_row_exact_greedy,688,16,0.8989927788536402,0.9370169643682205,0.962473115988858
4,native_row_exact_greedy,728,16,0.899478467743258,0.9375934455898297,0.9626197395310296
4,native_row_exact_greedy,750,16,0.8989567196417442,0.9373614562571722,0.9625289509975623
4,native_row_exact_greedy,752,16,0.8990330268373368,0.9373249317597603,0.962493424428096
4,native_row_exact_greedy,758,16,0.89879018839286,0.9371665296145526,0.9623894271720255
4,native_row_exact_greedy,760,16,0.8987461781104604,0.9372136487156228,0.96244200716209
4,native_row_exact_greedy,764,16,0.899617730261586,0.9371175577672558,0.962417922763753
4,native_row_exact_greedy,768,16,0.8997213581750683,0.9370025877349102,0.9623344842813236
4,native_row_exact_greedy,1024,16,1.0,1.0,1.0
4,per_expert_joint_rank1024_fp32_oracle,64,16,0.26013039835590007,0.39771150866947264,0.606544212368582
4,per_expert_joint_rank1024_fp32_oracle,128,16,0.4808795636534201,0.5990410286396948,0.724212463705384
4,per_expert_joint_rank1024_fp32_oracle,256,16,0.6478467856387085,0.7744043389589532,0.8489327229606397
4,per_expert_joint_rank1024_fp32_oracle,384,16,0.7911793978698836,0.8895788542464456,0.9148993194451889
4,per_expert_joint_rank1024_fp32_oracle,512,16,0.9214796130766889,0.951321844241171,0.9664524144207886
4,per_expert_joint_rank1024_fp32_oracle,688,16,0.9803368203997667,0.9865007013318818,0.9935308589623306
4,per_expert_joint_rank1024_fp32_oracle,728,16,0.9858354682986412,0.9909510531337304,0.9950631745651215
4,per_expert_joint_rank1024_fp32_oracle,750,16,0.9896665781555647,0.9929196045366175,0.996029954036687
4,per_expert_joint_rank1024_fp32_oracle,752,16,0.9902882108595512,0.9929506179349925,0.9957376972376537
4,per_expert_joint_rank1024_fp32_oracle,758,16,0.9908017196985921,0.9937891477518421,0.9957111307733526
4,per_expert_joint_rank1024_fp32_oracle,760,16,0.990819595573236,0.9939933228224179,0.996038681377934
4,per_expert_joint_rank1024_fp32_oracle,764,16,0.992276071902377,0.9938835018857872,0.9963390087487387
4,per_expert_joint_rank1024_fp32_oracle,768,16,0.9924125733629446,0.9943259246955918,0.9968852764512192
4,per_expert_joint_rank1024_fp32_oracle,1024,16,0.9999999209372195,0.9999999336723194,0.9999999498220267
4,per_expert_joint_rank1024_int2,64,16,0.14465274427347552,0.3764744379638164,0.703324333135713
4,per_expert_joint_rank1024_int2,128,16,0.5440586634888713,0.6070730153659052,0.7681809671749226
4,per_expert_joint_rank1024_int2,256,16,0.7108456207537228,0.8091787237172824,0.8880674159475321
4,per_expert_joint_rank1024_int2,384,16,0.7859464561785219,0.8466041327605853,0.9165506625945207
4,per_expert_joint_rank1024_int2,512,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,688,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,728,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,750,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,752,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,758,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,760,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,764,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,768,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int2,1024,16,0.7972618957803661,0.8711674371317741,0.9170760373763418
4,per_expert_joint_rank1024_int4,64,16,0.2020361475668619,0.4394829867210167,0.5952005996452445
4,per_expert_joint_rank1024_int4,128,16,0.4355950064169316,0.6070173969254399,0.7048677092771183
4,per_expert_joint_rank1024_int4,256,16,0.6316970747865001,0.7416328516622184,0.8299532496020271
4,per_expert_joint_rank1024_int4,384,16,0.693230059734309,0.8454818559279599,0.9158875535520165
4,per_expert_joint_rank1024_int4,512,16,0.8735385408972169,0.9096107948396027,0.9591587561178025
4,per_expert_joint_rank1024_int4,688,16,0.9244013018890688,0.9572097212225354,0.9819940813837473
4,per_expert_joint_rank1024_int4,728,16,0.9398191331966677,0.9638459310995375,0.9847330844119813
4,per_expert_joint_rank1024_int4,750,16,0.9481297262126294,0.9662009657886239,0.9847256923758652
4,per_expert_joint_rank1024_int4,752,16,0.9489692215078642,0.9663335362436328,0.9848504567969529
4,per_expert_joint_rank1024_int4,758,16,0.9487996943934138,0.9662735282207381,0.9863353057885329
4,per_expert_joint_rank1024_int4,760,16,0.948337173849559,0.9661981326351488,0.9863201475587213
4,per_expert_joint_rank1024_int4,764,16,0.95033481992293,0.9662796653338505,0.9856877223989366
4,per_expert_joint_rank1024_int4,768,16,0.9537425669349457,0.9669286874866867,0.9859412107035188
4,per_expert_joint_rank1024_int4,1024,16,0.9606901150401459,0.9751637027628821,0.9870689288429539
4,per_expert_output_jacobian_train_rank1024_int4,64,16,0.019238338150987577,0.3076217633071185,0.5525370161211353
4,per_expert_output_jacobian_train_rank1024_int4,128,16,0.29969910871726374,0.5377272285332431,0.7068061093094236
4,per_expert_output_jacobian_train_rank1024_int4,256,16,0.6768166594838674,0.8308460807746496,0.8862472463571109
4,per_expert_output_jacobian_train_rank1024_int4,384,16,0.8222338613159953,0.9080008179925756,0.9422960019542379
4,per_expert_output_jacobian_train_rank1024_int4,512,16,0.8937949275721863,0.9395227791310304,0.9645370418687418
4,per_expert_output_jacobian_train_rank1024_int4,688,16,0.9414398982359276,0.9690191733673443,0.9838129362908667
4,per_expert_output_jacobian_train_rank1024_int4,728,16,0.9508134076155563,0.9710525724957271,0.9859711101752533
4,per_expert_output_jacobian_train_rank1024_int4,750,16,0.9543770228669619,0.9721093061911696,0.9868624815559015
4,per_expert_output_jacobian_train_rank1024_int4,752,16,0.9534474955984669,0.9724331755224245,0.9867855371651544
4,per_expert_output_jacobian_train_rank1024_int4,758,16,0.9535605240192397,0.9709099378676566,0.9869309417503922
4,per_expert_output_jacobian_train_rank1024_int4,760,16,0.953655819264885,0.9709395025601334,0.9871774111059517
4,per_expert_output_jacobian_train_rank1024_int4,764,16,0.9530608471278941,0.9704695388870808,0.9872990069818883
4,per_expert_output_jacobian_train_rank1024_int4,768,16,0.9511152228712625,0.9709046408030125,0.987052898363982
4,per_expert_output_jacobian_train_rank1024_int4,1024,16,0.9514786051590727,0.9787433285737754,0.9861908605878436
4,per_expert_separate_rank512_int8,64,16,-0.047411653547485555,0.3061604122426,0.5881758332089899
4,per_expert_separate_rank512_int8,128,16,0.35757951633652735,0.4831676261530522,0.6708805489759004
4,per_expert_separate_rank512_int8,256,16,0.6717589190422318,0.7420579109688454,0.8487177163031059
4,per_expert_separate_rank512_int8,384,16,0.7941354606554106,0.8713861606374844,0.8975993330931206
4,per_expert_separate_rank512_int8,512,16,0.8864813214246781,0.9353880770858423,0.9582928678607829
4,per_expert_separate_rank512_int8,688,16,0.9664470031634911,0.9816840189376963,0.9895264701471989
4,per_expert_separate_rank512_int8,728,16,0.9822340983306131,0.9866192286671662,0.9927003197629667
4,per_expert_separate_rank512_int8,750,16,0.9827255554296257,0.9907068676511501,0.9952888337815565
4,per_expert_separate_rank512_int8,752,16,0.9841723219640754,0.9908512048519018,0.9954920158077787
4,per_expert_separate_rank512_int8,758,16,0.9845224884020568,0.9918298216410261,0.9957289337737245
4,per_expert_separate_rank512_int8,760,16,0.9842353110899726,0.9919799233132984,0.9960679378645853
4,per_expert_separate_rank512_int8,764,16,0.9841652386509098,0.9923975165065031,0.9960514799884899
4,per_expert_separate_rank512_int8,768,16,0.984387232197071,0.993026784963573,0.9964330913764743
4,per_expert_separate_rank512_int8,1024,16,0.9998851795680316,0.9999368874860359,0.9999533030228707
4,refinement_router_full_int2,64,16,0.03591923007723108,0.34324592694866807,0.493699636272259
4,refinement_router_full_int2,128,16,0.3832272234176741,0.4805280789755855,0.573871198285578
4,refinement_router_full_int2,256,16,0.41550971223375965,0.5931900297065638,0.7373123947354822
4,refinement_router_full_int2,384,16,0.5855715923606671,0.6939587445621506,0.7985008042131231
4,refinement_router_full_int2,512,16,0.6685427998272371,0.7728716032365299,0.8509399996482081
4,refinement_router_full_int2,688,16,0.7806746784379145,0.8401688712610972,0.9062551327776323
4,refinement_router_full_int2,728,16,0.8108707326633701,0.859767664575346,0.9092405788624872
4,refinement_router_full_int2,750,16,0.8219234452816225,0.864133329704633,0.9145160947322555
4,refinement_router_full_int2,752,16,0.8146214037269502,0.8595895367476845,0.913720965063096
4,refinement_router_full_int2,758,16,0.8240838467600041,0.8628669140961047,0.9135523369056628
4,refinement_router_full_int2,760,16,0.8235048866831622,0.8620981828650576,0.9130565056221263
4,refinement_router_full_int2,764,16,0.8219967330515496,0.8621890483268336,0.9119609891471796
4,refinement_router_full_int2,768,16,0.828906306550677,0.8680874328729948,0.9103784224840716
4,refinement_router_full_int2,1024,16,0.8369150022002698,0.8811339366027786,0.9257564445480049
4,refinement_router_rank1024_int4,64,16,0.11979519412757866,0.2913807266336193,0.5604209917283687
4,refinement_router_rank1024_int4,128,16,0.19909983011645171,0.42494297476703363,0.55982493047425
4,refinement_router_rank1024_int4,256,16,0.3816475558798564,0.5768499709116294,0.7081124544395512
4,refinement_router_rank1024_int4,384,16,0.4915423151526971,0.6359450306854535,0.7356710036933684
4,refinement_router_rank1024_int4,512,16,0.5684245473602031,0.6515889454095647,0.7639460381206284
4,refinement_router_rank1024_int4,688,16,0.5786130240233225,0.6763740247737828,0.7745563737757499
4,refinement_router_rank1024_int4,728,16,0.5758044166704094,0.6873561903430162,0.7718144613805928
4,refinement_router_rank1024_int4,750,16,0.5676714288139967,0.6978305182371372,0.7795303433796907
4,refinement_router_rank1024_int4,752,16,0.5661863488851973,0.6992965493782652,0.7817802898408077
4,refinement_router_rank1024_int4,758,16,0.5725594278146235,0.7049165641840363,0.7770674357201088
4,refinement_router_rank1024_int4,760,16,0.5747460632000346,0.7028789401448392,0.7776230578715833
4,refinement_router_rank1024_int4,764,16,0.5791997742013055,0.7022578688025551,0.7783439176094302
4,refinement_router_rank1024_int4,768,16,0.5783577025210147,0.7012695692575641,0.7778888463578504
4,refinement_router_rank1024_int4,1024,16,0.5851583229483339,0.6832101613275124,0.7886309385999737
4,refinement_uniform_full_int2,64,16,-0.029358334643937778,0.254418400184098,0.3586355452304804
4,refinement_uniform_full_int2,128,16,0.08397907660881587,0.36200048337103596,0.5107482252233172
4,refinement_uniform_full_int2,256,16,0.3853097770659309,0.6081946693136643,0.7199666886172091
4,refinement_uniform_full_int2,384,16,0.5807264852744617,0.6952938580751871,0.808326042892934
4,refinement_uniform_full_int2,512,16,0.7056107959165012,0.7961109818388987,0.8722376069331073
4,refinement_uniform_full_int2,688,16,0.8109813326508155,0.8729159717281736,0.899713816948843
4,refinement_uniform_full_int2,728,16,0.8069707888439304,0.8671911250008308,0.9238247520171463
4,refinement_uniform_full_int2,750,16,0.8075764760721011,0.8648853011240418,0.9286163173771824
4,refinement_uniform_full_int2,752,16,0.8028335513430012,0.8620302843169371,0.929587568638023
4,refinement_uniform_full_int2,758,16,0.8069004125476894,0.8653603458004093,0.9298871993094802
4,refinement_uniform_full_int2,760,16,0.8072922696687342,0.8650909634259354,0.9307907432867619
4,refinement_uniform_full_int2,764,16,0.8089244444170485,0.8684399707863217,0.9330627417891093
4,refinement_uniform_full_int2,768,16,0.8118457754235078,0.8672666507939607,0.9342763790645844
4,refinement_uniform_full_int2,1024,16,0.8176507938748401,0.8763167008647139,0.9354682750369
4,refinement_uniform_rank1024_int4,64,16,-0.05614938518659901,0.1754066428674036,0.3952505305513266
4,refinement_uniform_rank1024_int4,128,16,0.0230325583663466,0.2629961184471374,0.48058922980226626
4,refinement_uniform_rank1024_int4,256,16,0.16738177076941718,0.3800936686334695,0.5244747748773729
4,refinement_uniform_rank1024_int4,384,16,0.0348404759688874,0.38565134727224243,0.5361400256887352
4,refinement_uniform_rank1024_int4,512,16,0.07174688076123042,0.47115926036170436,0.5965801123490271
4,refinement_uniform_rank1024_int4,688,16,0.11916256928461788,0.47474293168771553,0.6211265887120762
4,refinement_uniform_rank1024_int4,728,16,0.13369387708949737,0.4909705136965667,0.6273477124662261
4,refinement_uniform_rank1024_int4,750,16,0.15958263761267932,0.4991914209745823,0.6295822802074892
4,refinement_uniform_rank1024_int4,752,16,0.1655308596144358,0.5015340481442456,0.6298587554852315
4,refinement_uniform_rank1024_int4,758,16,0.16450648248083105,0.49860477034675504,0.6296775362689901
4,refinement_uniform_rank1024_int4,760,16,0.16458213215438233,0.4991426596318501,0.6277821414558105
4,refinement_uniform_rank1024_int4,764,16,0.16783940726976676,0.4982481714182456,0.627862944811769
4,refinement_uniform_rank1024_int4,768,16,0.16666770085250526,0.5016650638094668,0.6289318367643684
4,refinement_uniform_rank1024_int4,1024,16,0.18244901771570737,0.5098006662803771,0.6320884286339539
20,activation_pca_full_int2,64,16,0.08870019524016287,0.2825115269033607,0.4848183574104485
20,activation_pca_full_int2,128,16,0.2492245963026838,0.42355636576450184,0.6406055757910367
20,activation_pca_full_int2,256,16,0.37097443465053126,0.5756038796005942,0.7206132251350483
20,activation_pca_full_int2,384,16,0.41069317382175763,0.718538667118453,0.8065563452636879
20,activation_pca_full_int2,512,16,0.5009064584764581,0.742426268909381,0.805773906449939
20,activation_pca_full_int2,688,16,0.6667126111339523,0.832841781901991,0.8938849449578743
20,activation_pca_full_int2,728,16,0.6973505189570541,0.827551036071547,0.8999836218824875
20,activation_pca_full_int2,750,16,0.7157781658592701,0.8381253070228958,0.898448166715288
20,activation_pca_full_int2,752,16,0.7074075754614737,0.8404155385726881,0.8999035374176005
20,activation_pca_full_int2,758,16,0.7057747798694298,0.8436787301427202,0.8966190807522392
20,activation_pca_full_int2,760,16,0.7082973304253135,0.8427034644148581,0.8945383631548398
20,activation_pca_full_int2,764,16,0.711321382151892,0.8437413565892014,0.8923366819947691
20,activation_pca_full_int2,768,16,0.7193374203084802,0.8459145689781178,0.8877197811728116
20,activation_pca_full_int2,1024,16,0.7823392862629388,0.863408049441099,0.909050016658534
20,activation_pca_rank1024_int4,64,16,0.056155775440007716,0.3309789611400967,0.5644800434690097
20,activation_pca_rank1024_int4,128,16,0.08222442075909914,0.4225938963670128,0.6332192779990081
20,activation_pca_rank1024_int4,256,16,0.20788718641683301,0.48696904002404773,0.6848330617534781
20,activation_pca_rank1024_int4,384,16,0.26194087299218416,0.5681855433783821,0.7650784302789085
20,activation_pca_rank1024_int4,512,16,0.369569431989985,0.5935342590163577,0.8009365633152747
20,activation_pca_rank1024_int4,688,16,0.45008492442704845,0.6120928777717243,0.8155144262363879
20,activation_pca_rank1024_int4,728,16,0.4674152949952611,0.6249408288358751,0.8180821833238476
20,activation_pca_rank1024_int4,750,16,0.45390643807678316,0.6213361207676084,0.8232654352968694
20,activation_pca_rank1024_int4,752,16,0.45906818796982407,0.6239473751597837,0.822445740326766
20,activation_pca_rank1024_int4,758,16,0.4602957532039611,0.6220376717678247,0.8218123866436513
20,activation_pca_rank1024_int4,760,16,0.4574540644411016,0.6212548814484513,0.8202423485795824
20,activation_pca_rank1024_int4,764,16,0.4534080006128022,0.6217771020838748,0.8211866978904627
20,activation_pca_rank1024_int4,768,16,0.45274871861312277,0.6205810383789204,0.821471802221171
20,activation_pca_rank1024_int4,1024,16,0.41936569946546387,0.6368293656426905,0.8259587661365693
20,block_ajd_full_int2,64,16,-0.040899009069003456,0.2752092035826071,0.46057348770624057
20,block_ajd_full_int2,128,16,0.173327948439308,0.42569926153107657,0.5806190522817865
20,block_ajd_full_int2,256,16,0.3080510881514812,0.554148870532434,0.6915891377655543
20,block_ajd_full_int2,384,16,0.5258248033342942,0.6602651897755046,0.7714272515898858
20,block_ajd_full_int2,512,16,0.6073799822384303,0.732977826307351,0.8120404553960675
20,block_ajd_full_int2,688,16,0.6977656989809959,0.781393783117701,0.8761809212897879
20,block_ajd_full_int2,728,16,0.7259285143206178,0.8010634692078387,0.8806859491818979
20,block_ajd_full_int2,750,16,0.7444112405100975,0.8078080724268893,0.8909649492481508
20,block_ajd_full_int2,752,16,0.7438143733059367,0.8055882871960578,0.890417383804258
20,block_ajd_full_int2,758,16,0.7386349580332421,0.8091480892937016,0.8921998198868937
20,block_ajd_full_int2,760,16,0.7373421893907968,0.8079096662889154,0.8909236912078998
20,block_ajd_full_int2,764,16,0.7428895885465489,0.7993268723991622,0.8886110745037643
20,block_ajd_full_int2,768,16,0.7442149705450207,0.8031443736728802,0.8889271336161846
20,block_ajd_full_int2,1024,16,0.7349036106293969,0.8302240924163613,0.9077982583741413
20,block_ajd_rank1024_int4,64,16,-0.010910034348064701,0.1498112394629999,0.3633496159449144
20,block_ajd_rank1024_int4,128,16,0.09551984081712311,0.25408414198154566,0.4138827837639474
20,block_ajd_rank1024_int4,256,16,0.23996930817005235,0.3722174513238841,0.5269404942975865
20,block_ajd_rank1024_int4,384,16,0.1963225493963457,0.42852033690569824,0.6035332528531906
20,block_ajd_rank1024_int4,512,16,0.32494321826561195,0.44147418603868605,0.664927205031314
20,block_ajd_rank1024_int4,688,16,0.24572050255578526,0.500962646002503,0.6448380783844951
20,block_ajd_rank1024_int4,728,16,0.2679915426389407,0.5068350166519093,0.6466932674545022
20,block_ajd_rank1024_int4,750,16,0.2640594490445928,0.5035355851884646,0.6453392548054222
20,block_ajd_rank1024_int4,752,16,0.26206016553589156,0.5028617559352895,0.648238232891508
20,block_ajd_rank1024_int4,758,16,0.26696124773131125,0.5060276297273996,0.6525123592466585
20,block_ajd_rank1024_int4,760,16,0.26523248365198643,0.5071988262876166,0.6533867907220825
20,block_ajd_rank1024_int4,764,16,0.26044536971934734,0.5057960981946306,0.6548776558045564
20,block_ajd_rank1024_int4,768,16,0.26218034919804134,0.5083820842376714,0.6525522361772069
20,block_ajd_rank1024_int4,1024,16,0.2534172134774863,0.5005389587658855,0.6479319320373009
20,identity_full_int2,64,16,0.08691706516212483,0.23467807400086776,0.4930283576453676
20,identity_full_int2,128,16,0.22297142611060672,0.4118665451743211,0.5151705140827685
20,identity_full_int2,256,16,0.23549782322913576,0.5076658784778763,0.7224932554676613
20,identity_full_int2,384,16,0.43808371131112,0.5642011375592049,0.7824581068325627
20,identity_full_int2,512,16,0.5170551154563435,0.6515126740613344,0.841112274667211
20,identity_full_int2,688,16,0.5479140468079575,0.7229226244423177,0.8626474586766033
20,identity_full_int2,728,16,0.584287760204677,0.7310303257685373,0.8697630466614921
20,identity_full_int2,750,16,0.5938984260036342,0.7408715401399778,0.8754413417122149
20,identity_full_int2,752,16,0.6084369450111182,0.752753937030862,0.8751855159620219
20,identity_full_int2,758,16,0.6002116957555962,0.7549730350236994,0.8676893418293578
20,identity_full_int2,760,16,0.5930780441784181,0.7640565963431566,0.8702448774388014
20,identity_full_int2,764,16,0.588279014736063,0.7609324751772373,0.8706889727959511
20,identity_full_int2,768,16,0.5925358400902365,0.7608096019618511,0.8711593509125394
20,identity_full_int2,1024,16,0.6325190266716844,0.7840176862172721,0.8785316163771051
20,identity_paired_int4,64,16,0.08418905517569886,0.2916081999988649,0.45678177471255443
20,identity_paired_int4,128,16,0.2448553790860014,0.38015551653957846,0.5185196489617484
20,identity_paired_int4,256,16,0.35936984856262516,0.5342091456972704,0.6749008109807043
20,identity_paired_int4,384,16,0.5042422508767022,0.6636433152914939,0.8032856996029768
20,identity_paired_int4,512,16,0.572433956129921,0.728268851864047,0.829582471035653
20,identity_paired_int4,688,16,0.7203302360882439,0.8149354828050643,0.8891998421908609
20,identity_paired_int4,728,16,0.7629564492609582,0.8406698419278955,0.8934246456085824
20,identity_paired_int4,750,16,0.7726625237597322,0.8386490345360262,0.8919324081957316
20,identity_paired_int4,752,16,0.7649987081448651,0.8281655365590661,0.8927622818908855
20,identity_paired_int4,758,16,0.7633142559322541,0.8246993592404424,0.8922624889822846
20,identity_paired_int4,760,16,0.766337182095034,0.830880052126417,0.8911969732433658
20,identity_paired_int4,764,16,0.76726923272151,0.826915558121859,0.8948657302371946
20,identity_paired_int4,768,16,0.7682519890880714,0.8353931230052172,0.9011955140588644
20,identity_paired_int4,1024,16,0.856965832044675,0.928588546503126,0.9546075881994066
20,native_row_diagonal,64,16,0.4108532950042003,0.6219008158297149,0.7322713707866241
20,native_row_diagonal,128,16,0.6326774377037129,0.7411134366206278,0.8404996295584755
20,native_row_diagonal,256,16,0.7829146749788112,0.8704643013305724,0.9159329199733299
20,native_row_diagonal,384,16,0.9108395180304951,0.943759038080966,0.9657455649368327
20,native_row_diagonal,512,16,0.9609260237465916,0.974679463482677,0.9856595434514684
20,native_row_diagonal,688,16,0.9788845200763734,0.9899996780127449,0.9950696533744904
20,native_row_diagonal,728,16,0.9822346656306957,0.9911608209880269,0.9968839774347886
20,native_row_diagonal,750,16,0.9841184053684986,0.9922543399933548,0.9972333496395129
20,native_row_diagonal,752,16,0.9841132015939507,0.9922009685623093,0.9972534794207224
20,native_row_diagonal,758,16,0.9836041621752046,0.992164526351416,0.9970183806134134
20,native_row_diagonal,760,16,0.9832965690598474,0.9920166310538823,0.9970596836109913
20,native_row_diagonal,764,16,0.9835274691733056,0.9924727337882352,0.997074478745527
20,native_row_diagonal,768,16,0.9839008538784275,0.992333636949458,0.9971875890782793
20,native_row_diagonal,1024,16,1.0,1.0,1.0
20,native_row_exact_greedy,64,16,0.6676770658068708,0.7608022166233137,0.8737361290717577
20,native_row_exact_greedy,128,16,0.7798664923316009,0.8574204550800986,0.922797636851965
20,native_row_exact_greedy,256,16,0.8484648143503775,0.9161521366055967,0.9559292667876884
20,native_row_exact_greedy,384,16,0.8686402606898045,0.9342000317215786,0.9659248482774261
20,native_row_exact_greedy,512,16,0.877060645558146,0.93957180421378,0.969133137745151
20,native_row_exact_greedy,688,16,0.8771477829386816,0.9395929462269466,0.9693654536353502
20,native_row_exact_greedy,728,16,0.87683560704037,0.9410090775593838,0.9691923725271305
20,native_row_exact_greedy,750,16,0.8772076773889442,0.9409833121143656,0.969149055593086
20,native_row_exact_greedy,752,16,0.8778462855645301,0.9410208295901392,0.9691818828582104
20,native_row_exact_greedy,758,16,0.8792532046226464,0.9411697953749548,0.9693362103380301
20,native_row_exact_greedy,760,16,0.8793427309799787,0.9411926149674128,0.9693812690564593
20,native_row_exact_greedy,764,16,0.8793650319401304,0.9411211841152443,0.9697367056535973
20,native_row_exact_greedy,768,16,0.8792986963056753,0.9410205204150326,0.9697129573881897
20,native_row_exact_greedy,1024,16,1.0,1.0,1.0
20,per_expert_joint_rank1024_fp32_oracle,64,16,0.06213930602481249,0.33630288434977096,0.5385464428892845
20,per_expert_joint_rank1024_fp32_oracle,128,16,0.30153774169871206,0.5458455321557466,0.7186432410070569
20,per_expert_joint_rank1024_fp32_oracle,256,16,0.6676960895271599,0.7785198119365928,0.8457876638791191
20,per_expert_joint_rank1024_fp32_oracle,384,16,0.8130066607410309,0.8860400823953694,0.9300612338661796
20,per_expert_joint_rank1024_fp32_oracle,512,16,0.9013102549200234,0.9552251473211887,0.9710337812591048
20,per_expert_joint_rank1024_fp32_oracle,688,16,0.979960884982236,0.9875769378398709,0.9931135787210976
20,per_expert_joint_rank1024_fp32_oracle,728,16,0.9832611611178645,0.9910057945858877,0.9939903061673343
20,per_expert_joint_rank1024_fp32_oracle,750,16,0.9867980901008478,0.9931561253709048,0.9954424352630273
20,per_expert_joint_rank1024_fp32_oracle,752,16,0.9873932456675234,0.9930944816806385,0.9959601259189376
20,per_expert_joint_rank1024_fp32_oracle,758,16,0.9903803639810944,0.992991787669987,0.9959225595712655
20,per_expert_joint_rank1024_fp32_oracle,760,16,0.9912352492028569,0.9932269512551741,0.9961764106327469
20,per_expert_joint_rank1024_fp32_oracle,764,16,0.9921246841561286,0.9934823628770908,0.996557278541186
20,per_expert_joint_rank1024_fp32_oracle,768,16,0.9925860197120715,0.994075484651419,0.9967936218042077
20,per_expert_joint_rank1024_fp32_oracle,1024,16,0.9999999263435931,0.9999999407396858,0.9999999550189915
20,per_expert_joint_rank1024_int2,64,16,0.07414273789374998,0.46080662678658374,0.6235260328667385
