method,physical_pages,n,isolated_recovery_p10,isolated_recovery_median,isolated_recovery_p90,expert_output_recovery_p10,expert_output_recovery_median,expert_output_recovery_p90,physically_encoded,budget_semantics
per_expert_joint_rank1024_int4,128,55,0.5852523776444759,0.6084951133204927,0.7869475388220705,0.35888917493355443,0.5981617589330632,0.8350008170939177,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,256,55,0.7804010376438855,0.7917432408457127,0.9434540193903597,0.6077334141074185,0.763867010106774,0.9435314124042187,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,384,55,0.8760246800244991,0.8833633483543281,0.9781109007382951,0.7103732095381707,0.8717780344221069,0.9685191002146816,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,512,55,0.9272693996410546,0.9328589488444946,0.978777220201577,0.845232448789325,0.9348225340281677,0.9815554690887496,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,688,55,0.9601108823506198,0.9660444022119815,0.9787768619665649,0.91526296466257,0.9595078111810099,0.9876580127847098,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,728,55,0.9636079219943154,0.9693852402216017,0.9787767592476131,0.9264783222522389,0.9640655236123854,0.9877738692616843,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,750,55,0.9651244274622757,0.971660137199904,0.9787768849534916,0.9327472418635331,0.9647526267885227,0.9876222064166252,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,752,55,0.965275883323176,0.9716494397706641,0.978776853467878,0.9308034948561216,0.9645271175635421,0.9877993532020927,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,758,55,0.9656787838278084,0.9721825558470725,0.9787767726973474,0.9350292425118589,0.9640622335987908,0.9878524396185142,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,760,55,0.9658508978236101,0.9722731290187887,0.9787767692516095,0.934596006517927,0.9647231200823375,0.9876489174597315,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,764,55,0.9660985068577966,0.9723165629814848,0.9787767293600393,0.9363716935638866,0.9652790882183978,0.9875760264014122,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,768,55,0.966239493364088,0.9723170585202404,0.9787766464629609,0.938645422611323,0.9648627169454407,0.9875618855249844,True,physical_512_byte_pages
per_expert_joint_rank1024_int4,1024,55,0.9705675012491184,0.9763674813553136,0.9812957680473858,0.9493791117325828,0.9732323244061909,0.9884204974916814,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,64,55,0.3505102168021975,0.3714868681674349,0.5525922319289409,0.19772723657668803,0.46257156263723165,0.7001531138114825,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,128,55,0.5259827407542678,0.5540020284733659,0.7658024659928293,0.41357346629011427,0.6102129433532364,0.8428600427498205,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,256,55,0.7301305614493152,0.7526128004971333,0.9377576672460987,0.6707673743686507,0.8393870587906938,0.9374376038245525,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,384,55,0.8415677556026873,0.8565358397011789,0.9708894421340551,0.8301729832781066,0.9125548249641602,0.9713288860565127,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,512,55,0.9057111577145256,0.9154569974344744,0.9714061601265523,0.8785041925648824,0.9386992377049055,0.9750410209926402,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,688,55,0.9502658669570928,0.9556171771481633,0.971405974114162,0.9246369139679514,0.9675960192598662,0.9826652564722125,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,728,55,0.9553530252006648,0.9599911782695888,0.9714057886876731,0.9356368612072081,0.9695050357087649,0.9849689146434354,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,750,55,0.9578410288220214,0.9624653003127712,0.971405765519628,0.9343251763096745,0.9706262913864956,0.9859022691633584,True,physical_512_byte_pages
