layer,activation_top1024_energy_fraction,refinement_uniform_top1024_energy_fraction,refinement_router_top1024_energy_fraction,block_ajd_initial_offdiagonal_fraction,block_ajd_final_offdiagonal_fraction,fit_wall_seconds
0,1.0000001081162437,0.5689117922502827,0.6051233339189793,0.09109280594935737,0.08425563598093007,24.077656745910645
4,1.0000001993919045,0.5479691057046652,0.6031268440249796,0.059284922946776286,0.05496424840214935,25.877803325653076
20,1.0000001516499428,0.5538354670245178,0.63458741383527,0.06626432070348806,0.050810829072800996,23.683027744293213
39,1.00000034679197,0.5491725232178691,0.5990320951454182,0.06252211485227317,0.05688960991928902,23.065059661865234
