method,budget_bpw,layer,expert_id,expert_stratum,invocations,mean,median
rrq_raw_heterogeneous_bf16_scales,1.0,4,143,cold,1,0.3643377423286438,0.3643377423286438
rrq_raw_heterogeneous_bf16_scales,1.0,4,154,hot,4,0.40918707847595215,0.41365036368370056
rrq_raw_heterogeneous_bf16_scales,1.0,4,190,median,4,0.4415718615055084,0.43091878294944763
rrq_raw_heterogeneous_bf16_scales,1.0,4,193,median,4,0.40857215225696564,0.41553443670272827
rrq_raw_heterogeneous_bf16_scales,1.0,20,30,cold,1,0.3753821849822998,0.3753821849822998
rrq_raw_heterogeneous_bf16_scales,1.0,20,44,median,3,0.41141517957051593,0.4405747652053833
rrq_raw_heterogeneous_bf16_scales,1.0,20,45,median,1,0.3932010531425476,0.3932010531425476
rrq_raw_heterogeneous_bf16_scales,1.0,20,72,hot,4,0.39681975543498993,0.3882041275501251
rrq_raw_heterogeneous_bf16_scales,1.0,20,142,median,3,0.5346450805664062,0.5423195362091064
rrq_raw_heterogeneous_bf16_scales,1.0,20,148,hot,4,0.428194522857666,0.42743808031082153
rrq_raw_heterogeneous_bf16_scales,1.0,20,232,hot,4,0.4758681505918503,0.4869120121002197
rrq_raw_heterogeneous_bf16_scales,1.0,20,240,hot,4,0.3417343944311142,0.29482245445251465
rrq_raw_heterogeneous_bf16_scales,1.0,39,22,hot,4,0.42646870017051697,0.43592360615730286
rrq_raw_heterogeneous_bf16_scales,1.0,39,37,median,4,0.4788445681333542,0.47487467527389526
rrq_raw_heterogeneous_bf16_scales,1.0,39,43,cold,2,0.472322553396225,0.472322553396225
rrq_raw_heterogeneous_bf16_scales,1.0,39,55,median,4,0.37716133892536163,0.3796202838420868
rrq_raw_heterogeneous_bf16_scales,1.0,39,70,hot,4,0.4063543230295181,0.41780391335487366
rrq_raw_heterogeneous_bf16_scales,1.0,39,147,median,4,0.4703947901725769,0.4903157949447632
rrq_raw_heterogeneous_bf16_scales,1.0,39,189,hot,4,0.4276266247034073,0.4433314800262451
rrq_raw_heterogeneous_bf16_scales,1.0,39,193,median,4,0.5273877382278442,0.5376505255699158
rrq_raw_heterogeneous_bf16_scales,1.0,39,235,hot,4,0.4580250084400177,0.45920997858047485
rrq_raw_heterogeneous_bf16_scales,1.25,0,1,median,4,0.3836135268211365,0.38248831033706665
rrq_raw_heterogeneous_bf16_scales,1.25,0,8,cold,1,0.4307805299758911,0.4307805299758911
rrq_raw_heterogeneous_bf16_scales,1.25,0,17,cold,4,0.43027181923389435,0.44273215532302856
rrq_raw_heterogeneous_bf16_scales,1.25,0,22,median,4,0.4529866427183151,0.44241803884506226
rrq_raw_heterogeneous_bf16_scales,1.25,0,114,median,1,0.6800686120986938,0.6800686120986938
rrq_raw_heterogeneous_bf16_scales,1.25,0,158,median,4,0.42274239659309387,0.3752062916755676
rrq_raw_heterogeneous_bf16_scales,1.25,0,164,cold,3,0.4513455033302307,0.4604443907737732
rrq_raw_heterogeneous_bf16_scales,1.25,0,181,hot,4,0.37340760231018066,0.3498523533344269
rrq_raw_heterogeneous_bf16_scales,1.25,0,206,hot,4,0.4153086692094803,0.41391655802726746
rrq_raw_heterogeneous_bf16_scales,1.25,0,238,hot,4,0.48117195069789886,0.42777228355407715
rrq_raw_heterogeneous_bf16_scales,1.25,0,248,cold,4,0.35327817499637604,0.3570770025253296
rrq_raw_heterogeneous_bf16_scales,1.25,0,252,hot,4,0.7543282806873322,0.7679641246795654
rrq_raw_heterogeneous_bf16_scales,1.25,4,28,hot,4,0.41637539863586426,0.3861527740955353
rrq_raw_heterogeneous_bf16_scales,1.25,4,36,median,4,0.3449947237968445,0.335339218378067
rrq_raw_heterogeneous_bf16_scales,1.25,4,82,median,4,0.4956832677125931,0.5081851780414581
rrq_raw_heterogeneous_bf16_scales,1.25,4,111,cold,1,0.38015449047088623,0.38015449047088623
rrq_raw_heterogeneous_bf16_scales,1.25,4,129,hot,4,0.46771444380283356,0.47901877760887146
rrq_raw_heterogeneous_bf16_scales,1.25,4,134,hot,4,0.40495628118515015,0.39834538102149963
rrq_raw_heterogeneous_bf16_scales,1.25,4,143,cold,1,0.3643377423286438,0.3643377423286438
rrq_raw_heterogeneous_bf16_scales,1.25,4,154,hot,4,0.40918707847595215,0.41365036368370056
rrq_raw_heterogeneous_bf16_scales,1.25,4,190,median,4,0.4415718615055084,0.43091878294944763
rrq_raw_heterogeneous_bf16_scales,1.25,4,193,median,4,0.40857215225696564,0.41553443670272827
rrq_raw_heterogeneous_bf16_scales,1.25,20,30,cold,1,0.3753821849822998,0.3753821849822998
rrq_raw_heterogeneous_bf16_scales,1.25,20,44,median,3,0.41141517957051593,0.4405747652053833
rrq_raw_heterogeneous_bf16_scales,1.25,20,45,median,1,0.3932010531425476,0.3932010531425476
rrq_raw_heterogeneous_bf16_scales,1.25,20,72,hot,4,0.39681975543498993,0.3882041275501251
rrq_raw_heterogeneous_bf16_scales,1.25,20,142,median,3,0.5346450805664062,0.5423195362091064
rrq_raw_heterogeneous_bf16_scales,1.25,20,148,hot,4,0.428194522857666,0.42743808031082153
rrq_raw_heterogeneous_bf16_scales,1.25,20,232,hot,4,0.4758681505918503,0.4869120121002197
rrq_raw_heterogeneous_bf16_scales,1.25,20,240,hot,4,0.3417343944311142,0.29482245445251465
rrq_raw_heterogeneous_bf16_scales,1.25,39,22,hot,4,0.42646870017051697,0.43592360615730286
rrq_raw_heterogeneous_bf16_scales,1.25,39,37,median,4,0.4788445681333542,0.47487467527389526
rrq_raw_heterogeneous_bf16_scales,1.25,39,43,cold,2,0.472322553396225,0.472322553396225
rrq_raw_heterogeneous_bf16_scales,1.25,39,55,median,4,0.37716133892536163,0.3796202838420868
rrq_raw_heterogeneous_bf16_scales,1.25,39,70,hot,4,0.4063543230295181,0.41780391335487366
rrq_raw_heterogeneous_bf16_scales,1.25,39,147,median,4,0.4703947901725769,0.4903157949447632
rrq_raw_heterogeneous_bf16_scales,1.25,39,189,hot,4,0.4276266247034073,0.4433314800262451
rrq_raw_heterogeneous_bf16_scales,1.25,39,193,median,4,0.5273877382278442,0.5376505255699158
rrq_raw_heterogeneous_bf16_scales,1.25,39,235,hot,4,0.4580250084400177,0.45920997858047485
rrq_raw_heterogeneous_bf16_scales,1.5,0,1,median,4,0.3836135268211365,0.38248831033706665
rrq_raw_heterogeneous_bf16_scales,1.5,0,8,cold,1,0.4307805299758911,0.4307805299758911
rrq_raw_heterogeneous_bf16_scales,1.5,0,17,cold,4,0.43027181923389435,0.44273215532302856
rrq_raw_heterogeneous_bf16_scales,1.5,0,22,median,4,0.4529866427183151,0.44241803884506226
rrq_raw_heterogeneous_bf16_scales,1.5,0,114,median,1,0.6800686120986938,0.6800686120986938
rrq_raw_heterogeneous_bf16_scales,1.5,0,158,median,4,0.42274239659309387,0.3752062916755676
rrq_raw_heterogeneous_bf16_scales,1.5,0,164,cold,3,0.4513455033302307,0.4604443907737732
rrq_raw_heterogeneous_bf16_scales,1.5,0,181,hot,4,0.37340760231018066,0.3498523533344269
rrq_raw_heterogeneous_bf16_scales,1.5,0,206,hot,4,0.4153086692094803,0.41391655802726746
rrq_raw_heterogeneous_bf16_scales,1.5,0,238,hot,4,0.48117195069789886,0.42777228355407715
rrq_raw_heterogeneous_bf16_scales,1.5,0,248,cold,4,0.35327817499637604,0.3570770025253296
rrq_raw_heterogeneous_bf16_scales,1.5,0,252,hot,4,0.7543282806873322,0.7679641246795654
rrq_raw_heterogeneous_bf16_scales,1.5,4,28,hot,4,0.41637539863586426,0.3861527740955353
rrq_raw_heterogeneous_bf16_scales,1.5,4,36,median,4,0.3449947237968445,0.335339218378067
rrq_raw_heterogeneous_bf16_scales,1.5,4,82,median,4,0.4956832677125931,0.5081851780414581
rrq_raw_heterogeneous_bf16_scales,1.5,4,111,cold,1,0.38015449047088623,0.38015449047088623
rrq_raw_heterogeneous_bf16_scales,1.5,4,129,hot,4,0.46771444380283356,0.47901877760887146
rrq_raw_heterogeneous_bf16_scales,1.5,4,134,hot,4,0.40495628118515015,0.39834538102149963
rrq_raw_heterogeneous_bf16_scales,1.5,4,143,cold,1,0.3643377423286438,0.3643377423286438
rrq_raw_heterogeneous_bf16_scales,1.5,4,154,hot,4,0.40918707847595215,0.41365036368370056
rrq_raw_heterogeneous_bf16_scales,1.5,4,190,median,4,0.4415718615055084,0.43091878294944763
rrq_raw_heterogeneous_bf16_scales,1.5,4,193,median,4,0.40857215225696564,0.41553443670272827
rrq_raw_heterogeneous_bf16_scales,1.5,20,30,cold,1,0.3753821849822998,0.3753821849822998
rrq_raw_heterogeneous_bf16_scales,1.5,20,44,median,3,0.41141517957051593,0.4405747652053833
rrq_raw_heterogeneous_bf16_scales,1.5,20,45,median,1,0.3932010531425476,0.3932010531425476
rrq_raw_heterogeneous_bf16_scales,1.5,20,72,hot,4,0.39681975543498993,0.3882041275501251
rrq_raw_heterogeneous_bf16_scales,1.5,20,142,median,3,0.5346450805664062,0.5423195362091064
rrq_raw_heterogeneous_bf16_scales,1.5,20,148,hot,4,0.428194522857666,0.42743808031082153
rrq_raw_heterogeneous_bf16_scales,1.5,20,232,hot,4,0.4758681505918503,0.4869120121002197
rrq_raw_heterogeneous_bf16_scales,1.5,20,240,hot,4,0.3417343944311142,0.29482245445251465
rrq_raw_heterogeneous_bf16_scales,1.5,39,22,hot,4,0.42646870017051697,0.43592360615730286
rrq_raw_heterogeneous_bf16_scales,1.5,39,37,median,4,0.4788445681333542,0.47487467527389526
rrq_raw_heterogeneous_bf16_scales,1.5,39,43,cold,2,0.472322553396225,0.472322553396225
rrq_raw_heterogeneous_bf16_scales,1.5,39,55,median,4,0.37716133892536163,0.3796202838420868
rrq_raw_heterogeneous_bf16_scales,1.5,39,70,hot,4,0.4063543230295181,0.41780391335487366
rrq_raw_heterogeneous_bf16_scales,1.5,39,147,median,4,0.4703947901725769,0.4903157949447632
rrq_raw_heterogeneous_bf16_scales,1.5,39,189,hot,4,0.4276266247034073,0.4433314800262451
rrq_raw_heterogeneous_bf16_scales,1.5,39,193,median,4,0.5273877382278442,0.5376505255699158
rrq_raw_heterogeneous_bf16_scales,1.5,39,235,hot,4,0.4580250084400177,0.45920997858047485
rrq_raw_heterogeneous_bf16_scales,2.0,0,1,median,4,0.6416348218917847,0.6357347071170807
rrq_raw_heterogeneous_bf16_scales,2.0,0,8,cold,1,0.5958026647567749,0.5958026647567749
rrq_raw_heterogeneous_bf16_scales,2.0,0,17,cold,4,0.6316874176263809,0.6258000433444977
rrq_raw_heterogeneous_bf16_scales,2.0,0,22,median,4,0.6966286599636078,0.6668703556060791
rrq_raw_heterogeneous_bf16_scales,2.0,0,114,median,1,0.835334837436676,0.835334837436676
rrq_raw_heterogeneous_bf16_scales,2.0,0,158,median,4,0.6878324300050735,0.6816153526306152
rrq_raw_heterogeneous_bf16_scales,2.0,0,164,cold,3,0.6883741219838461,0.7075285911560059
rrq_raw_heterogeneous_bf16_scales,2.0,0,181,hot,4,0.7383101135492325,0.7409350275993347
rrq_raw_heterogeneous_bf16_scales,2.0,0,206,hot,4,0.6553544998168945,0.6684101223945618
rrq_raw_heterogeneous_bf16_scales,2.0,0,238,hot,4,0.7816451191902161,0.7710170745849609
rrq_raw_heterogeneous_bf16_scales,2.0,0,248,cold,4,0.5645469725131989,0.5661723017692566
rrq_raw_heterogeneous_bf16_scales,2.0,0,252,hot,4,0.8888184577226639,0.8970689475536346
rrq_raw_heterogeneous_bf16_scales,2.0,4,28,hot,4,0.6499184519052505,0.6422494351863861
rrq_raw_heterogeneous_bf16_scales,2.0,4,36,median,4,0.6133656352758408,0.6119649112224579
rrq_raw_heterogeneous_bf16_scales,2.0,4,82,median,4,0.7086345851421356,0.7103263735771179
rrq_raw_heterogeneous_bf16_scales,2.0,4,111,cold,1,0.5727096199989319,0.5727096199989319
rrq_raw_heterogeneous_bf16_scales,2.0,4,129,hot,4,0.6916477978229523,0.6796218156814575
rrq_raw_heterogeneous_bf16_scales,2.0,4,134,hot,4,0.6636906862258911,0.644159197807312
rrq_raw_heterogeneous_bf16_scales,2.0,4,143,cold,1,0.6201993227005005,0.6201993227005005
rrq_raw_heterogeneous_bf16_scales,2.0,4,154,hot,4,0.6827386021614075,0.6847483813762665
rrq_raw_heterogeneous_bf16_scales,2.0,4,190,median,4,0.7498294860124588,0.7475714981555939
rrq_raw_heterogeneous_bf16_scales,2.0,4,193,median,4,0.6684826761484146,0.6828818321228027
rrq_raw_heterogeneous_bf16_scales,2.0,20,30,cold,1,0.5776981115341187,0.5776981115341187
rrq_raw_heterogeneous_bf16_scales,2.0,20,44,median,3,0.692660927772522,0.6972806453704834
rrq_raw_heterogeneous_bf16_scales,2.0,20,45,median,1,0.6641286611557007,0.6641286611557007
rrq_raw_heterogeneous_bf16_scales,2.0,20,72,hot,4,0.6895572245121002,0.719390332698822
rrq_raw_heterogeneous_bf16_scales,2.0,20,142,median,3,0.7259581685066223,0.6964403390884399
rrq_raw_heterogeneous_bf16_scales,2.0,20,148,hot,4,0.6773872524499893,0.690658688545227
rrq_raw_heterogeneous_bf16_scales,2.0,20,232,hot,4,0.7172800898551941,0.7359836399555206
rrq_raw_heterogeneous_bf16_scales,2.0,20,240,hot,4,0.5765569806098938,0.6144946217536926
rrq_raw_heterogeneous_bf16_scales,2.0,39,22,hot,4,0.632230594754219,0.6325089335441589
rrq_raw_heterogeneous_bf16_scales,2.0,39,37,median,4,0.730478897690773,0.7365243136882782
rrq_raw_heterogeneous_bf16_scales,2.0,39,43,cold,2,0.6285420358181,0.6285420358181
rrq_raw_heterogeneous_bf16_scales,2.0,39,55,median,4,0.5925605595111847,0.5999169945716858
rrq_raw_heterogeneous_bf16_scales,2.0,39,70,hot,4,0.7025856375694275,0.6904266774654388
rrq_raw_heterogeneous_bf16_scales,2.0,39,147,median,4,0.7077651470899582,0.7216192185878754
rrq_raw_heterogeneous_bf16_scales,2.0,39,189,hot,4,0.6993094980716705,0.7113645374774933
rrq_raw_heterogeneous_bf16_scales,2.0,39,193,median,4,0.7248190641403198,0.7181808948516846
rrq_raw_heterogeneous_bf16_scales,2.0,39,235,hot,4,0.6866080313920975,0.6838616728782654
rrq_raw_heterogeneous_bf16_scales,2.25,0,1,median,4,0.6416348218917847,0.6357347071170807
rrq_raw_heterogeneous_bf16_scales,2.25,0,8,cold,1,0.5958026647567749,0.5958026647567749
rrq_raw_heterogeneous_bf16_scales,2.25,0,17,cold,4,0.6316874176263809,0.6258000433444977
rrq_raw_heterogeneous_bf16_scales,2.25,0,22,median,4,0.6966286599636078,0.6668703556060791
rrq_raw_heterogeneous_bf16_scales,2.25,0,114,median,1,0.835334837436676,0.835334837436676
rrq_raw_heterogeneous_bf16_scales,2.25,0,158,median,4,0.6878324300050735,0.6816153526306152
rrq_raw_heterogeneous_bf16_scales,2.25,0,164,cold,3,0.6883741219838461,0.7075285911560059
rrq_raw_heterogeneous_bf16_scales,2.25,0,181,hot,4,0.7383101135492325,0.7409350275993347
rrq_raw_heterogeneous_bf16_scales,2.25,0,206,hot,4,0.6553544998168945,0.6684101223945618
rrq_raw_heterogeneous_bf16_scales,2.25,0,238,hot,4,0.7816451191902161,0.7710170745849609
rrq_raw_heterogeneous_bf16_scales,2.25,0,248,cold,4,0.5645469725131989,0.5661723017692566
rrq_raw_heterogeneous_bf16_scales,2.25,0,252,hot,4,0.8888184577226639,0.8970689475536346
rrq_raw_heterogeneous_bf16_scales,2.25,4,28,hot,4,0.6499184519052505,0.6422494351863861
rrq_raw_heterogeneous_bf16_scales,2.25,4,36,median,4,0.6133656352758408,0.6119649112224579
rrq_raw_heterogeneous_bf16_scales,2.25,4,82,median,4,0.7086345851421356,0.7103263735771179
rrq_raw_heterogeneous_bf16_scales,2.25,4,111,cold,1,0.5727096199989319,0.5727096199989319
rrq_raw_heterogeneous_bf16_scales,2.25,4,129,hot,4,0.6916477978229523,0.6796218156814575
rrq_raw_heterogeneous_bf16_scales,2.25,4,134,hot,4,0.6636906862258911,0.644159197807312
rrq_raw_heterogeneous_bf16_scales,2.25,4,143,cold,1,0.6201993227005005,0.6201993227005005
rrq_raw_heterogeneous_bf16_scales,2.25,4,154,hot,4,0.6827386021614075,0.6847483813762665
rrq_raw_heterogeneous_bf16_scales,2.25,4,190,median,4,0.7498294860124588,0.7475714981555939
rrq_raw_heterogeneous_bf16_scales,2.25,4,193,median,4,0.6684826761484146,0.6828818321228027
rrq_raw_heterogeneous_bf16_scales,2.25,20,30,cold,1,0.5776981115341187,0.5776981115341187
rrq_raw_heterogeneous_bf16_scales,2.25,20,44,median,3,0.692660927772522,0.6972806453704834
rrq_raw_heterogeneous_bf16_scales,2.25,20,45,median,1,0.6641286611557007,0.6641286611557007
rrq_raw_heterogeneous_bf16_scales,2.25,20,72,hot,4,0.6895572245121002,0.719390332698822
rrq_raw_heterogeneous_bf16_scales,2.25,20,142,median,3,0.7259581685066223,0.6964403390884399
rrq_raw_heterogeneous_bf16_scales,2.25,20,148,hot,4,0.6773872524499893,0.690658688545227
rrq_raw_heterogeneous_bf16_scales,2.25,20,232,hot,4,0.7172800898551941,0.7359836399555206
rrq_raw_heterogeneous_bf16_scales,2.25,20,240,hot,4,0.5765569806098938,0.6144946217536926
rrq_raw_heterogeneous_bf16_scales,2.25,39,22,hot,4,0.632230594754219,0.6325089335441589
rrq_raw_heterogeneous_bf16_scales,2.25,39,37,median,4,0.730478897690773,0.7365243136882782
rrq_raw_heterogeneous_bf16_scales,2.25,39,43,cold,2,0.6285420358181,0.6285420358181
rrq_raw_heterogeneous_bf16_scales,2.25,39,55,median,4,0.5925605595111847,0.5999169945716858
rrq_raw_heterogeneous_bf16_scales,2.25,39,70,hot,4,0.7025856375694275,0.6904266774654388
rrq_raw_heterogeneous_bf16_scales,2.25,39,147,median,4,0.7077651470899582,0.7216192185878754
rrq_raw_heterogeneous_bf16_scales,2.25,39,189,hot,4,0.6993094980716705,0.7113645374774933
rrq_raw_heterogeneous_bf16_scales,2.25,39,193,median,4,0.7248190641403198,0.7181808948516846
rrq_raw_heterogeneous_bf16_scales,2.25,39,235,hot,4,0.6866080313920975,0.6838616728782654
rrq_raw_heterogeneous_bf16_scales,3.0,0,1,median,4,0.8106015473604202,0.8204412162303925
rrq_raw_heterogeneous_bf16_scales,3.0,0,8,cold,1,0.7228114008903503,0.7228114008903503
rrq_raw_heterogeneous_bf16_scales,3.0,0,17,cold,4,0.813810184597969,0.8236416280269623
rrq_raw_heterogeneous_bf16_scales,3.0,0,22,median,4,0.8534560799598694,0.8591562509536743
rrq_raw_heterogeneous_bf16_scales,3.0,0,114,median,1,0.9246982336044312,0.9246982336044312
rrq_raw_heterogeneous_bf16_scales,3.0,0,158,median,4,0.8564528226852417,0.8642562031745911
rrq_raw_heterogeneous_bf16_scales,3.0,0,164,cold,3,0.8502049247423807,0.8673939108848572
rrq_raw_heterogeneous_bf16_scales,3.0,0,181,hot,4,0.8886473774909973,0.8924174606800079
rrq_raw_heterogeneous_bf16_scales,3.0,0,206,hot,4,0.8315050005912781,0.8296718895435333
rrq_raw_heterogeneous_bf16_scales,3.0,0,238,hot,4,0.8954918831586838,0.8924128413200378
rrq_raw_heterogeneous_bf16_scales,3.0,0,248,cold,4,0.7695632129907608,0.7480153143405914
rrq_raw_heterogeneous_bf16_scales,3.0,0,252,hot,4,0.942718967795372,0.9536022543907166
rrq_raw_heterogeneous_bf16_scales,3.0,4,28,hot,4,0.8422336578369141,0.822993814945221
rrq_raw_heterogeneous_bf16_scales,3.0,4,36,median,4,0.841887429356575,0.8508747816085815
rrq_raw_heterogeneous_bf16_scales,3.0,4,82,median,4,0.9013494849205017,0.9008970856666565
rrq_raw_heterogeneous_bf16_scales,3.0,4,111,cold,1,0.8711627125740051,0.8711627125740051
rrq_raw_heterogeneous_bf16_scales,3.0,4,129,hot,4,0.8634262830018997,0.8680456280708313
rrq_raw_heterogeneous_bf16_scales,3.0,4,134,hot,4,0.8660216629505157,0.8700508177280426
rrq_raw_heterogeneous_bf16_scales,3.0,4,143,cold,1,0.8923900127410889,0.8923900127410889
rrq_raw_heterogeneous_bf16_scales,3.0,4,154,hot,4,0.877612367272377,0.882168173789978
rrq_raw_heterogeneous_bf16_scales,3.0,4,190,median,4,0.8939327150583267,0.9028304517269135
rrq_raw_heterogeneous_bf16_scales,3.0,4,193,median,4,0.8516969829797745,0.8948438763618469
rrq_raw_heterogeneous_bf16_scales,3.0,20,30,cold,1,0.8464222550392151,0.8464222550392151
rrq_raw_heterogeneous_bf16_scales,3.0,20,44,median,3,0.9193381468454996,0.9306104779243469
rrq_raw_heterogeneous_bf16_scales,3.0,20,45,median,1,0.9000397324562073,0.9000397324562073
rrq_raw_heterogeneous_bf16_scales,3.0,20,72,hot,4,0.8836847692728043,0.8865892887115479
rrq_raw_heterogeneous_bf16_scales,3.0,20,142,median,3,0.9343879222869873,0.9443519711494446
rrq_raw_heterogeneous_bf16_scales,3.0,20,148,hot,4,0.8955511897802353,0.8973278403282166
rrq_raw_heterogeneous_bf16_scales,3.0,20,232,hot,4,0.8928755223751068,0.9195576012134552
rrq_raw_heterogeneous_bf16_scales,3.0,20,240,hot,4,0.811121329665184,0.8376769423484802
rrq_raw_heterogeneous_bf16_scales,3.0,39,22,hot,4,0.7513456791639328,0.7479377090930939
rrq_raw_heterogeneous_bf16_scales,3.0,39,37,median,4,0.8909966796636581,0.8995418548583984
rrq_raw_heterogeneous_bf16_scales,3.0,39,43,cold,2,0.8368739783763885,0.8368739783763885
rrq_raw_heterogeneous_bf16_scales,3.0,39,55,median,4,0.789254367351532,0.806302011013031
rrq_raw_heterogeneous_bf16_scales,3.0,39,70,hot,4,0.8497963696718216,0.8517810106277466
rrq_raw_heterogeneous_bf16_scales,3.0,39,147,median,4,0.8349331021308899,0.8390553295612335
rrq_raw_heterogeneous_bf16_scales,3.0,39,189,hot,4,0.8538670539855957,0.8632253408432007
rrq_raw_heterogeneous_bf16_scales,3.0,39,193,median,4,0.8926058113574982,0.8941539525985718
rrq_raw_heterogeneous_bf16_scales,3.0,39,235,hot,4,0.8415576964616776,0.8430098295211792
rrq_raw_heterogeneous_bf16_scales,4.0,0,1,median,4,0.9430693238973618,0.9447102546691895
rrq_raw_heterogeneous_bf16_scales,4.0,0,8,cold,1,0.9497377872467041,0.9497377872467041
rrq_raw_heterogeneous_bf16_scales,4.0,0,17,cold,4,0.9582645148038864,0.9613417088985443
rrq_raw_heterogeneous_bf16_scales,4.0,0,22,median,4,0.9642597138881683,0.9723844528198242
rrq_raw_heterogeneous_bf16_scales,4.0,0,114,median,1,0.9674942493438721,0.9674942493438721
rrq_raw_heterogeneous_bf16_scales,4.0,0,158,median,4,0.9477583318948746,0.9510363042354584
rrq_raw_heterogeneous_bf16_scales,4.0,0,164,cold,3,0.9613833824793497,0.9635924100875854
rrq_raw_heterogeneous_bf16_scales,4.0,0,181,hot,4,0.9695262163877487,0.969402015209198
rrq_raw_heterogeneous_bf16_scales,4.0,0,206,hot,4,0.9719012975692749,0.9691726267337799
rrq_raw_heterogeneous_bf16_scales,4.0,0,238,hot,4,0.960014209151268,0.9610085189342499
rrq_raw_heterogeneous_bf16_scales,4.0,0,248,cold,4,0.9318573176860809,0.9312026500701904
rrq_raw_heterogeneous_bf16_scales,4.0,0,252,hot,4,0.9869911670684814,0.9891369342803955
rrq_raw_heterogeneous_bf16_scales,4.0,4,28,hot,4,0.9603995680809021,0.9619016349315643
rrq_raw_heterogeneous_bf16_scales,4.0,4,36,median,4,0.9420310407876968,0.9431259334087372
rrq_raw_heterogeneous_bf16_scales,4.0,4,82,median,4,0.9685743004083633,0.9701137244701385
rrq_raw_heterogeneous_bf16_scales,4.0,4,111,cold,1,0.9283111691474915,0.9283111691474915
rrq_raw_heterogeneous_bf16_scales,4.0,4,129,hot,4,0.9531476944684982,0.962803304195404
rrq_raw_heterogeneous_bf16_scales,4.0,4,134,hot,4,0.9472501128911972,0.9492834210395813
rrq_raw_heterogeneous_bf16_scales,4.0,4,143,cold,1,0.9557518362998962,0.9557518362998962
rrq_raw_heterogeneous_bf16_scales,4.0,4,154,hot,4,0.968897745013237,0.9707196950912476
rrq_raw_heterogeneous_bf16_scales,4.0,4,190,median,4,0.9657511413097382,0.9709230661392212
rrq_raw_heterogeneous_bf16_scales,4.0,4,193,median,4,0.9434821158647537,0.9500717520713806
rrq_raw_heterogeneous_bf16_scales,4.0,20,30,cold,1,0.9264816045761108,0.9264816045761108
rrq_raw_heterogeneous_bf16_scales,4.0,20,44,median,3,0.9643303155899048,0.9585680365562439
rrq_raw_heterogeneous_bf16_scales,4.0,20,45,median,1,0.9612614512443542,0.9612614512443542
rrq_raw_heterogeneous_bf16_scales,4.0,20,72,hot,4,0.9637653529644012,0.9681593775749207
rrq_raw_heterogeneous_bf16_scales,4.0,20,142,median,3,0.9692567785580953,0.9640201330184937
rrq_raw_heterogeneous_bf16_scales,4.0,20,148,hot,4,0.962212324142456,0.9619293212890625
rrq_raw_heterogeneous_bf16_scales,4.0,20,232,hot,4,0.9650432020425797,0.9650164544582367
rrq_raw_heterogeneous_bf16_scales,4.0,20,240,hot,4,0.9458525329828262,0.95015549659729
rrq_raw_heterogeneous_bf16_scales,4.0,39,22,hot,4,0.9412594139575958,0.9508368670940399
rrq_raw_heterogeneous_bf16_scales,4.0,39,37,median,4,0.9518951028585434,0.9544132649898529
rrq_raw_heterogeneous_bf16_scales,4.0,39,43,cold,2,0.9536936283111572,0.9536936283111572
rrq_raw_heterogeneous_bf16_scales,4.0,39,55,median,4,0.9431603699922562,0.9437019526958466
rrq_raw_heterogeneous_bf16_scales,4.0,39,70,hot,4,0.9666150659322739,0.9697113037109375
rrq_raw_heterogeneous_bf16_scales,4.0,39,147,median,4,0.9589246213436127,0.9588680565357208
rrq_raw_heterogeneous_bf16_scales,4.0,39,189,hot,4,0.9680926501750946,0.9705839455127716
rrq_raw_heterogeneous_bf16_scales,4.0,39,193,median,4,0.9567775726318359,0.9582643210887909
rrq_raw_heterogeneous_bf16_scales,4.0,39,235,hot,4,0.9449202567338943,0.9454590976238251
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,1,median,4,1.4901161193847656e-08,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,8,cold,1,5.960464477539063e-08,5.960464477539063e-08
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,17,cold,4,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,22,median,4,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,114,median,1,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,158,median,4,1.4901161193847656e-08,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,164,cold,3,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,181,hot,4,2.9802322387695312e-08,2.9802322387695312e-08
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,206,hot,4,1.4901161193847656e-08,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,238,hot,4,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,248,cold,4,1.4901161193847656e-08,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,0,252,hot,4,2.9802322387695312e-08,2.9802322387695312e-08
rrq_raw_heterogeneous_fp32_scales_upper,0.75,4,28,hot,4,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,4,36,median,4,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,4,82,median,4,1.4901161193847656e-08,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,4,111,cold,1,0.0,0.0
rrq_raw_heterogeneous_fp32_scales_upper,0.75,4,129,hot,4,0.0,0.0
