method,layer,expert_id,budget_bpw,invocations,median_recovery
A6_corrected_screened_greedy,0,181,1.0,1,0.8706843540980435
A6_corrected_screened_greedy,0,181,1.5,1,0.8761197244631402
A6_corrected_screened_greedy,0,181,2.0,1,0.8762890928881422
A6_corrected_screened_greedy,0,181,2.5,1,0.8762900816946267
A6_corrected_screened_greedy,0,181,3.0,1,0.8762900816946267
A6_corrected_screened_greedy,0,181,4.0,1,0.8762900816946267
A6_corrected_screened_greedy,0,206,0.0,1,0.0
A6_corrected_screened_greedy,0,206,0.5,1,0.9116190965404725
A6_corrected_screened_greedy,0,206,0.75,1,0.9185079617433515
A6_corrected_screened_greedy,0,206,1.0,1,0.918881147519966
A6_corrected_screened_greedy,0,206,1.5,1,0.9188895975590227
A6_corrected_screened_greedy,0,206,2.0,1,0.9188895975590227
A6_corrected_screened_greedy,0,206,2.5,1,0.9188895975590227
A6_corrected_screened_greedy,0,206,3.0,1,0.9188895975590227
A6_corrected_screened_greedy,0,206,4.0,1,0.9188895975590227
A6_corrected_screened_greedy,0,238,0.0,1,0.0
A6_corrected_screened_greedy,0,238,0.5,1,0.8939541955388065
A6_corrected_screened_greedy,0,238,0.75,1,0.9159205654100615
A6_corrected_screened_greedy,0,238,1.0,1,0.9284395929568711
A6_corrected_screened_greedy,0,238,1.5,1,0.9346932009820423
A6_corrected_screened_greedy,0,238,2.0,1,0.9349403722316857
A6_corrected_screened_greedy,0,238,2.5,1,0.934948977815967
A6_corrected_screened_greedy,0,238,3.0,1,0.934948977815967
A6_corrected_screened_greedy,0,238,4.0,1,0.934948977815967
A6_corrected_screened_greedy,0,248,0.0,1,0.0
A6_corrected_screened_greedy,0,248,0.5,1,0.6727106774199967
A6_corrected_screened_greedy,0,248,0.75,1,0.7139645785426604
A6_corrected_screened_greedy,0,248,1.0,1,0.7473450229413963
A6_corrected_screened_greedy,0,248,1.5,1,0.7658134520675164
A6_corrected_screened_greedy,0,248,2.0,1,0.7679667623875315
A6_corrected_screened_greedy,0,248,2.5,1,0.7680111214673053
A6_corrected_screened_greedy,0,248,3.0,1,0.7680111214673053
A6_corrected_screened_greedy,0,248,4.0,1,0.7680111214673053
A6_corrected_screened_greedy,0,252,0.0,1,0.0
A6_corrected_screened_greedy,0,252,0.5,1,0.8456064098803839
A6_corrected_screened_greedy,0,252,0.75,1,0.8462242085004432
A6_corrected_screened_greedy,0,252,1.0,1,0.846244791718159
A6_corrected_screened_greedy,0,252,1.5,1,0.846244791718159
A6_corrected_screened_greedy,0,252,2.0,1,0.846244791718159
A6_corrected_screened_greedy,0,252,2.5,1,0.846244791718159
A6_corrected_screened_greedy,0,252,3.0,1,0.846244791718159
A6_corrected_screened_greedy,0,252,4.0,1,0.846244791718159
A6_corrected_screened_greedy,4,28,0.0,1,0.0
A6_corrected_screened_greedy,4,28,0.5,1,0.8107350200104361
A6_corrected_screened_greedy,4,28,0.75,1,0.8554460399355828
A6_corrected_screened_greedy,4,28,1.0,1,0.8696057259994705
A6_corrected_screened_greedy,4,28,1.5,1,0.8890085194646431
A6_corrected_screened_greedy,4,28,2.0,1,0.8998294063679207
A6_corrected_screened_greedy,4,28,2.5,1,0.9028014906693975
A6_corrected_screened_greedy,4,28,3.0,1,0.902869781428112
A6_corrected_screened_greedy,4,28,4.0,1,0.90288535118804
A6_corrected_screened_greedy,4,36,0.0,1,0.0
A6_corrected_screened_greedy,4,36,0.5,1,0.6025349195096056
A6_corrected_screened_greedy,4,36,0.75,1,0.6334893967209377
A6_corrected_screened_greedy,4,36,1.0,1,0.6601527023740874
A6_corrected_screened_greedy,4,36,1.5,1,0.7012250469651828
A6_corrected_screened_greedy,4,36,2.0,1,0.7182963172731434
A6_corrected_screened_greedy,4,36,2.5,1,0.7207943562736387
A6_corrected_screened_greedy,4,36,3.0,1,0.7209785342616786
A6_corrected_screened_greedy,4,36,4.0,1,0.7209804532076857
A6_corrected_screened_greedy,4,82,0.0,1,0.0
A6_corrected_screened_greedy,4,82,0.5,1,0.7749442801591304
A6_corrected_screened_greedy,4,82,0.75,1,0.7961324897719744
A6_corrected_screened_greedy,4,82,1.0,1,0.8215632761907519
A6_corrected_screened_greedy,4,82,1.5,1,0.8440906657861382
A6_corrected_screened_greedy,4,82,2.0,1,0.8518098315230378
A6_corrected_screened_greedy,4,82,2.5,1,0.8536097293045507
A6_corrected_screened_greedy,4,82,3.0,1,0.8536867196619166
A6_corrected_screened_greedy,4,82,4.0,1,0.8537051069005597
A6_corrected_screened_greedy,4,111,0.0,1,0.0
A6_corrected_screened_greedy,4,111,0.5,1,0.5622518972683112
A6_corrected_screened_greedy,4,111,0.75,1,0.6039408073911867
A6_corrected_screened_greedy,4,111,1.0,1,0.636382853910111
A6_corrected_screened_greedy,4,111,1.5,1,0.6805963161354536
A6_corrected_screened_greedy,4,111,2.0,1,0.6989327356051622
A6_corrected_screened_greedy,4,111,2.5,1,0.7016798139008452
A6_corrected_screened_greedy,4,111,3.0,1,0.7027298837146012
A6_corrected_screened_greedy,4,111,4.0,1,0.702738588671717
A6_corrected_screened_greedy,4,129,0.0,1,0.0
A6_corrected_screened_greedy,4,129,0.5,1,0.7689549302709724
A6_corrected_screened_greedy,4,129,0.75,1,0.820288678104443
A6_corrected_screened_greedy,4,129,1.0,1,0.8388243778033263
A6_corrected_screened_greedy,4,129,1.5,1,0.8644154608744419
A6_corrected_screened_greedy,4,129,2.0,1,0.8786201453560716
A6_corrected_screened_greedy,4,129,2.5,1,0.8798785038752265
A6_corrected_screened_greedy,4,129,3.0,1,0.879985090867259
A6_corrected_screened_greedy,4,129,4.0,1,0.8799878015659547
A6_corrected_screened_greedy,4,134,0.0,1,0.0
A6_corrected_screened_greedy,4,134,0.5,1,0.6597192727803357
A6_corrected_screened_greedy,4,134,0.75,1,0.6905030673536526
A6_corrected_screened_greedy,4,134,1.0,1,0.7084904776197668
A6_corrected_screened_greedy,4,134,1.5,1,0.7377178566527742
A6_corrected_screened_greedy,4,134,2.0,1,0.7469375648300509
A6_corrected_screened_greedy,4,134,2.5,1,0.7481441501988946
A6_corrected_screened_greedy,4,134,3.0,1,0.7482099441734913
A6_corrected_screened_greedy,4,134,4.0,1,0.7482103643453801
A6_corrected_screened_greedy,4,143,0.0,1,0.0
A6_corrected_screened_greedy,4,143,0.5,1,0.5317260670747761
A6_corrected_screened_greedy,4,143,0.75,1,0.5778971450643984
A6_corrected_screened_greedy,4,143,1.0,1,0.6500503852542008
A6_corrected_screened_greedy,4,143,1.5,1,0.7098555945544621
A6_corrected_screened_greedy,4,143,2.0,1,0.7444218911494214
A6_corrected_screened_greedy,4,143,2.5,1,0.7584312908178387
A6_corrected_screened_greedy,4,143,3.0,1,0.7610543376546395
A6_corrected_screened_greedy,4,143,4.0,1,0.7610779388467724
A6_corrected_screened_greedy,4,154,0.0,1,0.0
A6_corrected_screened_greedy,4,154,0.5,1,0.838252749143762
A6_corrected_screened_greedy,4,154,0.75,1,0.8528036720392351
A6_corrected_screened_greedy,4,154,1.0,1,0.8692843058370896
A6_corrected_screened_greedy,4,154,1.5,1,0.8834780277729777
A6_corrected_screened_greedy,4,154,2.0,1,0.8891783819619541
A6_corrected_screened_greedy,4,154,2.5,1,0.8895578791851839
A6_corrected_screened_greedy,4,154,3.0,1,0.8895794617515728
A6_corrected_screened_greedy,4,154,4.0,1,0.8895794617515728
A6_corrected_screened_greedy,4,190,0.0,1,0.0
A6_corrected_screened_greedy,4,190,0.5,1,0.7469932195851714
A6_corrected_screened_greedy,4,190,0.75,1,0.764059324353319
A6_corrected_screened_greedy,4,190,1.0,1,0.7771568474861761
A6_corrected_screened_greedy,4,190,1.5,1,0.7878723320344243
A6_corrected_screened_greedy,4,190,2.0,1,0.7923741741734766
A6_corrected_screened_greedy,4,190,2.5,1,0.7925326793313814
A6_corrected_screened_greedy,4,190,3.0,1,0.7928460467607242
A6_corrected_screened_greedy,4,190,4.0,1,0.7928460467607242
A6_corrected_screened_greedy,4,193,0.0,1,0.0
A6_corrected_screened_greedy,4,193,0.5,1,0.764398487174281
A6_corrected_screened_greedy,4,193,0.75,1,0.7855404095444417
A6_corrected_screened_greedy,4,193,1.0,1,0.8024218340751889
A6_corrected_screened_greedy,4,193,1.5,1,0.8292019799236249
A6_corrected_screened_greedy,4,193,2.0,1,0.8415049758420784
A6_corrected_screened_greedy,4,193,2.5,1,0.8437090319499928
A6_corrected_screened_greedy,4,193,3.0,1,0.8441003215077503
A6_corrected_screened_greedy,4,193,4.0,1,0.8441031144199234
A6_corrected_screened_greedy,20,30,0.0,1,0.0
A6_corrected_screened_greedy,20,30,0.5,1,0.6525603099715657
A6_corrected_screened_greedy,20,30,0.75,1,0.6958123717786979
A6_corrected_screened_greedy,20,30,1.0,1,0.7232853465816662
A6_corrected_screened_greedy,20,30,1.5,1,0.7660616967337124
A6_corrected_screened_greedy,20,30,2.0,1,0.7789091823117108
A6_corrected_screened_greedy,20,30,2.5,1,0.7827238525954254
A6_corrected_screened_greedy,20,30,3.0,1,0.782765252043853
A6_corrected_screened_greedy,20,30,4.0,1,0.7827652997940819
A6_corrected_screened_greedy,20,44,0.0,1,0.0
A6_corrected_screened_greedy,20,44,0.5,1,0.7436232805299661
A6_corrected_screened_greedy,20,44,0.75,1,0.7826775784992461
A6_corrected_screened_greedy,20,44,1.0,1,0.8017465540608661
A6_corrected_screened_greedy,20,44,1.5,1,0.8307598264923621
A6_corrected_screened_greedy,20,44,2.0,1,0.8450924199169203
A6_corrected_screened_greedy,20,44,2.5,1,0.8472927808485416
A6_corrected_screened_greedy,20,44,3.0,1,0.8475028904570642
A6_corrected_screened_greedy,20,44,4.0,1,0.8475082380582168
A6_corrected_screened_greedy,20,45,0.0,1,0.0
A6_corrected_screened_greedy,20,45,0.5,1,0.5852676402095174
A6_corrected_screened_greedy,20,45,0.75,1,0.6334209213788068
A6_corrected_screened_greedy,20,45,1.0,1,0.6689096068335296
A6_corrected_screened_greedy,20,45,1.5,1,0.7210962365813224
A6_corrected_screened_greedy,20,45,2.0,1,0.7528080064989037
A6_corrected_screened_greedy,20,45,2.5,1,0.7871830825850346
A6_corrected_screened_greedy,20,45,3.0,1,0.7896274611630874
A6_corrected_screened_greedy,20,45,4.0,1,0.7898773334841813
A6_corrected_screened_greedy,20,72,0.0,1,0.0
A6_corrected_screened_greedy,20,72,0.5,1,0.7930531449333043
A6_corrected_screened_greedy,20,72,0.75,1,0.818641778245939
A6_corrected_screened_greedy,20,72,1.0,1,0.8338400236035366
A6_corrected_screened_greedy,20,72,1.5,1,0.8640856276148059
A6_corrected_screened_greedy,20,72,2.0,1,0.8844075865418495
A6_corrected_screened_greedy,20,72,2.5,1,0.8878652507504619
A6_corrected_screened_greedy,20,72,3.0,1,0.8881749153594964
A6_corrected_screened_greedy,20,72,4.0,1,0.8881963256624845
A6_corrected_screened_greedy,20,142,0.0,1,0.0
A6_corrected_screened_greedy,20,142,0.5,1,0.79343167785599
A6_corrected_screened_greedy,20,142,0.75,1,0.8155204707932349
A6_corrected_screened_greedy,20,142,1.0,1,0.8291968787696519
A6_corrected_screened_greedy,20,142,1.5,1,0.8533018037482876
A6_corrected_screened_greedy,20,142,2.0,1,0.8680264624894476
A6_corrected_screened_greedy,20,142,2.5,1,0.8861468781109919
A6_corrected_screened_greedy,20,142,3.0,1,0.8894551922096171
A6_corrected_screened_greedy,20,142,4.0,1,0.8896960735497947
A6_corrected_screened_greedy,20,148,0.0,1,0.0
A6_corrected_screened_greedy,20,148,0.5,1,0.8267050396194376
A6_corrected_screened_greedy,20,148,0.75,1,0.8492136189348839
A6_corrected_screened_greedy,20,148,1.0,1,0.8640493694696765
A6_corrected_screened_greedy,20,148,1.5,1,0.8825015795764616
A6_corrected_screened_greedy,20,148,2.0,1,0.8896135503581497
A6_corrected_screened_greedy,20,148,2.5,1,0.8900447193506785
A6_corrected_screened_greedy,20,148,3.0,1,0.8901704112581423
A6_corrected_screened_greedy,20,148,4.0,1,0.8901714225723403
A6_corrected_screened_greedy,20,232,0.0,1,0.0
A6_corrected_screened_greedy,20,232,0.5,1,0.7202384260956398
A6_corrected_screened_greedy,20,232,0.75,1,0.7442398026254093
A6_corrected_screened_greedy,20,232,1.0,1,0.762488071875087
A6_corrected_screened_greedy,20,232,1.5,1,0.7803282983716369
A6_corrected_screened_greedy,20,232,2.0,1,0.787756969747604
A6_corrected_screened_greedy,20,232,2.5,1,0.7893341676626899
A6_corrected_screened_greedy,20,232,3.0,1,0.7893577823662103
A6_corrected_screened_greedy,20,232,4.0,1,0.7893577823662103
A6_corrected_screened_greedy,20,240,0.0,1,0.0
A6_corrected_screened_greedy,20,240,0.5,1,0.7340741099484459
A6_corrected_screened_greedy,20,240,0.75,1,0.7609178736874713
A6_corrected_screened_greedy,20,240,1.0,1,0.7785341222922659
A6_corrected_screened_greedy,20,240,1.5,1,0.8091897173088315
A6_corrected_screened_greedy,20,240,2.0,1,0.8187802716977908
A6_corrected_screened_greedy,20,240,2.5,1,0.8194803013384913
A6_corrected_screened_greedy,20,240,3.0,1,0.819521922900526
A6_corrected_screened_greedy,20,240,4.0,1,0.819521922900526
A6_corrected_screened_greedy,39,22,0.0,1,0.0
A6_corrected_screened_greedy,39,22,0.5,1,0.6386707991086318
A6_corrected_screened_greedy,39,22,0.75,1,0.668650688291561
A6_corrected_screened_greedy,39,22,1.0,1,0.7048672961769709
A6_corrected_screened_greedy,39,22,1.5,1,0.754191604047652
A6_corrected_screened_greedy,39,22,2.0,1,0.7863459411324942
A6_corrected_screened_greedy,39,22,2.5,1,0.8069284457407537
A6_corrected_screened_greedy,39,22,3.0,1,0.8249327064834455
A6_corrected_screened_greedy,39,22,4.0,1,0.8251155564738283
A6_corrected_screened_greedy,39,37,0.0,1,0.0
A6_corrected_screened_greedy,39,37,0.5,1,0.7369343812091541
A6_corrected_screened_greedy,39,37,0.75,1,0.7614674590357645
A6_corrected_screened_greedy,39,37,1.0,1,0.7767462629345618
A6_corrected_screened_greedy,39,37,1.5,1,0.8015861802884102
A6_corrected_screened_greedy,39,37,2.0,1,0.823229765186919
A6_corrected_screened_greedy,39,37,2.5,1,0.8331050451393139
A6_corrected_screened_greedy,39,37,3.0,1,0.8345597205540204
A6_corrected_screened_greedy,39,37,4.0,1,0.8345891449410352
A6_corrected_screened_greedy,39,43,0.0,1,0.0
A6_corrected_screened_greedy,39,43,0.5,1,0.5131068487330062
A6_corrected_screened_greedy,39,43,0.75,1,0.5736600034157155
A6_corrected_screened_greedy,39,43,1.0,1,0.6280069760441366
A6_corrected_screened_greedy,39,43,1.5,1,0.7207539127705536
A6_corrected_screened_greedy,39,43,2.0,1,0.7727209468581244
A6_corrected_screened_greedy,39,43,2.5,1,0.7979735817364886
A6_corrected_screened_greedy,39,43,3.0,1,0.7989818773746953
A6_corrected_screened_greedy,39,43,4.0,1,0.8008060293032659
A6_corrected_screened_greedy,39,55,0.0,1,0.0
A6_corrected_screened_greedy,39,55,0.5,1,0.3653504065840628
A6_corrected_screened_greedy,39,55,0.75,1,0.4529159493958731
A6_corrected_screened_greedy,39,55,1.0,1,0.5191204019791592
A6_corrected_screened_greedy,39,55,1.5,1,0.5896811961446581
A6_corrected_screened_greedy,39,55,2.0,1,0.6362559486520298
A6_corrected_screened_greedy,39,55,2.5,1,0.6533128277559421
A6_corrected_screened_greedy,39,55,3.0,1,0.6539837107258291
A6_corrected_screened_greedy,39,55,4.0,1,0.6540398898799229
A6_corrected_screened_greedy,39,70,0.0,1,0.0
A6_corrected_screened_greedy,39,70,0.5,1,0.7490612264834042
A6_corrected_screened_greedy,39,70,0.75,1,0.7801197421167116
A6_corrected_screened_greedy,39,70,1.0,1,0.8020211285198448
A6_corrected_screened_greedy,39,70,1.5,1,0.8247034534098585
A6_corrected_screened_greedy,39,70,2.0,1,0.8289152909588389
A6_corrected_screened_greedy,39,70,2.5,1,0.8292949289921514
A6_corrected_screened_greedy,39,70,3.0,1,0.8293108463408754
A6_corrected_screened_greedy,39,70,4.0,1,0.8293108463408754
A6_corrected_screened_greedy,39,147,0.0,1,0.0
A6_corrected_screened_greedy,39,147,0.5,1,0.5707594978275092
A6_corrected_screened_greedy,39,147,0.75,1,0.6229489373739242
A6_corrected_screened_greedy,39,147,1.0,1,0.6989611736206447
A6_corrected_screened_greedy,39,147,1.5,1,0.7648540108581099
A6_corrected_screened_greedy,39,147,2.0,1,0.7832033375383759
A6_corrected_screened_greedy,39,147,2.5,1,0.7853574769627037
A6_corrected_screened_greedy,39,147,3.0,1,0.7854453683397847
A6_corrected_screened_greedy,39,147,4.0,1,0.7854454603726403
A6_corrected_screened_greedy,39,189,0.0,1,0.0
A6_corrected_screened_greedy,39,189,0.5,1,0.787816203797129
A6_corrected_screened_greedy,39,189,0.75,1,0.8196677090380701
A6_corrected_screened_greedy,39,189,1.0,1,0.8354092972802556
A6_corrected_screened_greedy,39,189,1.5,1,0.8551440591730421
A6_corrected_screened_greedy,39,189,2.0,1,0.8634145693497725
A6_corrected_screened_greedy,39,189,2.5,1,0.8647332959382017
A6_corrected_screened_greedy,39,189,3.0,1,0.8649232298291702
A6_corrected_screened_greedy,39,189,4.0,1,0.864927475500464
A6_corrected_screened_greedy,39,193,0.0,1,0.0
A6_corrected_screened_greedy,39,193,0.5,1,0.6617689007478178
A6_corrected_screened_greedy,39,193,0.75,1,0.6950422190453045
A6_corrected_screened_greedy,39,193,1.0,1,0.7202511730911284
A6_corrected_screened_greedy,39,193,1.5,1,0.7586263342194742
A6_corrected_screened_greedy,39,193,2.0,1,0.7789719591695434
A6_corrected_screened_greedy,39,193,2.5,1,0.7844089687521967
A6_corrected_screened_greedy,39,193,3.0,1,0.7851720717584624
A6_corrected_screened_greedy,39,193,4.0,1,0.7851727315060165
A6_corrected_screened_greedy,39,235,0.0,1,0.0
A6_corrected_screened_greedy,39,235,0.5,1,0.6727836141603514
A6_corrected_screened_greedy,39,235,0.75,1,0.7022972210687909
A6_corrected_screened_greedy,39,235,1.0,1,0.7347728156421376
A6_corrected_screened_greedy,39,235,1.5,1,0.7769060968039608
A6_corrected_screened_greedy,39,235,2.0,1,0.8136013893755709
A6_corrected_screened_greedy,39,235,2.5,1,0.8330057308230986
A6_corrected_screened_greedy,39,235,3.0,1,0.8337365041030744
A6_corrected_screened_greedy,39,235,4.0,1,0.8339188823052268
B_validation_selected_deployable,0,1,0.5,4,0.5867802686617354
B_validation_selected_deployable,0,1,0.75,4,0.6166831162981309
B_validation_selected_deployable,0,1,1.0,4,0.6541509029074877
B_validation_selected_deployable,0,1,1.5,4,0.7447283078121001
B_validation_selected_deployable,0,1,2.0,4,0.7784729173921912
B_validation_selected_deployable,0,1,2.5,4,0.7851178392574063
B_validation_selected_deployable,0,1,3.0,4,0.7975889816031254
B_validation_selected_deployable,0,1,4.0,4,0.7975889816031254
B_validation_selected_deployable,0,8,0.5,1,0.06043798962024216
B_validation_selected_deployable,0,8,0.75,1,0.26967212999570156
B_validation_selected_deployable,0,8,1.0,1,0.2929915321548747
B_validation_selected_deployable,0,8,1.5,1,0.33932633532154566
B_validation_selected_deployable,0,8,2.0,1,0.40905954659641275
B_validation_selected_deployable,0,8,2.5,1,0.52931155839859
B_validation_selected_deployable,0,8,3.0,1,0.5665182858956737
B_validation_selected_deployable,0,8,4.0,1,0.5665182858956737
B_validation_selected_deployable,0,17,0.5,4,0.18741631485569232
B_validation_selected_deployable,0,17,0.75,4,0.23203162067221378
B_validation_selected_deployable,0,17,1.0,4,0.25894053442029885
B_validation_selected_deployable,0,17,1.5,4,0.2931308405121015
B_validation_selected_deployable,0,17,2.0,4,0.3606953617488251
B_validation_selected_deployable,0,17,2.5,4,0.3976964655262355
B_validation_selected_deployable,0,17,3.0,4,0.4176724595170944
B_validation_selected_deployable,0,17,4.0,4,0.4176724595170944
B_validation_selected_deployable,0,22,0.5,4,0.698465471420846
B_validation_selected_deployable,0,22,0.75,4,0.7475607878740312
B_validation_selected_deployable,0,22,1.0,4,0.7665609594261609
B_validation_selected_deployable,0,22,1.5,4,0.7830083787698137
B_validation_selected_deployable,0,22,2.0,4,0.789521771234416
B_validation_selected_deployable,0,22,2.5,4,0.7896562268605763
B_validation_selected_deployable,0,22,3.0,4,0.7896562268605763
B_validation_selected_deployable,0,22,4.0,4,0.7896562268605763
B_validation_selected_deployable,0,114,0.5,1,0.39473636159393566
B_validation_selected_deployable,0,114,0.75,1,0.47321292101206236
B_validation_selected_deployable,0,114,1.0,1,0.6152325646594963
B_validation_selected_deployable,0,114,1.5,1,0.6896404284484057
B_validation_selected_deployable,0,114,2.0,1,0.6896404284484057
B_validation_selected_deployable,0,114,2.5,1,0.6896404284484057
B_validation_selected_deployable,0,114,3.0,1,0.6896404284484057
B_validation_selected_deployable,0,114,4.0,1,0.6896404284484057
B_validation_selected_deployable,0,158,0.5,4,0.768996384499268
B_validation_selected_deployable,0,158,0.75,4,0.8107159221469223
B_validation_selected_deployable,0,158,1.0,4,0.8448436981587153
B_validation_selected_deployable,0,158,1.5,4,0.8814192443456208
B_validation_selected_deployable,0,158,2.0,4,0.8849240454426118
B_validation_selected_deployable,0,158,2.5,4,0.8883162070138257
B_validation_selected_deployable,0,158,3.0,4,0.8883162070138257
B_validation_selected_deployable,0,158,4.0,4,0.8883162070138257
B_validation_selected_deployable,0,164,0.5,3,0.4458730315245384
B_validation_selected_deployable,0,164,0.75,3,0.6494805990045796
B_validation_selected_deployable,0,164,1.0,3,0.6821722372990406
B_validation_selected_deployable,0,164,1.5,3,0.76971319968611
B_validation_selected_deployable,0,164,2.0,3,0.7799797580247804
B_validation_selected_deployable,0,164,2.5,3,0.7857478276152513
B_validation_selected_deployable,0,164,3.0,3,0.7994389331446664
B_validation_selected_deployable,0,164,4.0,3,0.7994389331446664
B_validation_selected_deployable,0,181,0.5,4,0.9185886962122118
B_validation_selected_deployable,0,181,0.75,4,0.9508105457136442
B_validation_selected_deployable,0,181,1.0,4,0.9504427743105879
B_validation_selected_deployable,0,181,1.5,4,0.9681055223351615
B_validation_selected_deployable,0,181,2.0,4,0.9783190407410497
B_validation_selected_deployable,0,181,2.5,4,0.979551810553104
B_validation_selected_deployable,0,181,3.0,4,0.9799400520425331
B_validation_selected_deployable,0,181,4.0,4,0.9799400520425331
B_validation_selected_deployable,0,206,0.5,4,0.95082632803845
B_validation_selected_deployable,0,206,0.75,4,0.980687399640407
B_validation_selected_deployable,0,206,1.0,4,0.9838693115461097
B_validation_selected_deployable,0,206,1.5,4,0.9902844398373019
B_validation_selected_deployable,0,206,2.0,4,0.9931133044529029
B_validation_selected_deployable,0,206,2.5,4,0.993705811441157
B_validation_selected_deployable,0,206,3.0,4,0.9939296634599297
B_validation_selected_deployable,0,206,4.0,4,0.9939296634599297
B_validation_selected_deployable,0,238,0.5,4,0.9288505292752267
B_validation_selected_deployable,0,238,0.75,4,0.9538390338656595
B_validation_selected_deployable,0,238,1.0,4,0.9610004320818424
B_validation_selected_deployable,0,238,1.5,4,0.9756165933754641
B_validation_selected_deployable,0,238,2.0,4,0.9806114908530883
B_validation_selected_deployable,0,238,2.5,4,0.9819493893883926
B_validation_selected_deployable,0,238,3.0,4,0.9819493893883926
B_validation_selected_deployable,0,238,4.0,4,0.9819493893883926
B_validation_selected_deployable,0,248,0.5,4,0.2286041384207424
B_validation_selected_deployable,0,248,0.75,4,0.3276773720470015
B_validation_selected_deployable,0,248,1.0,4,0.3466947937610024
B_validation_selected_deployable,0,248,1.5,4,0.3612330958201489
B_validation_selected_deployable,0,248,2.0,4,0.40204416941146387
B_validation_selected_deployable,0,248,2.5,4,0.40204416941146387
B_validation_selected_deployable,0,248,3.0,4,0.42533811501824664
B_validation_selected_deployable,0,248,4.0,4,0.42533811501824664
B_validation_selected_deployable,0,252,0.5,4,0.9684564138039352
B_validation_selected_deployable,0,252,0.75,4,0.9828516246774897
B_validation_selected_deployable,0,252,1.0,4,0.983076339339118
B_validation_selected_deployable,0,252,1.5,4,0.989973963657786
B_validation_selected_deployable,0,252,2.0,4,0.9951462106875166
B_validation_selected_deployable,0,252,2.5,4,0.9965556440606544
B_validation_selected_deployable,0,252,3.0,4,0.9973326480640727
B_validation_selected_deployable,0,252,4.0,4,0.9973326480640727
B_validation_selected_deployable,4,28,0.5,4,0.6632683272131431
B_validation_selected_deployable,4,28,0.75,4,0.7299061614981365
B_validation_selected_deployable,4,28,1.0,4,0.7830197200783182
B_validation_selected_deployable,4,28,1.5,4,0.7880884067894207
B_validation_selected_deployable,4,28,2.0,4,0.7952358084708543
B_validation_selected_deployable,4,28,2.5,4,0.8149589599463557
B_validation_selected_deployable,4,28,3.0,4,0.8138609139419387
B_validation_selected_deployable,4,28,4.0,4,0.831589861849173
B_validation_selected_deployable,4,36,0.5,4,0.1697115617983167
B_validation_selected_deployable,4,36,0.75,4,0.32442778004534817
B_validation_selected_deployable,4,36,1.0,4,0.35006018299200004
B_validation_selected_deployable,4,36,1.5,4,0.42798317596577806
B_validation_selected_deployable,4,36,2.0,4,0.5313386535285719
B_validation_selected_deployable,4,36,2.5,4,0.5859378387649963
B_validation_selected_deployable,4,36,3.0,4,0.6127685714928603
B_validation_selected_deployable,4,36,4.0,4,0.634002153023317
B_validation_selected_deployable,4,82,0.5,4,0.5880110850918171
B_validation_selected_deployable,4,82,0.75,4,0.6030212385366004
B_validation_selected_deployable,4,82,1.0,4,0.647918119097837
B_validation_selected_deployable,4,82,1.5,4,0.7632148558422803
B_validation_selected_deployable,4,82,2.0,4,0.811269164951655
B_validation_selected_deployable,4,82,2.5,4,0.8552071132763648
B_validation_selected_deployable,4,82,3.0,4,0.8596293961338703
B_validation_selected_deployable,4,82,4.0,4,0.8623951026877699
B_validation_selected_deployable,4,111,0.5,1,0.28721498132557277
B_validation_selected_deployable,4,111,0.75,1,0.4264811258168917
B_validation_selected_deployable,4,111,1.0,1,0.44612908812350416
B_validation_selected_deployable,4,111,1.5,1,0.4788154292186062
B_validation_selected_deployable,4,111,2.0,1,0.523207419923543
B_validation_selected_deployable,4,111,2.5,1,0.515315046200423
B_validation_selected_deployable,4,111,3.0,1,0.5328750096212702
B_validation_selected_deployable,4,111,4.0,1,0.523207419923543
B_validation_selected_deployable,4,129,0.5,4,0.47868622229934804
B_validation_selected_deployable,4,129,0.75,4,0.5353148950081937
B_validation_selected_deployable,4,129,1.0,4,0.5813214370960236
B_validation_selected_deployable,4,129,1.5,4,0.6356855400488541
B_validation_selected_deployable,4,129,2.0,4,0.6668738621783653
B_validation_selected_deployable,4,129,2.5,4,0.6980535325645651
B_validation_selected_deployable,4,129,3.0,4,0.7317055564570102
B_validation_selected_deployable,4,129,4.0,4,0.7410818263616771
B_validation_selected_deployable,4,134,0.5,4,0.4222495547447037
B_validation_selected_deployable,4,134,0.75,4,0.430084106615823
B_validation_selected_deployable,4,134,1.0,4,0.48437027603865646
B_validation_selected_deployable,4,134,1.5,4,0.5694592837801012
B_validation_selected_deployable,4,134,2.0,4,0.5832043939452637
B_validation_selected_deployable,4,134,2.5,4,0.6151274900760779
B_validation_selected_deployable,4,134,3.0,4,0.6230778939880375
B_validation_selected_deployable,4,134,4.0,4,0.6252085988294623
B_validation_selected_deployable,4,143,0.5,1,0.17504870918886473
B_validation_selected_deployable,4,143,0.75,1,0.15943299598676341
B_validation_selected_deployable,4,143,1.0,1,0.17589440282266466
B_validation_selected_deployable,4,143,1.5,1,0.2876655950221988
B_validation_selected_deployable,4,143,2.0,1,0.4426570069159008
B_validation_selected_deployable,4,143,2.5,1,0.5698042333012414
B_validation_selected_deployable,4,143,3.0,1,0.5737444566587655
B_validation_selected_deployable,4,143,4.0,1,0.5798264174794738
B_validation_selected_deployable,4,154,0.5,4,0.6881388764865931
