method,requested_rank,fit,coefficient_bits,down_physical_bpw,invocations,mean_recovery,median_recovery,p10_recovery,p90_recovery
B3_action_cluster_8,256,activation_ls,4,0.15625,12,0.7247568219900131,0.9211358428001404,0.1291522562503815,0.9839779138565063
B3_action_cluster_8,256,activation_ls,4,0.1875,8,0.48029613494873047,0.5198197066783905,-0.03177101612091064,0.9722359418869019
B3_action_cluster_8,256,activation_ls,4,0.21875,12,0.7599400033553442,0.7793585658073425,0.5851430535316468,0.9962060689926148
B3_action_cluster_8,256,activation_ls,4,0.28125,8,0.6393595486879349,0.8130480945110321,0.22205741405487064,0.9214558362960815
B3_action_cluster_8,256,activation_ls,4,0.375,9,0.40172189474105835,0.301505446434021,0.11055834293365478,0.7220431566238403
B3_action_cluster_8,256,activation_ls,4,0.46875,8,0.41483360528945923,0.4201526939868927,0.26549339890480045,0.5730473756790161
B3_action_cluster_8,256,activation_ls,4,0.5625,30,0.35599827766418457,0.3265904486179352,0.07870190143585207,0.6928195774555207
B3_action_cluster_8,256,activation_ls,8,0.03125,6,0.03853886326154073,0.02128446102142334,-0.0070199668407440186,0.10135209560394287
B3_action_cluster_8,256,activation_ls,8,0.09375,17,0.25930143103880043,0.10297060012817383,-0.06619107723236084,0.7326162934303284
B3_action_cluster_8,256,activation_ls,8,0.125,9,0.5014953745736016,0.5173832774162292,0.14708653688430787,0.7824696898460388
B3_action_cluster_8,256,activation_ls,8,0.1875,8,0.5733602941036224,0.59705451130867,0.4114331305027008,0.7004824161529541
B3_action_cluster_8,256,activation_ls,8,0.21875,6,0.14457942048708597,0.11787796020507812,0.08299031853675842,0.2328699827194214
B3_action_cluster_8,256,activation_ls,8,0.28125,7,0.689123409135001,0.8949423432350159,0.23561096191406253,0.9880069494247437
B3_action_cluster_8,256,activation_ls,8,0.3125,5,0.7827659368515014,0.951300859451294,0.430659556388855,0.9743939161300659
B3_action_cluster_8,256,activation_ls,8,0.34375,8,0.48112553358078003,0.5210584104061127,-0.03070828914642334,0.9739272177219391
B3_action_cluster_8,256,activation_ls,8,0.375,8,0.7582550346851349,0.8247181475162506,0.48577097058296204,0.9993981301784516
B3_action_cluster_8,256,activation_ls,8,0.4375,4,0.7458674162626266,0.779493898153305,0.6103287994861603,0.8545048475265503
B3_action_cluster_8,256,activation_ls,8,0.5,4,0.9123939424753189,0.9087914526462555,0.8846407949924469,0.9430290818214416
B3_action_cluster_8,256,activation_ls,8,0.53125,4,0.39425577223300934,0.4492492973804474,0.03440688252449037,0.710109841823578
B3_action_cluster_8,256,activation_ls,8,0.6875,9,0.401900761657291,0.31296008825302124,0.10144020318984985,0.7386775732040406
B3_action_cluster_8,256,activation_ls,8,0.90625,8,0.4201813116669655,0.427360475063324,0.24829023480415346,0.5896954298019409
B3_action_cluster_8,256,activation_ls,8,1.0625,30,0.3555444876352946,0.32382920384407043,0.06926617622375489,0.7032478451728821
B3_action_cluster_8,256,activation_ls,16,0.03125,2,0.1016375720500946,0.1016375720500946,0.100795978307724,0.10247916579246522
B3_action_cluster_8,256,activation_ls,16,0.0625,4,0.00707031786441803,0.012591719627380371,-0.013613390922546386,0.023336905241012576
B3_action_cluster_8,256,activation_ls,16,0.15625,1,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219
B3_action_cluster_8,256,activation_ls,16,0.1875,16,0.275686826556921,0.11904364824295044,-0.07032036781311035,0.7336257100105286
B3_action_cluster_8,256,activation_ls,16,0.21875,9,0.5014223522610135,0.5162265300750732,0.14776833057403566,0.7822151541709901
B3_action_cluster_8,256,activation_ls,16,0.375,8,0.5735808908939362,0.5971419811248779,0.4116072356700897,0.7006491482257843
B3_action_cluster_8,256,activation_ls,16,0.40625,6,0.1446723242600759,0.11784976720809937,0.08306509256362915,0.23310211300849915
B3_action_cluster_8,256,activation_ls,16,0.53125,7,0.6893065571784973,0.8949869871139526,0.23577073812484745,0.9878464221954346
B3_action_cluster_8,256,activation_ls,16,0.59375,5,0.7826485633850098,0.9509016871452332,0.4300989627838135,0.974706518650055
B3_action_cluster_8,256,activation_ls,16,0.65625,8,0.4810156896710396,0.5204947292804718,-0.03037973642349243,0.9736986517906189
B3_action_cluster_8,256,activation_ls,16,0.75,8,0.7579073458909988,0.8247195482254028,0.48503847718238835,0.9994446873664856
B3_action_cluster_8,256,activation_ls,16,0.84375,4,0.7463183999061584,0.7801483869552612,0.6107200384140015,0.8548527717590332
B3_action_cluster_8,256,activation_ls,16,0.96875,4,0.9126665741205215,0.9093287885189056,0.8846066534519196,0.9433967232704162
B3_action_cluster_8,256,activation_ls,16,1.03125,4,0.39295876026153564,0.44819194078445435,0.03286225795745851,0.7088687181472779
B3_action_cluster_8,256,activation_ls,16,1.34375,9,0.40268153614468044,0.31513136625289917,0.10063006877899171,0.7397758841514588
B3_action_cluster_8,256,activation_ls,16,1.75,8,0.4198649674654007,0.4261297583580017,0.24741279482841494,0.5898803830146789
B3_action_cluster_8,256,activation_ls,16,2.03125,30,0.35541696747144064,0.3237453103065491,0.06884354948997498,0.7041351854801178
B3_action_cluster_8,256,projection,4,0.03125,6,0.05229821801185608,0.029779523611068726,0.02185654640197754,0.10525858402252197
B3_action_cluster_8,256,projection,4,0.0625,26,0.33711286233021664,0.31194648146629333,-0.035653650760650635,0.7488085627555847
B3_action_cluster_8,256,projection,4,0.125,14,0.42037347810609,0.4239825904369354,0.16783372759819032,0.6956945896148683
B3_action_cluster_8,256,projection,4,0.15625,12,0.7293209880590439,0.918401449918747,0.18604022860527042,0.9805621683597565
B3_action_cluster_8,256,projection,4,0.1875,8,0.5101205557584763,0.5435377955436707,0.0365356981754303,0.9663634777069092
B3_action_cluster_8,256,projection,4,0.21875,12,0.7676874945561091,0.7890370190143585,0.5870476067066193,0.995377653837204
B3_action_cluster_8,256,projection,4,0.28125,8,0.6622265949845314,0.8312103450298309,0.21424894928932192,0.9531050622463226
B3_action_cluster_8,256,projection,4,0.375,9,0.44254254632525974,0.3831453323364258,0.182526969909668,0.7353231549263001
B3_action_cluster_8,256,projection,4,0.46875,8,0.5266803726553917,0.5755565166473389,0.322037273645401,0.6802132248878479
B3_action_cluster_8,256,projection,4,0.5625,30,0.40061965584754944,0.4513196647167206,0.14374170899391175,0.7121022820472718
B3_action_cluster_8,256,projection,8,0.03125,6,0.05139551560084025,0.03021499514579773,0.014562487602233887,0.10940906405448914
B3_action_cluster_8,256,projection,8,0.09375,17,0.2522474211805007,0.11250072717666626,-0.053948473930358884,0.7422272443771363
B3_action_cluster_8,256,projection,8,0.125,9,0.4996885723537869,0.48266541957855225,0.16931833028793336,0.7958521485328675
B3_action_cluster_8,256,projection,8,0.1875,8,0.5791808068752289,0.5996074676513672,0.4101340711116791,0.7412714183330535
B3_action_cluster_8,256,projection,8,0.21875,6,0.20741882920265198,0.19196811318397522,0.11792615056037903,0.3123622238636017
B3_action_cluster_8,256,projection,8,0.28125,7,0.7009427377155849,0.9074332118034363,0.2668256998062134,0.9886746883392334
B3_action_cluster_8,256,projection,8,0.3125,5,0.7892170190811157,0.9492169618606567,0.4531444072723389,0.9756369471549988
B3_action_cluster_8,256,projection,8,0.34375,8,0.5145780593156815,0.5440735816955566,0.04660346508026124,0.9758404433727265
B3_action_cluster_8,256,projection,8,0.375,8,0.7677021920681,0.8168503046035767,0.5050738453865051,0.9996042251586914
B3_action_cluster_8,256,projection,8,0.4375,4,0.7707163244485855,0.8046822547912598,0.6438423812389373,0.8704175233840943
B3_action_cluster_8,256,projection,8,0.5,4,0.9284954965114594,0.9348955452442169,0.8941624820232391,0.9577084720134735
B3_action_cluster_8,256,projection,8,0.53125,4,0.4330189526081085,0.4530632793903351,0.1386156678199768,0.7113867759704591
B3_action_cluster_8,256,projection,8,0.6875,9,0.45332261588838363,0.3779579997062683,0.1689766883850098,0.7371666431427002
B3_action_cluster_8,256,projection,8,0.90625,8,0.5371248498558998,0.5860695838928223,0.31735592484474184,0.6973302721977234
B3_action_cluster_8,256,projection,8,1.0625,30,0.406277072429657,0.4457855820655823,0.13819845318794252,0.6884031295776368
B3_action_cluster_8,256,projection,16,0.03125,2,0.10966333746910095,0.10966333746910095,0.1056430995464325,0.1136835753917694
B3_action_cluster_8,256,projection,16,0.0625,4,0.022653669118881226,0.025380849838256836,0.011770600080490114,0.03135499358177185
B3_action_cluster_8,256,projection,16,0.15625,1,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631
B3_action_cluster_8,256,projection,16,0.1875,16,0.27013208344578743,0.11485037207603455,-0.04682660102844238,0.7449653446674347
B3_action_cluster_8,256,projection,16,0.21875,9,0.49996379348966813,0.4829348921775818,0.16902369260787964,0.7961629152297974
B3_action_cluster_8,256,projection,16,0.375,8,0.5790873244404793,0.5998237133026123,0.40936129093170165,0.7417180657386779
B3_action_cluster_8,256,projection,16,0.40625,6,0.207454651594162,0.1921328604221344,0.11737009882926941,0.31286099553108215
B3_action_cluster_8,256,projection,16,0.53125,7,0.7010544964245388,0.9079153537750244,0.26687412261962895,0.988676381111145
B3_action_cluster_8,256,projection,16,0.59375,5,0.7891832828521729,0.9493471384048462,0.4535722374916077,0.9751044392585755
B3_action_cluster_8,256,projection,16,0.65625,8,0.5141108334064484,0.5430470705032349,0.04616016745567322,0.9756733179092407
B3_action_cluster_8,256,projection,16,0.75,8,0.7678485363721848,0.8169471323490143,0.5051257610321045,0.9996135354042053
B3_action_cluster_8,256,projection,16,0.84375,4,0.7709741741418839,0.8050518929958344,0.6440648794174194,0.8706212937831879
B3_action_cluster_8,256,projection,16,0.96875,4,0.9283155649900436,0.9345804154872894,0.8939745485782623,0.9576447010040283
B3_action_cluster_8,256,projection,16,1.03125,4,0.43271613121032715,0.4533213675022125,0.13745346665382385,0.7114946067333222
B3_action_cluster_8,256,projection,16,1.34375,9,0.45370572143130833,0.37700194120407104,0.1690131425857544,0.7372639894485474
B3_action_cluster_8,256,projection,16,1.75,8,0.5369120985269547,0.5865839123725891,0.31686894297599794,0.6976203441619873
B3_action_cluster_8,256,projection,16,2.03125,30,0.4062377174695333,0.44495511054992676,0.13771428465843202,0.6876786410808564
B3_action_cluster_8,512,activation_ls,4,0.03125,6,0.03854308525721232,0.029004812240600586,-0.019259512424468994,0.10588395595550537
B3_action_cluster_8,512,activation_ls,4,0.0625,26,0.33938287313167864,0.3201432228088379,-0.024627327919006348,0.7396999895572662
B3_action_cluster_8,512,activation_ls,4,0.125,14,0.3937566237790244,0.3965378403663635,0.12694529294967652,0.6820356965065003
B3_action_cluster_8,512,activation_ls,4,0.15625,12,0.7247568219900131,0.9211358428001404,0.1291522562503815,0.9839779138565063
B3_action_cluster_8,512,activation_ls,4,0.1875,8,0.48029613494873047,0.5198197066783905,-0.03177101612091064,0.9722359418869019
B3_action_cluster_8,512,activation_ls,4,0.21875,12,0.7599400033553442,0.7793585658073425,0.5851430535316468,0.9962060689926148
B3_action_cluster_8,512,activation_ls,4,0.28125,8,0.6393595486879349,0.8130480945110321,0.22205741405487064,0.9214558362960815
B3_action_cluster_8,512,activation_ls,4,0.375,9,0.40172189474105835,0.301505446434021,0.11055834293365478,0.7220431566238403
B3_action_cluster_8,512,activation_ls,4,0.46875,8,0.41483360528945923,0.4201526939868927,0.26549339890480045,0.5730473756790161
B3_action_cluster_8,512,activation_ls,4,0.625,18,0.32396730449464584,0.310916543006897,0.018804240226745615,0.7149176180362702
B3_action_cluster_8,512,activation_ls,4,0.8125,12,0.43957722187042236,0.4246244728565216,0.257989776134491,0.6720450520515442
B3_action_cluster_8,512,activation_ls,8,0.03125,6,0.03853886326154073,0.02128446102142334,-0.0070199668407440186,0.10135209560394287
B3_action_cluster_8,512,activation_ls,8,0.09375,17,0.25930143103880043,0.10297060012817383,-0.06619107723236084,0.7326162934303284
B3_action_cluster_8,512,activation_ls,8,0.125,9,0.5014953745736016,0.5173832774162292,0.14708653688430787,0.7824696898460388
B3_action_cluster_8,512,activation_ls,8,0.1875,8,0.5733602941036224,0.59705451130867,0.4114331305027008,0.7004824161529541
B3_action_cluster_8,512,activation_ls,8,0.21875,6,0.14457942048708597,0.11787796020507812,0.08299031853675842,0.2328699827194214
B3_action_cluster_8,512,activation_ls,8,0.28125,7,0.689123409135001,0.8949423432350159,0.23561096191406253,0.9880069494247437
B3_action_cluster_8,512,activation_ls,8,0.3125,5,0.7827659368515014,0.951300859451294,0.430659556388855,0.9743939161300659
B3_action_cluster_8,512,activation_ls,8,0.34375,8,0.48112553358078003,0.5210584104061127,-0.03070828914642334,0.9739272177219391
B3_action_cluster_8,512,activation_ls,8,0.375,8,0.7582550346851349,0.8247181475162506,0.48577097058296204,0.9993981301784516
B3_action_cluster_8,512,activation_ls,8,0.4375,4,0.7458674162626266,0.779493898153305,0.6103287994861603,0.8545048475265503
B3_action_cluster_8,512,activation_ls,8,0.5,4,0.9123939424753189,0.9087914526462555,0.8846407949924469,0.9430290818214416
B3_action_cluster_8,512,activation_ls,8,0.53125,4,0.39425577223300934,0.4492492973804474,0.03440688252449037,0.710109841823578
B3_action_cluster_8,512,activation_ls,8,0.6875,9,0.401900761657291,0.31296008825302124,0.10144020318984985,0.7386775732040406
B3_action_cluster_8,512,activation_ls,8,0.90625,8,0.4201813116669655,0.427360475063324,0.24829023480415346,0.5896954298019409
B3_action_cluster_8,512,activation_ls,8,1.1875,18,0.3221123483445909,0.3118021488189697,0.021805036067962656,0.7184224486351014
B3_action_cluster_8,512,activation_ls,8,1.5625,12,0.44879867136478424,0.4056817591190338,0.2818267583847046,0.6841654181480408
B3_action_cluster_8,512,activation_ls,16,0.03125,2,0.1016375720500946,0.1016375720500946,0.100795978307724,0.10247916579246522
B3_action_cluster_8,512,activation_ls,16,0.0625,4,0.00707031786441803,0.012591719627380371,-0.013613390922546386,0.023336905241012576
B3_action_cluster_8,512,activation_ls,16,0.15625,1,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219
B3_action_cluster_8,512,activation_ls,16,0.1875,16,0.275686826556921,0.11904364824295044,-0.07032036781311035,0.7336257100105286
B3_action_cluster_8,512,activation_ls,16,0.21875,9,0.5014223522610135,0.5162265300750732,0.14776833057403566,0.7822151541709901
B3_action_cluster_8,512,activation_ls,16,0.375,8,0.5735808908939362,0.5971419811248779,0.4116072356700897,0.7006491482257843
B3_action_cluster_8,512,activation_ls,16,0.40625,6,0.1446723242600759,0.11784976720809937,0.08306509256362915,0.23310211300849915
B3_action_cluster_8,512,activation_ls,16,0.53125,7,0.6893065571784973,0.8949869871139526,0.23577073812484745,0.9878464221954346
B3_action_cluster_8,512,activation_ls,16,0.59375,5,0.7826485633850098,0.9509016871452332,0.4300989627838135,0.974706518650055
B3_action_cluster_8,512,activation_ls,16,0.65625,8,0.4810156896710396,0.5204947292804718,-0.03037973642349243,0.9736986517906189
B3_action_cluster_8,512,activation_ls,16,0.75,8,0.7579073458909988,0.8247195482254028,0.48503847718238835,0.9994446873664856
B3_action_cluster_8,512,activation_ls,16,0.84375,4,0.7463183999061584,0.7801483869552612,0.6107200384140015,0.8548527717590332
B3_action_cluster_8,512,activation_ls,16,0.96875,4,0.9126665741205215,0.9093287885189056,0.8846066534519196,0.9433967232704162
B3_action_cluster_8,512,activation_ls,16,1.03125,4,0.39295876026153564,0.44819194078445435,0.03286225795745851,0.7088687181472779
B3_action_cluster_8,512,activation_ls,16,1.34375,9,0.40268153614468044,0.31513136625289917,0.10063006877899171,0.7397758841514588
B3_action_cluster_8,512,activation_ls,16,1.75,8,0.4198649674654007,0.4261297583580017,0.24741279482841494,0.5898803830146789
B3_action_cluster_8,512,activation_ls,16,2.28125,18,0.3223721881707509,0.31105363368988037,0.022155731916427623,0.7197284579277039
B3_action_cluster_8,512,activation_ls,16,3.03125,12,0.4489675611257553,0.40480557084083557,0.28314717411994933,0.684290736913681
B3_action_cluster_8,512,projection,4,0.03125,6,0.05229821801185608,0.029779523611068726,0.02185654640197754,0.10525858402252197
B3_action_cluster_8,512,projection,4,0.0625,26,0.33711286233021664,0.31194648146629333,-0.035653650760650635,0.7488085627555847
B3_action_cluster_8,512,projection,4,0.125,14,0.42037347810609,0.4239825904369354,0.16783372759819032,0.6956945896148683
B3_action_cluster_8,512,projection,4,0.15625,12,0.7293209880590439,0.918401449918747,0.18604022860527042,0.9805621683597565
B3_action_cluster_8,512,projection,4,0.1875,8,0.5101205557584763,0.5435377955436707,0.0365356981754303,0.9663634777069092
B3_action_cluster_8,512,projection,4,0.21875,12,0.7676874945561091,0.7890370190143585,0.5870476067066193,0.995377653837204
B3_action_cluster_8,512,projection,4,0.28125,8,0.6622265949845314,0.8312103450298309,0.21424894928932192,0.9531050622463226
B3_action_cluster_8,512,projection,4,0.375,9,0.44254254632525974,0.3831453323364258,0.182526969909668,0.7353231549263001
B3_action_cluster_8,512,projection,4,0.46875,8,0.5266803726553917,0.5755565166473389,0.322037273645401,0.6802132248878479
B3_action_cluster_8,512,projection,4,0.625,18,0.3910822570323944,0.42332711815834045,0.1431300163269043,0.7931998610496521
B3_action_cluster_8,512,projection,4,0.8125,12,0.548122858007749,0.5902679562568665,0.318364417552948,0.7381767749786377
B3_action_cluster_8,512,projection,8,0.03125,6,0.05139551560084025,0.03021499514579773,0.014562487602233887,0.10940906405448914
B3_action_cluster_8,512,projection,8,0.09375,17,0.2522474211805007,0.11250072717666626,-0.053948473930358884,0.7422272443771363
B3_action_cluster_8,512,projection,8,0.125,9,0.4996885723537869,0.48266541957855225,0.16931833028793336,0.7958521485328675
B3_action_cluster_8,512,projection,8,0.1875,8,0.5791808068752289,0.5996074676513672,0.4101340711116791,0.7412714183330535
B3_action_cluster_8,512,projection,8,0.21875,6,0.20741882920265198,0.19196811318397522,0.11792615056037903,0.3123622238636017
B3_action_cluster_8,512,projection,8,0.28125,7,0.7009427377155849,0.9074332118034363,0.2668256998062134,0.9886746883392334
B3_action_cluster_8,512,projection,8,0.3125,5,0.7892170190811157,0.9492169618606567,0.4531444072723389,0.9756369471549988
B3_action_cluster_8,512,projection,8,0.34375,8,0.5145780593156815,0.5440735816955566,0.04660346508026124,0.9758404433727265
B3_action_cluster_8,512,projection,8,0.375,8,0.7677021920681,0.8168503046035767,0.5050738453865051,0.9996042251586914
B3_action_cluster_8,512,projection,8,0.4375,4,0.7707163244485855,0.8046822547912598,0.6438423812389373,0.8704175233840943
B3_action_cluster_8,512,projection,8,0.5,4,0.9284954965114594,0.9348955452442169,0.8941624820232391,0.9577084720134735
B3_action_cluster_8,512,projection,8,0.53125,4,0.4330189526081085,0.4530632793903351,0.1386156678199768,0.7113867759704591
B3_action_cluster_8,512,projection,8,0.6875,9,0.45332261588838363,0.3779579997062683,0.1689766883850098,0.7371666431427002
B3_action_cluster_8,512,projection,8,0.90625,8,0.5371248498558998,0.5860695838928223,0.31735592484474184,0.6973302721977234
B3_action_cluster_8,512,projection,8,1.1875,18,0.39561372333102757,0.42270636558532715,0.13502686023712157,0.7953451752662659
B3_action_cluster_8,512,projection,8,1.5625,12,0.5576551407575607,0.583429217338562,0.34784241318702697,0.7361269295215607
B3_action_cluster_8,512,projection,16,0.03125,2,0.10966333746910095,0.10966333746910095,0.1056430995464325,0.1136835753917694
B3_action_cluster_8,512,projection,16,0.0625,4,0.022653669118881226,0.025380849838256836,0.011770600080490114,0.03135499358177185
B3_action_cluster_8,512,projection,16,0.15625,1,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631
B3_action_cluster_8,512,projection,16,0.1875,16,0.27013208344578743,0.11485037207603455,-0.04682660102844238,0.7449653446674347
B3_action_cluster_8,512,projection,16,0.21875,9,0.49996379348966813,0.4829348921775818,0.16902369260787964,0.7961629152297974
B3_action_cluster_8,512,projection,16,0.375,8,0.5790873244404793,0.5998237133026123,0.40936129093170165,0.7417180657386779
B3_action_cluster_8,512,projection,16,0.40625,6,0.207454651594162,0.1921328604221344,0.11737009882926941,0.31286099553108215
B3_action_cluster_8,512,projection,16,0.53125,7,0.7010544964245388,0.9079153537750244,0.26687412261962895,0.988676381111145
B3_action_cluster_8,512,projection,16,0.59375,5,0.7891832828521729,0.9493471384048462,0.4535722374916077,0.9751044392585755
B3_action_cluster_8,512,projection,16,0.65625,8,0.5141108334064484,0.5430470705032349,0.04616016745567322,0.9756733179092407
B3_action_cluster_8,512,projection,16,0.75,8,0.7678485363721848,0.8169471323490143,0.5051257610321045,0.9996135354042053
B3_action_cluster_8,512,projection,16,0.84375,4,0.7709741741418839,0.8050518929958344,0.6440648794174194,0.8706212937831879
B3_action_cluster_8,512,projection,16,0.96875,4,0.9283155649900436,0.9345804154872894,0.8939745485782623,0.9576447010040283
B3_action_cluster_8,512,projection,16,1.03125,4,0.43271613121032715,0.4533213675022125,0.13745346665382385,0.7114946067333222
B3_action_cluster_8,512,projection,16,1.34375,9,0.45370572143130833,0.37700194120407104,0.1690131425857544,0.7372639894485474
B3_action_cluster_8,512,projection,16,1.75,8,0.5369120985269547,0.5865839123725891,0.31686894297599794,0.6976203441619873
B3_action_cluster_8,512,projection,16,2.28125,18,0.3955719669659932,0.42342180013656616,0.13459184169769287,0.7945091843605041
B3_action_cluster_8,512,projection,16,3.03125,12,0.557780439654986,0.5822500586509705,0.34862170815467836,0.736446225643158
B4_per_expert_raw,32,activation_ls,4,0.09375,133,0.22953943202370092,0.21798938512802124,-0.02597241401672363,0.5612462997436523
B4_per_expert_raw,32,activation_ls,8,0.15625,133,0.23069866080033152,0.22702038288116455,-0.027368021011352536,0.5639548540115356
B4_per_expert_raw,32,activation_ls,16,0.28125,133,0.2306525366646903,0.22681856155395508,-0.02734110355377197,0.5636987447738647
B4_per_expert_raw,32,projection,4,0.09375,133,0.16267922587860795,0.16912847757339478,-0.026211261749267564,0.33414533138275143
B4_per_expert_raw,32,projection,8,0.15625,133,0.16304629458520645,0.16595011949539185,-0.025110030174255362,0.3423042297363281
B4_per_expert_raw,32,projection,16,0.28125,133,0.1631406164707098,0.1650400161743164,-0.026588654518127433,0.3421050190925598
B4_per_expert_raw,64,activation_ls,4,0.15625,133,0.27277047114264696,0.26338696479797363,-0.022805070877075194,0.6462650060653686
B4_per_expert_raw,64,activation_ls,8,0.28125,133,0.2753033127103533,0.2613288164138794,-0.022111678123474122,0.6473724603652954
B4_per_expert_raw,64,activation_ls,16,0.53125,133,0.27528924153263407,0.261751651763916,-0.02219247817993164,0.6473797082901
B4_per_expert_raw,64,projection,4,0.15625,133,0.28687627960864764,0.27611833810806274,0.064730441570282,0.51498703956604
B4_per_expert_raw,64,projection,8,0.28125,133,0.28920029518299534,0.27590274810791016,0.069573712348938,0.5145126342773437
B4_per_expert_raw,64,projection,16,0.53125,133,0.28944946276514155,0.2749878764152527,0.06873545646667481,0.5132622480392456
B4_per_expert_raw,128,activation_ls,4,0.28125,133,0.3227048520755051,0.29154103994369507,-0.018004798889160154,0.7204901933670044
B4_per_expert_raw,128,activation_ls,8,0.53125,133,0.3262987670145537,0.3058026432991028,0.009465634822845459,0.7217214107513428
B4_per_expert_raw,128,activation_ls,16,1.03125,133,0.3263735036204632,0.3063576817512512,0.010461175441741943,0.721829617023468
B4_per_expert_raw,128,projection,4,0.28125,133,0.4807135305906597,0.49642443656921387,0.18978791236877443,0.7513917446136473
B4_per_expert_raw,128,projection,8,0.53125,133,0.48860137399874237,0.5129901170730591,0.17822734117507938,0.7411405563354492
B4_per_expert_raw,128,projection,16,1.03125,133,0.4887530337598987,0.5120604038238525,0.18119145631790165,0.7414448976516723
B4_per_expert_raw,256,activation_ls,4,0.5625,133,0.38690658350636187,0.37717264890670776,0.019552361965179444,0.8250361323356629
B4_per_expert_raw,256,activation_ls,8,1.0625,133,0.3899674550034946,0.38198786973953247,0.011856019496917726,0.8240850925445556
B4_per_expert_raw,256,activation_ls,16,2.03125,133,0.3900813729243171,0.38211703300476074,0.012304222583770754,0.8245129466056823
B4_per_expert_raw,256,projection,4,0.5625,133,0.748096974272477,0.776465654373169,0.5438291788101196,0.9867497563362122
B4_per_expert_raw,256,projection,8,1.0625,133,0.7599623902399737,0.779133677482605,0.5352181434631348,0.9999642133712768
B4_per_expert_raw,256,projection,16,2.03125,133,0.7599763440010243,0.7794629335403442,0.5373612403869629,0.9999965906143189
B4_per_expert_raw,512,activation_ls,4,1.09375,133,0.44679424950951024,0.41222625970840454,0.022219359874725356,0.9467325568199157
B4_per_expert_raw,512,activation_ls,8,2.09375,133,0.4484580109890242,0.4436042904853821,0.01825668811798097,0.9519357681274414
B4_per_expert_raw,512,activation_ls,16,4.03125,133,0.4484061809410726,0.44511598348617554,0.017132997512817397,0.9519595861434936
B4_per_expert_raw,512,projection,4,1.09375,133,0.9857768340218336,0.9872992038726807,0.9777340412139892,0.9931797027587891
B4_per_expert_raw,512,projection,8,2.09375,133,0.9999577389623886,0.9999634623527527,0.9999327898025513,0.9999784827232361
B4_per_expert_raw,512,projection,16,4.03125,133,0.9999970305234867,0.9999973177909851,0.9999954104423523,0.9999985098838806
