group,method,budget_bpw,invocations,requests,mean_recovery,median_recovery,p10_recovery,p25_recovery,p75_recovery,p90_recovery,p95_remaining_damage,fraction_above_80,fraction_above_90,fraction_above_95,fraction_above_99,median_relative_output_error,median_logical_bpw,median_physical_bpw,median_page_amplification,median_external_storage_multiplier,median_extra_flops,median_ci_low,median_ci_high
difficult,B_validation_selected_deployable,1.5,92,15,0.6076708019685519,0.633278223615775,0.32203835644099854,0.4785252240797588,0.7381966192833069,0.8370760482690274,0.7043184226459,0.16304347826086957,0.03260869565217391,0.010869565217391304,0.0,0.3790648579597473,0.5108846028645834,1.3645833333333333,2.63656595463383,3.46478271484375,2621440.0,0.5199848803123214,0.6754108534127984
difficult,B_validation_selected_deployable,2.0,92,15,0.6694158177791806,0.6820497805573345,0.45712025569560644,0.5692580484852352,0.7910124172548083,0.8566193553290066,0.6151989437432754,0.22826086956521738,0.03260869565217391,0.021739130434782608,0.0,0.35418374836444855,0.70501708984375,1.84375,2.610177814741789,3.46478271484375,2621440.0,0.5860896271738392,0.7192285352375951
difficult,B_validation_selected_deployable,2.5,92,15,0.6924546415225593,0.7025685230881887,0.517306487382229,0.5985535888577782,0.7961045978944911,0.8669281677588102,0.5589055076015604,0.2391304347826087,0.043478260869565216,0.021739130434782608,0.0,0.3377853035926819,0.7542572021484375,2.1979166666666665,2.7308901330378506,3.46478271484375,2621440.0,0.618352342330822,0.7375968212140374
difficult,B_validation_selected_deployable,3.0,92,15,0.7021321846168833,0.7296246571450957,0.5336868796651901,0.60304976911166,0.8052524623052655,0.8781381702745874,0.5274752429861976,0.2717391304347826,0.043478260869565216,0.021739130434782608,0.010869565217391304,0.3231326639652252,1.071141560872396,2.671875,2.3564790654939256,3.4549996512276784,2483200.0,0.6217464621342106,0.7552587984819379
difficult,B_validation_selected_deployable,4.0,92,15,0.718994990068837,0.738680554345268,0.5599571025279446,0.6341689904857463,0.8126673557172275,0.8816943758598568,0.506752735785671,0.2717391304347826,0.05434782608695652,0.021739130434782608,0.0,0.31240248680114746,1.1384099324544272,3.0104166666666665,2.457318661457391,3.46478271484375,2621440.0,0.6439401142618945,0.777593793083427
layer0,B_validation_selected_deployable,0.5,41,12,0.6348478938659743,0.707125882376269,0.19032308397554654,0.3357222694600036,0.9247567621022882,0.9691179903116484,0.8578514249609591,0.43902439024390244,0.34146341463414637,0.17073170731707318,0.0,0.25360894203186035,0.17688496907552084,0.4479166666666667,2.555481161361008,3.4141845703125,378880.0,0.27338085390039724,0.8822278583857522
layer0,B_validation_selected_deployable,0.75,41,12,0.6936697540778375,0.7644113856281726,0.26967212999570156,0.4567830096812391,0.9582526110083136,0.9805109315031153,0.791288032101897,0.4634146341463415,0.4146341463414634,0.2926829268292683,0.024390243902439025,0.23659449815750122,0.22782389322916666,0.6770833333333334,2.839530866442404,3.4038609095982144,378880.0,0.39675004492305216,0.9381142501764782
layer0,B_validation_selected_deployable,1.0,41,12,0.7089464519187192,0.8079529490204632,0.2860992586262352,0.4035837221999997,0.9642359799722217,0.983679717364151,0.728299818968722,0.5121951219512195,0.43902439024390244,0.34146341463414637,0.0,0.21777594089508057,0.4471893310546875,0.9375,1.9462130571129905,3.4508492606026784,2001920.0,0.3859043411342476,0.9426664995695725
layer0,B_validation_selected_deployable,1.5,41,12,0.744279478093312,0.8268870950263786,0.33932633532154566,0.45765120418324656,0.9752778419729807,0.989962402734861,0.7030577357154273,0.5365853658536586,0.4634146341463415,0.4146341463414634,0.0975609756097561,0.18980549275875092,0.66357421875,1.4375,2.0121888705359687,3.4508492606026784,2001920.0,0.45765120418324656,0.9572707704473943
layer0,B_validation_selected_deployable,2.0,41,12,0.7658709869061888,0.8481747949926468,0.3679613317957652,0.5088426110362673,0.9862892012716536,0.9940749010083385,0.646570608298115,0.5853658536585366,0.4634146341463415,0.4146341463414634,0.21951219512195122,0.18591907620429993,1.0190887451171875,1.9375,1.8512679451415686,3.4508492606026784,2001920.0,0.4815194339849872,0.9657275063320306
