source_run_mode,capture_source,evaluation_split,objective,selection_category,selection_regime,action_family,representation,selector,physical_budget_bpw,n,p10_recovery,median_recovery,p90_recovery,median_physical_pages,median_logical_actions,median_page_amplification,median_runtime_ms,median_selector_bytes
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.5,55,0.4941002330042109,0.6974175291200662,0.9360204128913516,384.0,128.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.75,55,0.6200598772608399,0.7955162353762374,0.9888326236329532,576.0,192.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.0,55,0.707762637716922,0.85881385725855,1.0,768.0,256.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.25,55,0.8070331222718301,0.9132222098347221,1.0,960.0,320.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.5,55,0.858584552045039,0.9547074961840784,1.0,1152.0,384.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,2.0,55,1.0,1.0,1.0,1536.0,512.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.0625,55,0.47532778448989477,0.6473258254191666,0.8461589272600503,48.0,16.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.125,55,0.5855401911476014,0.7321006512033584,0.8910326319738263,96.0,32.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.25,55,0.6986984129910379,0.8031376902467382,0.9304441183662032,192.0,64.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.375,55,0.762554810071799,0.8503488197431073,0.9495803507206573,288.0,96.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.5,55,0.8017761844410805,0.8729927095742195,0.9568194513445163,384.0,128.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.75,55,0.842035946758317,0.9088438596212918,0.9615213459661379,576.0,192.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.0,55,0.8648431072506418,0.9223081283954825,0.9640492720868145,768.0,256.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.25,55,0.8741296316349138,0.931568274745517,0.9661966845583504,960.0,320.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.5,55,0.87817000768036,0.937479473569848,0.9686414520510969,1152.0,384.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,2.0,55,0.9999999999984989,0.9999999999991325,0.9999999999995955,1536.0,512.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.0625,55,0.12207473661100102,0.43997160679950265,0.7614423449973996,48.0,16.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.125,55,0.2600782033329324,0.5805485925432862,0.8534790458923798,96.0,32.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.25,55,0.4805516556134131,0.6998456918031415,0.9051304917531818,192.0,64.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.375,55,0.5794476614055624,0.754566133922876,0.9622476914781092,288.0,96.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.5,55,0.6427296432192657,0.8413573625834221,0.9814234978370882,384.0,128.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.75,55,0.8119446844250339,0.9096321335571352,0.9979346839130047,576.0,192.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.0,55,0.8934116312385397,0.9536928005445344,1.0,768.0,256.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.25,55,0.9524084563261657,0.9771803776536638,1.0,960.0,320.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.5,55,0.979319906811868,0.9914687746445714,1.0,1152.0,384.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,2.0,55,1.0,1.0,1.0,1536.0,512.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.0625,55,0.04868805451332282,0.43580730799768863,0.7644474381183264,48.0,16.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.125,55,0.2682768919648336,0.5597531654967661,0.8356284666792998,96.0,32.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.25,55,0.4900183195011441,0.695904933361251,0.913424310580758,192.0,64.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.375,55,0.555807883291489,0.7908535494437381,0.9607312325892869,288.0,96.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.5,55,0.7179991499200172,0.8656589970731902,0.9876665069709233,384.0,128.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.75,55,0.8388049711516452,0.9258120628176464,0.9991452759033187,576.0,192.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.0,55,0.9150146729817187,0.9582892117517475,1.0,768.0,256.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.25,55,0.9651722356109719,0.9828427878681996,1.0,960.0,320.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.5,55,0.9876694753859652,0.9940924285379208,1.0,1152.0,384.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,2.0,55,1.0,1.0,1.0,1536.0,512.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,0.25,55,0.7228689641730324,0.818886541505377,0.9353864043419554,192.0,116.0,1.103448275862069,583.7900005280972,20971520.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,0.5,55,0.8252099168811116,0.8830552135215697,0.9582066131308421,384.0,235.0,1.0865248226950355,583.7900005280972,20971520.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,0.75,55,0.8624437807112619,0.9170740872457783,0.9628241083038327,576.0,356.0,1.0786516853932584,583.7900005280972,20971520.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,1.0,55,0.8795919340207243,0.9295436058924205,0.9668518720064027,768.0,481.0,1.0644490644490645,583.7900005280972,20971520.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,1.25,55,0.8877295144236145,0.9353002532772904,0.9687916637653464,960.0,611.0,1.0474631751227497,583.7900005280972,20971520.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,1.5,55,0.892176800370117,0.9417721162700332,0.9700727937004895,1152.0,749.0,1.0253671562082778,583.7900005280972,20971520.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.0625,55,-0.0705705916635495,0.2695134213069794,0.6820175147842994,48.0,16.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.125,55,0.03470411399509211,0.36574851298821986,0.7543992402714496,96.0,32.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.25,55,0.21644154960132694,0.5310142487430988,0.8344579229850525,192.0,64.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.375,55,0.36321908852482737,0.6249000272631453,0.9184377501935014,288.0,96.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.5,55,0.5090740734665045,0.6859929027029847,0.9359121489522924,384.0,128.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.75,55,0.6079305737241484,0.7883699252890797,0.9879064642624483,576.0,192.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.0,55,0.7261100790345032,0.8378255863149755,1.0,768.0,256.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.25,55,0.8203732114268715,0.9170281653532737,1.0,960.0,320.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.5,55,0.869548564496624,0.9542125233639458,1.0,1152.0,384.0,1.0,0.0796811655163765,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,2.0,55,1.0,1.0,1.0,1536.0,512.0,1.0,0.0796811655163765,4096.0
