source_run_mode,capture_source,evaluation_split,objective,selection_category,selection_regime,action_family,tile_shape,selector,physical_budget_bpw,n,p10_recovery,median_recovery,p90_recovery,median_physical_pages,median_logical_actions,median_page_amplification,median_runtime_ms,median_selector_bytes
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.5,55,0.2572122420830815,0.6265722390055656,0.8529179345817697,384.0,384.0,1.0,555.7989785447717,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.75,55,0.4495542525122665,0.6902432245897236,0.9131424109537978,576.0,576.0,1.0,555.7989785447717,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.0,55,0.6172742642614127,0.8258885400374696,0.9518715743444891,768.0,768.0,1.0,555.7989785447717,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.25,55,0.8180053007532322,0.9024872130705904,0.9719779366892484,960.0,960.0,1.0,555.7989785447717,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.5,55,0.914262659879595,0.9476829595637658,0.9939662628022459,1152.0,1152.0,1.0,555.7989785447717,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,activation_energy_x_weight,0.25,55,0.1398788778860459,0.4790444078616508,0.7606941554357217,192.0,192.0,1.0,557.3606304824352,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,activation_energy_x_weight,0.5,55,0.2517014681753416,0.6532749239565829,0.8557366163208022,384.0,384.0,1.0,557.3606304824352,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,activation_energy_x_weight,0.75,55,0.5485412707171812,0.7677467024382383,0.9129192885670403,576.0,576.0,1.0,557.3606304824352,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,activation_energy_x_weight,1.0,55,0.6661118819018278,0.8281229614518223,0.9462860997211873,768.0,768.0,1.0,557.3606304824352,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,activation_energy_x_weight,1.25,55,0.8213384756153453,0.9010713728907112,0.973058727932265,960.0,960.0,1.0,557.3606304824352,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,activation_energy_x_weight,1.5,55,0.9023139355842009,0.9509450051388059,0.9929435565323395,1152.0,1152.0,1.0,557.3606304824352,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,cartesian_hidden_input_blocks,0.25,55,0.1724099406129609,0.4823121382644072,0.7523006981175564,192.0,192.0,1.0,554.6584567055106,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,cartesian_hidden_input_blocks,0.5,55,0.3187475168514797,0.6400429033256909,0.8572737077712398,384.0,384.0,1.0,554.6584567055106,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,cartesian_hidden_input_blocks,0.75,55,0.5066613981810731,0.7330365485092527,0.9014829551721977,576.0,576.0,1.0,554.6584567055106,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,cartesian_hidden_input_blocks,1.0,55,0.6788220381339114,0.8335815184278523,0.935856509120321,768.0,768.0,1.0,554.6584567055106,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,cartesian_hidden_input_blocks,1.25,55,0.8095240655712902,0.8904212708795872,0.9671604799328488,960.0,960.0,1.0,554.6584567055106,25174016.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,64x16,cartesian_hidden_input_blocks,1.5,55,0.8980979273235716,0.9514234493840029,0.9933166696520539,1152.0,1152.0,1.0,554.6584567055106,25174016.0
