budget_regime,factor_config_id,factor_family,solver,physical_budget_pages,physical_budget_bpw,budget_total_bpw,rows,recovery_p10,recovery_median,recovery_p90,set_gain_retention_p10,set_gain_retention_median,recovery_gain_p10,recovery_gain_median,gain_vs_pr11_p10,gain_vs_pr11_median,seed_optimizer_gain_p10,seed_optimizer_gain_median,metadata_bytes,metadata_bpw,selector_compute_macs_max,selector_runtime_ms_p10,selector_runtime_ms_median,selector_runtime_ms_p90,field_build_runtime_ms_median,field_build_runtime_ms_p90,coordinate_sweeps_median,coordinate_sweeps_p90,local_evaluated_passes_median,local_evaluated_passes_p90,coordinate_accepted_moves_median,local_accepted_bundles_median,split_only_units_median
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_inherited_four_state_warm_start,384,0.5,0.5234781901041666,69,0.92438365673732,0.9582591472962386,0.9980707714856092,1.0038193667742947,1.0305003083092519,0.0026704106811495047,0.024747960667932167,0.0035491617089072006,0.035520937645738715,0.0008148254556572311,0.010411997648963722,9232.0,0.023478190104166668,2282496.0,3184.312976524234,3304.817419499159,3407.1857549250126,0.5180835723876953,1.0089490562677386,21.0,24.0,12.0,12.0,823.0,12.0,162.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_inherited_four_state_warm_start,576,0.75,0.7734781901041666,69,0.9702957727317815,0.9837749921267557,0.9997275665041648,1.000487946019814,1.0226146176787223,0.0003436593043228078,0.016434888685354365,0.0005094563379218546,0.02333238094571055,0.00016579703359904675,0.008137803429955737,9232.0,0.023478190104166668,2294784.0,3579.169499129057,3850.479230284691,3974.2055598646402,0.5180835723876953,1.0089490562677386,22.0,24.0,12.0,12.0,1227.0,12.0,216.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_inherited_four_state_warm_start,768,1.0,1.0234781901041667,69,0.9906516662932079,0.9947608610032614,0.9999811621559809,1.0000987775842378,1.0158603821914045,4.902979391543387e-05,0.008443130736397797,8.933076876580523e-05,0.014303911873185693,4.0300974850371356e-05,0.0057528958131881636,9232.0,0.023478190104166668,2294784.0,3773.1706712394957,4293.17869246006,4385.753120854497,0.5180835723876953,1.0089490562677386,20.0,23.0,12.0,12.0,1607.0,12.0,239.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_two_seed_coordinate_plus_local,384,0.5,0.5234781901041666,69,0.92438365673732,0.9582591472962386,0.9980707714856092,1.0038193667742947,1.0305003083092519,0.0026704106811495047,0.024747960667932167,0.0035491617089072006,0.035520937645738715,0.0008148254556572311,0.010411997648963722,9232.0,0.023478190104166668,1329152.0,3118.8011556863785,3234.0302113443613,3349.405188858509,0.5180835723876953,1.0089490562677386,14.0,16.0,12.0,12.0,665.0,12.0,162.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_two_seed_coordinate_plus_local,576,0.75,0.7734781901041666,69,0.9702957727317815,0.9837749921267557,0.9997275665041648,1.000487946019814,1.0226146176787223,0.0003436593043228078,0.016434888685354365,0.0005094563379218546,0.02333238094571055,0.00016579703359904675,0.008137803429955737,9232.0,0.023478190104166668,1329152.0,3602.1082516759634,3792.7749939262867,3884.3760922551155,0.5180835723876953,1.0089490562677386,14.0,16.0,12.0,12.0,1000.0,12.0,216.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_two_seed_coordinate_plus_local,768,1.0,1.0234781901041667,69,0.9906516662932079,0.9947608610032614,0.9999811621559809,1.0000987775842378,1.0158603821914045,4.902979391543387e-05,0.008443130736397797,8.933076876580523e-05,0.014303911873185693,4.0300974850371356e-05,0.0057528958131881636,9232.0,0.023478190104166668,1329152.0,3641.9973295181994,4233.936434611678,4338.964445516467,0.5180835723876953,1.0089490562677386,12.0,15.0,12.0,12.0,1306.0,12.0,239.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,384,0.5,0.5234781901041666,69,0.8801096278077266,0.9367640493222151,0.995542720395023,0.9955151742340975,1.0038935771934339,0.0,0.0,0.0008148254556572311,0.010411997648963722,0.0008148254556572311,0.010411997648963722,9232.0,0.023478190104166668,790528.0,1751.6488585621119,1847.567753866315,1913.4983848780394,0.5180835723876953,1.0089490562677386,11.0,13.200000000000003,12.0,12.0,461.0,12.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,576,0.75,0.7734781901041666,69,0.9386086476037067,0.9681756591385586,0.999315694716381,1.0001500135651142,1.0068125264774614,0.0,0.0,0.00016579703359904675,0.008137803429955737,0.00016579703359904675,0.008137803429955737,9232.0,0.023478190104166668,790528.0,2028.18357758224,2163.0901265889406,2214.634896814823,0.5180835723876953,1.0089490562677386,11.0,14.0,12.0,12.0,686.0,12.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,768,1.0,1.0234781901041667,69,0.9726946118432379,0.9850422062275751,0.9999321323620655,1.0000497405818272,1.0060525467898098,0.0,0.0,4.0300974850371356e-05,0.0057528958131881636,4.0300974850371356e-05,0.0057528958131881636,9232.0,0.023478190104166668,778240.0,2006.2572307884695,2412.800984457135,2490.946203842759,0.5180835723876953,1.0089490562677386,11.0,13.0,12.0,12.0,893.0,12.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_pr11_reference,384,0.5,0.5234781901041666,69,0.8545312268015267,0.9227382096504999,0.9946639693672653,0.9771167761041227,0.9942839609706436,0.0,0.0,0.0,0.0,0.0,0.0,9232.0,0.023478190104166668,834560.0,1001.1696171015501,1035.8802545815706,1090.4348481446505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_pr11_reference,576,0.75,0.7734781901041666,69,0.9221832983483005,0.9597520672552989,0.9991112057354782,0.9941398056006052,0.9996374358595655,0.0,0.0,0.0,0.0,0.0,0.0,9232.0,0.023478190104166668,834560.0,1028.5390228033066,1074.1833113133907,1150.2093497663736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_pr11_reference,768,1.0,1.0234781901041667,69,0.9610681184946213,0.980219086675148,0.9998918313872152,0.9980387020141485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9232.0,0.023478190104166668,834560.0,853.5740386694675,1083.0014571547508,1145.5345716327429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_inherited_four_state_warm_start,384,0.5,0.5338948567708334,69,0.9280563290030862,0.9591130211631772,0.9980076491579171,1.0037979267539179,1.0297973868868782,0.002323385294357849,0.023746038317941864,0.004000812000985965,0.03298154509534357,0.0009802024095956654,0.011170794805422268,13328.0,0.033894856770833336,2294784.0,3142.2366682440042,3297.5775003433228,3394.8791302740574,0.48937462270259857,0.9497780352830887,21.0,23.200000000000003,12.0,12.0,822.0,12.0,164.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_inherited_four_state_warm_start,576,0.75,0.7838948567708334,69,0.9711530624399253,0.9845748337551398,0.9997422975493772,1.0004934232315048,1.0234608939056773,0.00043825865520568145,0.01620781185092457,0.0006078662341640899,0.022091249976206928,0.000171776778317323,0.007367111209891197,13328.0,0.033894856770833336,2294784.0,3666.2235517054796,3864.3026500940323,3949.0669641643763,0.48937462270259857,0.9497780352830887,21.0,24.0,12.0,12.0,1235.0,12.0,213.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_inherited_four_state_warm_start,768,1.0,1.0338948567708333,69,0.9909408760410352,0.994875408777997,0.9999814332258163,1.0000990486939265,1.0161460547662804,4.846966235598775e-05,0.007756289885832768,0.00015367163702357815,0.013859274749704498,0.0,0.004990366079606123,13328.0,0.033894856770833336,2278400.0,3428.536808490753,4222.6390317082405,4370.737576857209,0.48937462270259857,0.9497780352830887,21.0,22.0,12.0,12.0,1607.0,12.0,238.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_two_seed_coordinate_plus_local,384,0.5,0.5338948567708334,69,0.9280563290030862,0.9591130211631772,0.9980076491579171,1.0037979267539179,1.0297973868868782,0.002323385294357849,0.023746038317941864,0.004000812000985965,0.03298154509534357,0.0009802024095956654,0.011170794805422268,13328.0,0.033894856770833336,1329152.0,3081.7186884582043,3197.9394908994436,3317.1585500240326,0.48937462270259857,0.9497780352830887,13.0,16.0,12.0,12.0,667.0,12.0,164.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_two_seed_coordinate_plus_local,576,0.75,0.7838948567708334,69,0.9711530624399253,0.9845748337551398,0.9997422975493772,1.0004934232315048,1.0234608939056773,0.00043825865520568145,0.01620781185092457,0.0006078662341640899,0.022091249976206928,0.000171776778317323,0.007367111209891197,13328.0,0.033894856770833336,1329152.0,3584.7803961485624,3757.7400766313076,3871.963234990835,0.48937462270259857,0.9497780352830887,13.0,16.0,12.0,12.0,991.0,12.0,213.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_two_seed_coordinate_plus_local,768,1.0,1.0338948567708333,69,0.9909408760410352,0.994875408777997,0.9999814332258163,1.0000990486939265,1.0161460547662804,4.846966235598775e-05,0.007756289885832768,0.00015367163702357815,0.013859274749704498,0.0,0.004990366079606123,13328.0,0.033894856770833336,1329152.0,3483.0044370144606,4117.421705275774,4273.921246081591,0.48937462270259857,0.9497780352830887,13.0,14.0,12.0,12.0,1294.0,12.0,238.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,384,0.5,0.5338948567708334,69,0.8835763918473626,0.9346568449747628,0.9956953483059756,0.9985865788290869,1.0054837889197232,0.0,0.0,0.0009802024095956654,0.011170794805422268,0.0009802024095956654,0.011170794805422268,13328.0,0.033894856770833336,765952.0,1690.4344331473112,1833.1430833786726,1884.2654187232256,0.48937462270259857,0.9497780352830887,11.0,13.0,12.0,12.0,464.0,12.0,0.0
