budget_regime,factor_config_id,factor_family,solver,physical_budget_pages,physical_budget_bpw,budget_total_bpw,rows,recovery_p10,recovery_median,recovery_p90,set_gain_retention_p10,set_gain_retention_median,recovery_gain_p10,recovery_gain_median,gain_vs_pr11_p10,gain_vs_pr11_median,seed_optimizer_gain_p10,seed_optimizer_gain_median,metadata_bytes,metadata_bpw,selector_compute_macs_max,selector_runtime_ms_p10,selector_runtime_ms_median,selector_runtime_ms_p90,field_build_runtime_ms_median,field_build_runtime_ms_p90,coordinate_sweeps_median,coordinate_sweeps_p90,local_evaluated_passes_median,local_evaluated_passes_p90,coordinate_accepted_moves_median,local_accepted_bundles_median,split_only_units_median
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,576,0.75,0.7838948567708334,69,0.9400537248441162,0.9680538886519559,0.999289732074178,1.0000888623266788,1.007264343583167,0.0,0.0,0.000171776778317323,0.007367111209891197,0.000171776778317323,0.007367111209891197,13328.0,0.033894856770833336,765952.0,2014.0979874879122,2161.4375934004784,2232.4646554887295,0.48937462270259857,0.9497780352830887,11.0,13.0,12.0,12.0,671.0,12.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,768,1.0,1.0338948567708333,69,0.9740218029742775,0.9855286041967278,0.9999329635634604,1.0,1.0067731334621404,0.0,0.0,0.0,0.004990366079606123,0.0,0.004990366079606123,13328.0,0.033894856770833336,765952.0,2031.514494493604,2365.1790488511324,2465.906221047044,0.48937462270259857,0.9497780352830887,11.0,13.0,12.0,12.0,877.0,12.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_pr11_reference,384,0.5,0.5338948567708334,69,0.8574969601334411,0.9241660126237267,0.9943274697904739,0.9835278465651294,0.996066611691027,0.0,0.0,0.0,0.0,0.0,0.0,13328.0,0.033894856770833336,834560.0,1007.3564764112234,1046.5175937861204,1101.4322824776173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_pr11_reference,576,0.75,0.7838948567708334,69,0.924431716339906,0.961418239791918,0.9990187029294579,0.9971042086620596,0.9999261404204972,0.0,0.0,0.0,0.0,0.0,0.0,13328.0,0.033894856770833336,834560.0,1030.8007664978504,1067.947831004858,1151.743571087718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixed_correction_budget,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_pr11_reference,768,1.0,1.0338948567708333,69,0.9613538636712696,0.9806779886731154,0.9998277615887928,0.9993133867997147,1.000306610037302,0.0,0.0,0.0,0.0,0.0,0.0,13328.0,0.033894856770833336,834560.0,846.471473947168,1080.3751833736897,1153.8137320429087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strict_all_in_one_bpw,exact_proxy_plus_eigh_tail_tail0_exact4_fp32,exact_proxy_plus_eigh_tail,eight_state_two_seed_coordinate_plus_local,729,0.94921875,0.9987284342447916,69,0.9882240428271878,0.9933688593553239,0.9999661396535451,,,9.369842910986756e-05,0.01007365590175946,0.0001630644323901366,0.01610522819448068,0.0,0.006222765210328052,19468.0,0.049509684244791664,736256.0,3641.280542314053,4148.1721848249435,4238.905875757337,0.5978159606456757,1.6435477882623675,13.0,15.0,12.0,12.0,1228.0,12.0,238.0
strict_all_in_one_bpw,exact_proxy_plus_eigh_tail_tail0_exact4_fp32,exact_proxy_plus_eigh_tail,four_state_dp_two_seed_coordinate_plus_local,729,0.94921875,0.9987284342447916,69,0.9674240270416483,0.9828208967697685,0.9998724412244352,,,0.0,0.0,0.0,0.006222765210328052,0.0,0.006222765210328052,19468.0,0.049509684244791664,417792.0,1871.4935682713988,2361.327575519681,2427.473685517907,0.5978159606456757,1.6435477882623675,11.0,12.0,12.0,12.0,848.0,12.0,0.0
strict_all_in_one_bpw,joint_eigh_tail8_exact0_fp32,joint_eigh,eight_state_two_seed_coordinate_plus_local,697,0.9075520833333334,0.9987284342447916,69,0.9857243805710569,0.9923694666978735,0.9999473797989995,,,0.00014056675127429598,0.010976636185937583,0.0001908597716852258,0.017977979718939663,4.922867210321873e-06,0.005670270163787183,35852.0,0.09117635091145833,1329152.0,3678.1565759330992,4089.982822537422,4159.937516972423,0.5478747189044952,1.0800011456012728,12.0,16.0,12.0,12.0,1185.0,12.0,236.0
strict_all_in_one_bpw,joint_eigh_tail8_exact0_fp32,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,697,0.9075520833333334,0.9987284342447916,69,0.9642515061524073,0.9801273397392171,0.9998068130477252,,,0.0,0.0,4.922867210321873e-06,0.005670270163787183,4.922867210321873e-06,0.005670270163787183,35852.0,0.09117635091145833,790528.0,2104.8006571829324,2324.874095618725,2387.9353810101748,0.5478747189044952,1.0800011456012728,11.0,13.0,12.0,12.0,809.0,12.0,0.0
strict_all_in_one_bpw,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,eight_state_two_seed_coordinate_plus_local,749,0.9752604166666666,0.9987386067708334,69,0.9891576573163824,0.9940762728957662,0.9999749426148046,,,6.957375439631269e-05,0.009354546290614607,0.0001037528331583105,0.01595215200667366,3.4179078761997805e-05,0.005275038925390607,9232.0,0.023478190104166668,1329152.0,3580.801320075989,4213.961744681001,4303.703874349594,0.5180835723876953,1.0089490562677386,12.0,16.0,12.0,12.0,1288.0,12.0,239.0
strict_all_in_one_bpw,joint_eigh_tail8_exact0_int4_per_row_hadamard,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,749,0.9752604166666666,0.9987386067708334,69,0.9704897829137876,0.9841977875125573,0.9999053688604083,,,0.0,0.0,3.4179078761997805e-05,0.005275038925390607,3.4179078761997805e-05,0.005275038925390607,9232.0,0.023478190104166668,765952.0,2003.4517824649813,2397.8294655680656,2455.890403315425,0.5180835723876953,1.0089490562677386,11.0,13.0,12.0,12.0,884.0,12.0,0.0
strict_all_in_one_bpw,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,eight_state_two_seed_coordinate_plus_local,741,0.96484375,0.9987386067708334,69,0.9888684609587652,0.9938766537187289,0.9999717085041988,,,8.017345449689024e-05,0.008807823150662086,0.00014676536152560273,0.01625774349500131,0.0,0.005861980243661913,13328.0,0.033894856770833336,1329152.0,3662.1631339192395,4164.216298609972,4273.9171501249075,0.48937462270259857,0.9497780352830887,12.0,15.0,12.0,12.0,1256.0,12.0,237.0
strict_all_in_one_bpw,joint_eigh_tail8_exact0_int8_per_row,joint_eigh,four_state_dp_two_seed_coordinate_plus_local,741,0.96484375,0.9987386067708334,69,0.9699373460045442,0.9837914409228337,0.999891535049702,,,0.0,0.0,0.0,0.005861980243661913,0.0,0.005861980243661913,13328.0,0.033894856770833336,778240.0,1979.802354425192,2382.6455269008875,2429.171847552061,0.48937462270259857,0.9497780352830887,11.0,13.0,12.0,12.0,870.0,12.0,0.0
