capture_source,request_id,position,layer,expert_id,projection,backward_elimination,diagonal,exact_marginal_fixed_greedy,diagonal_over_exact
cross_reference,tfprod-req000595-d7a20dae,304,0,238,gate,2415.0,896.0,324.0,2.765432098765432
cross_reference,tfprod-req000595-d7a20dae,304,0,238,up,1573.0,789.0,287.0,2.749128919860627
cross_reference,tfprod-req000595-d7a20dae,304,20,225,gate,3345.0,1504.0,527.0,2.853889943074004
cross_reference,tfprod-req000595-d7a20dae,304,20,225,up,3239.0,1642.0,484.0,3.3925619834710745
cross_reference,tfprod-req000596-6dfbe71c,608,0,207,gate,3169.0,1455.0,414.0,3.5144927536231885
cross_reference,tfprod-req000596-6dfbe71c,608,0,207,up,3177.0,1438.0,345.0,4.168115942028986
cross_reference,tfprod-req000596-6dfbe71c,640,4,176,gate,2479.0,1579.0,555.0,2.845045045045045
cross_reference,tfprod-req000596-6dfbe71c,640,4,176,up,2694.0,1524.0,484.0,3.1487603305785123
cross_reference,tfprod-req000596-6dfbe71c,656,0,238,gate,2515.0,714.0,285.0,2.5052631578947366
cross_reference,tfprod-req000596-6dfbe71c,656,0,238,up,2347.0,824.0,262.0,3.145038167938931
cross_reference,tfprod-req000596-6dfbe71c,688,4,156,gate,3096.0,1519.0,531.0,2.8606403013182673
cross_reference,tfprod-req000596-6dfbe71c,688,4,156,up,2722.0,1375.0,445.0,3.0898876404494384
cross_reference,tfprod-req000604-754ef1c6,176,20,225,gate,3296.0,1502.0,520.0,2.8884615384615384
cross_reference,tfprod-req000604-754ef1c6,176,20,225,up,3282.0,1614.0,487.0,3.3141683778234086
cross_reference,tfprod-req000604-754ef1c6,208,0,238,gate,2756.0,882.0,370.0,2.383783783783784
cross_reference,tfprod-req000604-754ef1c6,208,0,238,up,2608.0,1001.0,345.0,2.9014492753623187
cross_reference,tfprod-req000604-754ef1c6,304,0,238,gate,2739.0,1065.0,406.0,2.623152709359606
cross_reference,tfprod-req000604-754ef1c6,304,0,238,up,2273.0,1043.0,317.0,3.2902208201892744
cross_reference,tfprod-req000604-754ef1c6,400,0,238,gate,2421.0,1121.0,370.0,3.0297297297297296
cross_reference,tfprod-req000604-754ef1c6,400,0,238,up,2403.0,1037.0,347.0,2.988472622478386
cross_reference,tfprod-req000605-f2d2029f,240,0,238,gate,3170.0,1228.0,394.0,3.116751269035533
cross_reference,tfprod-req000605-f2d2029f,240,0,238,up,2939.0,1256.0,368.0,3.4130434782608696
exact_checkpoint,mxfp4-confirm-009,0,39,108,gate,3441.0,1452.0,644.0,2.2546583850931676
exact_checkpoint,mxfp4-confirm-009,0,39,108,up,3459.0,1326.0,496.0,2.6733870967741935
exact_checkpoint,mxfp4-confirm-009,1,4,154,gate,3226.0,1658.0,659.0,2.5159332321699543
exact_checkpoint,mxfp4-confirm-009,1,4,154,up,3252.0,1617.0,484.0,3.340909090909091
exact_checkpoint,mxfp4-confirm-009,1,20,191,gate,3352.0,1603.0,541.0,2.9630314232902033
exact_checkpoint,mxfp4-confirm-009,1,20,191,up,3433.0,1572.0,491.0,3.2016293279022405
exact_checkpoint,mxfp4-confirm-009,1,39,68,gate,3465.0,1307.0,457.0,2.859956236323851
exact_checkpoint,mxfp4-confirm-009,1,39,68,up,3486.0,1447.0,447.0,3.237136465324385
exact_checkpoint,mxfp4-confirm-009,1,39,108,gate,3468.0,1569.0,611.0,2.5679214402618658
exact_checkpoint,mxfp4-confirm-009,1,39,108,up,3484.0,1472.0,514.0,2.8638132295719845
exact_checkpoint,mxfp4-confirm-009,2,4,154,gate,3242.0,1620.0,665.0,2.43609022556391
exact_checkpoint,mxfp4-confirm-009,2,4,154,up,3239.0,1539.0,488.0,3.153688524590164
exact_checkpoint,mxfp4-confirm-009,2,39,108,gate,3440.0,1568.0,572.0,2.7412587412587412
exact_checkpoint,mxfp4-confirm-009,2,39,108,up,3407.0,1480.0,488.0,3.0327868852459017
exact_checkpoint,mxfp4-confirm-009,3,4,17,gate,3051.0,1502.0,520.0,2.8884615384615384
exact_checkpoint,mxfp4-confirm-009,3,4,17,up,3032.0,1537.0,499.0,3.0801603206412826
exact_checkpoint,mxfp4-confirm-009,3,4,154,gate,3020.0,1560.0,729.0,2.139917695473251
exact_checkpoint,mxfp4-confirm-009,3,4,154,up,3040.0,1506.0,487.0,3.0924024640657084
exact_checkpoint,mxfp4-confirm-009,3,39,108,gate,3523.0,1650.0,677.0,2.4372230428360413
exact_checkpoint,mxfp4-confirm-009,3,39,108,up,3436.0,1369.0,462.0,2.963203463203463
exact_checkpoint,mxfp4-confirm-009,4,0,62,gate,3435.0,1387.0,322.0,4.307453416149069
exact_checkpoint,mxfp4-confirm-009,4,0,62,up,3219.0,1496.0,256.0,5.84375
exact_checkpoint,mxfp4-confirm-009,4,4,154,gate,3092.0,1654.0,602.0,2.7475083056478407
exact_checkpoint,mxfp4-confirm-009,4,4,154,up,3171.0,1669.0,458.0,3.6441048034934496
exact_checkpoint,mxfp4-confirm-009,4,20,251,gate,3340.0,1733.0,581.0,2.982788296041308
exact_checkpoint,mxfp4-confirm-009,4,20,251,up,3363.0,1680.0,517.0,3.249516441005803
exact_checkpoint,mxfp4-confirm-009,4,39,108,gate,3419.0,1624.0,618.0,2.627831715210356
exact_checkpoint,mxfp4-confirm-009,4,39,108,up,3415.0,1655.0,511.0,3.238747553816047
exact_checkpoint,mxfp4-confirm-009,5,0,62,gate,3320.0,1498.0,327.0,4.581039755351682
exact_checkpoint,mxfp4-confirm-009,5,0,62,up,3316.0,1373.0,248.0,5.536290322580645
exact_checkpoint,mxfp4-confirm-009,5,20,251,gate,3454.0,1758.0,577.0,3.046793760831889
exact_checkpoint,mxfp4-confirm-009,5,20,251,up,3310.0,1524.0,484.0,3.1487603305785123
exact_checkpoint,mxfp4-confirm-009,6,4,154,gate,3178.0,1550.0,708.0,2.189265536723164
exact_checkpoint,mxfp4-confirm-009,6,4,154,up,3059.0,1550.0,491.0,3.1568228105906315
exact_checkpoint,mxfp4-confirm-009,7,4,154,gate,3096.0,1488.0,682.0,2.1818181818181817
exact_checkpoint,mxfp4-confirm-009,7,4,154,up,3155.0,1591.0,475.0,3.349473684210526
exact_checkpoint,mxfp4-confirm-009,7,20,242,gate,3453.0,1593.0,547.0,2.9122486288848264
exact_checkpoint,mxfp4-confirm-009,7,20,242,up,3410.0,1592.0,487.0,3.268993839835729
exact_checkpoint,mxfp4-confirm-009,7,20,251,gate,3428.0,1688.0,614.0,2.749185667752443
exact_checkpoint,mxfp4-confirm-009,7,20,251,up,3303.0,1640.0,521.0,3.147792706333973
exact_checkpoint,mxfp4-confirm-009,8,0,62,gate,3119.0,1438.0,310.0,4.638709677419355
exact_checkpoint,mxfp4-confirm-009,8,0,62,up,3334.0,1512.0,280.0,5.4
exact_checkpoint,mxfp4-confirm-009,8,20,251,gate,3397.0,1637.0,619.0,2.644588045234249
exact_checkpoint,mxfp4-confirm-009,8,20,251,up,3303.0,1596.0,519.0,3.0751445086705202
exact_checkpoint,mxfp4-confirm-009,9,0,62,gate,3273.0,1403.0,345.0,4.066666666666666
exact_checkpoint,mxfp4-confirm-009,9,0,62,up,3226.0,1363.0,276.0,4.938405797101449
exact_checkpoint,mxfp4-confirm-009,9,20,251,gate,3416.0,1677.0,623.0,2.691813804173355
exact_checkpoint,mxfp4-confirm-009,9,20,251,up,3364.0,1600.0,515.0,3.1067961165048543
exact_checkpoint,mxfp4-confirm-009,9,39,231,gate,3515.0,1003.0,385.0,2.605194805194805
exact_checkpoint,mxfp4-confirm-009,9,39,231,up,3366.0,1512.0,446.0,3.390134529147982
exact_checkpoint,mxfp4-confirm-009,10,4,154,gate,3022.0,1572.0,573.0,2.743455497382199
exact_checkpoint,mxfp4-confirm-009,10,4,154,up,3295.0,1556.0,464.0,3.353448275862069
exact_checkpoint,mxfp4-confirm-009,11,4,154,gate,3136.0,1829.0,639.0,2.8622848200312987
exact_checkpoint,mxfp4-confirm-009,11,4,154,up,3155.0,1664.0,463.0,3.5939524838012957
exact_checkpoint,mxfp4-confirm-009,11,20,242,gate,3501.0,1619.0,633.0,2.557661927330174
exact_checkpoint,mxfp4-confirm-009,11,20,242,up,3432.0,1629.0,483.0,3.372670807453416
exact_checkpoint,mxfp4-confirm-009,11,20,251,gate,3413.0,1684.0,573.0,2.93891797556719
exact_checkpoint,mxfp4-confirm-009,11,20,251,up,3320.0,1651.0,483.0,3.4182194616977224
exact_checkpoint,mxfp4-confirm-009,12,0,62,gate,3390.0,1511.0,235.0,6.4297872340425535
exact_checkpoint,mxfp4-confirm-009,12,0,62,up,3212.0,1477.0,251.0,5.884462151394422
exact_checkpoint,mxfp4-confirm-010,0,39,108,gate,3498.0,1647.0,617.0,2.6693679092382494
exact_checkpoint,mxfp4-confirm-010,0,39,108,up,3446.0,1443.0,436.0,3.3096330275229358
exact_checkpoint,mxfp4-confirm-010,1,0,160,gate,2406.0,774.0,240.0,3.225
exact_checkpoint,mxfp4-confirm-010,1,0,160,up,2515.0,621.0,221.0,2.8099547511312215
exact_checkpoint,mxfp4-confirm-010,1,4,110,gate,3107.0,1656.0,561.0,2.9518716577540105
exact_checkpoint,mxfp4-confirm-010,1,4,110,up,3272.0,1595.0,493.0,3.235294117647059
exact_checkpoint,mxfp4-confirm-010,1,39,108,gate,3470.0,1654.0,754.0,2.193633952254642
exact_checkpoint,mxfp4-confirm-010,1,39,108,up,3493.0,1553.0,494.0,3.1437246963562755
exact_checkpoint,mxfp4-confirm-010,2,4,110,gate,3345.0,1599.0,569.0,2.8101933216168717
exact_checkpoint,mxfp4-confirm-010,2,4,110,up,3309.0,1575.0,511.0,3.0821917808219177
exact_checkpoint,mxfp4-confirm-010,2,4,154,gate,3250.0,1654.0,509.0,3.24950884086444
exact_checkpoint,mxfp4-confirm-010,2,4,154,up,3378.0,1625.0,533.0,3.048780487804878
exact_checkpoint,mxfp4-confirm-010,2,20,191,gate,3431.0,1720.0,618.0,2.7831715210355985
exact_checkpoint,mxfp4-confirm-010,2,20,191,up,3447.0,1645.0,532.0,3.0921052631578947
exact_checkpoint,mxfp4-confirm-010,2,39,108,gate,3522.0,1641.0,654.0,2.5091743119266057
exact_checkpoint,mxfp4-confirm-010,2,39,108,up,3462.0,1516.0,476.0,3.1848739495798317
exact_checkpoint,mxfp4-confirm-010,3,0,62,gate,3323.0,1373.0,332.0,4.135542168674699
exact_checkpoint,mxfp4-confirm-010,3,0,62,up,3404.0,1485.0,261.0,5.689655172413793
exact_checkpoint,mxfp4-confirm-010,3,4,110,gate,3354.0,1758.0,603.0,2.915422885572139
exact_checkpoint,mxfp4-confirm-010,3,4,110,up,3212.0,1643.0,480.0,3.4229166666666666
exact_checkpoint,mxfp4-confirm-010,3,4,154,gate,3231.0,1775.0,569.0,3.1195079086115993
exact_checkpoint,mxfp4-confirm-010,3,4,154,up,3246.0,1607.0,502.0,3.201195219123506
exact_checkpoint,mxfp4-confirm-010,3,20,191,gate,3493.0,1620.0,581.0,2.7882960413080893
exact_checkpoint,mxfp4-confirm-010,3,20,191,up,3432.0,1631.0,485.0,3.3628865979381444
exact_checkpoint,mxfp4-confirm-010,3,39,108,gate,3377.0,1354.0,508.0,2.6653543307086616
exact_checkpoint,mxfp4-confirm-010,3,39,108,up,3417.0,1356.0,474.0,2.8607594936708862
exact_checkpoint,mxfp4-confirm-010,4,4,110,gate,3161.0,1652.0,526.0,3.140684410646388
exact_checkpoint,mxfp4-confirm-010,4,4,110,up,3164.0,1513.0,471.0,3.2123142250530785
exact_checkpoint,mxfp4-confirm-010,4,4,154,gate,3258.0,1605.0,604.0,2.6572847682119205
exact_checkpoint,mxfp4-confirm-010,4,4,154,up,3338.0,1574.0,475.0,3.313684210526316
exact_checkpoint,mxfp4-confirm-010,4,20,191,gate,3418.0,1645.0,580.0,2.836206896551724
exact_checkpoint,mxfp4-confirm-010,4,20,191,up,3470.0,1710.0,496.0,3.4475806451612905
exact_checkpoint,mxfp4-confirm-010,4,39,108,gate,3582.0,1497.0,578.0,2.5899653979238755
exact_checkpoint,mxfp4-confirm-010,4,39,108,up,3359.0,1391.0,463.0,3.0043196544276456
exact_checkpoint,mxfp4-confirm-010,5,0,62,gate,3357.0,1513.0,263.0,5.752851711026616
exact_checkpoint,mxfp4-confirm-010,5,0,62,up,3356.0,1448.0,235.0,6.1617021276595745
exact_checkpoint,mxfp4-confirm-010,5,4,110,gate,3154.0,1749.0,598.0,2.9247491638795986
exact_checkpoint,mxfp4-confirm-010,5,4,110,up,3066.0,1456.0,465.0,3.131182795698925
exact_checkpoint,mxfp4-confirm-010,6,4,154,gate,3269.0,1763.0,610.0,2.8901639344262295
exact_checkpoint,mxfp4-confirm-010,6,4,154,up,3201.0,1684.0,505.0,3.3346534653465345
exact_checkpoint,mxfp4-confirm-010,6,20,191,gate,3423.0,1827.0,556.0,3.285971223021583
exact_checkpoint,mxfp4-confirm-010,6,20,191,up,3332.0,1656.0,521.0,3.1785028790786947
exact_checkpoint,mxfp4-confirm-010,6,39,231,gate,3530.0,1367.0,526.0,2.598859315589354
exact_checkpoint,mxfp4-confirm-010,6,39,231,up,3515.0,1422.0,489.0,2.9079754601226995
exact_checkpoint,mxfp4-confirm-010,7,4,110,gate,3173.0,1703.0,609.0,2.7963875205254514
exact_checkpoint,mxfp4-confirm-010,7,4,110,up,3043.0,1579.0,460.0,3.4326086956521737
exact_checkpoint,mxfp4-confirm-010,7,4,154,gate,3046.0,1606.0,572.0,2.8076923076923075
exact_checkpoint,mxfp4-confirm-010,7,4,154,up,3304.0,1546.0,472.0,3.2754237288135593
exact_checkpoint,mxfp4-confirm-010,7,20,191,gate,3445.0,1656.0,624.0,2.6538461538461537
exact_checkpoint,mxfp4-confirm-010,7,20,191,up,3416.0,1618.0,516.0,3.135658914728682
exact_checkpoint,mxfp4-confirm-010,7,39,108,gate,3406.0,1461.0,616.0,2.3717532467532467
exact_checkpoint,mxfp4-confirm-010,7,39,108,up,3477.0,1310.0,423.0,3.0969267139479904
exact_checkpoint,mxfp4-confirm-010,8,0,62,gate,3342.0,1627.0,291.0,5.59106529209622
exact_checkpoint,mxfp4-confirm-010,8,0,62,up,3393.0,1476.0,265.0,5.569811320754717
exact_checkpoint,mxfp4-confirm-010,9,39,231,gate,3460.0,1193.0,470.0,2.5382978723404257
exact_checkpoint,mxfp4-confirm-010,9,39,231,up,3460.0,1426.0,414.0,3.4444444444444446
exact_checkpoint,mxfp4-confirm-010,11,0,62,gate,3235.0,1624.0,251.0,6.47011952191235
exact_checkpoint,mxfp4-confirm-010,11,0,62,up,3256.0,1356.0,248.0,5.467741935483871
exact_checkpoint,mxfp4-confirm-010,12,0,72,gate,3039.0,1438.0,354.0,4.062146892655368
exact_checkpoint,mxfp4-confirm-010,12,0,72,up,3010.0,1466.0,308.0,4.759740259740259
exact_checkpoint,mxfp4-confirm-010,13,39,231,gate,3555.0,1272.0,463.0,2.7473002159827216
exact_checkpoint,mxfp4-confirm-010,13,39,231,up,3518.0,1447.0,445.0,3.251685393258427
exact_checkpoint,mxfp4-confirm-010,14,4,154,gate,3014.0,1315.0,506.0,2.5988142292490117
exact_checkpoint,mxfp4-confirm-010,14,4,154,up,2714.0,1330.0,448.0,2.96875
exact_checkpoint,mxfp4-confirm-011,0,4,154,gate,3194.0,1559.0,593.0,2.6290050590219223
exact_checkpoint,mxfp4-confirm-011,0,4,154,up,3218.0,1637.0,439.0,3.7289293849658316
exact_checkpoint,mxfp4-confirm-011,0,39,108,gate,3467.0,1550.0,662.0,2.3413897280966767
exact_checkpoint,mxfp4-confirm-011,0,39,108,up,3467.0,1510.0,499.0,3.026052104208417
exact_checkpoint,mxfp4-confirm-011,1,4,154,gate,3161.0,1528.0,696.0,2.1954022988505746
exact_checkpoint,mxfp4-confirm-011,1,4,154,up,3225.0,1605.0,534.0,3.00561797752809
exact_checkpoint,mxfp4-confirm-011,1,39,108,gate,3458.0,1589.0,777.0,2.045045045045045
exact_checkpoint,mxfp4-confirm-011,1,39,108,up,3491.0,1406.0,446.0,3.1524663677130045
exact_checkpoint,mxfp4-confirm-011,2,4,154,gate,3166.0,1529.0,641.0,2.3853354134165365
exact_checkpoint,mxfp4-confirm-011,2,4,154,up,3155.0,1591.0,488.0,3.2602459016393444
exact_checkpoint,mxfp4-confirm-011,2,39,108,gate,3455.0,1614.0,607.0,2.658978583196046
exact_checkpoint,mxfp4-confirm-011,2,39,108,up,3458.0,1490.0,415.0,3.5903614457831323
exact_checkpoint,mxfp4-confirm-011,3,0,62,gate,3391.0,1816.0,235.0,7.727659574468085
exact_checkpoint,mxfp4-confirm-011,3,0,62,up,3308.0,1440.0,244.0,5.901639344262295
exact_checkpoint,mxfp4-confirm-011,3,4,154,gate,3256.0,1780.0,634.0,2.807570977917981
exact_checkpoint,mxfp4-confirm-011,3,4,154,up,3230.0,1573.0,471.0,3.3397027600849256
exact_checkpoint,mxfp4-confirm-011,3,20,191,gate,3369.0,1606.0,539.0,2.979591836734694
exact_checkpoint,mxfp4-confirm-011,3,20,191,up,3322.0,1821.0,494.0,3.6862348178137654
exact_checkpoint,mxfp4-confirm-011,3,39,108,gate,3355.0,1481.0,505.0,2.9326732673267326
exact_checkpoint,mxfp4-confirm-011,3,39,108,up,3449.0,1370.0,461.0,2.9718004338394794
exact_checkpoint,mxfp4-confirm-011,4,4,154,gate,3184.0,1650.0,579.0,2.849740932642487
exact_checkpoint,mxfp4-confirm-011,4,4,154,up,3160.0,1586.0,471.0,3.367303609341826
exact_checkpoint,mxfp4-confirm-011,4,20,191,gate,3477.0,1628.0,610.0,2.6688524590163936
exact_checkpoint,mxfp4-confirm-011,4,20,191,up,3435.0,1702.0,507.0,3.3570019723865876
exact_checkpoint,mxfp4-confirm-011,4,39,108,gate,3459.0,1472.0,543.0,2.710865561694291
exact_checkpoint,mxfp4-confirm-011,4,39,108,up,3357.0,1358.0,453.0,2.9977924944812364
exact_checkpoint,mxfp4-confirm-011,5,4,154,gate,3300.0,1675.0,588.0,2.848639455782313
exact_checkpoint,mxfp4-confirm-011,5,4,154,up,3254.0,1660.0,488.0,3.401639344262295
exact_checkpoint,mxfp4-confirm-011,5,39,108,gate,3436.0,1590.0,511.0,3.111545988258317
exact_checkpoint,mxfp4-confirm-011,5,39,108,up,3398.0,1408.0,481.0,2.9272349272349274
exact_checkpoint,mxfp4-confirm-011,7,39,231,gate,3514.0,1317.0,517.0,2.5473887814313345
exact_checkpoint,mxfp4-confirm-011,7,39,231,up,3385.0,1380.0,442.0,3.1221719457013575
exact_checkpoint,mxfp4-confirm-011,8,4,154,gate,3027.0,1523.0,571.0,2.6672504378283715
exact_checkpoint,mxfp4-confirm-011,8,4,154,up,2974.0,1443.0,473.0,3.050739957716702
exact_checkpoint,mxfp4-confirm-011,8,20,191,gate,3386.0,1613.0,523.0,3.084130019120459
exact_checkpoint,mxfp4-confirm-011,8,20,191,up,3402.0,1720.0,483.0,3.5610766045548656
exact_checkpoint,mxfp4-confirm-011,9,4,154,gate,3133.0,1560.0,624.0,2.5
exact_checkpoint,mxfp4-confirm-011,9,4,154,up,3040.0,1481.0,509.0,2.9096267190569747
exact_checkpoint,mxfp4-confirm-011,9,20,191,gate,3491.0,1533.0,609.0,2.5172413793103448
exact_checkpoint,mxfp4-confirm-011,9,20,191,up,3405.0,1610.0,508.0,3.1692913385826773
exact_checkpoint,mxfp4-confirm-011,10,0,62,gate,3340.0,1478.0,250.0,5.912
exact_checkpoint,mxfp4-confirm-011,10,0,62,up,3392.0,1487.0,267.0,5.569288389513108
exact_checkpoint,mxfp4-confirm-011,10,4,154,gate,3233.0,1708.0,576.0,2.9652777777777777
exact_checkpoint,mxfp4-confirm-011,10,4,154,up,3187.0,1565.0,490.0,3.193877551020408
exact_checkpoint,mxfp4-confirm-011,10,20,191,gate,3402.0,1702.0,542.0,3.140221402214022
exact_checkpoint,mxfp4-confirm-011,10,20,191,up,3391.0,1727.0,503.0,3.433399602385686
