factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,router_rank,expert_invocations,selected_pages_mean,selected_pages_median,selected_pages_p10,selected_pages_p90,expert_recovery_median,expert_recovery_p10
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,0,8,32,749.3125,729.0,532.2,980.0,0.9999295020491548,0.9995690219727598
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,1,32,769.03125,758.5,725.4,835.5,0.9963114538533095,0.9922488670402808
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,2,32,775.90625,768.0,729.0,833.9,0.9961147006759328,0.9910564286511339
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,3,32,744.75,751.0,670.4,795.9,0.9947973929479758,0.9892337513817873
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,4,32,758.09375,755.5,721.8,791.9,0.9953798152543564,0.9915415708074066
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,5,32,757.3125,768.0,680.4,843.7,0.9938960561692417,0.9864473729225542
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,6,32,732.34375,733.5,661.3,788.3000000000001,0.993220382858954,0.9877689983495382
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,7,32,736.0625,744.0,671.1,783.3000000000001,0.991252408850146,0.9858015276991993
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,8,32,715.78125,729.0,641.1,768.4,0.9919953312588613,0.9862749692497423
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,1,32,717.15625,767.5,416.3,845.1,0.993909220980209,0.9854864346073178
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,2,32,685.0,749.0,398.6,817.6,0.9936306528515895,0.9691309016243401
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,3,32,734.84375,761.0,519.6,847.8000000000001,0.9953072437025147,0.9879321433584906
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,4,32,776.84375,768.0,710.8,872.0,0.9940908827710123,0.9862874199598572
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,5,32,768.90625,761.5,690.5,855.3000000000001,0.9936676366521013,0.9871882208400969
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,6,32,768.90625,768.0,704.7,831.6,0.9937705211332357,0.9875897923446815
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,7,32,766.6875,749.0,711.9,872.2,0.993544142783985,0.9857906877953618
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,8,32,770.90625,761.5,693.4,895.3000000000001,0.9934115860254298,0.9863010251030274
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,1,32,749.5625,765.5,583.1,837.8,0.9982420738238194,0.9891344073632398
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,2,32,767.65625,768.0,680.4,903.8000000000001,0.9976150575738675,0.9932448393348121
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,3,32,762.6875,749.0,678.5,887.4000000000001,0.9965846506303133,0.9917558675053282
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,4,32,759.53125,768.0,688.9,837.2,0.9957856370931488,0.9932867209319388
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,5,32,748.0625,757.5,680.8,792.6,0.9950753139985152,0.9875748837666042
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,6,32,767.84375,762.5,706.5,874.8000000000001,0.9942266479090738,0.9887486636472337
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,7,32,726.6875,732.0,617.4,817.9,0.9938355587575363,0.9872965209953558
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,8,32,707.5,724.5,623.2,774.3000000000001,0.9926192268829903,0.9860016821144493
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,1,32,754.28125,739.0,560.1,965.0000000000001,0.9999848844011423,0.9998251551806743
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,2,32,792.75,748.5,533.6,1109.4,0.9999722283266786,0.9998596979712829
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,3,32,772.15625,766.5,621.3,955.5000000000001,0.9999784271486476,0.9997663876542914
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,4,32,749.03125,747.5,605.3,923.6,0.9999681455377867,0.9998155898532168
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,5,32,750.53125,728.0,607.7,966.6,0.9999638432625673,0.999740472189971
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,6,32,785.6875,775.5,583.7,978.5,0.9999696612997926,0.9998470577907427
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,7,32,761.46875,749.0,547.5,976.9000000000001,0.9999690320227552,0.9996350102442132
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,8,32,776.0,749.0,555.6,1036.3,0.9999613557705316,0.999703908904954
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,1,32,789.96875,769.0,732.8,846.0,0.9966197914793287,0.993298504617396
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,2,32,790.75,779.5,729.3,855.8000000000001,0.9961147006759328,0.9926169572962642
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,3,32,775.09375,768.0,729.0,825.5,0.9950894643723895,0.9901469498734117
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,4,32,778.1875,768.0,729.0,862.2,0.9959632667927749,0.9916337827830557
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,5,32,777.75,768.0,729.0,870.8000000000001,0.9945051049576071,0.9889190423170692
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,6,32,744.59375,749.0,667.1,807.9,0.9938901095512256,0.987689794935851
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,7,32,751.8125,749.0,672.1,864.3000000000001,0.9923730332393329,0.9869199057184189
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,8,32,733.6875,729.0,670.2,799.1,0.9923839659310709,0.9858683954578861
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,1,32,750.3125,798.0,416.3,889.5,0.9946277336856018,0.9856789250441728
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,2,32,696.5,758.5,386.5,878.2,0.9944151169398123,0.9724785899958479
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,3,32,760.0625,774.5,581.7,850.9,0.995923817167564,0.9903206352876964
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,4,32,789.25,768.0,711.0,877.6,0.9938451005074086,0.9865091196734002
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,5,32,780.15625,768.0,719.1,860.5,0.9939021448687321,0.9873594937021465
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,6,32,793.09375,768.0,729.0,936.7000000000002,0.9943459211511869,0.9894900934729451
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,7,32,776.9375,760.5,729.0,872.2,0.9936545680390292,0.9880006881152087
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,8,32,793.9375,768.0,706.0,908.2,0.9948373369108968,0.9863170556596798
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,1,32,765.25,769.0,644.3,898.7,0.998284487764571,0.9891344073632398
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,2,32,777.25,768.0,688.5,905.9,0.9974841277818672,0.9938780085268617
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,3,32,780.1875,752.5,684.5,905.2,0.9970405374324653,0.9922137064377107
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,4,32,794.53125,768.0,729.0,892.1,0.9968576597391963,0.9939507518433014
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,5,32,757.0625,749.0,706.3,826.6,0.9954461009091891,0.9873225409775068
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,6,32,792.65625,773.5,706.5,891.8000000000001,0.9946480597032152,0.9886402354742246
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,7,32,753.375,749.0,658.1,865.5,0.9951928384904878,0.988834614325977
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,8,32,721.0,746.5,623.8,787.8000000000001,0.9933792386127143,0.9860299748771291
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,1,32,576.15625,515.5,401.6,793.1000000000001,0.9994414224296696,0.9964963858639387
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,2,32,523.3125,512.5,373.2,765.5,0.9989337941933432,0.9922469937460915
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,3,32,459.15625,461.5,364.6,575.8,0.996850783164703,0.9907187009025669
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,4,32,383.6875,384.0,270.1,453.9,0.9934610707307399,0.9855026746927983
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,5,32,338.25,340.0,237.4,440.5,0.9866220603871355,0.9752463090418784
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,6,32,324.625,334.0,223.2,408.6,0.9842324401384188,0.9567275793142667
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,7,32,242.875,247.0,134.3,361.50000000000006,0.9743259474452509,0.925518302432156
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,8,32,218.53125,205.5,111.7,352.8,0.9640349455859412,0.924581255673573
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,1,32,752.40625,749.0,582.0,896.4000000000001,0.9961067315897352,0.9875264541591616
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,2,32,641.96875,614.5,548.0,768.0,0.9888734109623615,0.9764174846847575
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,3,32,486.34375,454.0,384.0,584.1,0.9792208802650072,0.9433887745314936
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,4,32,401.40625,384.0,299.9,529.3000000000001,0.9703021584671079,0.9262189404050585
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,5,32,296.96875,302.5,165.0,384.0,0.9369095055146616,0.8224444290559731
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,6,32,225.8125,226.5,114.3,374.0000000000001,0.8919869753211465,0.8241152985692701
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,7,32,154.0,134.0,73.5,231.40000000000003,0.8432007904457952,0.6472503146760668
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,8,32,105.75,70.5,38.1,228.30000000000004,0.7866583114188302,0.5411738313166343
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,1,32,706.6875,739.0,400.8,939.0,0.9935273966236895,0.9646888033136564
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,2,32,483.78125,549.0,299.3,612.7,0.9797440221762795,0.9238448493768492
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,3,32,476.15625,495.0,360.9,585.0,0.9715640526240685,0.9408321522482161
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,4,32,386.875,384.0,276.9,488.8,0.9477240653224192,0.8812136407936748
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,5,32,307.21875,300.5,186.6,409.1,0.9321458269428542,0.8738906303481736
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,6,32,278.625,267.0,156.1,384.0,0.9205787314740952,0.8309194664447844
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,7,32,223.21875,206.0,117.4,352.80000000000007,0.8794010795933609,0.7868521327800412
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,8,32,205.0,195.0,75.3,309.8,0.8768211030856916,0.7395770218621687
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,1,32,592.21875,583.0,387.6,768.0,0.994997514763311,0.9723791562139128
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,2,32,511.5,537.0,384.0,631.7,0.987369861071522,0.9713091728703548
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,3,32,494.0,473.5,384.0,639.5,0.9863463599486146,0.9450003945607712
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,4,32,412.3125,409.5,244.8,576.0,0.9716234085889885,0.9337283052528523
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,5,32,329.65625,329.0,224.6,423.0000000000001,0.9507596366129187,0.8757627409763333
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,6,32,291.0,271.5,184.9,396.6,0.9244084397933261,0.8067536359303206
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,7,32,251.34375,253.5,137.5,382.50000000000006,0.9381530790681734,0.8525490863214816
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,8,32,183.6875,172.0,81.0,319.1000000000001,0.8683932049585628,0.7625746776383199
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,1,32,701.6875,644.0,496.2,956.4000000000001,0.9999575940873495,0.9993271727761909
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,2,32,699.53125,679.0,491.4,923.8000000000001,0.9998819450339883,0.9994342858057595
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,3,32,639.71875,627.5,512.0,765.1,0.9996156405841476,0.9984801175852316
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,4,32,580.78125,592.0,430.5,683.0,0.9992178718878375,0.997894512326988
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,5,32,539.0,554.5,403.2,666.4000000000001,0.9986398377026163,0.9964017820441704
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,6,32,535.59375,517.0,385.4,724.3000000000001,0.9984069448571733,0.9937056939997356
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,7,32,470.15625,459.5,290.2,576.0,0.9970702864470611,0.9873574395755609
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,8,32,437.09375,415.0,299.3,623.8000000000001,0.994853246848592,0.9879078825905606
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,1,32,947.71875,958.5,807.6,1071.4,0.9987368675609618,0.9966054616734823
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,2,32,855.78125,854.5,749.0,989.9000000000001,0.9974282555477723,0.9914478692449701
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,3,32,696.0625,729.0,576.0,768.0,0.9927115321886358,0.9850150749274338
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,4,32,611.21875,576.0,504.0,747.0,0.9884045592122954,0.9717041730149205
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,5,32,525.59375,571.5,374.1,617.3000000000001,0.9789710606988871,0.9319152719582715
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,6,32,408.75,384.0,288.6,556.2,0.9651991410557005,0.9331959876660886
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,7,32,326.71875,327.5,230.1,396.0,0.9276823641989931,0.8752991425344053
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,8,32,230.15625,208.0,116.7,381.8,0.8926866550257035,0.7547900670900156
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,1,32,885.375,904.5,749.0,1123.1000000000001,0.9978326233205821,0.9905012025983656
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,2,32,666.65625,729.0,438.2,771.6,0.9918408473238749,0.9754637123212753
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,3,32,671.15625,707.0,557.1,766.1,0.992813780109074,0.9687814627388588
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,4,32,577.875,576.0,488.8,702.4000000000001,0.9852626215281675,0.9635696371298865
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,5,32,530.9375,574.5,421.0,589.7,0.9737261504803029,0.9591707562013536
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,6,32,466.25,482.5,341.4,576.0,0.9706879541655794,0.9266648277816786
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,7,32,427.5,421.5,327.8,555.7,0.9630219088418803,0.9273659779300211
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,8,32,377.59375,384.0,324.3,456.8,0.9426813236304847,0.921519915424586
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,1,32,796.625,749.0,583.1,1014.8000000000001,0.9985555754818483,0.9891707706296125
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,2,32,712.71875,735.0,576.0,889.2,0.9957208405399725,0.9906136902241038
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,3,32,660.03125,651.0,497.40000000000003,766.1,0.9941951296268527,0.9817277063544809
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,4,32,602.34375,599.5,401.3,766.1,0.9874960866667661,0.9777704097734851
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,5,32,530.03125,519.0,410.0,630.4,0.9852267154037042,0.9433509886510157
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,6,32,496.34375,480.0,381.3,645.9,0.9710890960247249,0.9348156106113721
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,7,32,437.78125,457.5,284.1,576.0,0.9730009884217711,0.9152793578036159
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,8,32,365.78125,381.0,254.7,468.40000000000003,0.9421313571715527,0.8932706140327648
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,1,32,819.40625,748.5,600.7,1147.9,0.9999982318547669,0.9999568179262309
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,2,32,830.625,768.0,583.8,1146.3000000000002,0.9999937755730379,0.9999367172973113
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,3,32,794.71875,787.0,592.5,978.2,0.9999856203128075,0.9998575753745407
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,4,32,746.0,748.0,607.4,909.9,0.9999655709489552,0.9998155898532168
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,5,32,720.25,724.5,556.2,919.1,0.9999451521855424,0.9994745256184517
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,6,32,727.9375,739.0,545.8,931.5000000000001,0.9998655476494469,0.9996627720046444
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,7,32,680.6875,676.5,498.1,852.9,0.9998224693837181,0.9986683009363794
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,8,32,670.5,628.0,502.2,946.8000000000001,0.9997061365602833,0.9988791063439748
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,1,32,1083.375,1092.0,975.5,1152.0,0.9996346658055904,0.9988047998049755
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,2,32,1008.3125,1000.0,917.9,1125.5,0.9991827224769858,0.9977407435144331
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,3,32,870.875,875.0,750.9,1020.1,0.9975758645748773,0.9943243178769136
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,4,32,766.15625,768.0,660.3,872.0,0.9953786861997158,0.9875883646035464
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,5,32,716.65625,729.0,611.6,769.8,0.9930418665975502,0.9826525253472911
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,6,32,604.34375,576.0,463.1,766.9,0.986587820469856,0.9720270655515324
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,7,32,505.8125,497.5,395.6,605.3000000000001,0.9718813862389755,0.9385409474452951
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,8,32,429.375,392.5,290.1,575.1,0.9660956775604059,0.9149618179940441
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,1,32,1012.71875,1057.0,850.8,1151.8,0.9991319652675008,0.9964657741255134
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,2,32,845.53125,884.0,730.9,974.2,0.9977336917190075,0.9930189097433161
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,3,32,837.9375,824.5,731.0,947.9,0.9972227052200675,0.9899923477811918
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,4,32,755.0,749.0,675.9,872.0,0.9936255282651076,0.9870171432746881
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,5,32,706.0,735.0,576.0,768.0,0.9915473006193929,0.9825415243082251
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,6,32,655.03125,686.0,562.5,749.0,0.9875580510216215,0.9773496001709863
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,7,32,613.125,594.0,529.9,747.0,0.9858400178252008,0.9703075863461145
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,20,8,32,561.96875,576.0,475.2,658.7,0.9789353701617141,0.9656080644474855
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,1,32,941.875,934.5,770.0,1121.0,0.9994636641860317,0.9967605979176799
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,2,32,882.65625,887.0,768.0,1004.6,0.9987048055169279,0.9950648624058939
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,3,32,825.78125,811.0,729.0,993.4000000000001,0.9975788972027132,0.992679742952479
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,4,32,775.375,759.0,667.1,899.9,0.9953570140860803,0.9930452417298605
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,5,32,705.40625,729.0,576.2,768.0,0.9944753170824447,0.9821449070338266
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,6,32,676.1875,666.0,576.0,784.8000000000001,0.9883882354981383,0.9724447076051849
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,7,32,629.71875,615.0,489.9,768.0,0.988647449051993,0.9723717228899597
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,39,8,32,549.5,572.0,433.4,616.8000000000001,0.9817709737252938,0.9554879701720757
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,0,1,32,840.5625,758.5,602.7,1150.0,0.9999988940958939,0.9999648094247388
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,0,2,32,838.96875,789.0,590.3,1146.3000000000002,0.9999960342821864,0.9999367172973113
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,0,3,32,804.9375,808.5,622.3,972.5,0.9999877930039504,0.999933839392455
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,0,4,32,764.75,768.0,638.6,923.6,0.9999764655332517,0.9998897932288194
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,768,1536,0,5,32,734.3125,728.0,568.0,939.1,0.9999414803604307,0.9996093909590982
