factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,groups,overall_average_bpw,qenergy_recovery_p10,qenergy_recovery_median,qenergy_recovery_p90,qenergy_recovery_mean,paired_gain_vs_uniform_p10,paired_gain_vs_uniform_median,paired_gain_vs_uniform_p90,paired_gain_vs_uniform_mean
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,768,39,32,1.0234781901041667,0.9947227510997303,0.9982015715885022,0.999631462736945,0.9975455512232798,0.0,0.0,0.0,0.0
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1152,0,32,1.0234781901041667,0.9999270958478389,0.9999959543085045,0.9999989507143211,0.9999722251975854,1.2993961869300908e-05,9.158802902403673e-05,0.0005434674284828803,0.00020409798609255167
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1152,4,32,1.0234781901041667,0.9967076683754987,0.9984309886552019,0.9994286634942626,0.9982281719947874,0.0009430382332384247,0.002067568937571207,0.0040872689059629165,0.0023611261590852986
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1152,20,32,1.0234781901041667,0.994855965271104,0.9970769402904377,0.9993616120196053,0.9970578655233024,0.0006545279897771205,0.001612624044536659,0.003333043488027388,0.0017890988073954277
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1152,39,32,1.0234781901041667,0.9968313060769485,0.9987814598257976,0.9996776224088251,0.9983063398250066,0.0001255069039494239,0.0005418268563509021,0.00203743634430218,0.0007607886017267605
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1536,0,32,1.0234781901041667,0.9999288145766797,0.9999959543085045,0.9999989507143211,0.9999736463720054,1.2993961869300908e-05,9.158802902403673e-05,0.0005496230954122664,0.00020551916051254546
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1536,4,32,1.0234781901041667,0.9967076683754987,0.9984479822764138,0.9994285664599466,0.998236313243566,0.0009430382332384247,0.002067568937571207,0.0040872689059629165,0.002369267407863772
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1536,20,32,1.0234781901041667,0.994855965271104,0.9970769402904377,0.9993708266056549,0.9970617452874878,0.0006621382152012578,0.001612624044536659,0.003333043488027388,0.0017929785715807035
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,768,1536,39,32,1.0234781901041667,0.9968313060769485,0.9987814598257976,0.9996776224088251,0.9983051971097634,0.0001255069039494239,0.0005418268563509021,0.002043618082874611,0.000759645886483553
matrix_free_joint_rank8_int4_per_row_hadamard,uniform_per_expert,384,384,0,32,0.5234781901041666,0.989144132662674,0.9962537154807871,0.9990832067678045,0.9944796064904659,0.0,0.0,0.0,0.0
matrix_free_joint_rank8_int4_per_row_hadamard,uniform_per_expert,384,384,4,32,0.5234781901041666,0.9428142872961257,0.9683942361317838,0.9835050364419963,0.9663153492335961,0.0,0.0,0.0,0.0
matrix_free_joint_rank8_int4_per_row_hadamard,uniform_per_expert,384,384,20,32,0.5234781901041666,0.9330816250562537,0.9610115687020693,0.987905235118614,0.9610838873696055,0.0,0.0,0.0,0.0
matrix_free_joint_rank8_int4_per_row_hadamard,uniform_per_expert,384,384,39,32,0.5234781901041666,0.9552050893900873,0.9830513242435097,0.9966744009721907,0.9784598991720999,0.0,0.0,0.0,0.0
