factor_config_id,physical_budget_pages,layer,recovery_p10,recovery_median,recovery_p90,retention_p10,retention_median,retention_p90
joint_eigh_tail16_exact0_int4_per_row,384,39,0.9108779017819745,0.954899118968982,0.9846614484079682,0.9912407814998028,0.9981844007824663,0.9997434093543427
joint_eigh_tail16_exact0_int4_per_row,576,0,0.9782810054037623,0.9999410564557972,0.9999797061986658,0.9997080339545668,1.0000187625495245,1.0001441159435618
joint_eigh_tail16_exact0_int4_per_row,576,4,0.9239461765741472,0.9466098615594922,0.9737074573833872,0.9954067667773943,0.9987835278768892,1.0024536588202233
joint_eigh_tail16_exact0_int4_per_row,576,20,0.9122755736899365,0.9348847443629072,0.955964891974045,0.9925427538340116,0.9972676647244901,1.0012481498036478
joint_eigh_tail16_exact0_int4_per_row,576,39,0.9554813153467556,0.9786305346555779,0.9930588463729748,0.9978592161198637,0.9998111065952806,1.0020078909997623
joint_eigh_tail16_exact0_int4_per_row,768,0,0.993761068640763,1.0,1.0,1.0,1.0,1.0004353311644878
joint_eigh_tail16_exact0_int4_per_row,768,4,0.9642883659084441,0.9775755317281125,0.9883059747386743,0.9998077521126983,1.0008432077722877,1.0027942021735314
joint_eigh_tail16_exact0_int4_per_row,768,20,0.9588798035019848,0.9664831506483095,0.9771004487756153,0.9980402348127622,0.9999028806419482,1.0042172362971482
joint_eigh_tail16_exact0_int4_per_row,768,39,0.9778904933283773,0.99059080151545,0.9973153350920411,0.9993292316684852,1.0002735687074054,1.0025051735280368
joint_eigh_tail16_exact0_int4_per_row_hadamard,384,0,0.9476937331291739,0.9941756659939253,0.9977166084405998,0.9988742419223916,0.9999260090472957,1.0004565778021925
joint_eigh_tail16_exact0_int4_per_row_hadamard,384,4,0.8557046927761042,0.8948634513039225,0.9483623973789999,0.9836814892822526,0.9917882396845925,0.999486830113394
joint_eigh_tail16_exact0_int4_per_row_hadamard,384,20,0.8341152701276712,0.8795428860913042,0.9196335997650824,0.9628335343672433,0.9873444635973959,0.9962914696115828
joint_eigh_tail16_exact0_int4_per_row_hadamard,384,39,0.9109313725011114,0.9570575500387367,0.9836484691099582,0.9853784276352742,0.9965713484047848,0.9999318833764304
joint_eigh_tail16_exact0_int4_per_row_hadamard,576,0,0.9780883103545434,0.9998955997550636,0.9999748730588214,0.9987701512865101,1.0000086014061242,1.0000858355268176
joint_eigh_tail16_exact0_int4_per_row_hadamard,576,4,0.9200091129216535,0.9460269433783967,0.9746357123515558,0.9908389523790279,0.9976717095287339,1.0029057383093491
joint_eigh_tail16_exact0_int4_per_row_hadamard,576,20,0.9116375184969951,0.9357280854138046,0.9581361725529843,0.9923756537232785,0.997790350937886,1.005291725884948
joint_eigh_tail16_exact0_int4_per_row_hadamard,576,39,0.957469505901627,0.9782697637781118,0.9932018669488232,0.9969093719562377,0.999777784992137,1.001824378049775
joint_eigh_tail16_exact0_int4_per_row_hadamard,768,0,0.993269611548106,1.0,1.0,0.99963365732591,1.0,1.00000447290703
joint_eigh_tail16_exact0_int4_per_row_hadamard,768,4,0.9629296655125874,0.9771753443886665,0.988033164172826,0.9979900901468175,0.9997761947224151,1.002530471712005
joint_eigh_tail16_exact0_int4_per_row_hadamard,768,20,0.9544355463789209,0.9697203488392829,0.9773687028459799,0.9981871317012567,1.0011525577959834,1.0036898209620786
joint_eigh_tail16_exact0_int4_per_row_hadamard,768,39,0.9774311456710676,0.9901985054320936,0.9973096756359497,0.9992734939376321,1.0000566872607801,1.0035913781605934
joint_eigh_tail16_exact0_int8_per_row,384,0,0.9423372905414984,0.994510951312989,0.997906276863859,0.9948997464293649,0.9999358814025858,1.0002316517316563
joint_eigh_tail16_exact0_int8_per_row,384,4,0.8578281819857895,0.8978443625305923,0.9494026057055356,0.9893151673436688,0.9950920204947786,0.9997319152445711
joint_eigh_tail16_exact0_int8_per_row,384,20,0.8401870402200683,0.8821697072379369,0.924088768060153,0.9660249960142682,0.9915618676883493,1.002393343523915
joint_eigh_tail16_exact0_int8_per_row,384,39,0.9143909640247266,0.9553031523987496,0.9852069186904951,0.992179908564279,0.9980260288577977,0.9998065963847422
joint_eigh_tail16_exact0_int8_per_row,576,0,0.9790687353758225,0.9999082397877165,0.9999777463808163,0.999977159729483,1.0000189028653275,1.0001556607030915
joint_eigh_tail16_exact0_int8_per_row,576,4,0.9232835883358924,0.9502686238747667,0.976213329253846,0.994949757088958,0.9998263683203913,1.0050329012021553
joint_eigh_tail16_exact0_int8_per_row,576,20,0.916757007550137,0.9387966658090259,0.9597170380536753,0.9966960709235845,1.0004393644448621,1.0063682268042187
joint_eigh_tail16_exact0_int8_per_row,576,39,0.9560894681976644,0.9792427107377415,0.993412073140027,0.9974624047833136,0.9998938427297271,1.0024204023291434
joint_eigh_tail16_exact0_int8_per_row,768,0,0.9929746287148314,1.0,1.0,0.9999421616223122,1.0,1.0000757061828591
joint_eigh_tail16_exact0_int8_per_row,768,4,0.9642038599524926,0.977817147055212,0.9887062978408951,0.9996938844348376,1.0004664655307047,1.0029339789808036
joint_eigh_tail16_exact0_int8_per_row,768,20,0.9554075542631458,0.9705497390998787,0.9797295674154177,0.9996620650394473,1.002168753848758,1.0040632800922806
joint_eigh_tail16_exact0_int8_per_row,768,39,0.9777050114118465,0.9906722152079724,0.9972937666370504,0.9997934502750827,1.000145664316538,1.0021512733333142
joint_eigh_tail32_exact0_fp32,384,0,0.9430167897435217,0.9944505977468524,0.9979080865010561,0.9956171472905824,1.0000895261054892,1.0009504735836898
joint_eigh_tail32_exact0_fp32,384,4,0.8588554975964866,0.9031175506590566,0.9504889887021732,0.990967274277115,0.9966752678636516,1.003253885581007
joint_eigh_tail32_exact0_fp32,384,20,0.8436579307980433,0.8842768414731745,0.9225559444577912,0.9684012019299881,0.9923479260239898,1.0031443086074094
joint_eigh_tail32_exact0_fp32,384,39,0.9179058442728916,0.9559782563421938,0.985230039639902,0.9928262850230671,0.997627935564666,1.0006398424653462
joint_eigh_tail32_exact0_fp32,576,0,0.979017184250363,0.9999019291442905,0.9999742504214904,0.9997186663762341,0.9999950670204785,1.0000162130593524
joint_eigh_tail32_exact0_fp32,576,4,0.9279019729381959,0.9508279354505794,0.9753070991761651,0.9975318680303066,0.9994180709409002,1.0050747023412754
joint_eigh_tail32_exact0_fp32,576,20,0.9112236999661807,0.9402712970511159,0.9570633314406222,0.9941844177491747,1.0002500758666641,1.009401750309394
joint_eigh_tail32_exact0_fp32,576,39,0.9579838298077301,0.9776252581864422,0.9934623352892685,0.998639582217416,1.0001585999269096,1.0037127210506982
joint_eigh_tail32_exact0_fp32,768,0,0.9929879417725743,1.0,1.0,0.9997868141112293,1.0,1.0
joint_eigh_tail32_exact0_fp32,768,4,0.9647625011809469,0.977439750481582,0.9889649576883766,0.9993271179846148,1.0006052233463854,1.0030536586259053
joint_eigh_tail32_exact0_fp32,768,20,0.9549277276678814,0.9704759617707639,0.9788796480017763,0.9995894543338635,1.0022457389866335,1.0053878022004963
joint_eigh_tail32_exact0_fp32,768,39,0.978541462183003,0.9913032551420549,0.9972890317287583,0.9999219142529855,1.0003464444718537,1.002564574973316
joint_eigh_tail32_exact0_int4_per_row_hadamard,384,0,0.9404637719091391,0.9938461840896554,0.9976966154025331,0.9924866833847431,0.9998017808092572,1.0000376003141873
joint_eigh_tail32_exact0_int4_per_row_hadamard,384,4,0.8595214105971306,0.9005429828723693,0.9483231990782186,0.9867880982235692,0.9935950142830742,0.9996487618690894
joint_eigh_tail32_exact0_int4_per_row_hadamard,384,20,0.8380860957994946,0.8788263436816002,0.919664301247081,0.9616296469455555,0.9881408165968983,0.9959859833777405
joint_eigh_tail32_exact0_int4_per_row_hadamard,384,39,0.9137818269918241,0.9507780250953021,0.9846414844074374,0.9895550852171379,0.9964111739994093,0.9995398184196004
joint_eigh_tail32_exact0_int4_per_row_hadamard,576,0,0.977977569010098,0.9999209493578209,0.9999746209531365,0.9992617352185782,0.999994123174079,1.000076027616283
joint_eigh_tail32_exact0_int4_per_row_hadamard,576,4,0.9224057550241218,0.9489644706569194,0.9748313181863227,0.9935322525522973,0.9990438234649747,1.0028971001910318
joint_eigh_tail32_exact0_int4_per_row_hadamard,576,20,0.9127509768909247,0.9354615533596975,0.957945413587225,0.994409100703548,0.998404540607138,1.005648641466324
joint_eigh_tail32_exact0_int4_per_row_hadamard,576,39,0.955257167150046,0.9774646147404846,0.993401243904339,0.9963228329628754,0.9997503434069722,1.0006935817826226
joint_eigh_tail32_exact0_int4_per_row_hadamard,768,0,0.992818581631836,1.0,1.0,0.9994865385170619,1.0,1.0
joint_eigh_tail32_exact0_int4_per_row_hadamard,768,4,0.9630262122500355,0.9756101998622257,0.988591288179539,0.9974347131804105,1.000038821555078,1.0025136780061055
joint_eigh_tail32_exact0_int4_per_row_hadamard,768,20,0.957009803876724,0.9692172284093323,0.9780466390926985,0.9989853919938811,1.0004748711069058,1.0034358489447006
joint_eigh_tail32_exact0_int4_per_row_hadamard,768,39,0.9783580440094886,0.9898290729355678,0.9973632775555227,0.9984356742595661,0.9999882812625096,1.0011414193670163
joint_eigh_tail32_exact0_int8_per_row,384,0,0.9421851287309053,0.994244922823886,0.9977486665908722,0.9947390972135323,0.9999843215572596,1.0003623106247848
joint_eigh_tail32_exact0_int8_per_row,384,4,0.862061044097494,0.8992122647435519,0.9510386796493876,0.9884164442463739,0.9969161949490538,1.0002291410820938
joint_eigh_tail32_exact0_int8_per_row,384,20,0.8440964409008277,0.8850079844603516,0.9219445273580322,0.9682319274244926,0.9912549958772844,1.0035005446809213
joint_eigh_tail32_exact0_int8_per_row,384,39,0.9188478071489616,0.9554250500851814,0.9856070262041271,0.9939302528592839,0.9980467015444672,0.9999875232132556
joint_eigh_tail32_exact0_int8_per_row,576,0,0.9785889237884396,0.9998500870926218,0.9999757569625662,0.9999506371715134,1.0000009938231502,1.0011487237821537
joint_eigh_tail32_exact0_int8_per_row,576,4,0.9282742664846529,0.9517753536126927,0.9753529947765861,0.9967411957096366,1.0008780794440044,1.0054175757514625
joint_eigh_tail32_exact0_int8_per_row,576,20,0.9129920360139205,0.9402410781428385,0.9595591137565436,0.9985381339008813,0.9999777827653232,1.008565926163608
joint_eigh_tail32_exact0_int8_per_row,576,39,0.9573593255838367,0.9781474305403216,0.9932927842729281,0.9987624404289355,0.9999290541514563,1.0030956154240203
joint_eigh_tail32_exact0_int8_per_row,768,0,0.9932249173485109,1.0,1.0,0.9995886767630466,1.0,1.0
joint_eigh_tail32_exact0_int8_per_row,768,4,0.9637171934260748,0.9773886071940124,0.9886539998845603,0.9981328729125502,1.000674568994973,1.002391396161371
joint_eigh_tail32_exact0_int8_per_row,768,20,0.9543044644044232,0.970400586795289,0.9795362586648507,0.999962228941667,1.002130100185679,1.004301419715235
joint_eigh_tail32_exact0_int8_per_row,768,39,0.9782491636559674,0.9902118249325871,0.99735588856662,0.9993208398201131,1.0001556105907117,1.003395574217115
joint_eigh_tail4_exact0_fp32,384,0,0.9497930993049862,0.994565122777764,0.9980160665801889,0.9980693945165132,1.0001941746061724,1.0016900015994494
joint_eigh_tail4_exact0_fp32,384,4,0.8584194242552139,0.8943327501987914,0.9504246504150645,0.9848329573790825,0.991499720614972,0.999197813186429
joint_eigh_tail4_exact0_fp32,384,20,0.838321510278756,0.8773176261756258,0.9194631782850807,0.9644623157367661,0.9872136406998753,0.9946070132153108
joint_eigh_tail4_exact0_fp32,384,39,0.910922135468857,0.953834508215724,0.9841184881848389,0.9892691058156474,0.9959581283795558,1.0000439625031634
joint_eigh_tail4_exact0_fp32,576,0,0.9785540041917883,0.9999110681605736,0.9999758740772897,0.9994215561726622,1.0000013791451727,1.0001273378449875
joint_eigh_tail4_exact0_fp32,576,4,0.9209549486328975,0.9492651054432057,0.9745718242855859,0.9918634398477344,0.9986060579056837,1.0053173580098127
joint_eigh_tail4_exact0_fp32,576,20,0.9130324394704584,0.9355376997060603,0.9587502194583162,0.9936886685221589,0.9975522194161408,1.0052220921292718
joint_eigh_tail4_exact0_fp32,576,39,0.9566125404599012,0.9760858212257877,0.9934180375745926,0.9962760115112009,0.9998722238675882,1.0017447628134635
joint_eigh_tail4_exact0_fp32,768,0,0.9929481905296762,1.0,1.0,0.9997980347977161,1.0,1.0
joint_eigh_tail4_exact0_fp32,768,4,0.9614263110562922,0.9766818178687451,0.9882501959027674,0.997922640092871,0.9998307366092182,1.002693731828638
