factor_config_id,physical_budget_pages,solver,factor_family,tail_rank,exact_rank,total_rank,encoding,hadamard_rotated,geometry_ceiling,factor_payload_bytes,combined_metadata_bpw,selector_compute_macs_max,recovery_p10,recovery_median,recovery_p90,retention_p10,retention_median,retention_p90,gap_p10,gap_median,gap_p90,geometry_gate_pass,compute_gate_pass,metadata_gate_pass
joint_eigh_tail8_exact0_fp32,384,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,fp32,False,True,32768,0.09117635091145833,14482080,0.8538038123439262,0.924681444856742,0.9947229855500551,0.9754686264493762,0.9942753207608817,0.9998802805697238,-0.02166125128609002,-0.005337037475142026,-0.00011947292237857139,False,False,True
joint_eigh_tail8_exact0_fp32,576,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,fp32,False,True,32768,0.09117635091145833,14531232,0.9208602020399066,0.9603216245220193,0.9990610293793648,0.9949419604262858,0.9998142703092818,1.0041660099264695,-0.004731776104429585,-0.000184268683976474,0.00395667186205877,True,False,True
joint_eigh_tail8_exact0_fp32,768,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,fp32,False,True,32768,0.09117635091145833,14260272,0.9602180414168899,0.9803794194545303,0.9998157771901348,0.9991926973087601,1.0001019765318513,1.0030798814375554,-0.0007817537074819469,9.996549895952e-05,0.0030002423529733374,True,False,True
joint_eigh_tail8_exact0_int4_per_row_hadamard,384,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,int4_per_row,True,False,6148,0.023478190104166668,14500752,0.8486375051984817,0.9227382096504998,0.9946639693672653,0.9652424502030345,0.9923015211662874,1.0001980106075483,-0.028640697486599077,-0.007158792387723989,0.00019741463602005466,False,False,True
joint_eigh_tail8_exact0_int4_per_row_hadamard,576,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,int4_per_row,True,False,6148,0.023478190104166668,14488464,0.9221832983483005,0.9592598277243944,0.9991112057354782,0.9935526982566605,0.9996374358595654,1.0043154621649355,-0.006081253396533559,-0.00034918264857164427,0.004158018265724397,True,False,True
joint_eigh_tail8_exact0_int4_per_row_hadamard,768,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,int4_per_row,True,False,6148,0.023478190104166668,14099344,0.9610681184946213,0.980219086675148,0.999891831387215,0.9979542089830076,1.0,1.0023095409024267,-0.001986491368320209,0.0,0.002193269500005136,True,False,True
joint_eigh_tail8_exact0_int8_per_row,384,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,int8_per_row,False,False,10244,0.033894856770833336,14446480,0.8569393774061286,0.9241660126237266,0.994327469790474,0.9744640322750223,0.9948287641863778,1.0000191929560571,-0.023225000954129695,-0.0048145234278468285,1.9150772491705055e-05,True,False,True
joint_eigh_tail8_exact0_int8_per_row,576,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,int8_per_row,False,False,10244,0.033894856770833336,14409616,0.924335688107098,0.9609325684593902,0.9990187029294579,0.9954219749400893,0.9998666470966158,1.0025654405377185,-0.00427024245945089,-0.00013321372639762963,0.002324780586419297,True,False,True
joint_eigh_tail8_exact0_int8_per_row,768,four_seed_coordinate_plus_local_repair,joint_eigh,8,0,8,int8_per_row,False,False,10244,0.033894856770833336,14221408,0.9613538636712696,0.9806779886731154,0.9998277615887929,0.9990424604327478,1.0001587684475437,1.0034585952560495,-0.0009343267908628715,0.00015775766758363563,0.0033684931140389963,True,False,True
joint_pivoted_cholesky_tail16_exact0_fp32,384,four_seed_coordinate_plus_local_repair,joint_pivoted_cholesky,16,0,16,fp32,False,True,65536,0.17450968424479166,28794336,0.8640976848943691,0.9292415878192414,0.9945957493476196,0.9846911430104648,0.9969338184283141,1.0024334462941378,-0.01404220250707293,-0.0028010674768047528,0.002294457162141339,True,False,True
