injection_mode,route_mode,injection_layer,mean_budget_pages_per_expert,charged_bpw,alpha,requests,sequence_tokens,hidden_mse,rmsnorm_normalized_mse,cosine_distance,router_logit_kl,route_membership_change_fraction,router_mass_churn
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,0.125,3,44,1.6724826759235096e-05,0.00013980311450819248,6.7414761354051e-05,9.825523780973741e-05,0.13636363636363635,0.014460844673013435
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,0.25,3,44,1.641518321868964e-05,0.0001428878048385738,6.644152376410069e-05,9.296849338876795e-05,0.09090909090909091,0.010276766414594555
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,0.5,3,44,1.7362434737771597e-05,0.0001500965562427892,7.045813834303956e-05,9.809984888158175e-05,0.09090909090909091,0.010859913178231517
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,1.0,3,44,1.7960861744144424e-05,0.0001607672755608456,7.273272153864156e-05,0.00010137948799478924,0.11363636363636363,0.012901064845959202
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,2.0,3,44,2.0331686672844544e-05,0.00017324381727229791,8.256435007703263e-05,9.765322365310151e-05,0.09090909090909091,0.011041287931603609
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,4.0,3,44,2.9666097162817096e-05,0.0002540778348246529,0.00012016796184748228,0.00011435722614207927,0.13636363636363635,0.015367693034188536
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,0.125,3,44,1.767762794005731e-05,0.00015305465181570348,7.13615760000755e-05,0.00010060239972801602,0.09090909090909091,0.01087575655227675
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,0.25,3,44,1.664638009205274e-05,0.0001430859362708661,6.729672396607852e-05,9.13041159302968e-05,0.11363636363636363,0.012783883916546768
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,0.5,3,44,1.7761998332911265e-05,0.00016127185338335839,7.200730308667464e-05,9.570614283013474e-05,0.13636363636363635,0.014299755676872984
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,1.0,3,44,1.7739123674945486e-05,0.00015865171020820203,7.164299032242057e-05,9.79897565742484e-05,0.18181818181818182,0.017598737114818668
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,2.0,3,44,1.9724565323609898e-05,0.00018733166307013686,7.981483163811068e-05,0.00010501979667651326,0.11363636363636363,0.014414795097449463
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,4.0,3,44,2.230807604839604e-05,0.00019242031193759024,8.836856624919176e-05,0.00010467848065246339,0.11363636363636363,0.014790312048890563
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,0.125,3,44,1.8356049010166814e-05,0.0001624359687025727,7.422184723304692e-05,9.61528331084796e-05,0.13636363636363635,0.013360416025641047
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,0.25,3,44,1.8486378639760336e-05,0.0001807188662336127,7.498940364073706e-05,0.00010075130714945799,0.13636363636363635,0.014347449504644434
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,0.5,3,44,1.6138428915982413e-05,0.00013771817925136795,6.51798358052796e-05,9.74886760711793e-05,0.13636363636363635,0.014075409335139916
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,1.0,3,44,1.8809356305382607e-05,0.00018116100531432244,7.643108606955859e-05,0.00010061690941695137,0.13636363636363635,0.015086957956864403
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,2.0,3,44,1.8856422095516542e-05,0.00016641744184056395,7.63919446455324e-05,9.406615868694052e-05,0.11363636363636363,0.0123200235223215
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,4.0,3,44,1.9859190980494905e-05,0.00017118675635796496,8.03005547293991e-05,0.00010139466177666508,0.11363636363636363,0.015023683120548185
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,0.125,3,44,1.627481113721594e-05,0.00014093947518312077,6.584848473003608e-05,9.577532376759619e-05,0.09090909090909091,0.010214427434185193
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,0.25,3,44,1.4734054423890733e-05,0.00012602591648303103,5.980180866895829e-05,9.620646803085742e-05,0.1590909090909091,0.015624508799743015
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,0.5,3,44,1.6371328195480768e-05,0.00014036057088725364,6.632410184043651e-05,9.885419064746926e-05,0.06818181818181818,0.009273260966466738
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,1.0,3,44,1.7594400555315754e-05,0.00015228323440041254,7.114310049598857e-05,9.81138935945503e-05,0.11363636363636363,0.01286552263437399
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,2.0,3,44,2.3717916101097877e-05,0.0002012259899187656,9.564616982131331e-05,0.00010714229201789315,0.13636363636363635,0.01411000394162205
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,4.0,3,44,4.381750965362389e-05,0.0003623892805896155,0.0001759276638630857,0.00013166176269202942,0.13636363636363635,0.017153226925534285
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,0.125,3,44,1.6246286675554572e-05,0.00014424194581703537,6.596436182145327e-05,9.641060299471825e-05,0.11363636363636363,0.01247277938942156
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,0.25,3,44,1.6120769575164477e-05,0.00013746404587687046,6.535324366546439e-05,9.353181903770602e-05,0.11363636363636363,0.012283959302982699
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,0.5,3,44,1.578594560152686e-05,0.00013798148817887872,6.412056029211152e-05,9.646938368394631e-05,0.13636363636363635,0.01405847673472798
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,1.0,3,44,1.690921985445212e-05,0.00014713558778056376,6.861153093381836e-05,9.663499582364979e-05,0.11363636363636363,0.01388345934565875
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,2.0,3,44,1.8074536313861245e-05,0.00015294362905986282,7.310362963060131e-05,9.752656186543607e-05,0.13636363636363635,0.01652564380295007
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,4.0,3,44,2.6087795282075437e-05,0.00021939707469219858,0.00010544093731039302,0.00010927756505543352,0.1590909090909091,0.01638867842874472
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,0.125,3,44,1.676691069137219e-05,0.00014219737746616474,6.790768956023052e-05,0.00010013715765882048,0.09090909090909091,0.01133446917544092
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,0.25,3,44,1.5972417708615634e-05,0.0001310654052063917,6.431547218756595e-05,9.373259269783732e-05,0.13636363636363635,0.013928845976755422
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,0.5,3,44,1.583077599320859e-05,0.00013100815556849136,6.395758040132634e-05,9.452689635614614e-05,0.11363636363636363,0.012695211207388134
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,1.0,3,44,1.624900061032845e-05,0.00013553794250737255,6.579659154340697e-05,9.558938694364958e-05,0.11363636363636363,0.012634445425342896
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,2.0,3,44,1.762367654123409e-05,0.0001492483898495767,7.124366561845038e-05,0.00010321112277325108,0.13636363636363635,0.014463431618226595
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,4.0,3,44,1.9693621314073344e-05,0.0001736826569787423,7.966553282819215e-05,0.0001016347240864528,0.13636363636363635,0.014232690207283514
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,0.125,3,44,1.4909054990978762e-05,0.00012687536294787806,6.030700094677483e-05,9.009214261160326e-05,0.045454545454545456,0.006684460352726338
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,0.25,3,44,1.5972549714536978e-05,0.000138507601799126,6.476196162264166e-05,9.605773810636943e-05,0.09090909090909091,0.011032171146189195
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,0.5,3,44,1.6815111277682345e-05,0.00014332217428775768,6.784325239028721e-05,9.494708121177572e-05,0.11363636363636363,0.012199542872116607
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,1.0,3,44,1.6235859282625658e-05,0.00013801601413338576,6.572089284187762e-05,9.952580809719542e-05,0.09090909090909091,0.011239695985666638
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,2.0,3,44,1.8044848768671397e-05,0.00016652265752236663,7.329789217832106e-05,0.00010017130247017936,0.13636363636363635,0.014205558348911478
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,4.0,3,44,2.032516698655875e-05,0.00017272040038681215,8.260040367250032e-05,0.00010270514470577125,0.1590909090909091,0.017441764891611963
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,0.125,3,44,1.3492077701212937e-05,0.00010977471658489184,5.4634833140445894e-05,9.120972065336579e-05,0.13636363636363635,0.013901976411922569
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,0.25,3,44,1.2872981409889855e-05,0.0001091714758348326,5.2280793485442e-05,8.808175879078453e-05,0.09090909090909091,0.010464837360848217
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,0.5,3,44,1.3671869693739195e-05,0.00011627027334225867,5.544560093050982e-05,8.920450474516718e-05,0.09090909090909091,0.010893391986077848
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,1.0,3,44,1.6264029831993618e-05,0.0001414894138912948,6.606582073138337e-05,9.429651412865631e-05,0.09090909090909091,0.01086015845248105
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,2.0,3,44,2.547049216613831e-05,0.0002446712643946318,0.00010348404370643206,0.00010916638423320598,0.13636363636363635,0.014682601691327284
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,4.0,3,44,5.118541792000068e-05,0.00046311730620278007,0.00020724770866687649,0.00013670845117445834,0.09090909090909091,0.011352747866181062
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,0.125,3,44,1.392198015020602e-05,0.00012039422037757684,5.657763223537474e-05,8.965025270049245e-05,0.13636363636363635,0.013513319676836
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,0.25,3,44,1.329320247123178e-05,0.00011116989643306461,5.354094722972234e-05,9.413589020356798e-05,0.13636363636363635,0.01594656192893237
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,0.5,3,44,1.3718691862023165e-05,0.00011708358995791908,5.57160350079749e-05,9.1104527368439e-05,0.13636363636363635,0.01660551785289268
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,1.0,3,44,1.3952286195717534e-05,0.00012042090331945964,5.645564035057883e-05,9.30024195968879e-05,0.09090909090909091,0.010879112733233847
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,2.0,3,44,1.7284730445639568e-05,0.00015097196777534374,7.008178437896795e-05,9.771335089071155e-05,0.11363636363636363,0.012732713651864081
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,4.0,3,44,2.671764850571311e-05,0.0002399719514820928,0.00010829214428497764,0.00010927181401325587,0.1590909090909091,0.016449728010072277
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,0.125,3,44,1.3856384570813548e-05,0.00011577505629140158,5.621612535782043e-05,9.08956612326043e-05,0.06818181818181818,0.00864749705683585
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,0.25,3,44,1.3187125668294316e-05,0.00011212988515419926,5.347622930511205e-05,9.077234449579842e-05,0.11363636363636363,0.012316836663027388
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,0.5,3,44,1.369335293526836e-05,0.00011600837752880882,5.5451422445095874e-05,9.052027454493489e-05,0.09090909090909091,0.010035884665972196
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,1.0,3,44,1.3916291749829021e-05,0.00011682475868417128,5.64321071876428e-05,8.705949105230951e-05,0.11363636363636363,0.012701265603652544
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,2.0,3,44,1.4514292959430266e-05,0.00012423895073034868,5.8900087683028124e-05,9.113410565835901e-05,0.13636363636363635,0.014018915991695097
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,4.0,3,44,1.8120648310183572e-05,0.00016059290394075264,7.357842719882772e-05,9.564544322389182e-05,0.06818181818181818,0.011872069492557062
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,0.125,3,44,1.311962110086349e-05,0.00011006298900914378,5.304570438360604e-05,9.184958854793997e-05,0.1590909090909091,0.015366569321103685
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,0.25,3,44,1.3568055292461684e-05,0.00011230489448083291,5.497504160523444e-05,9.268387989649049e-05,0.13636363636363635,0.014027082985911866
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,0.5,3,44,1.258885792377772e-05,0.00010712315785189513,5.106583422409802e-05,8.582805155360395e-05,0.11363636363636363,0.01229538907344795
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,1.0,3,44,1.3736037350947134e-05,0.00011825698216722968,5.5679949091394255e-05,9.250599143947163e-05,0.11363636363636363,0.012396816397739463
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,2.0,3,44,1.4695291450938054e-05,0.0001272704974678838,5.959574438178415e-05,8.965597695029183e-05,0.1590909090909091,0.01583127932393609
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,4.0,3,44,1.7827288411870707e-05,0.00015468999791461713,7.222892878630286e-05,9.542832522908786e-05,0.11363636363636363,0.012384590105176096
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,0.125,3,44,5.192716593685728e-07,4.531149718007445e-06,2.0956409702389443e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,0.25,3,44,1.345340427343961e-06,1.1630323327426751e-05,5.392589359526356e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,0.5,3,44,4.083904651059294e-06,3.6025697892553434e-05,1.6336470497646527e-05,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,1.0,3,44,1.4381495263519769e-05,0.00012905547383798314,5.7633304730769774e-05,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,2.0,3,44,5.5329053594732613e-05,0.0004999072690545654,0.00022210821958844456,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,4.0,3,44,0.00021956708205421322,0.0019957440280188097,0.0008844683541556007,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,0.125,3,44,2.476986963015096e-07,2.176463988865683e-06,1.00463380774508e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,0.25,3,44,6.159871115003894e-07,5.388191413803025e-06,2.4912871843857882e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,0.5,3,44,1.6954636419667808e-06,1.487855736902896e-05,6.837124303761165e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,1.0,3,44,5.392208529222196e-06,4.8111268750647334e-05,2.1757906728355053e-05,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,2.0,3,44,1.9699067058292545e-05,0.00017795110183294047,7.960805540734912e-05,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,4.0,3,44,7.668121604030954e-05,0.0006951917146443236,0.0003102233346196283,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,0.125,3,44,1.2400934953663265e-07,1.0798832117624535e-06,5.041948224835593e-07,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,0.25,3,44,3.149606663558044e-07,2.7759499979979267e-06,1.277016233013956e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,0.5,3,44,7.774959997032159e-07,6.827801825368951e-06,3.153102461343129e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,1.0,3,44,2.203092386501091e-06,1.9489435593815174e-05,8.934000774194686e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,2.0,3,44,7.4010179906219324e-06,6.684185039984124e-05,3.0030449207869468e-05,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,4.0,3,44,2.772672119859139e-05,0.0002529897966843514,0.00011260129806760852,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,0.125,3,44,1.1002255591434236e-07,9.67533695551043e-07,4.472613115046421e-07,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,0.25,3,44,2.7475569601294453e-07,2.4473297947354975e-06,1.1150342426879956e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,0.5,3,44,7.150495741373416e-07,6.278322241171051e-06,2.900777012807756e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,1.0,3,44,2.0039546279352036e-06,1.771442522484007e-05,8.124349794663699e-06,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,2.0,3,44,6.57728332695032e-06,5.9566904644525826e-05,2.6688137244715053e-05,0.0,0.0,0.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,4.0,3,44,2.4655119961959247e-05,0.0002250919469918061,0.00010010942652638466,0.0,0.0,0.0
pre_residual_routed_replacement,fully_frozen,0,384,0.5234781901041666,0.125,3,44,1.6779433519399266e-05,0.0001548492766222902,6.832547525927676e-05,0.00010120702190839155,0.13636363636363635,0.01446674310165534
pre_residual_routed_replacement,fully_frozen,0,384,0.5234781901041666,0.25,3,44,1.507866704225142e-05,0.00013353581029640674,6.077930961746621e-05,9.483091176489873e-05,0.13636363636363635,0.013082549612873591
pre_residual_routed_replacement,fully_frozen,0,384,0.5234781901041666,0.5,3,44,1.5543625757820998e-05,0.00014293598900055876,6.282990834949824e-05,9.673463977954235e-05,0.11363636363636363,0.012350520604507725
pre_residual_routed_replacement,fully_frozen,0,384,0.5234781901041666,1.0,3,44,1.6332105192614936e-05,0.0001527434071157833,6.600497854552826e-05,9.680514669744397e-05,0.06818181818181818,0.010866030815290847
pre_residual_routed_replacement,fully_frozen,0,384,0.5234781901041666,2.0,3,44,1.4566577747969363e-05,0.00012727128319707105,5.86986612691389e-05,9.420846968078773e-05,0.13636363636363635,0.013688020048219047
pre_residual_routed_replacement,fully_frozen,0,384,0.5234781901041666,4.0,3,44,1.959575264074622e-05,0.00019939843728436024,7.885225840711436e-05,0.00010421978783299382,0.11363636363636363,0.012787282441350674
pre_residual_routed_replacement,fully_frozen,0,576,0.7734781901041666,0.125,3,44,1.6303861481245267e-05,0.00015151066692469653,6.605294930936423e-05,9.489066563881854e-05,0.1590909090909091,0.01536800549576258
pre_residual_routed_replacement,fully_frozen,0,576,0.7734781901041666,0.25,3,44,1.6605368253279224e-05,0.00015755619068897911,6.742821815493672e-05,9.926766695123283e-05,0.11363636363636363,0.012413846835892696
pre_residual_routed_replacement,fully_frozen,0,576,0.7734781901041666,0.5,3,44,1.761398300976163e-05,0.00016908185540328137,7.125662948403495e-05,0.00010517755196316554,0.11363636363636363,0.012807576838082509
pre_residual_routed_replacement,fully_frozen,0,576,0.7734781901041666,1.0,3,44,1.523803169851073e-05,0.00013810078122427816,6.153842602872984e-05,9.549350608759169e-05,0.045454545454545456,0.007196410067767717
pre_residual_routed_replacement,fully_frozen,0,576,0.7734781901041666,2.0,3,44,1.5564221053471723e-05,0.00014489967304288332,6.308280215694154e-05,9.966415812982885e-05,0.13636363636363635,0.014352725667624244
pre_residual_routed_replacement,fully_frozen,0,576,0.7734781901041666,4.0,3,44,1.6129698842348716e-05,0.00014784370923606266,6.536217882586888e-05,0.00010245403894111961,0.13636363636363635,0.014315051712470349
pre_residual_routed_replacement,fully_frozen,0,749,0.9987386067708334,0.125,3,44,1.572027378994211e-05,0.00014058141885566687,6.376277660308742e-05,9.875982345788284e-05,0.11363636363636363,0.014824244714141909
pre_residual_routed_replacement,fully_frozen,0,749,0.9987386067708334,0.25,3,44,1.416596045993918e-05,0.00012325542664433709,5.7448755435267716e-05,9.143875517430802e-05,0.045454545454545456,0.006584613299176223
pre_residual_routed_replacement,fully_frozen,0,749,0.9987386067708334,0.5,3,44,1.612823195852219e-05,0.00013771204701490297,6.536573906620627e-05,9.823849202900015e-05,0.11363636363636363,0.012840830019668443
pre_residual_routed_replacement,fully_frozen,0,749,0.9987386067708334,1.0,3,44,1.725062683923604e-05,0.0001620093911665725,7.006665756777542e-05,9.962621639292507e-05,0.09090909090909091,0.010281665284461535
pre_residual_routed_replacement,fully_frozen,0,749,0.9987386067708334,2.0,3,44,1.5363419128727234e-05,0.00013605812088269152,6.22801338882292e-05,9.548865821080382e-05,0.13636363636363635,0.013480208143701555
pre_residual_routed_replacement,fully_frozen,0,749,0.9987386067708334,4.0,3,44,1.589145669165439e-05,0.00014392897702081287,6.442158584724582e-05,9.77190964260628e-05,0.13636363636363635,0.013960343923320634
pre_residual_routed_replacement,fully_frozen,0,768,1.0234781901041665,0.125,3,44,1.5720162113294382e-05,0.0001543028168583883,6.382985884378911e-05,0.00010195426982077894,0.13636363636363635,0.01613185692805218
pre_residual_routed_replacement,fully_frozen,0,768,1.0234781901041665,0.25,3,44,1.693759248475792e-05,0.00016867034664421498,6.865418647822056e-05,0.00010499349271005548,0.13636363636363635,0.014120786240601601
pre_residual_routed_replacement,fully_frozen,0,768,1.0234781901041665,0.5,3,44,1.7303932819149022e-05,0.00016213828053150526,6.997232888958623e-05,9.926139483489733e-05,0.11363636363636363,0.012413046055495475
pre_residual_routed_replacement,fully_frozen,0,768,1.0234781901041665,1.0,3,44,1.6154687123368852e-05,0.00014610727697958814,6.542557541731002e-05,9.346172577453341e-05,0.11363636363636363,0.012238277213554022
pre_residual_routed_replacement,fully_frozen,0,768,1.0234781901041665,2.0,3,44,1.5774956389562206e-05,0.00014758398353285603,6.40381341960367e-05,9.57694183947567e-05,0.1590909090909091,0.015585142093087362
pre_residual_routed_replacement,fully_frozen,0,768,1.0234781901041665,4.0,3,44,1.6906109781121938e-05,0.00016188795075415427,6.791387010948724e-05,0.00010269654233904076,0.13636363636363635,0.01616827639964497
pre_residual_routed_replacement,fully_frozen,1,384,0.5234781901041666,0.125,3,44,1.5975074069403533e-05,0.00015501424482357282,6.476627396414828e-05,0.00010066105817118322,0.11363636363636363,0.01209796510856816
pre_residual_routed_replacement,fully_frozen,1,384,0.5234781901041666,0.25,3,44,1.663412644926542e-05,0.00014615936020754186,6.756905201952217e-05,9.855154857228844e-05,0.11363636363636363,0.012632799649479222
pre_residual_routed_replacement,fully_frozen,1,384,0.5234781901041666,0.5,3,44,1.4667998837839233e-05,0.00012700521293958358,5.940740195893705e-05,9.470852650999987e-05,0.1590909090909091,0.01473358699367265
pre_residual_routed_replacement,fully_frozen,1,384,0.5234781901041666,1.0,3,44,1.547657825281848e-05,0.00013486559896538504,6.258077974851723e-05,9.455675105330815e-05,0.13636363636363635,0.013948725594337968
pre_residual_routed_replacement,fully_frozen,1,384,0.5234781901041666,2.0,3,44,1.6614949009346507e-05,0.00014939046953385882,6.71785895345258e-05,9.665618156412028e-05,0.09090909090909091,0.009866079851833121
pre_residual_routed_replacement,fully_frozen,1,384,0.5234781901041666,4.0,3,44,2.5016706442474142e-05,0.00022867466619061344,0.0001017194467622788,0.0001135324095999531,0.06818181818181818,0.010111993217462574
pre_residual_routed_replacement,fully_frozen,1,576,0.7734781901041666,0.125,3,44,1.3868731695832924e-05,0.0001230713602705386,5.610353907384543e-05,9.206388481865319e-05,0.11363636363636363,0.011505323548936021
pre_residual_routed_replacement,fully_frozen,1,576,0.7734781901041666,0.25,3,44,1.730158805137514e-05,0.00016926496545540933,7.027322971391152e-05,0.00010170711973574922,0.13636363636363635,0.016249387222616585
pre_residual_routed_replacement,fully_frozen,1,576,0.7734781901041666,0.5,3,44,1.541022270856729e-05,0.00014312742843694459,6.245659580790667e-05,9.768071395279933e-05,0.13636363636363635,0.014072248989721071
pre_residual_routed_replacement,fully_frozen,1,576,0.7734781901041666,1.0,3,44,1.678978290765475e-05,0.00015887664275915925,6.799929806327901e-05,0.00010542836653189377,0.13636363636363635,0.01414457481838433
pre_residual_routed_replacement,fully_frozen,1,576,0.7734781901041666,2.0,3,44,1.6737320097800794e-05,0.0001505626521659551,6.704333540557853e-05,0.000100014924611486,0.1590909090909091,0.015844153080993257
pre_residual_routed_replacement,fully_frozen,1,576,0.7734781901041666,4.0,3,44,1.8361329650092145e-05,0.0001686994603080006,7.459909266920912e-05,0.00010518428089775589,0.11363636363636363,0.012719244162105426
pre_residual_routed_replacement,fully_frozen,1,749,0.9987386067708334,0.125,3,44,1.6818596861867263e-05,0.0001614418731353753,6.827804626293025e-05,9.94116985258885e-05,0.13636363636363635,0.013650547503175008
pre_residual_routed_replacement,fully_frozen,1,749,0.9987386067708334,0.25,3,44,1.607082021915961e-05,0.00013918690176430116,6.512312347968381e-05,9.77908917090689e-05,0.11363636363636363,0.012732932352152043
pre_residual_routed_replacement,fully_frozen,1,749,0.9987386067708334,0.5,3,44,1.4813415655335792e-05,0.00013555972084680024,5.996034895981338e-05,9.333854711760007e-05,0.11363636363636363,0.01347833310084202
pre_residual_routed_replacement,fully_frozen,1,749,0.9987386067708334,1.0,3,44,1.76133132521789e-05,0.0001624983019502509,7.058345264146504e-05,0.00010186727958669115,0.13636363636363635,0.013705867556657165
pre_residual_routed_replacement,fully_frozen,1,749,0.9987386067708334,2.0,3,44,1.656767563738206e-05,0.00015785733168616298,6.708412030726171e-05,9.62327869914494e-05,0.09090909090909091,0.009779394562819836
pre_residual_routed_replacement,fully_frozen,1,749,0.9987386067708334,4.0,3,44,1.9619014226050652e-05,0.00020609448831102894,7.982754997278397e-05,0.00010592671991871229,0.09090909090909091,0.009993010040035456
pre_residual_routed_replacement,fully_frozen,1,768,1.0234781901041665,0.125,3,44,1.5343586496705733e-05,0.00013553754937038016,6.19262006055852e-05,9.404404797569401e-05,0.11363636363636363,0.011980395412786655
pre_residual_routed_replacement,fully_frozen,1,768,1.0234781901041665,0.25,3,44,1.6117305658657312e-05,0.00015387508204598257,6.511782642972353e-05,0.00010070498857403907,0.13636363636363635,0.013597677761808417
pre_residual_routed_replacement,fully_frozen,1,768,1.0234781901041665,0.5,3,44,1.6895849339252063e-05,0.00017386994184981624,6.85950178841609e-05,9.76016127685378e-05,0.09090909090909091,0.010498963523165495
