injection_mode,route_mode,injection_layer,mean_budget_pages_per_expert,charged_bpw,alpha,requests,label_tokens,intended_delta_energy,realized_layer_error_energy,layer_output_unchanged_fraction,first_route_membership_crossing_fraction,first_route_membership_distance_median,final_router_mass_churn,delta_nll,ppl_ratio,logit_kl,top1_agreement
post_xplus_bf16_delta,live,23,384,0.5234781901041666,1.0,3,41,0.0037511249506139055,0.0037790913774652162,0.3821260587061249,1.0,1.0,0.01386838854534707,0.0024886947340347584,1.0024917941053708,0.0017747751091975442,1.0
post_xplus_bf16_delta,live,23,576,0.7734781901041666,1.0,3,41,0.0013486735851218896,0.0013691482155171748,0.42588960171640483,1.0,2.0,0.01555448427240173,-0.004214618525663348,0.9957942505147461,0.0017039494710327497,1.0
post_xplus_bf16_delta,live,23,749,0.9987386067708334,1.0,3,41,0.0004937865266464774,0.000509763477910913,0.48390176950804203,1.0,1.0,0.01173786380316109,0.0020971165419754567,1.0020993170288277,0.0014793740493474004,1.0
post_xplus_bf16_delta,live,23,768,1.0234781901041665,1.0,3,41,0.00043615933230440305,0.0004523803699794871,0.49216608616469276,1.0,1.0,0.01466055132147283,0.007070772923204866,1.0070958298605606,0.0018487955351030782,1.0
post_xplus_bf16_delta,live,39,384,0.5234781901041666,1.0,3,41,0.03852142206872671,0.039131207968073456,0.35427982790757895,0.0,,0.0,0.0027949400011244413,1.0027988494873408,0.0005521104245451107,1.0
post_xplus_bf16_delta,live,39,576,0.7734781901041666,1.0,3,41,0.013364118292475243,0.013723152221907432,0.41026323520071145,0.0,,0.0,0.0008597285689192681,1.000860098241457,0.00026599873462242,1.0
post_xplus_bf16_delta,live,39,749,0.9987386067708334,1.0,3,41,0.004749501652699079,0.0049927126946523,0.48574552744757465,0.0,,0.0,-0.0006715081105044046,0.9993287173006089,0.00011611454732528832,1.0
post_xplus_bf16_delta,live,39,768,1.0234781901041665,1.0,3,41,0.004203365416893292,0.004424180604501985,0.49435293115325984,0.0,,0.0,-0.001619432285242084,0.9983818782876643,0.00015206975817754165,1.0
post_xplus_fp32_once,live,0,384,0.5234781901041666,1.0,3,41,4.466996231859737e-05,4.584136108350189e-05,0.3971738966798096,1.0,1.0,0.01314573207643608,0.004520295547755351,1.0045305274950076,0.002105663909761706,1.0
post_xplus_fp32_once,live,0,576,0.7734781901041666,1.0,3,41,6.220031691365662e-06,6.564264682615975e-06,0.5675410000513016,1.0,2.0,0.015311588891243205,0.0030133847984532666,1.0030179296063635,0.0025500936686537567,1.0
