injection_mode,route_mode,injection_layer,mean_budget_pages_per_expert,charged_bpw,alpha,requests,label_tokens,intended_delta_energy,realized_layer_error_energy,layer_output_unchanged_fraction,first_route_membership_crossing_fraction,first_route_membership_distance_median,final_router_mass_churn,delta_nll,ppl_ratio,logit_kl,top1_agreement
pre_residual_routed_replacement,frozen_set_live_weights,4,384,0.5234781901041666,2.0,3,41,0.001286601771500365,0.005174624148981734,0.3030138694472131,1.0,1.0,0.016344754578351932,0.008954049123501038,1.008994256538144,0.0010732607934027022,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,384,0.5234781901041666,4.0,3,41,0.001286601771500365,0.020617675697799258,0.28781208851845885,1.0,1.0,0.013729906059398812,0.00974494207361011,1.0097925786343862,0.001146079998421767,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,576,0.7734781901041666,0.125,3,41,0.0004440638685789863,1.4904842221566477e-05,0.7010377770591483,1.0,2.0,0.01103930917128366,0.0018318438256529372,1.001833522676528,0.0006502236594252088,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,576,0.7734781901041666,0.25,3,41,0.0004440638685789863,3.96656663987067e-05,0.5638836887495603,1.0,3.0,0.013361089529136002,0.0015058236338416685,1.0015069579555411,0.0007230611389118318,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,576,0.7734781901041666,0.5,3,41,0.0004440638685789863,0.0001286549359408073,0.4466786492534397,1.0,2.0,0.013719461176413593,-0.0041573858274394975,0.9958512441375128,0.0006851497922686474,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,576,0.7734781901041666,1.0,3,41,0.0004440638685789863,0.0004643657436106862,0.3681471490054819,1.0,1.0,0.012842753170922127,0.0008948943963830467,1.000895294933844,0.0008264865441556449,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,576,0.7734781901041666,2.0,3,41,0.0004440638685789863,0.0017969050045585975,0.32236949164394735,1.0,1.0,0.0144287801594737,-0.0034170891846044367,0.9965887424203809,0.0007373026284070201,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,576,0.7734781901041666,4.0,3,41,0.0004440638685789863,0.007135021182420706,0.2977300838353561,1.0,1.0,0.01479317247747438,-0.004875421265974137,0.9951364443092284,0.000819927123025611,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,749,0.9987386067708334,0.125,3,41,0.00016185694462150828,7.299182523992172e-06,0.7985123186427553,1.0,2.0,0.014010979388048477,-0.0049364709727817094,0.995075693375502,0.0007097335274887802,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,749,0.9987386067708334,0.25,3,41,0.00016185694462150828,1.9410107384057042e-05,0.663312172188917,1.0,1.0,0.014514457821033411,0.001500431488630422,1.0015015576991533,0.0007256223372840242,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,749,0.9987386067708334,0.5,3,41,0.00016185694462150828,5.375831557376672e-05,0.528980091469522,1.0,1.0,0.015605551149440114,0.002012284433779083,1.002014310436837,0.00069979885002805,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,749,0.9987386067708334,1.0,3,41,0.00016185694462150828,0.00018108879540511353,0.42304037069066597,1.0,1.0,0.016251491048533635,-0.00033892619613101884,0.9996611312328639,0.0006620716380028631,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,749,0.9987386067708334,2.0,3,41,0.00016185694462150828,0.0006685011844345801,0.35431375414077154,1.0,1.0,0.012726787065072942,-0.0027602367353329665,0.9972435692155042,0.0008371183338167803,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,749,0.9987386067708334,4.0,3,41,0.00016185694462150828,0.002613883130570261,0.31428506265512623,1.0,1.0,0.01196748611572635,-0.0013520587943042688,0.9986488548253851,0.0008692988195691903,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,768,1.0234781901041665,0.125,3,41,0.00014410953322435062,6.877605526458801e-06,0.8097387909069145,1.0,2.0,0.014205467300908842,-0.00014217551581292403,0.9998578345906467,0.0007497236935383897,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,768,1.0234781901041665,0.25,3,41,0.00014410953322435062,1.780063791179933e-05,0.674497584091864,1.0,2.0,0.011995215920653939,0.00041627125644655563,1.0004163579093492,0.000892181470510139,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,768,1.0234781901041665,0.5,3,41,0.00014410953322435062,4.875057585092617e-05,0.5407269313828956,1.0,1.0,0.01395265147427003,-0.007814229726549656,0.992216221996017,0.0009055741170868579,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,768,1.0234781901041665,1.0,3,41,0.00014410953322435062,0.00016253855733641643,0.4310536721559374,1.0,1.0,0.017689948633849092,-0.0048890961732318255,0.9951228360036901,0.0006258127129506108,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,768,1.0234781901041665,2.0,3,41,0.00014410953322435062,0.0005970012708449703,0.35902194273031973,1.0,1.0,0.018296799304735788,-0.0037288871519523033,0.9962780565143464,0.0007310335069993021,1.0
pre_residual_routed_replacement,frozen_set_live_weights,4,768,1.0234781901041665,4.0,3,41,0.00014410953322435062,0.002327551910713689,0.3173767929601997,1.0,1.0,0.007703574284211317,0.003158421150768822,1.0031634142182044,0.000726375245887146,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,384,0.5234781901041666,0.125,3,41,0.0016175608903892381,4.1419276299525717e-05,0.6249076227757094,1.0,1.0,0.013957460382019534,0.000784270337305337,1.0007845779577003,0.0005555188831754306,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,384,0.5234781901041666,0.25,3,41,0.0016175608903892381,0.00012367011017150334,0.5051112381945259,1.0,1.0,0.012172814693613825,-0.0030700104523904525,0.996934697210941,0.0006320977961432551,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,384,0.5234781901041666,0.5,3,41,0.0016175608903892381,0.00043108321826463387,0.4139800395571939,1.0,1.0,0.012747010471801509,-0.0035126675793283784,0.9964934946200688,0.0006557193805601138,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,384,0.5234781901041666,1.0,3,41,0.0016175608903892381,0.001649793505902779,0.35404598195527476,1.0,1.0,0.018256542292820508,0.000520012050298954,1.0005201472800045,0.0006527618392023985,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,384,0.5234781901041666,2.0,3,41,0.0016175608903892381,0.006502188899955271,0.3170483673267472,1.0,1.0,0.015132420638635196,0.0007952354502900436,1.0007955517338352,0.0010323056539726847,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,384,0.5234781901041666,4.0,3,41,0.0016175608903892381,0.025922088636918455,0.29574512818069887,1.0,1.0,0.0227970902625865,-0.014048813146248342,0.9860494109139983,0.0016571584708900398,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,0.125,3,41,0.0005589690470901307,2.0472674036873872e-05,0.725072249745935,1.0,1.0,0.014470187247925736,-0.006313977658495062,0.9937059136120766,0.0006479720578419322,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,0.25,3,41,0.0005589690470901307,5.2493945651739566e-05,0.5938721161174954,1.0,1.0,0.010252592181382364,0.004672557480882524,1.0046834908999656,0.0006200034857797381,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,0.5,3,41,0.0005589690470901307,0.00016099770864383298,0.48140845856419046,1.0,1.0,0.010868656903627583,0.010292244218772994,1.0103453915428886,0.0007806616347310698,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,1.0,3,41,0.0005589690470901307,0.000590258638638238,0.39744499736163225,1.0,2.0,0.012890967339348755,0.0015681157961706443,1.0015693459326604,0.00069044246350306,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,2.0,3,41,0.0005589690470901307,0.0022685954939970225,0.34309729790225335,1.0,1.0,0.011026828645903193,-0.0011413608018493449,0.9988592903026521,0.0007702698185306409,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,576,0.7734781901041666,4.0,3,41,0.0005589690470901307,0.008979914662145419,0.3102259232149488,1.0,1.0,0.015393564774452003,-0.009259886244356686,0.9907828544757992,0.0010026626936587612,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,0.125,3,41,0.00020482917062402425,9.321537073075232e-06,0.8158299773540103,1.0,1.0,0.010873919232526423,0.0017547916839840071,1.0017563322318928,0.0006797055561284248,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,0.25,3,41,0.00020482917062402425,2.4280952232745842e-05,0.6897447577709701,1.0,2.0,0.012799748691385945,-0.004785061199055445,0.9952263689676673,0.0006029319990139716,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,0.5,3,41,0.00020482917062402425,6.990110415048043e-05,0.5596265152292449,1.0,1.0,0.014299292899908939,0.0019760131095454053,1.0019779667100182,0.0007433618893823148,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,1.0,3,41,0.00020482917062402425,0.00022748598457192622,0.4540489211091405,1.0,1.0,0.017612040133855134,-0.0019757044508044758,0.9980262459685385,0.000766483836670099,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,2.0,3,41,0.00020482917062402425,0.0008474283442058623,0.37890841810311127,1.0,1.0,0.014409568372641323,-0.002407429378050426,0.9975954661559907,0.0008075944931381395,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,749,0.9987386067708334,4.0,3,41,0.00020482917062402425,0.003317723507194677,0.3325488349957493,1.0,1.0,0.01478875295636141,0.002157694973788498,1.0021600244727364,0.0009653201107391972,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,0.125,3,41,0.00018036138850230103,8.492914095024896e-06,0.8269700537628498,1.0,1.0,0.01336165206499763,0.0018954794861782921,1.0018972770429841,0.0006425818858467688,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,0.25,3,41,0.00018036138850230103,2.221449626070219e-05,0.7008355594561054,1.0,1.0,0.014347312468630316,-0.005671843696004565,0.9943442108421666,0.0007301699303295826,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,0.5,3,41,0.00018036138850230103,6.218189045401108e-05,0.5717813478700067,1.0,1.0,0.014075290390829612,-0.005059255400016275,0.9949535210770172,0.0006915052193769609,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,1.0,3,41,0.00018036138850230103,0.00020420164319329666,0.4614145971969786,1.0,1.0,0.015105915310134263,-0.0005211965517027554,0.9994789392476262,0.0007196435587260925,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,2.0,3,41,0.00018036138850230103,0.0007502157156942903,0.38496678145398494,1.0,1.0,0.012317503676738952,-0.0003695573578241091,0.9996305109200851,0.0006706787560812333,1.0
pre_residual_routed_replacement,frozen_set_live_weights,6,768,1.0234781901041665,4.0,3,41,0.00018036138850230103,0.0029217222454800684,0.3357612729147123,1.0,1.0,0.015040707363939327,-0.0005437086325782789,0.9994564391501755,0.0006974184649247277,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,0.125,3,41,0.0025040800603062445,6.577165782351843e-05,0.632255950221574,1.0,1.0,0.010191010247588688,-0.006460695595127181,0.993560129825622,0.000601325394159811,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,0.25,3,41,0.0025040800603062445,0.000190713766183031,0.5163286868746091,1.0,2.0,0.015628833948261145,-0.004523827373685645,0.9954863897207709,0.0006174552049376262,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,0.5,3,41,0.0025040800603062445,0.0006697798870646227,0.4272712979486691,1.0,1.0,0.009263565017022694,-0.0038881284347678396,0.9961194205496186,0.0006071634997740316,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,1.0,3,41,0.0025040800603062445,0.0025597967097239754,0.36693349603267666,1.0,1.0,0.012881619250504298,0.004029062402929519,1.004037189986701,0.0007821025194113658,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,2.0,3,41,0.0025040800603062445,0.010085074736611485,0.32802328619083215,1.0,1.0,0.014106632708609108,-0.003895262355973329,0.9961123143375088,0.0007887733794997166,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,384,0.5234781901041666,4.0,3,41,0.0025040800603062445,0.04013595144933371,0.3037856072765205,1.0,1.0,0.017136482388378647,0.0027143562850909663,1.0027180434854825,0.0012061139429319762,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,0.125,3,41,0.0008890808991978643,3.2084470480527184e-05,0.7262123017254436,1.0,4.0,0.01246590260888829,-0.0019875585437667703,0.9980144153427608,0.0006865873554463152,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,0.25,3,41,0.0008890808991978643,8.421195507764165e-05,0.602528317411517,1.0,2.0,0.012273235956493824,-0.008568913023259822,0.9914676954723107,0.0006863458699463125,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,0.5,3,41,0.0008890808991978643,0.00026034161329366486,0.4926169561847737,1.0,1.0,0.014061217992234882,-0.00912385863090895,0.9909176374698352,0.0006440293628369556,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,1.0,3,41,0.0008890808991978643,0.0009388481241656086,0.410338824894221,1.0,1.0,0.013870076243458587,-0.004331843382829123,0.9956775255176323,0.0005717249023722626,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,2.0,3,41,0.0008890808991978643,0.003614141110758413,0.3564865980691057,1.0,1.0,0.016531835552275578,-0.006926273723226707,0.9930976576270477,0.0006320137748183765,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,576,0.7734781901041666,4.0,3,41,0.0008890808991978643,0.014291060250915146,0.32202534726293774,1.0,1.0,0.01637946240468817,-0.007996619206441818,0.9920352686978372,0.0009122426657038881,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,0.125,3,41,0.00032541883387868204,1.872481594305466e-05,0.8131070917736671,1.0,3.0,0.011323232418963507,-0.006300955965579179,0.9937188534295813,0.0006682024086929087,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,0.25,3,41,0.00032541883387868204,4.421639291652988e-05,0.6934001223604107,1.0,1.0,0.013906254350867592,-0.0002637940033786877,0.9997362407872001,0.0006645589810991156,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,0.5,3,41,0.00032541883387868204,0.00011528307123395725,0.5698181343197897,1.0,1.0,0.012708090090749354,-0.004961782419947226,0.995050506888418,0.0006515729372801761,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,1.0,3,41,0.00032541883387868204,0.00037087933542728833,0.46669167619410573,1.0,2.0,0.012629190156560418,0.005415144694851111,1.0054298330921811,0.0007120980598289848,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,2.0,3,41,0.00032541883387868204,0.0013561231231016733,0.3920687810863235,1.0,1.0,0.01446384184422571,0.007371269468871926,1.0073985041526015,0.0006485443983172984,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,749,0.9987386067708334,4.0,3,41,0.00032541883387868204,0.0052676634936919976,0.345022516208861,1.0,1.0,0.014232531322386681,0.004617167048747774,1.004627842588452,0.0006804989243669486,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,0.125,3,41,0.0002889488651932126,1.5388567070364857e-05,0.8224772135416666,1.0,3.0,0.006671942862761277,-0.005648310848604163,0.9943676108680775,0.0004893151983093793,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,0.25,3,41,0.0002889488651932126,3.795902725059374e-05,0.7035125369798996,1.0,3.0,0.011018076751896633,-0.009710731249863328,0.9903362656530518,0.000712554978862065,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,0.5,3,41,0.0002889488651932126,0.00010381124660703717,0.5797916262055874,1.0,1.0,0.012195838708764178,-0.007051355067439883,0.9929734474054493,0.0006005651475385931,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,1.0,3,41,0.0002889488651932126,0.0003307800734008853,0.4754675621237883,1.0,1.0,0.011250506693218922,0.0023618111138867153,1.0023646023868094,0.0005444013208652384,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,2.0,3,41,0.0002889488651932126,0.0012084834455452535,0.3981841182171963,1.0,1.0,0.014206720208631422,7.614915735457343e-05,1.0000761520567754,0.0006354180956863733,1.0
pre_residual_routed_replacement,frozen_set_live_weights,12,768,1.0234781901041665,4.0,3,41,0.0002889488651932126,0.004691346985383842,0.3478516083049953,1.0,1.0,0.017433010993495382,0.0022652674156110365,1.0022678350722867,0.0007085740508182178,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,0.125,3,41,0.0037511249506139055,0.00011404101454119125,0.6510049425116772,1.0,2.0,0.013917080096485774,-0.0008180200036426248,0.9991823144835086,0.0006548420925250781,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,0.25,3,41,0.0037511249506139055,0.0003105883990250186,0.5345168809729715,1.0,3.0,0.010473999205220207,-0.004858572327240383,0.9951532114434641,0.0005745504946009453,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,0.5,3,41,0.0037511249506139055,0.0010271745007627768,0.4435970533035784,1.0,1.0,0.010894311363016405,0.0023126231493037783,1.0023152993248166,0.0005829136266192093,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,1.0,3,41,0.0037511249506139055,0.00386920613563525,0.38020303140512623,1.0,1.0,0.010863154658682223,0.0010200998278595715,1.001020620306654,0.0006768323879464391,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,2.0,3,41,0.0037511249506139055,0.015130499792538657,0.33820704209051555,1.0,1.0,0.014694593620213766,-0.008430758112134583,0.9916046810660607,0.000767152410722003,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,384,0.5234781901041666,4.0,3,41,0.0037511249506139055,0.060172154498933476,0.31173661394817076,1.0,1.0,0.011357288700535071,-0.004334772081355614,0.9956746094826006,0.0011293224544893729,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,0.125,3,41,0.0013486735851218896,6.119246512362083e-05,0.7421065358537074,1.0,3.0,0.01351387958522503,-0.0022484720444037177,0.9977540538753555,0.0006325263592006152,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,0.25,3,41,0.0013486735851218896,0.00014910603407318674,0.6205584117514854,1.0,1.0,0.015951520504245587,0.003581424672434348,1.0035878456368883,0.0005730049052479887,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,0.5,3,41,0.0013486735851218896,0.0004203890399469259,0.5091919556045771,1.0,2.0,0.01662385748146465,-0.0030499731710646964,0.9969546732720648,0.0005925882788401348,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,1.0,3,41,0.0013486735851218896,0.0014445696151133254,0.4240424923780488,1.0,2.0,0.010889791248632956,-0.0035891995656963634,0.9964172339117517,0.0005628614222523728,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,2.0,3,41,0.0013486735851218896,0.0055155466640119995,0.36678018671337553,1.0,1.0,0.01274531578527336,-0.003825726989131474,0.9961815817809425,0.0006422338092488711,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,576,0.7734781901041666,4.0,3,41,0.0013486735851218896,0.02172441684717855,0.32957754510875936,1.0,1.0,0.016455936276884447,-0.006620254131165303,0.9934016114726557,0.0008698177901864969,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,0.125,3,41,0.0004937865266464774,3.506725433054585e-05,0.8213065790936229,1.0,3.0,0.008654880256336605,-0.0032233990457512206,0.9967817905274337,0.0006005353363626305,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,0.25,3,41,0.0004937865266464774,7.63927924770539e-05,0.7083863182616577,1.0,2.0,0.012322685604046393,0.0013678506735188664,1.0013687866079422,0.0005905370434811387,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,0.5,3,41,0.0004937865266464774,0.00018936580282783594,0.5884146265121755,1.0,2.0,0.010034796830113754,-0.0011944966396892475,0.9988062164874509,0.0005189232987475533,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,1.0,3,41,0.0004937865266464774,0.0005932769100270704,0.4827257796926302,1.0,1.0,0.012714970913001136,-0.002727658770607685,0.9972760579105294,0.0006990617774277006,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,2.0,3,41,0.0004937865266464774,0.0020974103017001085,0.40514298105627544,1.0,1.0,0.014034992061558803,-0.0005949715262979954,0.9994052054341633,0.0007671274828466977,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,749,0.9987386067708334,4.0,3,41,0.0004937865266464774,0.008047526372089837,0.3535600482112844,1.0,1.0,0.011894089658533212,-0.0035451014162239027,0.9964611750367237,0.0007292329858905563,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,0.125,3,41,0.00043615933230440305,3.0278442797525047e-05,0.8313195434341288,1.0,1.0,0.01535206569858516,-0.0010833156780812895,0.9989172708965136,0.0004376560368363257,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,0.25,3,41,0.00043615933230440305,6.84564748114434e-05,0.7184933088062853,1.0,2.0,0.01402832793588711,-0.0030310053704557392,0.9969735834888656,0.0006415253577509414,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,0.5,3,41,0.00043615933230440305,0.00017069585707119692,0.599682880566223,1.0,1.0,0.012303898663329786,-0.000960824163276862,0.9990396372804589,0.0006441541989243753,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,1.0,3,41,0.00043615933230440305,0.0005271564429830736,0.49250545919202426,1.0,1.0,0.01240697179785932,0.0010249542187685053,1.0010254796638476,0.0006030376357864973,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,2.0,3,41,0.00043615933230440305,0.0018674574498749393,0.4126112145286116,1.0,1.0,0.015846723181030538,-0.010089998632544147,0.9899607346274397,0.0005968416689689531,1.0
pre_residual_routed_replacement,frozen_set_live_weights,23,768,1.0234781901041665,4.0,3,41,0.00043615933230440305,0.0071293057933580015,0.3601524100145599,1.0,1.0,0.01237648085279762,-0.00900392296577453,0.9910364909630224,0.0006045886228799568,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,0.125,3,41,0.03852142206872671,0.001460069308400586,0.7129849222170106,0.0,,0.0,0.001525985879118807,1.0015271507880399,0.00016530600166393214,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,0.25,3,41,0.03852142206872671,0.003782744774270007,0.5752958277451239,0.0,,0.0,0.0021698899804790863,1.00217224589546,0.0002554931546711112,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,0.5,3,41,0.03852142206872671,0.01148517573420447,0.45714925130208334,0.0,,0.0,0.0027683182993508935,1.002772153630777,0.000316557686090978,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,1.0,3,41,0.03852142206872671,0.040449431381029674,0.3746860869158947,0.0,,0.0,0.0073066085538490335,1.0073333669494684,0.000566635739735337,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,2.0,3,41,0.03852142206872671,0.1556415225084732,0.32406102431573447,0.0,,0.0,0.01105151253371963,1.0111128060857457,0.0012718420963337572,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,384,0.5234781901041666,4.0,3,41,0.03852142206872671,0.6176091710602691,0.29793425578486554,0.0,,0.0,0.022921035512919668,1.0231857410199248,0.004397193078102611,0.9512195121951219
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,0.125,3,41,0.013364118292475243,0.0006972049193244287,0.806049843621746,0.0,,0.0,-0.0016698664030725613,0.9983315270480958,8.158527905242923e-05,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,0.25,3,41,0.013364118292475243,0.001733093220579851,0.67922190749101,0.0,,0.0,-0.0001347594221588193,0.9998652496574842,5.314787777053654e-05,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,0.5,3,41,0.013364118292475243,0.00476949975897057,0.5451471439669324,0.0,,0.0,-0.0014169828403477875,0.9985840206058259,0.0001420776072908711,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,1.0,3,41,0.013364118292475243,0.015170315162850723,0.43408899742637,0.0,,0.0,0.0005332826985779591,1.0005334249190763,0.0003164878869535972,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,2.0,3,41,0.013364118292475243,0.055432596320495645,0.3608213728856415,0.0,,0.0,-0.0012668842882074666,0.998733917870909,0.000566412506967438,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,576,0.7734781901041666,4.0,3,41,0.013364118292475243,0.21577817838534394,0.3178852665789654,0.0,,0.0,0.006906297354692206,1.0069302008227359,0.0013914000109463008,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,0.125,3,41,0.004749501652699079,0.0003489483218032501,0.881227112770677,0.0,,0.0,-0.001366848443622524,0.9986340852682487,6.951011682211293e-05,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,0.25,3,41,0.004749501652699079,0.0008863299190877832,0.7755161192358995,0.0,,0.0,-0.0014437592995708137,0.9985572824194959,8.833529328192689e-05,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,0.5,3,41,0.004749501652699079,0.0021878751536142447,0.6434043669566428,0.0,,0.0,-0.003103266286200566,0.9969015438676051,0.00011415568372086718,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,1.0,3,41,0.004749501652699079,0.006198554092065513,0.5144167443824753,0.0,,0.0,-0.0007937374459235085,0.9992065774803146,0.00013383406185854736,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,2.0,3,41,0.004749501652699079,0.02082341860854862,0.41360134294138917,0.0,,0.0,-0.0009273429392786742,0.9990730869103019,0.0003193733531094459,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,749,0.9987386067708334,4.0,3,41,0.004749501652699079,0.07801298171421893,0.34887835017735697,0.0,,0.0,-0.0005611819552697305,0.9994389754778727,0.0007524891151131693,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,0.125,3,41,0.004203365416893292,0.00030943270736901916,0.8897241989622421,0.0,,0.0,-0.00157265202434093,0.9984285839448526,6.703692307247974e-05,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,0.25,3,41,0.004203365416893292,0.0007732146226468037,0.7867766971361495,0.0,,0.0,0.0014243015123656057,1.0014253163115008,0.00010802743889844793,1.0
pre_residual_routed_replacement,frozen_set_live_weights,39,768,1.0234781901041665,0.5,3,41,0.004203365416893292,0.002011901798398935,0.655420452449529,0.0,,0.0,-0.00029502559831116643,0.9997050179174611,7.429582193900848e-05,1.0
