factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,groups,overall_average_bpw,qenergy_recovery_p10,qenergy_recovery_median,qenergy_recovery_p90,qenergy_recovery_mean,paired_gain_vs_uniform_p10,paired_gain_vs_uniform_median,paired_gain_vs_uniform_p90,paired_gain_vs_uniform_mean
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,0,32,0.9987386067708334,0.9999122653245682,0.9999940059775516,0.9999988079903818,0.9999649400539969,2.0970526039609805e-05,0.0001249645923242504,0.0008173957556770646,0.00030086660839566057
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,1,32,0.9987386067708334,0.9972188281153289,0.9986886573275036,0.9995893566774869,0.9983904745507497,0.0006019894864609076,0.001645314619317939,0.003815076887133541,0.0018914098989188076
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,32,0.9987386067708334,0.9972275875981074,0.9986261331135634,0.9995764713697992,0.998446637928637,0.0012191497900558624,0.0030758907535148317,0.00477177277574421,0.0031976802388232715
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,32,0.9987386067708334,0.9953361009131841,0.9980045854303403,0.999217750368993,0.9975552109668825,0.0019541817649590064,0.003213683838640735,0.006208923819750313,0.003612543574458383
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,32,0.9987386067708334,0.9963841790829998,0.9983308044835484,0.9993639326950363,0.9980967354313546,0.0012371120929968392,0.0030879149949580853,0.005501845798774352,0.0032013560530554895
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,32,0.9987386067708334,0.9957550169544622,0.9975388822397955,0.9994122645208473,0.9974100832384822,0.0016720425003107664,0.0029089125662819515,0.004693474429591338,0.0030661145651276304
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,32,0.9987386067708334,0.9974155851945655,0.9986278808572971,0.9995637847626078,0.9982581782909363,0.0006840222789860073,0.0026286448548068497,0.005580442054672976,0.003089852876637149
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,32,0.9987386067708334,0.9953926760749832,0.9973108174647156,0.9988174817947902,0.9971315701741267,0.0009497357970141618,0.002157953126865675,0.006129936300930208,0.0027864750663353435
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,32,0.9987386067708334,0.9952647507313954,0.9975788129559029,0.9987409645012308,0.997226646495446,0.0016861250957719066,0.0028917689958088966,0.00560259853333307,0.0037078689983039044
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,32,0.9987386067708334,0.9965080301113469,0.9980845343737933,0.9989097564880585,0.9977594558588021,0.0016978093601396015,0.002758555135431995,0.0049849529180124655,0.003169506662167778
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,32,0.9987386067708334,0.995613495877173,0.997771972107308,0.9997309168968462,0.9976201375575386,0.0006770763116632272,0.0027641249021087555,0.0058974600123628765,0.0029148464166995174
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,32,0.9987386067708334,0.9955764609141439,0.9980178891573452,0.9990818399872786,0.9975231171485037,0.0015115190499105813,0.0024655608565833376,0.006170971685078142,0.0030355765732190156
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,32,0.9987386067708334,0.9960102618151839,0.9981750393302186,0.9991123426634205,0.9977645785351594,0.0008681232454199273,0.003040640466232536,0.006020241662824066,0.003455612900036948
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,32,0.9987386067708334,0.9957824169006724,0.9975211485281802,0.9992323915775285,0.9974041986879023,0.001202882929987259,0.0028120462765208742,0.005648554950919793,0.0032588815661540697
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,32,0.9987386067708334,0.9946625612834588,0.9969306227498751,0.9988778789853532,0.9969069990338975,0.0007529291322522114,0.00185020216772247,0.0031883590225654794,0.0019512727583058803
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,32,0.9987386067708334,0.9941308319298945,0.9963706889745108,0.9990888813935819,0.9964989890737811,0.0009450678989231132,0.0029175224125745913,0.006272088142712763,0.0031355636374715244
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,32,0.9987386067708334,0.995983946212998,0.9976832625007466,0.9995727244429805,0.9977117928762823,0.0013600809434479388,0.0033489982418574704,0.005594555237785714,0.0034701327857044814
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,32,0.9987386067708334,0.9952335504932914,0.9967796329794537,0.998951919356401,0.996958932060497,0.0014320140026858664,0.0037621467381456775,0.007234166712708401,0.004020819791774478
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,32,0.9987386067708334,0.994177129129139,0.9974909981723767,0.9993887918804079,0.9969824132024111,0.0008314368363748881,0.0028159374416667493,0.005148699334057305,0.0030685875379763902
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,32,0.9987386067708334,0.9944565797064219,0.9980115654576966,0.9992910402118682,0.9974417747594104,0.0007459420700134612,0.0022165704701238576,0.004403667973318004,0.002493902360312158
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,32,0.9987386067708334,0.9942105168189772,0.9967668029065985,0.9993189263253098,0.996816992097289,0.001196034456034667,0.0025639069222587185,0.004767833174065273,0.0027668385369952475
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,21,32,0.9987386067708334,0.9977619623173832,0.9989047750955884,0.9995132349776749,0.9986942335356825,0.0009892335159062515,0.0035858724519380325,0.005471965620834874,0.003647706188667669
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,22,32,0.9987386067708334,0.9950579065585099,0.9972966932514329,0.9989080590318878,0.9969611173290671,0.0007592499376759876,0.002427258933507759,0.0048526492095524185,0.002587812831126128
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,23,32,0.9987386067708334,0.9938910239460994,0.9973794189741794,0.9993551355198268,0.9970241664199276,0.0009425052434409942,0.002278035267050893,0.004414289948658213,0.0026544451230097466
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,24,32,0.9987386067708334,0.9971322638783783,0.9982549647789971,0.9991241231981485,0.9980195735042523,0.0021971101236188395,0.003740811104227082,0.007178289004150196,0.0045637998497918
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,25,32,0.9987386067708334,0.9943748749532505,0.9966174546439668,0.9991576154033223,0.9965634379269643,0.001061994786765197,0.003476619419908844,0.006206077867694304,0.003555399484080412
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,26,32,0.9987386067708334,0.9951836391986891,0.9971488286980226,0.9988870892912809,0.997209716748697,0.0009490065219932454,0.00226260248751603,0.004935946270825931,0.0028182263673671194
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,27,32,0.9987386067708334,0.995894654499905,0.9974386676893241,0.9989058505088102,0.9974259054045471,0.0010239179391471787,0.00242890847410554,0.007213413455932752,0.0035648093569201657
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,28,32,0.9987386067708334,0.9952041520281382,0.9975090419161992,0.9989066048045839,0.9972885932849431,0.0016815975433958409,0.0034811689926880773,0.005662818897639421,0.0036171419305263026
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,29,32,0.9987386067708334,0.9964129694997566,0.997962469887496,0.9989619743931198,0.9978865963617924,0.0009268384671085372,0.0020925987801664325,0.004751592259720029,0.002396136339762725
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,30,32,0.9987386067708334,0.9953446777883918,0.9973062840347657,0.9991798569717458,0.9971021093636633,0.0008437833384355554,0.002441339062518144,0.003824477964425688,0.002570583827396139
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,31,32,0.9987386067708334,0.9969079727168969,0.9981170446618048,0.9989187886065266,0.9979114446199584,0.001115048967535548,0.0021856590825196087,0.0045446093502146245,0.0025468497193527444
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,32,32,0.9987386067708334,0.9952764026847531,0.9984628735245943,0.9991634946122144,0.9977314842970668,0.0009459419930526569,0.001801928474885972,0.003698805062297939,0.0021527932160542197
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,33,32,0.9987386067708334,0.9976976395996284,0.998944443420327,0.9995804837575164,0.998668913081596,0.0005925081821002154,0.002079064046555945,0.003313619575329474,0.001996497559840979
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,34,32,0.9987386067708334,0.9965494582693246,0.9983470502340922,0.9989556374993463,0.9980839934303409,0.0007430664685310728,0.0013754268905294964,0.0022797570452146813,0.0014210783865060937
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,35,32,0.9987386067708334,0.9934628922385417,0.9974078753454438,0.9989253957535601,0.9969113285840611,0.0009694095194231811,0.001908761353471622,0.0029841772420292406,0.002120486523058511
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,36,32,0.9987386067708334,0.9964405555735724,0.9975998659934568,0.9992339808550285,0.997560868577569,0.0010169813579799514,0.0016726441535329095,0.003836541642668168,0.002078968133369684
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,37,32,0.9987386067708334,0.9956135571966319,0.9973982561238914,0.9992041709864984,0.9974103093273095,0.0007206801272528485,0.0015463974524578816,0.002718938961361606,0.0016634410020913738
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,38,32,0.9987386067708334,0.997761604979329,0.9989659166508564,0.9995724834735057,0.9988052034859587,0.0007992899684207244,0.0017881976113016673,0.0038879149702345864,0.0019039102825193187
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,39,32,0.9987386067708334,0.996496374409963,0.9987052807182211,0.9996483170769623,0.9981583054293326,0.00017996424177733062,0.0007959538080157258,0.0023744270164771986,0.0011660444894715065
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,0,32,0.9987386067708334,0.9999070720016237,0.9999934829711559,0.9999979536452654,0.9999633302633821,2.0807085890728326e-05,0.00012436006461652438,0.0008115860487216027,0.00029925681778079916
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,1,32,0.9987386067708334,0.9971321404485987,0.9986377138934228,0.9995631413246475,0.9983227703158941,0.0005838558673184613,0.0016084193957099924,0.0037513820819676485,0.0018237056640631986
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,2,32,0.9987386067708334,0.9971518660876997,0.9986248518749754,0.9995646847489973,0.9984016314804651,0.0012194304039448989,0.0030517575684432807,0.004743785092849651,0.003152673790651532
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,3,32,0.9987386067708334,0.995314385033158,0.9978893201861514,0.9991996291880462,0.9974509589468659,0.0019267397823094835,0.0030251698136116167,0.005850947728537226,0.0035082915544418225
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,4,32,0.9987386067708334,0.9962480947418372,0.9982371638090517,0.9993453126994767,0.9980198521281165,0.0011789320618179166,0.0029884701096258293,0.005386316265922098,0.0031244727498173502
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,5,32,0.9987386067708334,0.9955764294546867,0.9974361554641764,0.9993972022649529,0.9973032523190888,0.0016427833842455164,0.002773253320537239,0.004603715299320333,0.0029592836457341433
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,6,32,0.9987386067708334,0.9973567155879448,0.9985964738767079,0.9995351492129213,0.9981918941576375,0.000650352772141738,0.0025826061034893155,0.005524623399203557,0.003023568743338447
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,7,32,0.9987386067708334,0.9952110294656354,0.9972130808093796,0.9988102659765318,0.9970200437464262,0.0008712320374239079,0.0020787140531465242,0.005952250784660176,0.0026749486386348324
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,8,32,0.9987386067708334,0.9951196335224757,0.9974390775023918,0.9986590119504611,0.9971232645074346,0.0015704307751777224,0.002765300266398485,0.005492107138733393,0.0036044870102923295
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,9,32,0.9987386067708334,0.9964564863276212,0.9979945241141,0.9988888136544796,0.9976895264060189,0.0016039793763098832,0.00267765318233254,0.004928792835568342,0.0030995772093846963
exact_proxy_rank4_fp16,pooled_exact_combined_moe_oracle,745,1536,10,32,0.9987386067708334,0.9955343048927848,0.9977036459729072,0.9997211875749354,0.9975248331100104,0.0006080918916914091,0.0026695666937243123,0.00588856166213052,0.002819541969171304
