layout_method,page_size,paired_planes,budget_bpw,recovery_count,recovery_mean,recovery_p10,recovery_p25,recovery_median,recovery_p75,recovery_p90,median_physical_bpw,median_logical_bpw,median_amplification
coselection_1rep,512,True,2.0,12,0.999999999999612,0.9999999999994503,0.9999999999995265,0.9999999999995857,0.9999999999997313,0.9999999999998241,2.0,2.0,1.0
coselection_1rep,1024,False,0.25,12,0.5357225455957634,0.39608079976377486,0.4339361811233944,0.5608924041680705,0.6335721810132016,0.6608044622582985,0.25,0.25,1.0
coselection_1rep,1024,False,0.5,12,0.7127919534059125,0.5973536691833533,0.6274889430344537,0.7226138635462356,0.7601395329886652,0.8517786442534713,0.5,0.5,1.0
coselection_1rep,1024,False,0.75,12,0.806178804831699,0.7068703757679539,0.7698880430542512,0.7959365615281132,0.8496088711987152,0.9212247894458622,0.75,0.75,1.0
coselection_1rep,1024,False,1.0,12,0.8834763511195153,0.8270198296355408,0.8476795236268572,0.8959750976938594,0.921125811977922,0.9576949803069212,1.0,1.0,1.0
coselection_1rep,1024,False,1.25,12,0.9350455924335549,0.9043333334267009,0.9180880281647121,0.949035809354229,0.9587159126094644,0.972421275194091,1.25,1.25,1.0
coselection_1rep,1024,False,1.5,12,0.9681102522528797,0.9435388026253482,0.9573274000629408,0.9682115078223484,0.9870460478751849,0.9945200557364077,1.5,1.5,1.0
coselection_1rep,1024,False,2.0,12,0.9999999999991728,0.9999999999986781,0.9999999999990637,0.999999999999271,0.9999999999995429,0.9999999999996675,2.0,2.0,1.0
coselection_1rep,1024,True,0.25,12,0.566620815380008,0.34984997484031743,0.45515359721351745,0.5915742620779798,0.6864139855272282,0.7553822765705871,0.25,0.25,1.0
coselection_1rep,1024,True,0.5,12,0.7298088096840561,0.5517061550298312,0.6389757853769811,0.7431376715891604,0.8392603350243328,0.8797727689543071,0.5,0.5,1.0
coselection_1rep,1024,True,0.75,12,0.8235139327127569,0.6621515076075645,0.7667657431449882,0.8413080682404772,0.9031302082080535,0.9459618535645553,0.75,0.75,1.0
coselection_1rep,1024,True,1.0,12,0.8968727270721182,0.8181944458201699,0.8496788601215248,0.9135189878703693,0.9475500201466154,0.9693602375884816,1.0,1.0,1.0
coselection_1rep,1024,True,1.25,12,0.9383436175150721,0.8877288488534011,0.9061338369840656,0.9443162296061354,0.9754890778953237,0.9832838785088576,1.25,1.25,1.0
coselection_1rep,1024,True,1.5,12,0.9747598639489463,0.9556997620207492,0.9651128110501136,0.9725879409735764,0.9912839871290968,0.9953519552778306,1.5,1.5,1.0
