source_run_mode,capture_source,evaluation_split,projection,selection_category,selection_regime,score_method,shortlist_size,refresh_block,physical_budget_bpw,n,p10_exact_gain_retained_matched_fetched_pages,median_exact_gain_retained_matched_fetched_pages,p90_exact_gain_retained_matched_fetched_pages,median_planned_prefix_exact_gain_retained,median_action_recall,median_importance_weighted_recall,median_candidate_pages,median_fetched_pages,p10_candidate_overfetch,median_candidate_overfetch,p90_candidate_overfetch,max_candidate_overfetch,median_runtime_ms,median_selector_bytes
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.5,4,0.5689171705554785,0.717792213893125,0.8216634825854726,0.9638007011852926,0.3031800766283525,0.7622768278059326,289.0,289.0,2.22109375,2.2578125,2.29453125,2.296875,263.1804447155446,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.75,4,0.5689171705554785,0.717792213893125,0.8216634825854726,0.9714564321017027,0.2719023672687466,0.7132017452013379,289.0,289.0,1.4807291666666667,1.5052083333333335,1.5296875,1.53125,263.1804447155446,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,1.0,4,0.5689171705554785,0.717792213893125,0.8216634825854726,0.9767703007517285,0.23379758724940564,0.6817152384662153,289.0,289.0,1.110546875,1.12890625,1.147265625,1.1484375,263.1804447155446,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.25,4,0.8008656593485387,0.8370691497721348,0.8845926800316112,0.9661803996089986,0.39207171746352737,0.8681520812225108,350.0,350.0,5.4578125,5.46875,5.4796875,5.484375,294.3207328207791,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.5,4,0.8008656593485387,0.8370691497721348,0.8845926800316112,0.9683544600175416,0.353628587196468,0.8243731957563354,350.0,350.0,2.72890625,2.734375,2.73984375,2.7421875,294.3207328207791,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.75,4,0.8008656593485387,0.8370691497721348,0.8845926800316112,0.9657125476525195,0.32968590066761383,0.783950869911453,350.0,350.0,1.8192708333333334,1.8229166666666667,1.8265625,1.828125,294.3207328207791,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,1.0,4,0.8008656593485387,0.8370691497721348,0.8845926800316112,0.9774103469205178,0.30049695759740946,0.75832150084934,350.0,350.0,1.364453125,1.3671875,1.369921875,1.37109375,294.3207328207791,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.25,4,0.1759515231353265,0.6583156632997771,0.8686041741362767,0.9371625880312089,0.49596273291925463,0.9354180924459217,433.0,433.0,6.7,6.765625,6.7984375,6.8125,364.9810568895191,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.5,4,0.1759515231353265,0.6583156632997771,0.8686041741362767,0.9261630633337634,0.4649604488594555,0.9162389109814997,433.0,433.0,3.35,3.3828125,3.39921875,3.40625,364.9810568895191,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.75,4,0.1759515231353265,0.6583156632997771,0.8686041741362767,0.9257332270715637,0.45119631185807657,0.8981101834428467,433.0,433.0,2.2333333333333334,2.2552083333333335,2.2661458333333333,2.2708333333333335,364.9810568895191,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,1.0,4,0.1759515231353265,0.6583156632997771,0.8686041741362767,0.9350009007233924,0.43317347789824856,0.8834312781602861,433.0,433.0,1.675,1.69140625,1.699609375,1.703125,364.9810568895191,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,0.25,4,0.0,0.0,0.6862708776789702,0.9131742057707999,0.5737718802936194,0.9636810437134378,481.0,481.0,7.4890625,7.515625,7.5421875,7.546875,374.5912197045982,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,0.5,4,0.0,0.0,0.6862708776789702,0.876255825801658,0.5514992641648271,0.9549886471046694,481.0,481.0,3.74453125,3.7578125,3.77109375,3.7734375,374.5912197045982,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,0.75,4,0.0,0.0,0.6862708776789702,0.8749238553997749,0.5635035213957255,0.9485900279537789,481.0,481.0,2.4963541666666664,2.505208333333333,2.5140625,2.515625,374.5912197045982,77602816.0
pilot,exact_checkpoint,test,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,1.0,4,0.0,0.0,0.6862708776789702,0.8815104487768366,0.5383189889862161,0.9386600564045509,481.0,481.0,1.872265625,1.87890625,1.885546875,1.88671875,374.5912197045982,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,0.25,4,0.3409026394202566,0.44159071786540227,0.6264282698715936,0.8116889637519625,0.13992437722419931,0.4594869740336273,61.0,61.0,0.9265625,0.953125,0.96875,0.96875,39.18864903971553,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,0.5,4,0.3409026394202566,0.44159071786540227,0.6264282698715936,0.5907949405215565,0.09499759006491443,0.36193376707040903,61.0,61.0,0.46328125,0.4765625,0.484375,0.484375,39.18864903971553,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,0.75,4,0.3409026394202566,0.44159071786540227,0.6264282698715936,0.519705653815315,0.0743349425905738,0.32821939714342785,61.0,61.0,0.3088541666666667,0.31770833333333337,0.3229166666666667,0.3229166666666667,39.18864903971553,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,1.0,4,0.3409026394202566,0.44159071786540227,0.6264282698715936,0.49012323399471125,0.05525972030121408,0.3101578898795768,61.0,61.0,0.231640625,0.23828125,0.2421875,0.2421875,39.18864903971553,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,0.25,4,0.4978394168248404,0.5794116576305646,0.671813266875201,0.9542491452119215,0.23003961267605633,0.6169649256613644,117.0,117.0,1.8125,1.828125,1.8765625,1.890625,123.03889729082584,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,0.5,4,0.4978394168248404,0.5794116576305646,0.671813266875201,0.8495785262919913,0.1561672118931151,0.5116011078881624,117.0,117.0,0.90625,0.9140625,0.93828125,0.9453125,123.03889729082584,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,0.75,4,0.4978394168248404,0.5794116576305646,0.671813266875201,0.7617742896282277,0.13035196013194966,0.47087609336213093,117.0,117.0,0.6041666666666666,0.609375,0.6255208333333334,0.6302083333333334,123.03889729082584,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,1.0,4,0.4978394168248404,0.5794116576305646,0.671813266875201,0.7184464383253495,0.10027278315660058,0.44537416485295134,117.0,117.0,0.453125,0.45703125,0.469140625,0.47265625,123.03889729082584,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,0.25,4,0.6724695974759383,0.7593846860095315,0.8124382442598731,0.9591008357475121,0.35215669014084505,0.7744799591155411,216.0,216.0,3.3,3.375,3.40625,3.40625,181.4927808009088,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,0.5,4,0.6724695974759383,0.7593846860095315,0.8124382442598731,0.9582492287894029,0.262788893104851,0.6732540551502986,216.0,216.0,1.65,1.6875,1.703125,1.703125,181.4927808009088,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,0.75,4,0.6724695974759383,0.7593846860095315,0.8124382442598731,0.9584422271293374,0.235041665591703,0.6217795956157476,216.0,216.0,1.1,1.125,1.1354166666666667,1.1354166666666667,181.4927808009088,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,1.0,4,0.6724695974759383,0.7593846860095315,0.8124382442598731,0.9253970195952297,0.18368719144683043,0.5962542226452174,216.0,216.0,0.825,0.84375,0.8515625,0.8515625,181.4927808009088,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,0.25,4,0.786992209750282,0.8473320731741827,0.9029467363826597,0.9547283878900279,0.42079665492957746,0.8567899589972376,289.5,289.5,4.5,4.5234375,4.56875,4.578125,235.51430646330118,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,0.5,4,0.786992209750282,0.8473320731741827,0.9029467363826597,0.9589243879445389,0.36281613068874763,0.7778188621607915,289.5,289.5,2.25,2.26171875,2.284375,2.2890625,235.51430646330118,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,0.75,4,0.786992209750282,0.8473320731741827,0.9029467363826597,0.9708614148355372,0.32534084634660854,0.7368093132624207,289.5,289.5,1.5,1.5078125,1.5229166666666667,1.5260416666666667,235.51430646330118,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,1.0,4,0.786992209750282,0.8473320731741827,0.9029467363826597,0.9846085348497564,0.25966651298601506,0.7128862774921664,289.5,289.5,1.125,1.130859375,1.1421875,1.14453125,235.51430646330118,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,0.25,4,0.7818221003540312,0.8030826575848589,0.9173282248371902,0.9589187334531761,0.47398648648648645,0.9020759675878097,350.0,350.0,5.453125,5.46875,5.528125,5.546875,266.8701559305191,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,0.5,4,0.7818221003540312,0.8030826575848589,0.9173282248371902,0.9554426293632134,0.43126899319406986,0.8426826748600941,350.0,350.0,2.7265625,2.734375,2.7640625,2.7734375,266.8701559305191,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,0.75,4,0.7818221003540312,0.8030826575848589,0.9173282248371902,0.9701479260901139,0.40264324041170557,0.8102613362474392,350.0,350.0,1.8177083333333333,1.8229166666666665,1.8427083333333334,1.8489583333333333,266.8701559305191,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,1.0,4,0.7818221003540312,0.8030826575848589,0.9173282248371902,0.9780509469466573,0.32826955586291684,0.7896592995821549,350.0,350.0,1.36328125,1.3671875,1.38203125,1.38671875,266.8701559305191,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,0.25,4,0.6975780436051554,0.7963050239429517,0.9531584543693914,0.936998489759258,0.5477350590026646,0.935687993624975,437.5,437.5,6.828125,6.8359375,6.8875,6.90625,427.45528975501657,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,0.5,4,0.6975780436051554,0.7963050239429517,0.9531584543693914,0.9439369361846499,0.5476329651772927,0.9217033087496289,437.5,437.5,3.4140625,3.41796875,3.44375,3.453125,427.45528975501657,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,0.75,4,0.6975780436051554,0.7963050239429517,0.9531584543693914,0.9591048181184849,0.5368746936353551,0.9102632244191469,437.5,437.5,2.2760416666666665,2.278645833333333,2.2958333333333334,2.3020833333333335,427.45528975501657,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,1.0,4,0.6975780436051554,0.7963050239429517,0.9531584543693914,0.9769052391607818,0.45984132472721684,0.8967481729774016,437.5,437.5,1.70703125,1.708984375,1.721875,1.7265625,427.45528975501657,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,0.25,4,0.0,0.0,0.703730119193497,0.8711694634029378,0.6355919299581272,0.9635589973036071,480.5,480.5,7.4890625,7.5078125,7.559375,7.578125,349.4741334579885,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,0.5,4,0.0,0.0,0.703730119193497,0.8662192857593503,0.6461760108877098,0.96332786427335,480.5,480.5,3.74453125,3.75390625,3.7796875,3.7890625,349.4741334579885,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,0.75,4,0.0,0.0,0.703730119193497,0.8599032705655469,0.6264208869740203,0.9608178194413759,480.5,480.5,2.4963541666666664,2.502604166666667,2.5197916666666664,2.5260416666666665,349.4741334579885,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,1.0,4,0.0,0.0,0.703730119193497,0.8756720602580168,0.5632895343476256,0.9537033164514434,480.5,480.5,1.872265625,1.876953125,1.88984375,1.89453125,349.4741334579885,67117056.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,0.25,4,0.36917978302624316,0.4479762290685396,0.6043566618717372,0.8035107866233699,0.14559383326988962,0.45128053834488135,61.0,61.0,0.9421875,0.953125,0.975,0.984375,53.000337444245815,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,0.5,4,0.36917978302624316,0.4479762290685396,0.6043566618717372,0.584856118110946,0.0978365277792021,0.3556338017005566,61.0,61.0,0.47109375,0.4765625,0.4875,0.4921875,53.000337444245815,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,0.75,4,0.36917978302624316,0.4479762290685396,0.6043566618717372,0.5144914763160552,0.07317472003171323,0.3208442786629391,61.0,61.0,0.3140625,0.3177083333333333,0.325,0.328125,53.000337444245815,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,1.0,4,0.36917978302624316,0.4479762290685396,0.6043566618717372,0.48520936262776404,0.0552528686348973,0.3053544241691001,61.0,61.0,0.235546875,0.23828125,0.24375,0.24609375,53.000337444245815,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.25,4,0.5579947582477846,0.5991795455331347,0.6884392600549019,0.9605019719251333,0.22722271126760563,0.6182571291927356,119.0,119.0,1.8484375,1.859375,1.8703125,1.875,122.48487118631601,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.5,4,0.5579947582477846,0.5991795455331347,0.6884392600549019,0.8735517216635973,0.1633389052399851,0.5217948596014891,119.0,119.0,0.92421875,0.9296875,0.93515625,0.9375,122.48487118631601,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.75,4,0.5579947582477846,0.5991795455331347,0.6884392600549019,0.7692295188852467,0.13511177494938625,0.48144757120256654,119.0,119.0,0.6161458333333334,0.6197916666666666,0.6234375,0.625,122.48487118631601,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,1.0,4,0.5579947582477846,0.5991795455331347,0.6884392600549019,0.7233467723937768,0.10202858460119871,0.4534863102075111,119.0,119.0,0.462109375,0.46484375,0.467578125,0.46875,122.48487118631601,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.25,4,0.7456137952134251,0.7779939729874483,0.8245329364221262,0.9584692850207062,0.3593529929577465,0.7870454534082846,215.0,215.0,3.290625,3.359375,3.428125,3.4375,195.77055983245373,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.5,4,0.7456137952134251,0.7779939729874483,0.8245329364221262,0.9720827199689235,0.27241154170896875,0.6886337802965996,215.0,215.0,1.6453125,1.6796875,1.7140625,1.71875,195.77055983245373,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.75,4,0.7456137952134251,0.7779939729874483,0.8245329364221262,0.9665422662047318,0.2348404323933851,0.6314621537655966,215.0,215.0,1.096875,1.1197916666666667,1.1427083333333332,1.1458333333333333,195.77055983245373,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,1.0,4,0.7456137952134251,0.7779939729874483,0.8245329364221262,0.9295835852585441,0.1840229752574151,0.6039167867871802,215.0,215.0,0.82265625,0.83984375,0.85703125,0.859375,195.77055983245373,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.25,4,0.7744973854738629,0.8534774698624342,0.9010719801133922,0.9499266651111351,0.42039695945945943,0.8622775014927833,289.5,289.5,4.49375,4.5234375,4.596875,4.625,257.01568042859435,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.5,4,0.7744973854738629,0.8534774698624342,0.9010719801133922,0.9575359078595846,0.3621394719387209,0.7769485081338694,289.5,289.5,2.246875,2.26171875,2.2984375,2.3125,257.01568042859435,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.75,4,0.7744973854738629,0.8534774698624342,0.9010719801133922,0.9670648926860024,0.32813523902892083,0.7388792524019927,289.5,289.5,1.4979166666666668,1.5078125,1.5322916666666668,1.5416666666666667,257.01568042859435,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,1.0,4,0.7744973854738629,0.8534774698624342,0.9010719801133922,0.9843899098623566,0.2583107018943104,0.7133030868438278,289.5,289.5,1.1234375,1.130859375,1.14921875,1.15625,257.01568042859435,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.25,4,0.741741436879194,0.8298609944805886,0.9325410320813559,0.9547066958888706,0.47204391891891895,0.8974337544306766,349.0,349.0,5.415625,5.453125,5.5125,5.53125,303.9138060994446,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.5,4,0.741741436879194,0.8298609944805886,0.9325410320813559,0.9574436511864923,0.431388635361439,0.8438933004516158,349.0,349.0,2.7078125,2.7265625,2.75625,2.765625,303.9138060994446,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.75,4,0.741741436879194,0.8298609944805886,0.9325410320813559,0.9661704301997639,0.40558096074073025,0.808978857750331,349.0,349.0,1.8052083333333333,1.8177083333333335,1.8375000000000001,1.84375,303.9138060994446,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,1.0,4,0.741741436879194,0.8298609944805886,0.9325410320813559,0.9811348461564544,0.32688066697402796,0.786700721016659,349.0,349.0,1.35390625,1.36328125,1.378125,1.3828125,303.9138060994446,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.25,4,0.6654670221195944,0.7268030885118042,0.9007507217104532,0.942884644317729,0.5435097068899886,0.9386963954932488,437.0,437.0,6.8015625,6.828125,6.84375,6.84375,325.5025511607528,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.5,4,0.6654670221195944,0.7268030885118042,0.9007507217104532,0.9412588134464174,0.5536310669038371,0.9272130153702136,437.0,437.0,3.40078125,3.4140625,3.421875,3.421875,325.5025511607528,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.75,4,0.6654670221195944,0.7268030885118042,0.9007507217104532,0.9598045874361091,0.5364907337929863,0.9099959129170607,437.0,437.0,2.2671875,2.276041666666667,2.28125,2.28125,325.5025511607528,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,1.0,4,0.6654670221195944,0.7268030885118042,0.9007507217104532,0.972376349468162,0.4599854003380974,0.8958427263724864,437.0,437.0,1.700390625,1.70703125,1.7109375,1.7109375,325.5025511607528,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.25,4,0.0,0.0,0.6506822060050166,0.8711694634029378,0.6350304529881995,0.9626073749166542,483.0,483.0,7.503125,7.546875,7.5578125,7.5625,380.40383346378803,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.5,4,0.0,0.0,0.6506822060050166,0.8667416290143001,0.6420426151768721,0.9627466867262013,483.0,483.0,3.7515625,3.7734375,3.77890625,3.78125,380.40383346378803,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.75,4,0.0,0.0,0.6506822060050166,0.8594820073284315,0.6262950745402291,0.9595065667568125,483.0,483.0,2.5010416666666666,2.515625,2.5192708333333336,2.5208333333333335,380.40383346378803,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,1.0,4,0.0,0.0,0.6506822060050166,0.8750920139348661,0.5615337329030275,0.9529245965492521,483.0,483.0,1.87578125,1.88671875,1.889453125,1.890625,380.40383346378803,75505664.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.25,4,0.018672161483480165,0.38121526978958525,0.5301542115577672,0.7396019446196599,0.13475506756756755,0.3941411284657269,59.0,59.0,0.921875,0.921875,0.9546875,0.96875,67.80963088385761,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.5,4,0.018672161483480165,0.38121526978958525,0.5301542115577672,0.5303919950890011,0.0816229646746689,0.30123425684802363,59.0,59.0,0.4609375,0.4609375,0.47734375,0.484375,67.80963088385761,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.75,4,0.018672161483480165,0.38121526978958525,0.5301542115577672,0.4620756650984228,0.06721008593716818,0.2709016546348419,59.0,59.0,0.3072916666666667,0.3072916666666667,0.3182291666666667,0.3229166666666667,67.80963088385761,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,1.0,4,0.018672161483480165,0.38121526978958525,0.5301542115577672,0.4329295862716952,0.051669678583086825,0.25784591603231755,59.0,59.0,0.23046875,0.23046875,0.238671875,0.2421875,67.80963088385761,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.25,4,0.26709282589354355,0.5619125498235398,0.6437430098409647,0.9325992541847994,0.20798141891891891,0.5705802173860444,119.5,119.5,1.8265625,1.8671875,1.875,1.875,159.87675567157567,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.5,4,0.26709282589354355,0.5619125498235398,0.6437430098409647,0.8468836761428329,0.15948471827687932,0.46067231472355974,119.5,119.5,0.91328125,0.93359375,0.9375,0.9375,159.87675567157567,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.75,4,0.26709282589354355,0.5619125498235398,0.6437430098409647,0.7378033836779129,0.12253550040349412,0.4185905440376628,119.5,119.5,0.6088541666666666,0.6223958333333333,0.625,0.625,159.87675567157567,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,1.0,4,0.26709282589354355,0.5619125498235398,0.6437430098409647,0.6912904981486465,0.0968399416013524,0.39976003758898954,119.5,119.5,0.456640625,0.466796875,0.46875,0.46875,159.87675567157567,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.25,4,0.5497802705125223,0.7418053696200413,0.8331787545489594,0.9608107012450855,0.31372466216216216,0.7351580446914172,214.0,214.0,3.328125,3.34375,3.3921875,3.40625,202.12797354906797,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.5,4,0.5497802705125223,0.7418053696200413,0.8331787545489594,0.94967599892231,0.26427106399970957,0.6368929610020313,214.0,214.0,1.6640625,1.671875,1.69609375,1.703125,202.12797354906797,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.75,4,0.5497802705125223,0.7418053696200413,0.8331787545489594,0.9556183200695336,0.2292200923608782,0.5868825668183172,214.0,214.0,1.109375,1.1145833333333335,1.1307291666666668,1.1354166666666667,202.12797354906797,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,1.0,4,0.5497802705125223,0.7418053696200413,0.8331787545489594,0.9118084109064888,0.17834953710714682,0.5616391776339278,214.0,214.0,0.83203125,0.8359375,0.848046875,0.8515625,202.12797354906797,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.25,4,0.699254574147811,0.8074481771030029,0.8977034344385935,0.9522860319587305,0.40337837837837837,0.8348858989648117,289.0,289.0,4.4515625,4.515625,4.590625,4.609375,238.81028522737324,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.5,4,0.699254574147811,0.8074481771030029,0.8977034344385935,0.9600770517762829,0.34308490494584565,0.7523783377857237,289.0,289.0,2.22578125,2.2578125,2.2953125,2.3046875,238.81028522737324,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.75,4,0.699254574147811,0.8074481771030029,0.8977034344385935,0.9667920649255113,0.31361290988364593,0.707510569723977,289.0,289.0,1.4838541666666667,1.5052083333333335,1.5302083333333334,1.5364583333333333,238.81028522737324,77602816.0
pilot,exact_checkpoint,test,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,1.0,4,0.699254574147811,0.8074481771030029,0.8977034344385935,0.9800918496911043,0.2550760046171501,0.6810553979699452,289.0,289.0,1.112890625,1.12890625,1.14765625,1.15234375,238.81028522737324,77602816.0
