source_run_mode,capture_source,evaluation_split,layer,projection,selection_category,selection_regime,score_method,shortlist_size,refresh_block,physical_budget_bpw,n,p10_exact_gain_retained_matched_fetched_pages,median_exact_gain_retained_matched_fetched_pages,p90_exact_gain_retained_matched_fetched_pages,median_fetched_pages,median_logical_actions,median_logical_bytes,p90_candidate_overfetch
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.5,1,0.6347667084642372,0.6347667084642372,0.6347667084642372,116.0,587.0,37568.0,0.90625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.75,1,0.6347667084642372,0.6347667084642372,0.6347667084642372,116.0,587.0,37568.0,0.6041666666666666
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,1.0,1,0.6347667084642372,0.6347667084642372,0.6347667084642372,116.0,587.0,37568.0,0.453125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.25,1,0.7563673357378554,0.7563673357378554,0.7563673357378554,219.0,1039.0,66496.0,3.421875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.5,1,0.7563673357378554,0.7563673357378554,0.7563673357378554,219.0,1039.0,66496.0,1.7109375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.75,1,0.7563673357378554,0.7563673357378554,0.7563673357378554,219.0,1039.0,66496.0,1.140625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,1.0,1,0.7563673357378554,0.7563673357378554,0.7563673357378554,219.0,1039.0,66496.0,0.85546875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.25,1,0.7391076857076866,0.7391076857076866,0.7391076857076866,287.0,1226.0,78464.0,4.484375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.5,1,0.7391076857076866,0.7391076857076866,0.7391076857076866,287.0,1226.0,78464.0,2.2421875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.75,1,0.7391076857076866,0.7391076857076866,0.7391076857076866,287.0,1226.0,78464.0,1.4947916666666667
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,1.0,1,0.7391076857076866,0.7391076857076866,0.7391076857076866,287.0,1226.0,78464.0,1.12109375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.25,1,0.8163692471654833,0.8163692471654833,0.8163692471654833,349.0,1731.0,110784.0,5.453125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.5,1,0.8163692471654833,0.8163692471654833,0.8163692471654833,349.0,1731.0,110784.0,2.7265625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.75,1,0.8163692471654833,0.8163692471654833,0.8163692471654833,349.0,1731.0,110784.0,1.8177083333333333
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,1.0,1,0.8163692471654833,0.8163692471654833,0.8163692471654833,349.0,1731.0,110784.0,1.36328125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.25,1,0.61590466306481,0.61590466306481,0.61590466306481,436.0,1760.0,112640.0,6.8125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.5,1,0.61590466306481,0.61590466306481,0.61590466306481,436.0,1760.0,112640.0,3.40625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.75,1,0.61590466306481,0.61590466306481,0.61590466306481,436.0,1760.0,112640.0,2.2708333333333335
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,1.0,1,0.61590466306481,0.61590466306481,0.61590466306481,436.0,1760.0,112640.0,1.703125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.25,1,0.0,0.0,0.0,482.0,3855.0,246720.0,7.53125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.5,1,0.0,0.0,0.0,482.0,3855.0,246720.0,3.765625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.75,1,0.0,0.0,0.0,482.0,3855.0,246720.0,2.5104166666666665
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,1.0,1,0.0,0.0,0.0,482.0,3855.0,246720.0,1.8828125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.25,1,0.5656990852407211,0.5656990852407211,0.5656990852407211,60.0,304.0,19456.0,0.9375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.5,1,0.5656990852407211,0.5656990852407211,0.5656990852407211,60.0,304.0,19456.0,0.46875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.75,1,0.5656990852407211,0.5656990852407211,0.5656990852407211,60.0,304.0,19456.0,0.3125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,1.0,1,0.5656990852407211,0.5656990852407211,0.5656990852407211,60.0,304.0,19456.0,0.234375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.25,1,0.577515149003427,0.577515149003427,0.577515149003427,118.0,606.0,38784.0,1.84375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.5,1,0.577515149003427,0.577515149003427,0.577515149003427,118.0,606.0,38784.0,0.921875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.75,1,0.577515149003427,0.577515149003427,0.577515149003427,118.0,606.0,38784.0,0.6145833333333334
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,1.0,1,0.577515149003427,0.577515149003427,0.577515149003427,118.0,606.0,38784.0,0.4609375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.25,1,0.7654977480655368,0.7654977480655368,0.7654977480655368,216.0,887.0,56768.0,3.375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.5,1,0.7654977480655368,0.7654977480655368,0.7654977480655368,216.0,887.0,56768.0,1.6875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.75,1,0.7654977480655368,0.7654977480655368,0.7654977480655368,216.0,887.0,56768.0,1.125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,1.0,1,0.7654977480655368,0.7654977480655368,0.7654977480655368,216.0,887.0,56768.0,0.84375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.25,1,0.7836337867567029,0.7836337867567029,0.7836337867567029,294.0,1321.0,84544.0,4.59375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.5,1,0.7836337867567029,0.7836337867567029,0.7836337867567029,294.0,1321.0,84544.0,2.296875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.75,1,0.7836337867567029,0.7836337867567029,0.7836337867567029,294.0,1321.0,84544.0,1.53125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,1.0,1,0.7836337867567029,0.7836337867567029,0.7836337867567029,294.0,1321.0,84544.0,1.1484375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.25,1,0.789880134797021,0.789880134797021,0.789880134797021,350.0,1766.0,113024.0,5.46875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.5,1,0.789880134797021,0.789880134797021,0.789880134797021,350.0,1766.0,113024.0,2.734375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.75,1,0.789880134797021,0.789880134797021,0.789880134797021,350.0,1766.0,113024.0,1.8229166666666667
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,1.0,1,0.789880134797021,0.789880134797021,0.789880134797021,350.0,1766.0,113024.0,1.3671875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.25,1,0.7301262494817993,0.7301262494817993,0.7301262494817993,433.0,2028.0,129792.0,6.765625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.5,1,0.7301262494817993,0.7301262494817993,0.7301262494817993,433.0,2028.0,129792.0,3.3828125
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.75,1,0.7301262494817993,0.7301262494817993,0.7301262494817993,433.0,2028.0,129792.0,2.2552083333333335
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,1.0,1,0.7301262494817993,0.7301262494817993,0.7301262494817993,433.0,2028.0,129792.0,1.69140625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,0.25,1,0.0,0.0,0.0,483.0,3864.0,247296.0,7.546875
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,0.5,1,0.0,0.0,0.0,483.0,3864.0,247296.0,3.7734375
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,0.75,1,0.0,0.0,0.0,483.0,3864.0,247296.0,2.515625
pilot,exact_checkpoint,test,20,gate,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,1024,1,1.0,1,0.0,0.0,0.0,483.0,3864.0,247296.0,1.88671875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,0.25,1,0.31873641802074976,0.31873641802074976,0.31873641802074976,59.0,250.0,16000.0,0.921875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,0.5,1,0.31873641802074976,0.31873641802074976,0.31873641802074976,59.0,250.0,16000.0,0.4609375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,0.75,1,0.31873641802074976,0.31873641802074976,0.31873641802074976,59.0,250.0,16000.0,0.3072916666666667
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,64,1,1.0,1,0.31873641802074976,0.31873641802074976,0.31873641802074976,59.0,250.0,16000.0,0.23046875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,0.25,1,0.5183131437447851,0.5183131437447851,0.5183131437447851,116.0,543.0,34752.0,1.8125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,0.5,1,0.5183131437447851,0.5183131437447851,0.5183131437447851,116.0,543.0,34752.0,0.90625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,0.75,1,0.5183131437447851,0.5183131437447851,0.5183131437447851,116.0,543.0,34752.0,0.6041666666666666
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,128,1,1.0,1,0.5183131437447851,0.5183131437447851,0.5183131437447851,116.0,543.0,34752.0,0.453125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,0.25,1,0.7453954012558891,0.7453954012558891,0.7453954012558891,218.0,1135.0,72640.0,3.40625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,0.5,1,0.7453954012558891,0.7453954012558891,0.7453954012558891,218.0,1135.0,72640.0,1.703125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,0.75,1,0.7453954012558891,0.7453954012558891,0.7453954012558891,218.0,1135.0,72640.0,1.1354166666666667
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,256,1,1.0,1,0.7453954012558891,0.7453954012558891,0.7453954012558891,218.0,1135.0,72640.0,0.8515625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,0.25,1,0.8350101711433455,0.8350101711433455,0.8350101711433455,288.0,1377.0,88128.0,4.5
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,0.5,1,0.8350101711433455,0.8350101711433455,0.8350101711433455,288.0,1377.0,88128.0,2.25
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,0.75,1,0.8350101711433455,0.8350101711433455,0.8350101711433455,288.0,1377.0,88128.0,1.5
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,384,1,1.0,1,0.8350101711433455,0.8350101711433455,0.8350101711433455,288.0,1377.0,88128.0,1.125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,0.25,1,0.7781018782377027,0.7781018782377027,0.7781018782377027,351.0,1714.0,109696.0,5.484375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,0.5,1,0.7781018782377027,0.7781018782377027,0.7781018782377027,351.0,1714.0,109696.0,2.7421875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,0.75,1,0.7781018782377027,0.7781018782377027,0.7781018782377027,351.0,1714.0,109696.0,1.828125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,512,1,1.0,1,0.7781018782377027,0.7781018782377027,0.7781018782377027,351.0,1714.0,109696.0,1.37109375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,0.25,1,0.6905820246316212,0.6905820246316212,0.6905820246316212,438.0,1793.0,114752.0,6.84375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,0.5,1,0.6905820246316212,0.6905820246316212,0.6905820246316212,438.0,1793.0,114752.0,3.421875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,0.75,1,0.6905820246316212,0.6905820246316212,0.6905820246316212,438.0,1793.0,114752.0,2.28125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,768,1,1.0,1,0.6905820246316212,0.6905820246316212,0.6905820246316212,438.0,1793.0,114752.0,1.7109375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,0.25,1,0.0,0.0,0.0,480.0,3831.0,245184.0,7.5
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,0.5,1,0.0,0.0,0.0,480.0,3831.0,245184.0,3.75
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,0.75,1,0.0,0.0,0.0,480.0,3831.0,245184.0,2.5
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,abs_activation,1024,1,1.0,1,0.0,0.0,0.0,480.0,3831.0,245184.0,1.875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,0.25,1,0.4003699877486746,0.4003699877486746,0.4003699877486746,60.0,258.0,16512.0,0.9375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,0.5,1,0.4003699877486746,0.4003699877486746,0.4003699877486746,60.0,258.0,16512.0,0.46875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,0.75,1,0.4003699877486746,0.4003699877486746,0.4003699877486746,60.0,258.0,16512.0,0.3125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,64,1,1.0,1,0.4003699877486746,0.4003699877486746,0.4003699877486746,60.0,258.0,16512.0,0.234375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.25,1,0.6222110831741058,0.6222110831741058,0.6222110831741058,118.0,542.0,34688.0,1.84375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.5,1,0.6222110831741058,0.6222110831741058,0.6222110831741058,118.0,542.0,34688.0,0.921875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,0.75,1,0.6222110831741058,0.6222110831741058,0.6222110831741058,118.0,542.0,34688.0,0.6145833333333334
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,128,1,1.0,1,0.6222110831741058,0.6222110831741058,0.6222110831741058,118.0,542.0,34688.0,0.4609375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.25,1,0.7760288080478916,0.7760288080478916,0.7760288080478916,220.0,1055.0,67520.0,3.4375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.5,1,0.7760288080478916,0.7760288080478916,0.7760288080478916,220.0,1055.0,67520.0,1.71875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,0.75,1,0.7760288080478916,0.7760288080478916,0.7760288080478916,220.0,1055.0,67520.0,1.1458333333333333
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,256,1,1.0,1,0.7760288080478916,0.7760288080478916,0.7760288080478916,220.0,1055.0,67520.0,0.859375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.25,1,0.8335057796489459,0.8335057796489459,0.8335057796489459,289.0,1420.0,90880.0,4.515625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.5,1,0.8335057796489459,0.8335057796489459,0.8335057796489459,289.0,1420.0,90880.0,2.2578125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,0.75,1,0.8335057796489459,0.8335057796489459,0.8335057796489459,289.0,1420.0,90880.0,1.5052083333333333
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,384,1,1.0,1,0.8335057796489459,0.8335057796489459,0.8335057796489459,289.0,1420.0,90880.0,1.12890625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.25,1,0.7848204372077889,0.7848204372077889,0.7848204372077889,348.0,1649.0,105536.0,5.4375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.5,1,0.7848204372077889,0.7848204372077889,0.7848204372077889,348.0,1649.0,105536.0,2.71875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,0.75,1,0.7848204372077889,0.7848204372077889,0.7848204372077889,348.0,1649.0,105536.0,1.8125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,512,1,1.0,1,0.7848204372077889,0.7848204372077889,0.7848204372077889,348.0,1649.0,105536.0,1.359375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.25,1,0.773571401832545,0.773571401832545,0.773571401832545,438.0,1849.0,118336.0,6.84375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.5,1,0.773571401832545,0.773571401832545,0.773571401832545,438.0,1849.0,118336.0,3.421875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,0.75,1,0.773571401832545,0.773571401832545,0.773571401832545,438.0,1849.0,118336.0,2.28125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,768,1,1.0,1,0.773571401832545,0.773571401832545,0.773571401832545,438.0,1849.0,118336.0,1.7109375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.25,1,0.0,0.0,0.0,483.0,3860.0,247040.0,7.546875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.5,1,0.0,0.0,0.0,483.0,3860.0,247040.0,3.7734375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,0.75,1,0.0,0.0,0.0,483.0,3860.0,247040.0,2.515625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,activation_weighted_delta_norm,1024,1,1.0,1,0.0,0.0,0.0,483.0,3860.0,247040.0,1.88671875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.25,1,0.3867332904466488,0.3867332904466488,0.3867332904466488,59.0,277.0,17728.0,0.921875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.5,1,0.3867332904466488,0.3867332904466488,0.3867332904466488,59.0,277.0,17728.0,0.4609375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,0.75,1,0.3867332904466488,0.3867332904466488,0.3867332904466488,59.0,277.0,17728.0,0.3072916666666667
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,64,1,1.0,1,0.3867332904466488,0.3867332904466488,0.3867332904466488,59.0,277.0,17728.0,0.23046875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.25,1,0.5234015951603758,0.5234015951603758,0.5234015951603758,120.0,535.0,34240.0,1.875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.5,1,0.5234015951603758,0.5234015951603758,0.5234015951603758,120.0,535.0,34240.0,0.9375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,0.75,1,0.5234015951603758,0.5234015951603758,0.5234015951603758,120.0,535.0,34240.0,0.625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,128,1,1.0,1,0.5234015951603758,0.5234015951603758,0.5234015951603758,120.0,535.0,34240.0,0.46875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.25,1,0.7721741031791103,0.7721741031791103,0.7721741031791103,218.0,1011.0,64704.0,3.40625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.5,1,0.7721741031791103,0.7721741031791103,0.7721741031791103,218.0,1011.0,64704.0,1.703125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,0.75,1,0.7721741031791103,0.7721741031791103,0.7721741031791103,218.0,1011.0,64704.0,1.1354166666666667
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,256,1,1.0,1,0.7721741031791103,0.7721741031791103,0.7721741031791103,218.0,1011.0,64704.0,0.8515625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.25,1,0.7884019804360854,0.7884019804360854,0.7884019804360854,295.0,1518.0,97152.0,4.609375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.5,1,0.7884019804360854,0.7884019804360854,0.7884019804360854,295.0,1518.0,97152.0,2.3046875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,0.75,1,0.7884019804360854,0.7884019804360854,0.7884019804360854,295.0,1518.0,97152.0,1.5364583333333333
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,384,1,1.0,1,0.7884019804360854,0.7884019804360854,0.7884019804360854,295.0,1518.0,97152.0,1.15234375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.25,1,0.7886896931372652,0.7886896931372652,0.7886896931372652,348.0,1760.0,112640.0,5.4375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.5,1,0.7886896931372652,0.7886896931372652,0.7886896931372652,348.0,1760.0,112640.0,2.71875
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,0.75,1,0.7886896931372652,0.7886896931372652,0.7886896931372652,348.0,1760.0,112640.0,1.8125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,512,1,1.0,1,0.7886896931372652,0.7886896931372652,0.7886896931372652,348.0,1760.0,112640.0,1.359375
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.25,1,0.6931084302625403,0.6931084302625403,0.6931084302625403,436.0,2099.0,134336.0,6.8125
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.5,1,0.6931084302625403,0.6931084302625403,0.6931084302625403,436.0,2099.0,134336.0,3.40625
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,0.75,1,0.6931084302625403,0.6931084302625403,0.6931084302625403,436.0,2099.0,134336.0,2.2708333333333335
pilot,exact_checkpoint,test,20,up,h0_oracle,h0_oracle_full_target_residual,future_proxy_weighted,768,1,1.0,1,0.6931084302625403,0.6931084302625403,0.6931084302625403,436.0,2099.0,134336.0,1.703125
