layout_id,mean_budget_quanta_per_expert,gate_q3_or_above_mean,gate_q4_mean,up_q3_or_above_mean,up_q4_mean,down_q4_mean,selected_quanta_mean
q2q4_monolithic_same_solver_reference,1344,176.9853515625,176.9853515625,227.3564453125,227.3564453125,267.462890625,1343.609375
q2q4_monolithic_same_solver_reference,1348,177.5537109375,177.5537109375,228.0498046875,228.0498046875,268.2060546875,1347.619140625
q2q4_monolithic_same_solver_reference,1352,178.1025390625,178.1025390625,228.802734375,228.802734375,268.8779296875,1351.56640625
q2q4_monolithic_same_solver_reference,1356,178.755859375,178.755859375,229.4873046875,229.4873046875,269.544921875,1355.576171875
q2q4_monolithic_same_solver_reference,1360,179.232421875,179.232421875,230.19921875,230.19921875,270.3408203125,1359.544921875
q2q4_monolithic_same_solver_reference,1364,179.9189453125,179.9189453125,230.8349609375,230.8349609375,271.0595703125,1363.626953125
q2q4_monolithic_same_solver_reference,1368,180.560546875,180.560546875,231.5087890625,231.5087890625,271.7080078125,1367.5546875
q2q4_monolithic_same_solver_reference,1372,181.203125,181.203125,232.1279296875,232.1279296875,272.470703125,1371.603515625
q2q4_monolithic_same_solver_reference,1376,181.76953125,181.76953125,232.87890625,232.87890625,273.111328125,1375.51953125
q2q4_monolithic_same_solver_reference,1380,182.486328125,182.486328125,233.5595703125,233.5595703125,273.732421875,1379.556640625
q2q4_monolithic_same_solver_reference,1384,183.0263671875,183.0263671875,234.1767578125,234.1767578125,274.587890625,1383.58203125
q2q4_monolithic_same_solver_reference,1388,183.5888671875,183.5888671875,234.947265625,234.947265625,275.2646484375,1387.6015625
q2q4_monolithic_same_solver_reference,1392,184.2255859375,184.2255859375,235.6455078125,235.6455078125,275.9208984375,1391.583984375
q2q4_monolithic_same_solver_reference,1396,184.8369140625,184.8369140625,236.291015625,236.291015625,276.6123046875,1395.48046875
q2q4_monolithic_same_solver_reference,1400,185.4267578125,185.4267578125,236.984375,236.984375,277.3818359375,1399.5859375
q2q4_monolithic_same_solver_reference,1404,186.091796875,186.091796875,237.59765625,237.59765625,278.1259765625,1403.630859375
q2q4_monolithic_same_solver_reference,1408,186.666015625,186.666015625,238.3994140625,238.3994140625,278.6904296875,1407.51171875
q2q4_monolithic_same_solver_reference,1412,187.3193359375,187.3193359375,239.056640625,239.056640625,279.40234375,1411.556640625
q2q4_monolithic_same_solver_reference,1416,187.90234375,187.90234375,239.76953125,239.76953125,280.0927734375,1415.529296875
q2q4_monolithic_same_solver_reference,1420,188.5869140625,188.5869140625,240.435546875,240.435546875,280.7490234375,1419.54296875
q2q4_monolithic_same_solver_reference,1424,189.138671875,189.138671875,241.1611328125,241.1611328125,281.505859375,1423.611328125
q2q4_monolithic_same_solver_reference,1428,189.6728515625,189.6728515625,241.884765625,241.884765625,282.2001953125,1427.515625
q2q4_monolithic_same_solver_reference,1432,190.3291015625,190.3291015625,242.5458984375,242.5458984375,282.896484375,1431.54296875
