layout_id,mean_budget_quanta_per_expert,gate_q3_or_above_mean,gate_q4_mean,up_q3_or_above_mean,up_q4_mean,down_q4_mean,selected_quanta_mean
q3_physical_fixed_gate_up_pairing,1024,129.755859375,113.33984375,170.9951171875,145.1513671875,211.0458984375,1023.59375
q3_physical_fixed_gate_up_pairing,1056,134.095703125,117.53125,176.541015625,150.482421875,217.146484375,1055.56640625
q3_physical_fixed_gate_up_pairing,1088,138.435546875,121.6748046875,182.0966796875,155.734375,223.2021484375,1087.46875
q3_physical_fixed_gate_up_pairing,1120,142.6787109375,125.62890625,187.6396484375,161.041015625,229.4521484375,1119.541015625
q3_physical_fixed_gate_up_pairing,1152,147.1484375,130.1396484375,193.1640625,166.4619140625,235.4736328125,1151.572265625
q3_physical_fixed_gate_up_pairing,1184,151.5703125,134.2041015625,198.537109375,171.4931640625,241.64453125,1183.50390625
q3_physical_fixed_gate_up_pairing,1216,155.9228515625,138.046875,204.2841796875,176.373046875,247.6298828125,1215.673828125
q3_physical_fixed_gate_up_pairing,1248,160.22265625,141.6708984375,209.978515625,180.8701171875,253.607421875,1247.6171875
q3_physical_fixed_gate_up_pairing,1280,164.814453125,145.8701171875,215.4130859375,185.88671875,259.611328125,1279.677734375
q3_physical_fixed_gate_up_pairing,1284,165.37109375,146.3994140625,216.1513671875,186.541015625,260.2880859375,1283.62109375
q3_physical_fixed_gate_up_pairing,1288,166.029296875,147.076171875,216.7685546875,187.412109375,261.01171875,1287.619140625
q3_physical_fixed_gate_up_pairing,1292,166.6337890625,147.482421875,217.48046875,187.677734375,261.701171875,1291.630859375
q3_physical_fixed_gate_up_pairing,1296,167.130859375,147.9375,218.2197265625,188.2451171875,262.4765625,1295.654296875
q3_physical_fixed_gate_up_pairing,1300,167.6640625,148.4775390625,218.8623046875,189.0869140625,263.2236328125,1299.5
q3_physical_fixed_gate_up_pairing,1304,168.3271484375,148.9755859375,219.5224609375,189.423828125,263.9345703125,1303.568359375
q3_physical_fixed_gate_up_pairing,1308,168.9072265625,149.4638671875,220.2529296875,190.07421875,264.6513671875,1307.623046875
q3_physical_fixed_gate_up_pairing,1312,169.494140625,150.08203125,220.9423828125,190.779296875,265.3818359375,1311.63671875
q3_physical_fixed_gate_up_pairing,1316,170.123046875,150.6572265625,221.5869140625,191.4287109375,266.0673828125,1315.5546875
q3_physical_fixed_gate_up_pairing,1320,170.6337890625,150.86328125,222.265625,191.775390625,266.8994140625,1319.59765625
q3_physical_fixed_gate_up_pairing,1324,171.2666015625,151.5966796875,223.00390625,192.4609375,267.5126953125,1323.56640625
q3_physical_fixed_gate_up_pairing,1328,171.8134765625,152.2451171875,223.6640625,193.2646484375,268.349609375,1327.654296875
q3_physical_fixed_gate_up_pairing,1332,172.3564453125,152.541015625,224.361328125,193.6640625,269.0322265625,1331.5
q3_physical_fixed_gate_up_pairing,1336,173.029296875,153.18359375,225.015625,194.396484375,269.7421875,1335.57421875
q3_physical_fixed_gate_up_pairing,1340,173.5732421875,153.7373046875,225.6787109375,195.154296875,270.533203125,1339.5703125
q3_physical_fixed_gate_up_pairing,1344,174.1494140625,154.2783203125,226.412109375,195.767578125,271.2490234375,1343.62109375
q3_physical_fixed_gate_up_pairing,1348,174.7060546875,154.705078125,227.103515625,196.333984375,271.966796875,1347.552734375
q3_physical_fixed_gate_up_pairing,1352,175.353515625,155.51171875,227.8662109375,197.26953125,272.572265625,1351.583984375
q3_physical_fixed_gate_up_pairing,1356,175.9833984375,156.060546875,228.548828125,197.822265625,273.2236328125,1355.51171875
q3_physical_fixed_gate_up_pairing,1360,176.5419921875,156.58984375,229.1845703125,198.5126953125,273.998046875,1359.44921875
q3_physical_fixed_gate_up_pairing,1364,177.1318359375,157.1845703125,229.8115234375,199.2255859375,274.8671875,1363.62109375
q3_physical_fixed_gate_up_pairing,1368,177.734375,157.8095703125,230.548828125,199.9345703125,275.466796875,1367.5
q3_physical_fixed_gate_up_pairing,1372,178.36328125,158.5400390625,231.28125,200.736328125,276.1318359375,1371.552734375
q3_physical_fixed_gate_up_pairing,1376,179.01171875,159.1103515625,231.923828125,201.396484375,276.8232421875,1375.517578125
q3_physical_fixed_gate_up_pairing,1380,179.5888671875,159.7138671875,232.6376953125,202.08203125,277.5107421875,1379.474609375
q3_physical_fixed_gate_up_pairing,1384,180.1923828125,160.08203125,233.388671875,202.5888671875,278.1611328125,1383.484375
q3_physical_fixed_gate_up_pairing,1388,180.7060546875,160.6220703125,234.0546875,203.390625,278.98046875,1387.482421875
q3_physical_fixed_gate_up_pairing,1392,181.357421875,161.251953125,234.736328125,204.01171875,279.6240234375,1391.435546875
q3_physical_fixed_gate_up_pairing,1396,181.94921875,161.8271484375,235.33203125,204.7197265625,280.3828125,1395.328125
q3_physical_fixed_gate_up_pairing,1400,182.513671875,162.4091796875,236.09765625,205.431640625,281.1240234375,1399.470703125
q3_physical_fixed_gate_up_pairing,1404,183.1513671875,163.2392578125,236.869140625,206.4482421875,281.748046875,1403.537109375
q3_physical_fixed_gate_up_pairing,1408,183.705078125,163.5498046875,237.58984375,206.740234375,282.4052734375,1407.400390625
q3_physical_fixed_gate_up_pairing,1412,184.3447265625,164.2119140625,238.279296875,207.5029296875,283.12109375,1411.490234375
q3_physical_fixed_gate_up_pairing,1416,184.9091796875,164.794921875,238.935546875,208.28515625,283.8505859375,1415.390625
q3_physical_fixed_gate_up_pairing,1420,185.5390625,165.6513671875,239.5888671875,209.1533203125,284.62109375,1419.498046875
q3_physical_fixed_gate_up_pairing,1424,186.240234375,166.294921875,240.333984375,209.943359375,285.1572265625,1423.462890625
q3_physical_fixed_gate_up_pairing,1428,186.87109375,166.8076171875,240.9697265625,210.583984375,285.896484375,1427.474609375
q3_physical_fixed_gate_up_pairing,1432,187.443359375,167.462890625,241.7626953125,211.3115234375,286.5205078125,1431.453125
q3_physical_fixed_gate_up_pairing,1436,188.0732421875,167.9736328125,242.4560546875,211.9365234375,287.171875,1435.40234375
q3_physical_fixed_gate_up_pairing,1440,188.6923828125,168.5908203125,243.064453125,212.515625,287.953125,1439.419921875
q3_physical_fixed_gate_up_pairing,1444,189.2548828125,169.3994140625,243.859375,213.552734375,288.6171875,1443.462890625
q3_physical_fixed_gate_up_pairing,1448,189.9091796875,170.0751953125,244.4814453125,214.2548828125,289.3173828125,1447.416015625
q3_physical_fixed_gate_up_pairing,1452,190.505859375,170.6025390625,245.271484375,214.9306640625,289.8955078125,1451.345703125
q3_physical_fixed_gate_up_pairing,1456,191.2177734375,171.232421875,245.8720703125,215.4794921875,290.646484375,1455.453125
q3_physical_fixed_gate_up_pairing,1460,191.69921875,171.8447265625,246.6318359375,216.4091796875,291.3984375,1459.439453125
q3_physical_fixed_gate_up_pairing,1464,192.3525390625,172.3232421875,247.3427734375,216.9306640625,292.0625,1463.49609375
q3_physical_fixed_gate_up_pairing,1468,192.982421875,173.0625,248.0712890625,217.7158203125,292.65625,1467.400390625
q3_physical_fixed_gate_up_pairing,1472,193.62109375,173.818359375,248.7158203125,218.568359375,293.3916015625,1471.4375
q3_physical_fixed_gate_up_pairing,1476,194.2509765625,174.4775390625,249.4208984375,219.298828125,294.0712890625,1475.466796875
q3_physical_fixed_gate_up_pairing,1480,194.8505859375,175.1875,250.0771484375,220.1416015625,294.77734375,1479.390625
q3_physical_fixed_gate_up_pairing,1484,195.5263671875,175.806640625,250.73828125,220.845703125,295.4501953125,1483.41015625
q3_physical_fixed_gate_up_pairing,1488,196.0166015625,176.3408203125,251.5224609375,221.587890625,296.1708984375,1487.408203125
q3_physical_fixed_gate_up_pairing,1492,196.7529296875,176.8857421875,252.21875,221.8984375,296.76953125,1491.462890625
q3_physical_fixed_gate_up_pairing,1496,197.326171875,177.58203125,252.919921875,222.79296875,297.53125,1495.54296875
q3_physical_fixed_gate_up_pairing,1500,197.9873046875,178.4609375,253.5927734375,223.9892578125,298.12109375,1499.390625
q3_physical_fixed_gate_up_pairing,1504,198.4892578125,178.92578125,254.337890625,224.5126953125,298.8486328125,1503.333984375
q3_physical_fixed_gate_up_pairing,1506,198.755859375,179.10546875,254.71484375,224.7802734375,299.2421875,1505.4140625
q3_physical_fixed_gate_up_pairing,1507,199.0322265625,179.3720703125,254.880859375,224.9677734375,299.36328125,1506.53515625
q3_physical_fixed_gate_up_pairing,1508,199.1689453125,179.419921875,255.0498046875,225.1123046875,299.5322265625,1507.484375
q3_physical_fixed_gate_up_pairing,1512,199.818359375,180.27734375,255.701171875,226.0,300.185546875,1511.3984375
q3_physical_fixed_gate_up_pairing,1516,200.3564453125,180.7939453125,256.4052734375,226.546875,300.9248046875,1515.35546875
q3_physical_fixed_gate_up_pairing,1520,201.1025390625,181.3603515625,257.0986328125,227.1689453125,301.5029296875,1519.390625
q3_physical_fixed_gate_up_pairing,1524,201.810546875,182.310546875,257.8251953125,228.12890625,302.0791015625,1523.412109375
q3_physical_fixed_gate_up_pairing,1528,202.404296875,182.9111328125,258.5185546875,228.9052734375,302.796875,1527.41796875
q3_physical_fixed_gate_up_pairing,1532,202.947265625,183.427734375,259.28125,229.58984375,303.50390625,1531.443359375
q3_physical_fixed_gate_up_pairing,1536,203.6025390625,184.0263671875,260.0068359375,230.05859375,304.12890625,1535.455078125
q3_physical_fixed_gate_up_pairing,1568,208.5078125,189.2763671875,265.7158203125,236.3798828125,309.509765625,1567.4140625
q3_physical_fixed_gate_up_pairing,1600,213.8642578125,195.1552734375,271.2470703125,242.75390625,314.6572265625,1599.49609375
q3_physical_fixed_gate_up_pairing,1632,218.8896484375,200.642578125,276.8671875,248.91015625,319.84765625,1631.205078125
q3_physical_fixed_gate_up_pairing,1664,224.2333984375,206.4384765625,282.4296875,255.3935546875,324.796875,1662.916015625
q3_physical_training_coselection_replicated2,384,50.6640625,47.3427734375,62.763671875,55.638671875,79.91796875,383.69921875
q3_physical_training_coselection_replicated2,416,54.53125,50.556640625,67.849609375,60.0126953125,86.71875,415.70703125
q3_physical_training_coselection_replicated2,448,58.3486328125,53.498046875,73.056640625,63.9208984375,93.576171875,447.767578125
q3_physical_training_coselection_replicated2,480,62.060546875,56.4892578125,78.29296875,68.1640625,100.326171875,479.71484375
q3_physical_training_coselection_replicated2,512,65.8349609375,59.0224609375,83.673828125,71.7568359375,107.080078125,511.72265625
q3_physical_training_coselection_replicated2,544,69.4765625,61.787109375,89.1279296875,75.576171875,113.9609375,543.732421875
q3_physical_training_coselection_replicated2,576,73.173828125,64.88671875,94.5869140625,80.1376953125,120.6533203125,575.728515625
q3_physical_training_coselection_replicated2,608,77.2568359375,68.1201171875,100.1025390625,84.091796875,127.2451171875,607.638671875
q3_physical_training_coselection_replicated2,640,81.240234375,71.55859375,105.3974609375,88.9111328125,133.8076171875,639.6640625
q3_physical_training_coselection_replicated2,672,85.21875,75.0283203125,110.8193359375,93.609375,140.40234375,671.662109375
q3_physical_training_coselection_replicated2,704,89.119140625,78.5888671875,116.28515625,98.73046875,147.0322265625,703.6328125
q3_physical_training_coselection_replicated2,736,93.0595703125,81.8828125,121.80078125,103.203125,153.62109375,735.62109375
q3_physical_training_coselection_replicated2,768,96.9892578125,85.5380859375,127.212890625,108.3681640625,160.166015625,767.578125
q3_physical_training_coselection_replicated2,800,101.2041015625,89.1025390625,132.5078125,112.7607421875,166.5947265625,799.69140625
q3_physical_training_coselection_replicated2,832,105.1181640625,92.6142578125,138.1484375,117.8251953125,172.9521484375,831.671875
q3_physical_training_coselection_replicated2,864,109.04296875,95.7138671875,143.58203125,121.9970703125,179.3837890625,863.73046875
q3_physical_training_coselection_replicated2,896,113.17578125,98.9912109375,149.1181640625,126.302734375,185.7275390625,895.697265625
q3_physical_training_coselection_replicated2,928,117.287109375,102.2412109375,154.6240234375,130.7216796875,192.154296875,927.728515625
q3_physical_training_coselection_replicated2,960,121.333984375,105.81640625,160.1484375,135.373046875,198.4921875,959.677734375
q3_physical_training_coselection_replicated2,992,125.5771484375,109.3564453125,165.7275390625,139.962890625,204.8564453125,991.6171875
q3_physical_training_coselection_replicated2,1024,129.8662109375,113.4794921875,171.2470703125,145.2685546875,210.9912109375,1023.65625
q3_physical_training_coselection_replicated2,1056,134.2861328125,117.583984375,176.552734375,150.3525390625,217.1552734375,1055.458984375
q3_physical_training_coselection_replicated2,1088,138.470703125,121.3994140625,182.3125,155.2041015625,223.2978515625,1087.51171875
q3_physical_training_coselection_replicated2,1120,142.7705078125,125.6181640625,187.7822265625,160.6103515625,229.400390625,1119.560546875
q3_physical_training_coselection_replicated2,1152,147.1376953125,129.6259765625,193.3447265625,165.6396484375,235.55078125,1151.59375
q3_physical_training_coselection_replicated2,1184,151.587890625,133.6552734375,198.9453125,170.8232421875,241.4013671875,1183.55078125
q3_physical_training_coselection_replicated2,1216,155.9638671875,137.9013671875,204.4501953125,176.1416015625,247.4560546875,1215.552734375
q3_physical_training_coselection_replicated2,1248,160.486328125,141.65234375,209.8984375,180.626953125,253.41796875,1247.4765625
q3_physical_training_coselection_replicated2,1280,165.01953125,145.994140625,215.4375,186.0498046875,259.365234375,1279.533203125
q3_physical_training_coselection_replicated2,1284,165.4921875,146.2021484375,216.0869140625,186.251953125,260.2880859375,1283.623046875
q3_physical_training_coselection_replicated2,1288,166.1923828125,146.9482421875,216.8525390625,187.12890625,260.8134765625,1287.6171875
q3_physical_training_coselection_replicated2,1292,166.716796875,147.4638671875,217.4365234375,187.6123046875,261.697265625,1291.587890625
q3_physical_training_coselection_replicated2,1296,167.2880859375,147.9638671875,218.1611328125,188.291015625,262.41796875,1295.568359375
q3_physical_training_coselection_replicated2,1300,167.806640625,148.3955078125,218.8095703125,188.8798828125,263.201171875,1299.53125
q3_physical_training_coselection_replicated2,1304,168.388671875,148.9091796875,219.5087890625,189.466796875,263.9267578125,1303.53515625
q3_physical_training_coselection_replicated2,1308,168.8984375,149.4736328125,220.2607421875,190.166015625,264.666015625,1307.505859375
q3_physical_training_coselection_replicated2,1312,169.58984375,150.0556640625,220.9521484375,190.87890625,265.3486328125,1311.6640625
q3_physical_training_coselection_replicated2,1316,170.115234375,150.5068359375,221.6552734375,191.4599609375,266.048828125,1315.484375
q3_physical_training_coselection_replicated2,1320,170.7294921875,151.0341796875,222.2744140625,191.896484375,266.8212890625,1319.5
q3_physical_training_coselection_replicated2,1324,171.25390625,151.46484375,223.0234375,192.546875,267.5537109375,1323.54296875
q3_physical_training_coselection_replicated2,1328,171.8837890625,152.0302734375,223.64453125,193.107421875,268.3056640625,1327.576171875
q3_physical_training_coselection_replicated2,1332,172.3759765625,152.5458984375,224.537109375,193.8837890625,268.982421875,1331.53515625
q3_physical_training_coselection_replicated2,1336,172.982421875,153.1650390625,225.130859375,194.638671875,269.751953125,1335.54296875
q3_physical_training_coselection_replicated2,1340,173.5947265625,153.7802734375,225.7998046875,195.3046875,270.47265625,1339.5859375
q3_physical_training_coselection_replicated2,1344,174.1787109375,154.22265625,226.5537109375,195.7470703125,271.1201171875,1343.55859375
q3_physical_training_coselection_replicated2,1348,174.6796875,154.734375,227.291015625,196.5048828125,271.8779296875,1347.55859375
q3_physical_training_coselection_replicated2,1352,175.294921875,155.25,228.072265625,197.076171875,272.4990234375,1351.466796875
q3_physical_training_coselection_replicated2,1356,175.931640625,155.9873046875,228.7041015625,198.0361328125,273.259765625,1355.623046875
q3_physical_training_coselection_replicated2,1360,176.4365234375,156.4267578125,229.3818359375,198.5283203125,273.9873046875,1359.490234375
q3_physical_training_coselection_replicated2,1364,177.2119140625,157.1572265625,229.9853515625,199.111328125,274.646484375,1363.4765625
q3_physical_training_coselection_replicated2,1368,177.7216796875,157.626953125,230.68359375,199.892578125,275.4033203125,1367.423828125
q3_physical_training_coselection_replicated2,1372,178.365234375,158.3740234375,231.5087890625,200.677734375,276.046875,1371.583984375
q3_physical_training_coselection_replicated2,1376,178.96875,159.1337890625,232.1044921875,201.6005859375,276.759765625,1375.45703125
q3_physical_training_coselection_replicated2,1380,179.5703125,159.6865234375,232.7119140625,202.2919921875,277.5087890625,1379.466796875
q3_physical_training_coselection_replicated2,1384,180.20703125,160.287109375,233.501953125,202.892578125,278.1845703125,1383.544921875
q3_physical_training_coselection_replicated2,1388,180.6962890625,160.509765625,234.1806640625,203.21875,278.9697265625,1387.408203125
q3_physical_training_coselection_replicated2,1392,181.3447265625,161.3828125,234.904296875,204.2421875,279.5771484375,1391.435546875
q3_physical_training_coselection_replicated2,1396,181.9423828125,161.861328125,235.6865234375,204.876953125,280.255859375,1395.4921875
q3_physical_training_coselection_replicated2,1400,182.6123046875,162.4189453125,236.3017578125,205.3779296875,280.96484375,1399.5
q3_physical_training_coselection_replicated2,1404,183.1953125,162.9619140625,236.95703125,206.0244140625,281.708984375,1403.466796875
q3_physical_training_coselection_replicated2,1408,183.7685546875,163.6064453125,237.6474609375,206.685546875,282.470703125,1407.5234375
q3_physical_training_coselection_replicated2,1412,184.390625,164.203125,238.3896484375,207.533203125,283.09375,1411.490234375
q3_physical_training_coselection_replicated2,1416,185.060546875,164.98828125,239.0302734375,208.4013671875,283.755859375,1415.515625
q3_physical_training_coselection_replicated2,1420,185.6220703125,165.5361328125,239.8017578125,209.095703125,284.4306640625,1419.4609375
q3_physical_training_coselection_replicated2,1424,186.1455078125,166.025390625,240.525390625,209.66796875,285.17578125,1423.462890625
q3_physical_training_coselection_replicated2,1428,186.814453125,166.5751953125,241.103515625,210.142578125,285.884765625,1427.369140625
q3_physical_training_coselection_replicated2,1432,187.3173828125,167.1650390625,241.8828125,210.84375,286.63671875,1431.421875
q3_physical_training_coselection_replicated2,1436,188.009765625,167.796875,242.5419921875,211.650390625,287.2978515625,1435.498046875
q3_physical_training_coselection_replicated2,1440,188.681640625,168.5771484375,243.2041015625,212.5048828125,287.9697265625,1439.5
q3_physical_training_coselection_replicated2,1444,189.2998046875,169.1484375,243.865234375,212.98046875,288.6484375,1443.40234375
q3_physical_training_coselection_replicated2,1448,189.970703125,169.8154296875,244.580078125,213.70703125,289.287109375,1447.431640625
q3_physical_training_coselection_replicated2,1452,190.5087890625,170.5849609375,245.353515625,214.791015625,289.9228515625,1451.40234375
q3_physical_training_coselection_replicated2,1456,191.2451171875,171.2666015625,245.939453125,215.5126953125,290.591796875,1455.408203125
q3_physical_training_coselection_replicated2,1460,191.7841796875,171.849609375,246.6689453125,216.1181640625,291.3798828125,1459.443359375
q3_physical_training_coselection_replicated2,1464,192.33984375,172.2255859375,247.361328125,216.462890625,292.0693359375,1463.35546875
q3_physical_training_coselection_replicated2,1468,192.9482421875,173.05859375,248.125,217.634765625,292.7744140625,1467.443359375
q3_physical_training_coselection_replicated2,1472,193.6826171875,173.736328125,248.7890625,218.1630859375,293.3447265625,1471.4453125
q3_physical_training_coselection_replicated2,1476,194.34375,174.34375,249.552734375,218.9443359375,293.9765625,1475.564453125
q3_physical_training_coselection_replicated2,1480,194.869140625,175.03515625,250.1689453125,219.732421875,294.7646484375,1479.4140625
q3_physical_training_coselection_replicated2,1484,195.5390625,175.576171875,250.859375,220.2705078125,295.455078125,1483.490234375
q3_physical_training_coselection_replicated2,1488,196.1318359375,176.294921875,251.5654296875,221.2578125,296.103515625,1487.45703125
q3_physical_training_coselection_replicated2,1492,196.8134765625,176.904296875,252.1728515625,221.740234375,296.78515625,1491.404296875
q3_physical_training_coselection_replicated2,1496,197.416015625,177.5185546875,252.951171875,222.5126953125,297.46875,1495.466796875
q3_physical_training_coselection_replicated2,1500,197.974609375,178.2646484375,253.6474609375,223.34765625,298.1943359375,1499.447265625
q3_physical_training_coselection_replicated2,1504,198.6884765625,178.880859375,254.369140625,224.005859375,298.7353515625,1503.392578125
q3_physical_training_coselection_replicated2,1506,198.9697265625,179.2060546875,254.603515625,224.39453125,299.2392578125,1505.42578125
q3_physical_training_coselection_replicated2,1507,199.2177734375,179.4111328125,254.8212890625,224.4482421875,299.3056640625,1506.423828125
q3_physical_training_coselection_replicated2,1508,199.466796875,179.8037109375,254.9716796875,225.068359375,299.42578125,1507.53125
q3_physical_training_coselection_replicated2,1512,199.9189453125,180.2744140625,255.720703125,225.5625,300.17578125,1511.4609375
q3_physical_training_coselection_replicated2,1516,200.57421875,180.74609375,256.400390625,226.068359375,300.7958984375,1515.33984375
q3_physical_training_coselection_replicated2,1520,201.3232421875,181.625,257.0341796875,227.099609375,301.388671875,1519.31640625
q3_physical_training_coselection_replicated2,1524,201.8115234375,182.263671875,257.8447265625,227.931640625,302.0947265625,1523.322265625
q3_physical_training_coselection_replicated2,1528,202.470703125,182.71484375,258.4677734375,228.390625,302.8193359375,1527.3828125
q3_physical_training_coselection_replicated2,1532,203.0703125,183.4384765625,259.2626953125,229.2861328125,303.4228515625,1531.32421875
q3_physical_training_coselection_replicated2,1536,203.7265625,184.1416015625,259.927734375,230.185546875,304.091796875,1535.400390625
q3_physical_training_coselection_replicated2,1568,208.9111328125,189.7646484375,265.5361328125,236.30859375,309.306640625,1567.40625
q3_physical_training_coselection_replicated2,1600,214.0771484375,195.2353515625,271.1181640625,242.1884765625,314.544921875,1599.3671875
q3_physical_training_coselection_replicated2,1632,219.3935546875,201.0185546875,276.5634765625,248.7705078125,319.6533203125,1631.150390625
q3_physical_training_coselection_replicated2,1664,224.6943359375,206.51953125,282.09375,254.3505859375,324.8271484375,1663.099609375
q3_physical_training_coselection_single,384,50.5966796875,47.3466796875,62.7978515625,55.388671875,79.8974609375,383.716796875
q3_physical_training_coselection_single,416,54.53125,50.572265625,67.8046875,59.7373046875,86.6396484375,415.6796875
q3_physical_training_coselection_single,448,58.1669921875,53.36328125,73.0986328125,63.91015625,93.5419921875,447.734375
q3_physical_training_coselection_single,480,62.0,56.2626953125,78.423828125,67.76171875,100.3193359375,479.732421875
q3_physical_training_coselection_single,512,65.72265625,58.8359375,83.6298828125,71.380859375,107.126953125,511.7578125
q3_physical_training_coselection_single,544,69.396484375,61.724609375,89.2392578125,75.3603515625,113.8759765625,543.71875
q3_physical_training_coselection_single,576,73.078125,64.9541015625,94.6591796875,80.107421875,120.6201171875,575.751953125
q3_physical_training_coselection_single,608,77.0947265625,68.259765625,99.869140625,84.1796875,127.3408203125,607.669921875
q3_physical_training_coselection_single,640,81.1005859375,71.76953125,105.26953125,89.109375,133.798828125,639.625
q3_physical_training_coselection_single,672,85.0771484375,75.1845703125,110.73828125,93.7197265625,140.4560546875,671.61328125
q3_physical_training_coselection_single,704,88.9736328125,78.802734375,116.3056640625,98.998046875,146.9765625,703.65625
q3_physical_training_coselection_single,736,92.8671875,81.982421875,121.705078125,103.4228515625,153.5810546875,735.5703125
q3_physical_training_coselection_single,768,96.892578125,85.42578125,127.158203125,108.138671875,160.1318359375,767.630859375
q3_physical_training_coselection_single,800,101.0419921875,89.142578125,132.4462890625,112.9951171875,166.4970703125,799.546875
q3_physical_training_coselection_single,832,105.0341796875,92.484375,138.0732421875,117.6474609375,172.9580078125,831.65625
q3_physical_training_coselection_single,864,109.017578125,95.6953125,143.6484375,121.8984375,179.3466796875,863.728515625
q3_physical_training_coselection_single,896,113.181640625,99.1435546875,149.064453125,126.376953125,185.677734375,895.697265625
q3_physical_training_coselection_single,928,117.265625,102.3193359375,154.5224609375,130.76953125,192.125,927.677734375
q3_physical_training_coselection_single,960,121.287109375,105.826171875,160.0498046875,135.365234375,198.5791015625,959.6875
q3_physical_training_coselection_single,992,125.427734375,109.466796875,165.7470703125,140.10546875,204.880859375,991.67578125
q3_physical_training_coselection_single,1024,129.7392578125,113.3935546875,171.2724609375,145.1669921875,211.0126953125,1023.68359375
q3_physical_training_coselection_single,1056,134.1708984375,117.5732421875,176.5048828125,150.41796875,217.1494140625,1055.4921875
q3_physical_training_coselection_single,1088,138.43359375,121.546875,182.1962890625,155.3154296875,223.3447265625,1087.548828125
q3_physical_training_coselection_single,1120,142.7646484375,125.6396484375,187.7802734375,160.7529296875,229.3408203125,1119.55078125
q3_physical_training_coselection_single,1152,147.236328125,129.767578125,193.203125,165.849609375,235.4736328125,1151.63671875
q3_physical_training_coselection_single,1184,151.576171875,133.83984375,198.890625,171.0009765625,241.419921875,1183.560546875
q3_physical_training_coselection_single,1216,155.9345703125,138.001953125,204.412109375,176.15625,247.5166015625,1215.53125
q3_physical_training_coselection_single,1248,160.4296875,141.6708984375,209.92578125,180.7021484375,253.4501953125,1247.482421875
q3_physical_training_coselection_single,1280,164.9501953125,145.87109375,215.4755859375,185.9091796875,259.400390625,1279.5390625
q3_physical_training_coselection_single,1284,165.4599609375,146.2607421875,216.1318359375,186.2724609375,260.30078125,1283.677734375
q3_physical_training_coselection_single,1288,166.115234375,146.8095703125,216.9384765625,186.8671875,260.8515625,1287.611328125
q3_physical_training_coselection_single,1292,166.541015625,147.099609375,217.5869140625,187.2939453125,261.7490234375,1291.55078125
q3_physical_training_coselection_single,1296,167.1708984375,147.7177734375,218.275390625,187.953125,262.4462890625,1295.51953125
q3_physical_training_coselection_single,1300,167.6787109375,148.244140625,218.87109375,188.7783203125,263.28125,1299.5625
q3_physical_training_coselection_single,1304,168.2861328125,148.84765625,219.677734375,189.53125,263.9130859375,1303.55859375
q3_physical_training_coselection_single,1308,168.8466796875,149.3662109375,220.2470703125,189.93359375,264.7265625,1307.5
q3_physical_training_coselection_single,1312,169.4599609375,150.048828125,221.05078125,190.880859375,265.3701171875,1311.65234375
q3_physical_training_coselection_single,1316,170.033203125,150.564453125,221.783203125,191.4208984375,266.048828125,1315.501953125
q3_physical_training_coselection_single,1320,170.66015625,150.978515625,222.400390625,191.7353515625,266.8291015625,1319.54296875
q3_physical_training_coselection_single,1324,171.1962890625,151.5205078125,223.02734375,192.5517578125,267.58984375,1323.51953125
q3_physical_training_coselection_single,1328,171.748046875,151.931640625,223.63671875,193.09765625,268.439453125,1327.560546875
q3_physical_training_coselection_single,1332,172.3232421875,152.4697265625,224.44921875,193.85546875,269.0810546875,1331.529296875
q3_physical_training_coselection_single,1336,172.962890625,153.30859375,225.087890625,194.8193359375,269.7783203125,1335.478515625
q3_physical_training_coselection_single,1340,173.53125,153.767578125,225.77734375,195.248046875,270.548828125,1339.572265625
q3_physical_training_coselection_single,1344,174.1005859375,154.1865234375,226.546875,195.6591796875,271.234375,1343.52734375
q3_physical_training_coselection_single,1348,174.6376953125,154.8017578125,227.3193359375,196.6318359375,271.904296875,1347.58984375
q3_physical_training_coselection_single,1352,175.2724609375,155.359375,228.0009765625,197.244140625,272.5947265625,1351.46875
q3_physical_training_coselection_single,1356,175.8623046875,155.9384765625,228.7099609375,197.908203125,273.3701171875,1355.634765625
q3_physical_training_coselection_single,1360,176.392578125,156.3251953125,229.40625,198.412109375,274.060546875,1359.509765625
q3_physical_training_coselection_single,1364,177.150390625,157.158203125,229.9599609375,199.15625,274.7294921875,1363.486328125
q3_physical_training_coselection_single,1368,177.6826171875,157.673828125,230.7568359375,199.9921875,275.4013671875,1367.416015625
q3_physical_training_coselection_single,1372,178.3408203125,158.5576171875,231.583984375,200.9365234375,276.064453125,1371.6015625
q3_physical_training_coselection_single,1376,178.9501953125,159.205078125,232.158203125,201.6474609375,276.765625,1375.421875
q3_physical_training_coselection_single,1380,179.5166015625,159.6181640625,232.7783203125,202.0673828125,277.59375,1379.45703125
q3_physical_training_coselection_single,1384,180.1318359375,160.2001953125,233.4931640625,202.8544921875,278.25390625,1383.521484375
q3_physical_training_coselection_single,1388,180.6572265625,160.5703125,234.2080078125,203.4892578125,278.99609375,1387.447265625
q3_physical_training_coselection_single,1392,181.35546875,161.4541015625,234.810546875,204.48828125,279.6142578125,1391.4453125
q3_physical_training_coselection_single,1396,181.943359375,161.8720703125,235.6611328125,204.9169921875,280.2509765625,1395.427734375
q3_physical_training_coselection_single,1400,182.5908203125,162.392578125,236.2880859375,205.4052734375,280.9794921875,1399.46875
