candidate,design,split,level,count,p10_common_recovery,median_common_recovery,p90_common_recovery,p10_relative_error,median_relative_error,p90_relative_error,p10_damage,mean_damage,median_damage,p90_damage
D4_g16_layer_functional,D,train,4,258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4_g16_layer_functional,D,validation,2,135,-0.17760066905107258,0.29901478716171437,0.5982164452896391,0.4121065318584442,0.48584750294685364,0.5879797101020813,0.0463728129863739,7.180910491005138,0.21982817351818085,22.13411712646486
D4_g16_layer_functional,D,validation,3,135,0.6086621985528732,0.7609760496019342,0.8751416001923669,0.2350326508283615,0.28659185767173767,0.3330176770687103,0.013458910584449767,1.7244764407441295,0.07935702800750732,6.053376007080081
D4_g16_layer_functional,D,validation,4,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E16_g64_layer_functional,E,test,2,152,-0.18495284308295443,0.250521701992017,0.5350280975170538,0.4236884444952011,0.5015390515327454,0.5874171018600464,0.04516575112938881,5.445588601434506,0.2651910036802292,18.26549873352051
E16_g64_layer_functional,E,test,3,152,0.6071501765046854,0.7867118044728241,0.8726021393228816,0.2381848007440567,0.27892571687698364,0.3247844398021698,0.012771028745919467,1.6221321149802719,0.08676488324999809,5.8692359447479285
E16_g64_layer_functional,E,test,4,152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E16_g64_layer_functional,E,train,2,258,-0.08769241278592027,0.2419631679504275,0.5707223266005428,0.39173472821712496,0.48269860446453094,0.5738280117511749,0.050189688056707385,5.5773041337049865,0.23323871195316315,19.84943141937256
E16_g64_layer_functional,E,train,3,258,0.5697293514405023,0.7834011027183814,0.8817448036029866,0.22357894331216813,0.2697324752807617,0.32455710470676424,0.01654147878289223,1.4481083870695746,0.07575686275959015,5.02337989807129
E16_g64_layer_functional,E,train,4,258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E16_g64_layer_functional,E,validation,2,135,-0.21945917954279065,0.22226757863328683,0.5143656346333149,0.4274830937385559,0.5054678320884705,0.5840215921401978,0.058509898185729985,7.076318304282096,0.25004592537879944,21.487499237060547
E16_g64_layer_functional,E,validation,3,135,0.5808137318314334,0.7959673425497564,0.8820757202720714,0.23308388590812684,0.279185950756073,0.32240610122680663,0.015348953194916248,1.536112635217055,0.07048764824867249,5.073970603942872
E16_g64_layer_functional,E,validation,4,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E32_g64_layer_functional,E,test,2,152,-0.1443213766407918,0.22656496857177166,0.602158945475489,0.42281553745269773,0.4964168220758438,0.582959794998169,0.04119885191321373,5.566540850167113,0.2719585746526718,16.8737871170044
E32_g64_layer_functional,E,test,3,152,0.595718000093664,0.7796174283914798,0.8830847109803502,0.22936850637197495,0.27591633796691895,0.32904520332813264,0.014539634622633458,1.5881306834941682,0.08144205808639526,5.517275285720826
E32_g64_layer_functional,E,test,4,152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E32_g64_layer_functional,E,train,2,258,-0.15353571983873288,0.2650519518656137,0.6007405483842317,0.3984759092330933,0.4840778559446335,0.5635062992572785,0.04995155148208141,5.776325913377164,0.24035199731588364,20.459719657897967
E32_g64_layer_functional,E,train,3,258,0.5676322488584483,0.77956521520694,0.8896459661615784,0.2219674900174141,0.2703733891248703,0.3245166093111038,0.017197238653898238,1.522608797564063,0.07186612114310265,5.621305656433107
E32_g64_layer_functional,E,train,4,258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E32_g64_layer_functional,E,validation,2,135,-0.23402036937777265,0.2048089553436645,0.5762682957938201,0.4225880801677704,0.49917852878570557,0.5745998144149781,0.057066218554973604,7.327978629605086,0.26298788189888,22.826293182373064
E32_g64_layer_functional,E,validation,3,135,0.5724980560153748,0.7817455109374951,0.8809304477370196,0.2293519675731659,0.2793022096157074,0.31849210858345034,0.01562202163040638,1.6442086349344915,0.07728458195924759,6.231150627136233
E32_g64_layer_functional,E,validation,4,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E64_g64_layer_functional,E,test,2,152,-0.12271402402725662,0.24577519353546767,0.5737640894911187,0.42140451073646545,0.4911182075738907,0.5767987191677093,0.039994945749640465,4.928856246430721,0.240684375166893,17.749168777465826
E64_g64_layer_functional,E,test,3,152,0.5701038019797228,0.7860857027060462,0.8833693046436407,0.22913252413272858,0.2746204286813736,0.32397775650024413,0.01325659090653062,1.583325679876572,0.07708247750997543,5.481105041503909
E64_g64_layer_functional,E,test,4,152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E64_g64_layer_functional,E,train,2,258,-0.09054447625454687,0.28110458094510143,0.5936143274445705,0.3910685509443283,0.47891928255558014,0.5717091381549836,0.04705882333219052,5.37245025762263,0.2525226101279259,19.171198463439946
E64_g64_layer_functional,E,train,3,258,0.583188937757131,0.7838745672320038,0.8847023856774784,0.2230404868721962,0.2669731229543686,0.3239771544933319,0.015669546276330947,1.4848892109995606,0.07399430498480797,5.497775173187256
E64_g64_layer_functional,E,train,4,258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E64_g64_layer_functional,E,validation,2,135,-0.23293039066139704,0.2251044836497904,0.5394387612238073,0.42025155425071714,0.5000929832458496,0.5738559603691101,0.05023521110415459,6.780576807198425,0.2747403383255005,22.704357910156272
E64_g64_layer_functional,E,validation,3,135,0.5999892459054652,0.7879241714992641,0.8850209506818273,0.22538283765316008,0.2790675759315491,0.31880785822868346,0.014906502142548562,1.6260373069525318,0.06867004185914993,6.037025070190432
E64_g64_layer_functional,E,validation,4,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_pr4_2p25,baseline,test,2,152,0.0,0.0,0.0,0.48105011582374574,0.5498372316360474,0.8279239118099213,0.05166441611945629,8.10061761191556,0.3977434039115906,21.729197692871104
baseline_pr4_2p25,baseline,test,3,152,0.37840093751509934,0.6435200604123998,0.7712187935766778,0.28821956515312197,0.3337961584329605,0.5352117002010346,0.018682729452848434,2.8652369567058296,0.13481275737285614,8.097995376586923
baseline_pr4_2p25,baseline,test,4,152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_pr4_2p25,baseline,train,2,258,0.0,0.0,0.0,0.47607797384262085,0.5437345206737518,0.8148705065250397,0.06747954115271569,7.594418275054515,0.383976474404335,23.021547317504897
baseline_pr4_2p25,baseline,train,3,258,0.35406441804685274,0.6388087040818164,0.767599723408178,0.2848503977060318,0.3274081200361252,0.5555145680904389,0.026839612610638143,2.546424330683252,0.13475294411182404,7.871360921859744
baseline_pr4_2p25,baseline,train,4,258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_pr4_2p25,baseline,validation,2,135,0.0,0.0,0.0,0.48199294209480287,0.5491614937782288,0.790753960609436,0.0666626051068306,10.07231636999382,0.3598823547363281,29.560279846191413
baseline_pr4_2p25,baseline,validation,3,135,0.4150597852596071,0.6532991669821606,0.7734571734418378,0.2914263904094696,0.33184245228767395,0.5292658090591431,0.020501994341611863,3.1170628893016663,0.12508942186832428,9.693037796020532
baseline_pr4_2p25,baseline,validation,4,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learned_16_leaf_scalar_global,learned_16_leaf,test,2,152,-0.6555400032002454,-0.0981880871446612,0.2491802141122148,0.4941602885723114,0.5770027339458466,0.8527174890041351,0.061851728707551956,9.202543109483821,0.4480316638946533,23.74429626464844
learned_16_leaf_scalar_global,learned_16_leaf,test,3,152,0.48351994588872366,0.6996218248997462,0.8394758145013805,0.25855663418769836,0.30578239262104034,0.38512617349624634,0.018120885640382767,2.1216825898675444,0.1247929185628891,6.319715166091923
learned_16_leaf_scalar_global,learned_16_leaf,test,4,152,0.8383060432569759,0.9148956310753706,0.95568847017856,0.14373849630355834,0.17343354225158691,0.1928889513015747,0.0054836682975292214,0.768767623217029,0.03183967433869839,2.027649974822999
learned_16_leaf_scalar_global,learned_16_leaf,train,2,258,-0.5984857798283648,-0.10681553826362444,0.29384033438372165,0.49471781849861146,0.576105535030365,0.8457476615905762,0.08262517228722573,8.27756395371443,0.4380841851234436,22.848209381103516
learned_16_leaf_scalar_global,learned_16_leaf,train,3,258,0.5195172305922662,0.700800447093264,0.834072664763829,0.25737259089946746,0.30746395885944366,0.385129526257515,0.022376182302832604,1.8334199507078228,0.11591210216283798,5.994109678268434
learned_16_leaf_scalar_global,learned_16_leaf,train,4,258,0.8445021377138081,0.9178454750611312,0.9556560490962429,0.14209352433681488,0.17168395221233368,0.19035707712173464,0.006429274193942547,0.6030702278850052,0.03164023719727993,1.580327367782593
learned_16_leaf_scalar_global,learned_16_leaf,validation,2,135,-0.7120578044486798,-0.115650615579596,0.2730331744380858,0.5096130013465882,0.5745440125465393,0.7903932690620422,0.06142101138830185,10.730637490418221,0.4252815246582031,25.971923065185567
learned_16_leaf_scalar_global,learned_16_leaf,validation,3,135,0.43629651564093275,0.7079070928549126,0.8407020425153873,0.26510892510414125,0.3052372634410858,0.38111110329627995,0.019057583063840866,2.2819268295058497,0.11975237727165222,7.652253913879395
learned_16_leaf_scalar_global,learned_16_leaf,validation,4,135,0.8412170896457958,0.9157182309166927,0.9623992957705281,0.14272188246250153,0.1734783798456192,0.18852834701538088,0.0057487193495035175,0.7879514342475752,0.03125603869557381,2.087025785446168
