candidate,design,split,level,count,p10_common_recovery,median_common_recovery,p90_common_recovery,p10_relative_error,median_relative_error,p90_relative_error,p10_damage,mean_damage,median_damage,p90_damage
C8_g32_layer_functional,C,train,3,258,0.5780668148815591,0.7740289427476821,0.8914893196737744,0.22020472586154938,0.2680615335702896,0.32843156456947326,0.016906147077679633,1.5521575567012926,0.07595665752887726,5.1492149353027346
C8_g32_layer_functional,C,train,4,258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8_g32_layer_functional,C,validation,2,135,-0.08941159096514667,0.22809840787329216,0.5635399062184825,0.4107269048690796,0.495983362197876,0.5758925676345825,0.05370314717292786,6.703188267157033,0.22796082496643066,17.240757369995126
C8_g32_layer_functional,C,validation,3,135,0.6204597850884017,0.8038765115782625,0.894785306148783,0.2253684103488922,0.2822610139846802,0.32663109302520754,0.013700160384178161,1.5443671895708475,0.07111110538244247,4.674269676208498
C8_g32_layer_functional,C,validation,4,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4_g16_layer_functional,D,test,2,152,-0.13530922693553243,0.3055103327413918,0.5884374011816735,0.4082242757081985,0.4809158891439438,0.5877894222736358,0.03536912612617016,5.142604455437609,0.2653575837612152,14.578293418884277
D4_g16_layer_functional,D,test,3,152,0.56153465829831,0.7705916308944798,0.8640173993507025,0.23717453181743622,0.27831384539604187,0.3374815165996552,0.012299765087664127,1.6616640820161832,0.09092140197753906,5.846532392501833
D4_g16_layer_functional,D,test,4,152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4_g16_layer_functional,D,train,2,258,-0.05687148999797433,0.3164201603795083,0.6158994716621562,0.4004109472036362,0.46951207518577576,0.566379714012146,0.04717463068664074,5.276436652461168,0.22657261788845062,19.22273998260499
D4_g16_layer_functional,D,train,3,258,0.5420195839444538,0.7514214673041684,0.8813787820732562,0.22520141750574113,0.27710799872875214,0.3354731947183609,0.0158088069409132,1.556357363397761,0.09856272116303444,5.056429767608643
