candidate,design,objective,sharing,projection,split,level,count,p10_relative_error,median_relative_error,p90_relative_error,p10_damage,median_damage,p90_damage,summed_damage,median_own_recovery
B16_g32_global_activation,B,activation_projection,global_projection,down,train,4,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,down,validation,2,135,0.2966211915016174,0.3463769853115082,0.381070077419281,0.02223678007721901,0.11497243493795395,9.098221969604493,387.8074007509276,0.0
B16_g32_global_activation,B,activation_projection,global_projection,down,validation,3,135,0.17307302951812745,0.20189182460308075,0.21617768108844757,0.007811549305915833,0.03371065855026245,2.937975978851323,111.8538258310873,0.6698876619338989
B16_g32_global_activation,B,activation_projection,global_projection,down,validation,4,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,gate,test,2,152,0.10621878579258918,0.22200798988342285,0.2803100198507309,1.3955493330955506,10.161279201507568,71.96205978393556,3973.546854019165,0.0
B16_g32_global_activation,B,activation_projection,global_projection,gate,test,3,152,0.042591269314289096,0.12209470942616463,0.15834705531597137,0.4600224196910858,3.177112579345703,12.02177495956421,852.5655727982521,0.7092629671096802
B16_g32_global_activation,B,activation_projection,global_projection,gate,test,4,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,gate,train,2,258,0.10178169161081314,0.22008460760116577,0.2795458108186722,1.3188236236572266,10.448177337646484,64.94064178466797,6490.0371832847595,0.0
B16_g32_global_activation,B,activation_projection,global_projection,gate,train,3,258,0.04105548709630966,0.12169672921299934,0.15964751690626147,0.47611867487430576,3.232546091079712,11.73959493637085,1439.796280413866,0.7018035054206848
B16_g32_global_activation,B,activation_projection,global_projection,gate,train,4,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,gate,validation,2,135,0.1090989887714386,0.22219908237457275,0.2781636297702789,1.4175330638885497,9.63306713104248,69.40151824951177,3518.018578529358,0.0
B16_g32_global_activation,B,activation_projection,global_projection,gate,validation,3,135,0.043088389188051225,0.12416825443506241,0.15593500435352325,0.4542741537094116,3.1519908905029297,12.042327308654786,776.6633858680725,0.710554838180542
B16_g32_global_activation,B,activation_projection,global_projection,gate,validation,4,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,up,test,2,152,0.16724766343832015,0.2845747768878937,0.3623859345912933,1.450214946269989,8.703285694122314,33.64458084106445,2077.1059000492096,0.0
B16_g32_global_activation,B,activation_projection,global_projection,up,test,3,152,0.09033055230975151,0.15640410035848618,0.20259564071893693,0.42684953510761264,2.8072614669799805,9.943293476104737,612.7583430111408,0.694976270198822
B16_g32_global_activation,B,activation_projection,global_projection,up,test,4,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,up,train,2,258,0.16495410799980165,0.280891090631485,0.35712726712226867,1.4765305042266847,8.80861759185791,34.465003204345706,3524.364810228348,0.0
B16_g32_global_activation,B,activation_projection,global_projection,up,train,3,258,0.08740596920251846,0.1571418046951294,0.2003104865550995,0.4478741317987442,2.769793391227722,9.599277687072755,1032.7508138418198,0.6943699717521667
B16_g32_global_activation,B,activation_projection,global_projection,up,train,4,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_activation,B,activation_projection,global_projection,up,validation,2,135,0.16173769235610963,0.29087984561920166,0.3645887792110443,1.446763849258423,7.986146926879883,40.61689605712891,2022.0285614728928,0.0
B16_g32_global_activation,B,activation_projection,global_projection,up,validation,3,135,0.08672158867120743,0.16017070412635803,0.19873898029327394,0.4299663543701172,2.567953109741211,10.333313179016114,570.9869877099991,0.6991208791732788
B16_g32_global_activation,B,activation_projection,global_projection,up,validation,4,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,test,2,152,0.29561361074447634,0.33528463542461395,0.3705880969762802,0.020299176312983037,0.10113256797194481,8.083991956710816,315.04662329051644,0.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,test,3,152,0.17589214444160461,0.19932962954044342,0.21366437822580336,0.0073181434068828825,0.04451950266957283,3.0736417531967186,133.41937984433025,0.625869631767273
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,test,4,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,train,2,258,0.25990907549858094,0.32277895510196686,0.3622546076774597,0.018931258469820023,0.09088609740138054,7.540433216094979,534.0899862595834,0.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,train,3,258,0.15803731381893157,0.1936057209968567,0.21186776459217072,0.007470076205208898,0.040275078266859055,2.9163676977157595,206.80083285062574,0.621410459280014
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,train,4,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,validation,2,135,0.29657326340675355,0.34725871682167053,0.379592102766037,0.024014517664909363,0.12705841660499573,9.492972946166997,336.18227884126827,0.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,validation,3,135,0.17385302484035492,0.20048946142196655,0.2158062279224396,0.00707241827622056,0.037875041365623474,2.691616010665894,111.40585127915256,0.6707813739776611
B16_g32_global_functional,B,expert_functional_proxy,global_projection,down,validation,4,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B16_g32_global_functional,B,expert_functional_proxy,global_projection,gate,test,2,152,0.13295493721961976,0.22939278185367584,0.28439816236495974,1.5226733684539795,10.142313957214355,99.33312225341797,4883.737053871155,0.0
