projection,family_id,zero_fraction,half_fraction,sign_imbalance,abs_mean,variance,max_rms_ratio,scale_exponent,activation_weighted_importance,layer,stratum_cold,stratum_median,stratum_hot,leaf_00_fraction,leaf_01_fraction,leaf_02_fraction,leaf_03_fraction,leaf_04_fraction,leaf_05_fraction,leaf_06_fraction,leaf_07_fraction,leaf_08_fraction,leaf_09_fraction,leaf_10_fraction,leaf_11_fraction,leaf_12_fraction,leaf_13_fraction,leaf_14_fraction,leaf_15_fraction
gate,14,0.08683757360293301,0.16479418953449618,-0.0025798169641190116,2.1236650788801246,7.149279989940354,2.2520150566561967,-7.893234085101655,0.07315403324047948,17.679146761470946,0.3120764359515609,0.33662926341517607,0.35129430063326295,0.042741778691256525,0.0820811576491501,0.06962420842128653,0.057556104877235864,0.05542439728919009,0.0653885679368959,0.07255791023219642,0.05282051994222864,0.04409579491167648,0.08271303188534607,0.06999916675924897,0.058441423175202754,0.07471044883901788,0.07947728030218865,0.06429146761470948,0.028076741473169648
gate,15,0.07946635730858469,0.15834231024196221,-0.0329986923748941,2.239082698044415,8.081372709593554,2.2304694208436584,-7.898574743122307,0.1054180738978745,20.78157109711634,0.386145177328472,0.2863771958899569,0.3274776267815711,0.03955709313887968,0.07950778919456414,0.07257830626450117,0.06637388133907855,0.04430104408352668,0.049562893602916804,0.05467973152137885,0.07808874709976799,0.03990926416970501,0.07883452104739808,0.07301334106728538,0.06526557838912828,0.07493992376532979,0.07422522373218429,0.06760647994696718,0.04155618163738813
up,0,0.7537110459466962,0.05134517282065519,0.0011785534840577556,0.4086163069128262,0.9257405147097099,0.6581372336372278,-19.534980566352026,0.03159363935762714,5.686354802887285,0.3582037756801777,0.23105219322598555,0.4107440310938368,0.7392746217379234,0.02335291157690172,0.02640893947806774,0.0256715019433648,0.027530278317601332,0.01252776235424764,0.007016501249305941,0.0011386903109383676,0.014436424208772903,0.02799226124375347,0.025001301360355357,0.02004745627429206,0.025810313714603,0.014052522903942254,0.00839811215991116,0.0013404011660188783
up,1,0.07191037115030272,0.15464321751338073,-0.010738942273334764,1.9761121347723085,5.8770065073319735,2.288127527526045,-7.93787838904975,0.06687166999187169,15.71176625427744,0.2971834693340353,0.3655347898569799,0.3372817408089848,0.03656115644467842,0.0761521672369922,0.0791683118364482,0.07149907870492235,0.0879672282179521,0.07860621216109502,0.051258006492936735,0.014447332631394227,0.035349214705624285,0.07849105027638853,0.0751403878213565,0.06751502588400456,0.06821148109151531,0.07966186277090462,0.07137294902167236,0.02859853470211459
up,2,0.07047720797720798,0.14770299145299146,0.03360946164310132,2.3895744301994304,8.90739266159188,2.068983276651116,-8.162678062678063,0.13030050348890054,20.82877492877493,0.3868945868945869,0.31680911680911683,0.2962962962962963,0.03576388888888889,0.07365562678062679,0.06693376068376068,0.06310541310541311,0.06956908831908831,0.07846331908831909,0.0777599715099715,0.05089921652421652,0.03471331908831909,0.07404736467236467,0.0666755698005698,0.06451210826210826,0.04235220797720798,0.05483440170940171,0.06488603988603989,0.08182870370370371
up,3,0.07068103717588253,0.14410535770071853,-0.03597839015975565,2.3743898391127773,8.793078197609146,2.0792260563995493,-8.14058106841612,0.11474609414329097,21.03342705404561,0.38769134645423303,0.31302717900656046,0.2992814745392065,0.034569275226491725,0.07247735082786629,0.06881638550452983,0.06597547641362074,0.04135426429240862,0.0531474539206498,0.0638765229615745,0.08226921274601687,0.036111761949390815,0.07162800687285223,0.06910926273039675,0.06538972196188692,0.07189159637613246,0.07838370821618244,0.0764214308028741,0.0485785691971259
up,4,0.07018469228771748,0.14901162035834847,0.013182500607754253,1.8985653077122826,5.305348980987081,2.2681046717199713,-7.881329524798754,0.09767736042262277,15.238898987276032,0.3541937159179434,0.37886263308231627,0.2669436509997403,0.0462217605816671,0.05842638275772526,0.07287068293949624,0.10576798234224877,0.0812532459101532,0.08021455466112698,0.055651129576733314,0.016732666839781876,0.023962931706050378,0.09058523760062322,0.07639249545572578,0.0593271228252402,0.09010646585302519,0.07762594131394443,0.05062808361464555,0.014233316021812516
up,5,0.08067335415665546,0.15888094666025948,0.0003074742873092661,2.1140962878423837,6.990338389934227,2.2638122425808005,-7.9944257568476695,0.08147475339116307,18.518885151369535,0.31484863046612205,0.34694858241230175,0.33820278712157614,0.039737506006727534,0.08046311869293608,0.0706601393560788,0.061439812590100916,0.08390197020663143,0.07856799615569438,0.061310667948101874,0.023423234022104757,0.04093584814992792,0.0784178279673234,0.07155514175876983,0.06334394521864488,0.05396143680922633,0.066473450264296,0.07310788082652571,0.05270002402691014
up,6,0.12505797773654917,0.1663961038961039,0.08373818768618638,1.7958096590909092,5.155634779213532,2.349317868863939,-7.838589981447124,0.10295718691403043,14.413729128014843,0.37059369202226344,0.37987012987012986,0.24953617810760667,0.04367173005565863,0.08612592764378478,0.08231389146567718,0.07366071428571429,0.08131377551020408,0.07721185064935066,0.055310760667903525,0.018147031539888683,0.08138624768089053,0.08027017625231911,0.056774698515769946,0.03984519944341373,0.08647379406307978,0.07425498608534323,0.04813601576994434,0.015103200371057513
up,7,0.08076488011941413,0.15719458438287154,-0.001336516321948544,2.1296908526914824,7.071173403754432,2.251547993536215,-8.002239014833473,0.08667148027582004,18.486612557141523,0.3050657710607333,0.34387536150760334,0.3510588674316634,0.04046261311689523,0.07802150387162982,0.07028115962309917,0.06244169232204497,0.05417657897191902,0.0671500373169139,0.07431313555368971,0.052689733184065675,0.04030226700251889,0.07917308051124172,0.0698030366638679,0.06228134620766863,0.08178234909972945,0.08024011101781883,0.0624212846347607,0.024460070902136394
up,8,0.11238298127700432,0.190185429668747,-0.051781694038355204,1.6944273583773404,4.558025123863568,2.3664087475462137,-7.747959673547768,0.08100405371812144,16.159145463274125,0.34661545847335573,0.3511761881901104,0.30220835333653384,0.03645583293326932,0.10078612578012482,0.06597305568891022,0.04490968554968795,0.09423007681228997,0.0667231757081133,0.03924627940470475,0.009083953432549207,0.075927148343735,0.08939930388862218,0.08663136101776284,0.0761221795487278,0.0729491718674988,0.0753645583293327,0.05205832933269323,0.014139762361977917
up,9,0.14102664576802507,0.19329937304075234,-0.05248854807512903,1.6267045454545455,4.424377938871474,2.4397242891377418,-7.686520376175548,0.10027039134211664,14.882131661442006,0.39059561128526643,0.3630094043887147,0.2463949843260188,0.08961598746081505,0.09130094043887148,0.0674960815047022,0.04845219435736677,0.08293495297805642,0.06287225705329154,0.04267241379310345,0.01161833855799373,0.05141065830721003,0.10199843260188088,0.082641065830721,0.06381269592476489,0.08030956112852665,0.06338166144200627,0.04551332288401254,0.013969435736677116
up,10,0.09283950919045757,0.18287421783339852,-0.02611014117405325,1.6694948914743841,4.2605302711459965,2.3414837986312436,-7.708056315995307,0.0848912519601256,16.380719593273366,0.3394603050449746,0.3523660539694955,0.3081736409855299,0.06236556511536957,0.10329487680876026,0.07802111849824013,0.05511830269847477,0.08944808369182636,0.06858012319123974,0.03958496284708643,0.007620013687915526,0.030473944075087994,0.07957934102463825,0.09015692217442316,0.08738267500977709,0.08748655651153696,0.06875122213531482,0.043306364880719594,0.008829927649589363
up,11,0.08425398633257403,0.16787015945330297,0.014511777170692554,1.905233485193622,5.585851678174829,2.320550931765441,-7.899225512528473,0.06598098976516138,15.605922551252847,0.2960364464692483,0.370751708428246,0.3332118451025057,0.040128132118451024,0.08343963553530752,0.07642653758542141,0.06382403189066059,0.06640945330296127,0.07723519362186788,0.07054384965831435,0.02673974943052392,0.04412585421412301,0.08443052391799545,0.07761104783599089,0.06343678815489749,0.09109054669703873,0.07574601366742596,0.046531890660592254,0.012280751708428246
up,12,0.1091656816390859,0.21072202521670608,-0.01487063376840132,1.5263587224192277,3.7449865078155784,2.5198467132658164,-7.53408195429472,0.10513070175475515,19.32289204097715,0.3455476753349094,0.3333333333333333,0.3211189913317573,0.05821513002364066,0.10489928092986604,0.0918784475965327,0.07005393026004728,0.10931343577620173,0.039511918833727344,0.018684741922773838,0.004057082348305752,0.05095055161544523,0.10582274428684003,0.08849857171000788,0.06843479117415288,0.06386672576832152,0.06169966509062254,0.0504334121355398,0.013679570527974784
up,13,0.06419447340980187,0.1443561001042753,0.009044886223947933,1.8998522766770942,5.298857825805961,2.290025251749534,-7.873131734445603,0.09577780662286657,15.326034063260341,0.3534932221063608,0.3722627737226277,0.27424400417101147,0.03940736878693083,0.08484315258950295,0.08244264859228363,0.06920185957594717,0.07727233229058046,0.07868439346541536,0.05986053180396246,0.019866614529023288,0.024787104622871047,0.05951294751477233,0.07225408411539798,0.10615441432047272,0.09871393812999653,0.07054874869655892,0.04353493222106361,0.012914928745220716
up,14,0.13776133586749933,0.23855382840076025,0.02726692662232259,1.3850673703502578,3.1877213373735747,2.5425607894640594,-7.410534890035297,0.1052386909405223,19.930219929405375,0.3478142818354602,0.32663589465109966,0.32554982351344014,0.0648503258213413,0.11564112136844963,0.09192573988596253,0.06356910127613359,0.0877426690198208,0.04854228889492262,0.030647569915829488,0.004709136573445561,0.07291101004615802,0.12291270703231062,0.07856197393429269,0.04892411077925604,0.0920784686396959,0.04593741515069237,0.026820866141732284,0.004225495519956557
up,15,0.10661018178302069,0.2090867337072133,0.014552599531024023,1.4931227035389674,3.53415032074913,2.516828598931873,-7.488106749178109,0.10837854271876218,20.221620576290853,0.3496422355443821,0.3299168439373429,0.320440920518275,0.05319933281763682,0.10329239992264552,0.09168922838909302,0.07233247921098433,0.07154080448655965,0.059158044865596594,0.045034809514600656,0.01041263778766196,0.053410848965383874,0.10579433378456778,0.09462023786501644,0.07313019725391608,0.10775236898085477,0.036525817056662156,0.018407948172500483,0.0036985109263198606
