candidate,design,packet,budget_bpw,count,p10_common_recovery,median_common_recovery,p90_common_recovery,p10_own_recovery,median_own_recovery,p90_own_recovery,p10_damage,median_damage,p90_damage,median_logical_bpw,median_physical_bpw,median_page_amplification,median_gate_bytes,median_up_bytes,median_down_bytes,median_gate_q2_q3,median_up_q2_q3,median_down_q2_q3,median_gate_q3_q4,median_up_q3_q4,median_down_q3_q4
D4_g16_layer_functional,D,paired,1.25,152,0.946236209911588,0.9701100384987569,0.9868619223859183,0.9263855417277839,0.9574248766212766,0.9794979152189187,0.0013331272988580168,0.01000391086563468,0.7048704385757446,1.25,1.25,1.0,163840.0,196608.0,131072.0,1280.0,1536.0,256.0,1280.0,1536.0,256.0
D4_g16_layer_functional,D,paired,1.5,152,0.9712681269371495,0.9854003137852877,0.9978317893292796,0.9586882744663711,0.9795065887439043,0.9967073355409336,0.00011578932244447063,0.006282419199123979,0.36454929709434514,1.5,1.5,1.0,262144.0,262144.0,131072.0,2048.0,2048.0,256.0,2048.0,2048.0,256.0
D4_g16_layer_functional,D,paired,2.0,152,0.9999999999988125,0.9999999999993826,0.999999999999684,0.9999999999978234,0.9999999999991318,0.9999999999995554,3.067962482910906e-14,2.5024890471479766e-13,1.1998238600569039e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
D4_g16_layer_functional,D,separate,0.25,152,0.5543535805576016,0.7098836580186259,0.8594565104905469,0.4351685340169123,0.5761570721060996,0.7190375769945045,0.013842168916016818,0.10718309134244919,6.793081617355347,0.25,0.25,1.0,32768.0,32768.0,32768.0,440.0,456.0,94.0,40.0,40.0,44.0
D4_g16_layer_functional,D,separate,0.5,152,0.7308887734086856,0.8334950020742703,0.9311523444052816,0.6394547152752507,0.7690768175224147,0.8726753606087901,0.006206710822880269,0.058333730325102806,4.292675852775576,0.5,0.5,1.0,65536.0,65536.0,65536.0,820.0,884.0,168.0,152.0,144.0,88.0
D4_g16_layer_functional,D,separate,0.75,152,0.8124988818249747,0.9060781128715767,0.9574416709289503,0.7443452504235999,0.8582762007312175,0.922872161574405,0.0033951371675357226,0.03695094957947731,2.6610200643539432,0.75,0.75,1.0,98304.0,98304.0,98304.0,1184.0,1232.0,226.0,280.0,316.0,150.0
D4_g16_layer_functional,D,separate,1.0,152,0.8742540961634677,0.9395066098107439,0.972360587261513,0.8337747383199218,0.9127195881463142,0.9495108562980311,0.0025502432603389026,0.02309716958552599,1.515813803672791,1.0,1.0,1.0,131072.0,131072.0,131072.0,1476.0,1572.0,282.0,488.0,560.0,199.0
D4_g16_layer_functional,D,separate,1.25,152,0.9232327829366715,0.962256965300071,0.983598414557092,0.9019919565901365,0.9437365159540577,0.9711550076287397,0.0016361461486667395,0.015681312419474125,1.069522202014923,1.25,1.25,1.0,147456.0,196608.0,131072.0,1668.0,1916.0,306.0,676.0,1140.0,224.0
D4_g16_layer_functional,D,separate,1.5,152,0.953140004351126,0.9793243521640073,0.9919262777025686,0.9415727846870324,0.9686553071612223,0.9844991717661307,0.0007197521394118666,0.008996710181236267,0.5741048157215118,1.5,1.5,1.0,229376.0,229376.0,163840.0,2016.0,2032.0,356.0,1552.0,1584.0,278.0
D4_g16_layer_functional,D,separate,2.0,152,0.9999999999988125,0.9999999999993826,0.999999999999684,0.9999999999978234,0.9999999999991318,0.9999999999995554,3.0683245386738804e-14,2.5024890471479766e-13,1.1998238600569039e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
E16_g64_layer_functional,E,paired,0.25,152,0.5672630793738204,0.7443621707960995,0.8551510570513025,0.4840211577194622,0.6354421264461634,0.7736335055863653,0.01161330631002784,0.09912260621786118,7.792668390274054,0.25,0.25,1.0,32768.0,32768.0,32768.0,256.0,256.0,64.0,256.0,256.0,64.0
E16_g64_layer_functional,E,paired,0.5,152,0.7547161557796508,0.8616567966137766,0.9419836576478886,0.6989997045372641,0.8197971024236494,0.89953780852362,0.0061338599771261215,0.05614674650132656,3.768847632408142,0.5,0.5,1.0,65536.0,65536.0,65536.0,512.0,512.0,128.0,512.0,512.0,128.0
E16_g64_layer_functional,E,paired,0.75,152,0.841820700554677,0.9234595271080466,0.96244514287273,0.8099640328491425,0.8972568169484085,0.9464055603297914,0.0034953577676787974,0.03465804643929005,2.1581898450851464,0.75,0.75,1.0,98304.0,98304.0,98304.0,768.0,768.0,192.0,768.0,768.0,192.0
E16_g64_layer_functional,E,paired,1.0,152,0.8978762005863459,0.9506337954392861,0.9758261899871765,0.8741520834159479,0.9338685290341212,0.9679643576273885,0.002154303900897503,0.021942559629678726,1.1376713871955872,1.0,1.0,1.0,131072.0,131072.0,98304.0,1024.0,1024.0,192.0,1024.0,1024.0,192.0
E16_g64_layer_functional,E,paired,1.25,152,0.9354994687103487,0.9718586596811212,0.9859303367204932,0.9221147555718215,0.9627165370635136,0.9807172245329742,0.001217514288146049,0.012776431627571583,0.7299738645553588,1.25,1.25,1.0,163840.0,196608.0,131072.0,1280.0,1536.0,256.0,1280.0,1536.0,256.0
E16_g64_layer_functional,E,paired,1.5,152,0.961027245362208,0.984899980753665,0.9970520062808994,0.9524629991961329,0.9799115154462117,0.99711585590535,0.00017207146156579257,0.007001548772677779,0.40585170090198536,1.5,1.5,1.0,262144.0,262144.0,131072.0,2048.0,2048.0,256.0,2048.0,2048.0,256.0
E16_g64_layer_functional,E,paired,2.0,152,0.999999999998782,0.9999999999993694,0.9999999999996732,0.9999999999982561,0.999999999999206,0.9999999999995678,3.370233135808771e-14,2.544940576635832e-13,1.524484791876059e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
E16_g64_layer_functional,E,separate,0.25,152,0.5155182515027932,0.6970763900373934,0.8399541707480047,0.4500519904690435,0.6033922732544512,0.720763151579295,0.01408323384821415,0.11818189173936844,7.906433629989625,0.25,0.25,1.0,32768.0,32768.0,32768.0,456.0,464.0,92.0,40.0,40.0,44.0
E16_g64_layer_functional,E,separate,0.5,152,0.7146420853553859,0.8300201788297974,0.9154829315314847,0.6331344287656383,0.7685505756345812,0.860589063658132,0.007589190639555455,0.067347951233387,4.620618963241578,0.5,0.5,1.0,65536.0,65536.0,65536.0,864.0,872.0,170.0,136.0,128.0,95.0
E16_g64_layer_functional,E,separate,0.75,152,0.8171192921944755,0.8961777733164207,0.9544548003959176,0.7658455022712092,0.8587076852547735,0.9128637784714406,0.004930384922772646,0.04015730693936348,2.798032450675966,0.75,0.75,1.0,98304.0,98304.0,98304.0,1228.0,1240.0,225.0,280.0,296.0,143.0
E16_g64_layer_functional,E,separate,1.0,152,0.8733977925316668,0.9326153364079879,0.9694756177945403,0.8401397972553821,0.9172946294007831,0.945321365181732,0.0030129949096590284,0.025401032529771328,1.5910572767257691,1.0,1.0,1.0,131072.0,131072.0,131072.0,1500.0,1572.0,294.0,472.0,552.0,204.0
E16_g64_layer_functional,E,separate,1.25,152,0.916623795549111,0.9590759103075017,0.9799277196664562,0.9010178197773981,0.9448551971693523,0.9679430078569871,0.0018283369834534826,0.016178065910935402,1.0717319965362548,1.25,1.25,1.0,163840.0,196608.0,131072.0,1720.0,1916.0,312.0,744.0,1128.0,238.0
E16_g64_layer_functional,E,separate,1.5,152,0.9517005720166127,0.9769743795012904,0.9904933167069719,0.9389268479891558,0.9690631631517461,0.9859173039877276,0.0007570449961349369,0.008952789474278688,0.613352108001709,1.5,1.5,1.0,229376.0,229376.0,163840.0,2000.0,2028.0,352.0,1552.0,1584.0,274.0
E16_g64_layer_functional,E,separate,2.0,152,0.999999999998782,0.9999999999993694,0.9999999999996732,0.9999999999982561,0.999999999999206,0.9999999999995678,3.370233135808771e-14,2.544940576635832e-13,1.524484791876059e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
E64_g64_layer_functional,E,paired,0.25,152,0.566645607862069,0.7572198062577169,0.8630456221201507,0.470929002644623,0.6598478276602627,0.7627201499279637,0.011051623336970807,0.09532836824655533,6.4654086112976135,0.25,0.25,1.0,32768.0,32768.0,32768.0,256.0,256.0,64.0,256.0,256.0,64.0
E64_g64_layer_functional,E,paired,0.5,152,0.7636922444506962,0.879694617237408,0.9463690171761117,0.7182733104255065,0.8252249005695218,0.9089858849792659,0.005057751759886742,0.0475451797246933,3.4140767097473166,0.5,0.5,1.0,65536.0,65536.0,65536.0,512.0,512.0,128.0,512.0,512.0,128.0
E64_g64_layer_functional,E,paired,0.75,152,0.8609738576591928,0.925063776673746,0.9674089998772288,0.8210310129762157,0.8899917381947964,0.9508900909957475,0.0028133173473179345,0.03327823244035244,2.1038883447647097,0.75,0.75,1.0,98304.0,98304.0,98304.0,768.0,768.0,192.0,768.0,768.0,192.0
E64_g64_layer_functional,E,paired,1.0,152,0.9103358322189442,0.9518235773164014,0.9792125031808857,0.8779574450858237,0.930564219705702,0.9694052409942847,0.002081240527331829,0.020295841619372368,1.2777015686035158,1.0,1.0,1.0,131072.0,131072.0,98304.0,1024.0,1024.0,192.0,1024.0,1024.0,192.0
E64_g64_layer_functional,E,paired,1.25,152,0.9444694055509119,0.971147212776428,0.986902242780962,0.9271476101754357,0.958388833571526,0.9809309576719751,0.0011930904351174832,0.012214264832437038,0.7840406358242038,1.25,1.25,1.0,163840.0,180224.0,131072.0,1280.0,1408.0,256.0,1280.0,1408.0,256.0
E64_g64_layer_functional,E,paired,1.5,152,0.9662908899539848,0.985462636052086,0.9976483148819978,0.9555254475393458,0.977500936197337,0.9972225733750304,0.00015046031621750443,0.006970175541937351,0.38872570097446446,1.5,1.5,1.0,262144.0,262144.0,131072.0,2048.0,2048.0,256.0,2048.0,2048.0,256.0
E64_g64_layer_functional,E,paired,2.0,152,0.9999999999988404,0.9999999999993561,0.9999999999996898,0.9999999999981841,0.9999999999991008,0.999999999999571,3.060049636642928e-14,2.3460244435048044e-13,1.5367056932502636e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
E64_g64_layer_functional,E,separate,0.25,152,0.5313984153643486,0.7217835950357301,0.8479302033499361,0.41765667218800845,0.5958367674223611,0.729103339252955,0.013958687335252762,0.11168498173356056,7.688341140747075,0.25,0.25,1.0,32768.0,32768.0,32768.0,456.0,456.0,90.0,40.0,32.0,44.0
E64_g64_layer_functional,E,separate,0.5,152,0.720205559300542,0.8431961131365152,0.9192183924609512,0.642770871435716,0.7678229635360456,0.8648301689837844,0.0073035994078964,0.06119105778634548,4.731224155426027,0.5,0.5,1.0,32768.0,65536.0,65536.0,500.0,896.0,168.0,104.0,140.0,94.0
E64_g64_layer_functional,E,separate,0.75,152,0.8125699714260569,0.9009986459099042,0.9508212560509437,0.7725625091811629,0.855946477520292,0.9163621307892004,0.004308888409286738,0.03982991352677345,2.712548589706422,0.75,0.75,1.0,98304.0,98304.0,98304.0,1224.0,1256.0,235.0,280.0,284.0,146.0
E64_g64_layer_functional,E,separate,1.0,152,0.8794320916837993,0.9334906103767214,0.9703766111692268,0.8453401445296727,0.9115736600332611,0.9462905177584273,0.002982167201116681,0.024524932727217674,1.726904892921448,1.0,1.0,1.0,98304.0,131072.0,131072.0,1292.0,1572.0,292.0,372.0,548.0,206.0
E64_g64_layer_functional,E,separate,1.25,152,0.9251957620510458,0.9583648442665422,0.9821778029965083,0.8967611823204876,0.9439602495162183,0.9678171679883506,0.0018015372566878795,0.013999106828123331,1.0285896301269533,1.25,1.25,1.0,163840.0,196608.0,131072.0,1732.0,1932.0,308.0,732.0,1152.0,246.0
E64_g64_layer_functional,E,separate,1.5,152,0.9551432549870112,0.9769405116406917,0.9907680889951068,0.9371450033067766,0.970420779698624,0.9852989642490686,0.0007334691938012839,0.009000407066196203,0.578866708278656,1.5,1.5,1.0,229376.0,229376.0,163840.0,2008.0,2028.0,354.0,1572.0,1588.0,275.0
E64_g64_layer_functional,E,separate,2.0,152,0.9999999999988404,0.9999999999993561,0.9999999999996898,0.9999999999981841,0.9999999999991008,0.999999999999571,3.06217531664604e-14,2.3460244435048044e-13,1.5367056932502636e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
baseline_pr4_2p25,baseline,paired,0.25,152,0.5262069690060793,0.6985320802227553,0.826099240872671,0.5262069272437381,0.6985320276481233,0.8260992895965321,0.01513872891664505,0.12346642464399338,8.138311100006105,0.25,0.25,1.0,32768.0,32768.0,32768.0,256.0,256.0,64.0,256.0,256.0,64.0
baseline_pr4_2p25,baseline,paired,0.5,152,0.7487747007470279,0.8546303481618069,0.928154945203095,0.7487746410534881,0.8546303621223682,0.9281549521927791,0.005756001127883792,0.05996737629175186,4.055268216133118,0.5,0.5,1.0,65536.0,65536.0,65536.0,512.0,512.0,128.0,512.0,512.0,128.0
baseline_pr4_2p25,baseline,paired,0.75,152,0.8394507767005712,0.9136143583609948,0.9578482143481652,0.839450803571433,0.9136143950842648,0.9578482275848952,0.0037065543467178943,0.03531443886458874,2.4932581424713147,0.75,0.75,1.0,98304.0,98304.0,98304.0,768.0,768.0,192.0,768.0,768.0,192.0
baseline_pr4_2p25,baseline,paired,1.0,152,0.8953821691424173,0.9462429678880461,0.9733221472918518,0.8953821562207943,0.9462429649695989,0.9733221605319149,0.002301968913525343,0.02209199871867895,1.511024534702301,1.0,1.0,1.0,131072.0,131072.0,98304.0,1024.0,1024.0,192.0,1024.0,1024.0,192.0
baseline_pr4_2p25,baseline,paired,1.25,152,0.9333874122298821,0.9661535232699123,0.9852269130568028,0.9333874298522309,0.9661535200263327,0.9852269113354023,0.0014498887117952108,0.01396362530067563,0.8519980370998385,1.25,1.25,1.0,163840.0,163840.0,131072.0,1280.0,1280.0,256.0,1280.0,1280.0,256.0
baseline_pr4_2p25,baseline,paired,1.5,152,0.9620009016264149,0.9844519640387985,0.9971170994853382,0.9620008992204534,0.9844519646090413,0.9971170988806516,0.00017978841788135474,0.007525319466367364,0.43602776825428036,1.5,1.5,1.0,262144.0,262144.0,131072.0,2048.0,2048.0,256.0,2048.0,2048.0,256.0
baseline_pr4_2p25,baseline,paired,2.0,152,0.9999999999989788,0.9999999999995184,0.9999999999997968,0.9999999999989788,0.9999999999995184,0.9999999999997968,1.909841269777824e-14,2.099777600059194e-13,1.1885606127776116e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
baseline_pr4_2p25,baseline,separate,0.25,152,0.426871716992396,0.6555312899985426,0.8055701334105418,0.4268716662810063,0.6555313162202565,0.8055702360277952,0.017484134621918203,0.15384051948785782,8.628763866424567,0.25,0.25,1.0,32768.0,32768.0,32768.0,416.0,456.0,100.0,88.0,40.0,34.0
baseline_pr4_2p25,baseline,separate,0.5,152,0.62735063205043,0.8033299126621418,0.8964310260019488,0.627350576911855,0.8033298636858903,0.8964310295797548,0.009061257541179656,0.08220883831381798,5.272180223464966,0.5,0.5,1.0,65536.0,65536.0,65536.0,752.0,888.0,181.0,188.0,124.0,79.0
baseline_pr4_2p25,baseline,separate,0.75,152,0.7571229428554785,0.8733782372423453,0.9368933918572936,0.7571229130737427,0.8733782834899366,0.9368934067127945,0.005759544530883432,0.05082748271524906,3.634343242645264,0.75,0.75,1.0,98304.0,98304.0,98304.0,1172.0,1240.0,245.0,336.0,264.0,136.0
baseline_pr4_2p25,baseline,separate,1.0,152,0.8396922897328735,0.9158372226350806,0.9588649104686782,0.839692446849875,0.9158372529051968,0.9588649005640901,0.0034261852735653527,0.03372843377292156,2.32258734703064,1.0,1.0,1.0,131072.0,131072.0,98304.0,1512.0,1552.0,259.0,584.0,456.0,157.0
baseline_pr4_2p25,baseline,separate,1.25,152,0.9047320120544704,0.9519294167483365,0.9764090966184142,0.9047320040653646,0.9519294065480832,0.976409103996146,0.002247245772741735,0.01945407036691904,1.1621195912361146,1.25,1.25,1.0,196608.0,163840.0,131072.0,1964.0,1752.0,318.0,1204.0,724.0,194.0
baseline_pr4_2p25,baseline,separate,1.5,152,0.9450210784444456,0.9752414972161202,0.9900127892084645,0.9450210740312198,0.9752415073110294,0.9900127868611054,0.0009372673055622726,0.011622915510088205,0.6786603629589082,1.5,1.5,1.0,262144.0,229376.0,163840.0,2048.0,2000.0,369.0,2048.0,1552.0,250.0
baseline_pr4_2p25,baseline,separate,2.0,152,0.9999999999989788,0.9999999999995184,0.9999999999997968,0.9999999999989788,0.9999999999995184,0.9999999999997968,1.909841269777824e-14,2.099777600059194e-13,1.1885606127776116e-11,2.0,2.0,1.0,262144.0,262144.0,262144.0,2048.0,2048.0,512.0,2048.0,2048.0,512.0
