mean_budget_pages_per_expert,charged_bpw,isolated_layers,initial_realized_energy_median,final_hidden_mse_median,final_hidden_mse_p90,final_route_churn_median,final_route_churn_p90,logit_kl_median,logit_kl_p90,logit_kl_max,absolute_delta_nll_median,absolute_delta_nll_p90,top1_agreement_mean
384,0.5234781901041666,40,0.002431424959041967,0.00010686702697849557,0.00020646124106866125,0.014204545454545463,0.019886363636363646,0.001514654446728637,0.002929760063879691,0.004551537093504339,0.005940570045306532,0.01640466898026302,0.9932926829268294
749,0.9987386067708334,40,0.000330439928062163,9.423180678489663e-05,0.00017937787932651036,0.014204545454545475,0.020170454545454568,0.0014026180273209543,0.0026624213707510777,0.003825576760856218,0.005008111725629219,0.018393523940699933,0.9951219512195122
