mean_budget_pages_per_expert,charged_bpw,injection_layer,observation_layer,layer_distance,requests,sequence_tokens,injected_positions,realized_delta_energy_all_tokens,hidden_error_energy_all_tokens,propagation_coefficient_all_tokens,propagation_coefficient_captured_positions,hidden_mse,rmsnorm_normalized_mse,cosine_distance,router_logit_kl,route_churn,route_top1_agreement,route_ordered_top8_agreement,baseline_capture_hidden_mse,baseline_capture_hidden_max_abs,baseline_capture_route_churn
749,0.9987386067708334,25,29,4,3,44,32,0.0004270582242479034,0.0036925040489718826,8.646371476570412,5.958166835472395,1.802980492662052e-06,0.00013190863432699064,1.3260029206177668e-05,8.949281558484188e-05,0.002840909090909081,1.0,0.8409090909090909,2.961321532273848e-06,0.03125,0.008522727272727253
749,0.9987386067708334,25,30,5,3,44,32,0.0004270582242479034,0.0074517170079078906,17.448948608895627,12.172501163017566,3.6385336952675247e-06,0.000185238688894901,2.403078190953271e-05,8.843423134293659e-05,0.011363636363636343,1.0,0.7272727272727273,6.498654249721302e-06,0.0625,0.02272727272727272
749,0.9987386067708334,25,31,6,3,44,32,0.0004270582242479034,0.011177832774365015,26.174025319499254,18.422944883940502,5.457926159357918e-06,0.00033074097077934487,0.00015828353870348734,0.00011065230259330173,0.008522727272727263,1.0,0.75,1.1588736961609669e-05,0.0380859375,0.008522727272727286
749,0.9987386067708334,25,32,7,3,44,32,0.0004270582242479034,0.015238210721938893,35.681810715096425,27.57765908292587,7.440532579071725e-06,0.0004064437655780226,0.00018651020919848514,0.00011244850703137025,0.03125000000000002,0.9772727272727273,0.5909090909090909,1.616593432613394e-05,0.0703125,0.042613636363636374
749,0.9987386067708334,25,33,8,3,44,32,0.0004270582242479034,0.018813554796824148,44.05384026957188,34.74668672582195,9.186306053136791e-06,0.00034037141774112756,0.00016600286215743225,0.00011246665854489679,0.008522727272727276,0.9772727272727273,0.7727272727272727,1.9177371118995655e-05,0.0625,0.011363636363636371
749,0.9987386067708334,25,34,9,3,44,32,0.0004270582242479034,0.03054058470562185,71.51386619332102,57.23726899158945,1.491239487579192e-05,0.00029961634899425824,0.00013202073088685898,0.00011260129420154618,0.011363636363636371,0.9772727272727273,0.7727272727272727,2.7082433087567313e-05,0.125,0.011363636363636343
749,0.9987386067708334,25,35,10,3,44,32,0.0004270582242479034,0.06069482919073463,142.12307770825606,103.51469480352738,2.9636147065788393e-05,0.0007920987195556599,0.0003755498739857553,0.00012718491754928755,0.019886363636363646,1.0,0.5909090909090909,3.7373300023382036e-05,0.125,0.017045454545454537
749,0.9987386067708334,25,36,11,3,44,32,0.0004270582242479034,0.08544526246193775,200.07871903747144,156.81949083011747,4.172131956149304e-05,0.0009304313767639536,0.0004567848076605576,0.0001582764547090831,0.019886363636363622,0.9772727272727273,0.6136363636363636,4.4140481916537574e-05,0.09375,0.02272727272727275
749,0.9987386067708334,25,37,12,3,44,32,0.0004270582242479034,0.12897920013347175,302.01783459531384,228.5850811850508,6.297812506517175e-05,0.001147182454028857,0.0005463363344948139,0.00015274135499926728,0.00852272727272728,0.9090909090909091,0.5454545454545454,6.414722333274044e-05,0.09375,0.005681818181818172
749,0.9987386067708334,25,38,13,3,44,32,0.0004270582242479034,0.17927322653651406,419.78638124165377,317.3645899988133,8.753575514478226e-05,0.0008716933872009492,0.00038725554769616666,0.00015280081990613525,0.025568181818181837,1.0,0.6818181818181818,8.752312901482252e-05,0.1875,0.02556818181818181
749,0.9987386067708334,25,39,14,3,44,32,0.0004270582242479034,0.21813272253149824,510.7798191116773,392.81418722810787,0.00010651011842358312,0.0009656279091705717,0.0004315845453374444,0.0001690411735197856,0.014204545454545442,0.9545454545454546,0.5,0.00010689580242290668,0.21875,0.02272727272727274
749,0.9987386067708334,26,26,0,3,44,32,0.00039979144301873566,0.00039979144301873566,1.0,1.0,1.9521066553649202e-07,1.5303438205595385e-05,1.401650719780449e-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0
749,0.9987386067708334,26,27,1,3,44,32,0.00039979144301873566,0.0021041686620512996,5.263165830071783,4.272351040320832,1.0274261045172362e-06,9.606879245811668e-05,7.930131716382178e-06,5.535146354800825e-05,0.008522727272727286,0.9772727272727273,0.8181818181818182,1.965380883373058e-06,0.017578125,0.008522727272727286
