layer,expert_id,projection,bits,relative_atom_mse,observed_master_prefix_levels
0,158,down,16,2.409724864094187e-09,43946
0,164,gate,2,1.3887773752212524,4
0,164,gate,4,0.09573756158351898,16
0,164,gate,8,0.00036855891812592745,256
0,164,gate,16,1.3476620930319427e-09,54049
0,164,up,2,0.8760790228843689,4
0,164,up,4,0.05379434674978256,16
0,164,up,8,0.00020839337958022952,256
0,164,up,16,7.872675289455344e-10,54582
0,164,down,2,2.577522039413452,4
0,164,down,4,0.14380134642124176,16
0,164,down,8,0.0005599757423624396,256
0,164,down,16,2.148391242684511e-09,41284
0,181,gate,2,1.8662903308868408,4
0,181,gate,4,0.129256471991539,16
0,181,gate,8,0.0005009297165088356,256
0,181,gate,16,1.9430037578871406e-09,55164
0,181,up,2,0.9412800669670105,4
0,181,up,4,0.058537568897008896,16
0,181,up,8,0.00022583261306863278,256
0,181,up,16,8.676621088277159e-10,56079
0,181,down,2,2.45457124710083,4
0,181,down,4,0.14071273803710938,16
0,181,down,8,0.0005470272153615952,256
0,181,down,16,2.088677897305047e-09,43466
0,206,gate,2,2.112931966781616,4
0,206,gate,4,0.16434112191200256,16
0,206,gate,8,0.0005712105194106698,256
0,206,gate,16,2.1558090868012414e-09,53655
0,206,up,2,0.9558488130569458,4
0,206,up,4,0.05757845193147659,16
0,206,up,8,0.00022529884881805629,256
0,206,up,16,8.531279016565918e-10,54323
0,206,down,2,2.3548660278320312,4
0,206,down,4,0.13154447078704834,16
0,206,down,8,0.0005079912371002138,256
0,206,down,16,1.9553287877727143e-09,40862
0,238,gate,2,1.0409154891967773,4
0,238,gate,4,0.06761696189641953,16
0,238,gate,8,0.00026237210840918124,256
0,238,gate,16,9.757347152472562e-10,56995
0,238,up,2,0.8798083662986755,4
0,238,up,4,0.05485493317246437,16
0,238,up,8,0.00020685960771515965,256
0,238,up,16,7.970222259956472e-10,56912
0,238,down,2,2.2131402492523193,4
0,238,down,4,0.13147547841072083,16
0,238,down,8,0.0005112527869641781,256
0,238,down,16,1.9553583197051694e-09,44057
0,248,gate,2,0.8391678929328918,4
0,248,gate,4,0.05330405384302139,16
0,248,gate,8,0.00020584613957908005,256
0,248,gate,16,7.779354938008964e-10,56879
0,248,up,2,0.8671692609786987,4
0,248,up,4,0.0536186620593071,16
0,248,up,8,0.00020748433598782867,256
0,248,up,16,7.896022169440187e-10,56718
0,248,down,2,2.49495530128479,4
0,248,down,4,0.1426384001970291,16
0,248,down,8,0.0005562804290093482,256
0,248,down,16,2.134103560536005e-09,44117
0,252,gate,2,0.46126556396484375,4
0,252,gate,4,0.02984260953962803,16
0,252,gate,8,0.00011525116860866547,256
0,252,gate,16,4.245995777196754e-10,52247
0,252,up,2,1.1203080415725708,4
0,252,up,4,0.06726155430078506,16
0,252,up,8,0.0002685647050384432,256
0,252,up,16,1.0124791005594602e-09,51826
0,252,down,2,2.068819761276245,4
0,252,down,4,0.11381478607654572,16
0,252,down,8,0.0004414892173372209,256
