resident_base,layer,projection,budget_bpw,invocations,recovery_median,relative_output_error_median,base_damage_median
activation-aware-scale W1 (1.250488 resident bpw),39,gate,2.0,153,0.7964989483149026,0.1854293942451477,210.72349247015728
activation-aware-scale W1 (1.250488 resident bpw),39,gate,2.5,153,0.8180218694407317,0.1725233942270279,210.72349247015728
activation-aware-scale W1 (1.250488 resident bpw),39,gate,3.0,153,0.8406122221089134,0.16316340863704681,210.72349247015728
activation-aware-scale W1 (1.250488 resident bpw),39,gate,4.0,153,0.8998256811729777,0.1286034882068634,210.72349247015728
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.0,153,0.0,0.4929020404815674,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.05,153,0.3962832530535395,0.3829810321331024,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.1,153,0.45073934191328235,0.36110591888427734,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.2,153,0.4856295616120624,0.34459561109542847,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.3,153,0.5076983941608113,0.33345866203308105,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.5,153,0.5565578482901427,0.3151394724845886,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,0.75,153,0.5891451445645877,0.303061842918396,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,1.0,153,0.6113661762882803,0.294599324464798,113.05013999677325
