projection,method,physical_budget_bpw,invocations,requests,mean,ci_low,ci_high,median,p10,p25,p75,p90,p95,p99,fraction_above_80,fraction_above_90,fraction_above_95,fraction_above_99
up,overcomplete_2x,1.0,400,16,0.5656717035399693,0.5242308314186744,0.6099206980192868,0.5541574763274495,0.29624243196445904,0.40789222693511634,0.7509991782069537,0.8502228824274927,0.8930618186081992,0.9279700880173987,0.1775,0.045,0.0,0.0
up,pca,0.1,400,16,0.4120599082037302,0.3721875031297847,0.4518928195707007,0.4036487886242251,0.14911848733687647,0.2584643491529904,0.5537086744935604,0.7219334738452895,0.7671042689355403,0.8302186605695728,0.0275,0.0,0.0,0.0
up,pca,0.2,400,16,0.46853076659516757,0.42683833864592163,0.5144809297217153,0.4554137214920101,0.1908220140120391,0.3112677284355355,0.6350775746807922,0.764471425018891,0.8318054166406647,0.8753736662545205,0.0675,0.0025,0.0,0.0
up,pca,0.5,400,16,0.5523803105691666,0.50893531805745,0.597657408014058,0.5471390463209203,0.27005434487665864,0.38604693467036005,0.7404776493301781,0.839299502061097,0.8947774869281214,0.9251228173735045,0.165,0.0475,0.0,0.0
up,pca,1.0,400,16,0.6164318486579192,0.5697783350155657,0.6673221872176132,0.5959163498302019,0.3393706116015654,0.45133262492574633,0.8163311773535367,0.9061364562855138,0.9403535005782385,0.9586988677739695,0.2825,0.1125,0.0325,0.0
up,progressive_best,0.1,400,16,0.3860283633417964,0.35314874059122076,0.4239093978450362,0.3749905818615482,0.14061096105834134,0.24381169965901123,0.5167177337546681,0.6314742354688545,0.7318506487694907,0.8052432428077554,0.015,0.0,0.0,0.0
up,progressive_best,0.2,400,16,0.4531000871910305,0.41132037966056473,0.4958092218195903,0.44253903278727563,0.17779492925891546,0.2893562889451846,0.6206355602737723,0.7497381475196558,0.7935752475774683,0.8658707839388525,0.0375,0.0,0.0,0.0
up,progressive_best,0.5,400,16,0.5448510448290486,0.4981815302284065,0.5927263771238238,0.5243885338944253,0.24519922828389423,0.36929131109595403,0.7469534341857154,0.8654291134230101,0.9077385658399895,0.9297348209774654,0.17,0.0575,0.0,0.0
up,progressive_best,1.0,400,16,0.6185593034765152,0.5714817713208183,0.6746792488351364,0.5880004133147381,0.32706923499823465,0.44516169592162885,0.8255823159803759,0.9245283570129446,0.9460603797332428,0.9583949818153332,0.26,0.15,0.0425,0.0
up,random,0.1,400,16,0.03151286099019971,0.02860587330757276,0.03521041231431915,0.02946850359033626,0.004668528206076118,0.014161561851249393,0.04502123365586566,0.06300283303298931,0.07792411412537283,0.10197336933745427,0.0,0.0,0.0,0.0
up,random,0.2,400,16,0.05698763739178741,0.05254593759913131,0.06247818321737167,0.05376326433097589,0.019286743927725017,0.034659461877080106,0.0744246177630705,0.10255119777949223,0.11514910106685641,0.1553752883825207,0.0,0.0,0.0,0.0
up,random,0.5,400,16,0.12116072637015876,0.1139195129508934,0.1299187230172415,0.11409473181343549,0.07182366524990012,0.09040332881585611,0.14267725840417544,0.17723686662931198,0.20821746979838637,0.269746869109901,0.0,0.0,0.0,0.0
up,random,1.0,400,16,0.19303249456359822,0.1835129790734299,0.20419132890965166,0.18142606830544655,0.1301584791641977,0.15542103912393987,0.2228071646543995,0.2741006428536537,0.303882577682202,0.3669914307624255,0.0,0.0,0.0,0.0
up,two_view_oracle,0.1,400,16,0.43106417293624943,0.392165142152561,0.4722136905459558,0.4208556836388399,0.1719641687512583,0.2672520699464527,0.5887896549572034,0.7371743967527714,0.7852324210556902,0.8317308383529943,0.04,0.0,0.0,0.0
up,two_view_oracle,0.2,400,16,0.49100021857665355,0.4497906203891471,0.5367428792058814,0.4708732807999315,0.2118852527231012,0.3303668935503543,0.679477855148289,0.7878673388444069,0.8340871025722916,0.8844317817049016,0.0925,0.005,0.0,0.0
up,two_view_oracle,0.5,400,16,0.5778144054708494,0.5332021754765921,0.6272783692008982,0.5557782244591427,0.29189755854212834,0.4166539971013343,0.7718457085128347,0.8774275707091925,0.9162163347123887,0.9401935228055116,0.21,0.0675,0.0,0.0
up,two_view_oracle,1.0,400,16,0.642327995551398,0.600687694138166,0.6919626699348647,0.6162347321016466,0.37271279556042053,0.4849490868160782,0.8377578936970077,0.9293062493214638,0.9539201021387567,0.9656037342552402,0.3,0.15,0.06,0.0
