projection,method,physical_budget_bpw,invocations,requests,mean,ci_low,ci_high,median,p10,p25,p75,p90,p95,p99,fraction_above_80,fraction_above_90,fraction_above_95,fraction_above_99
gate,learned_s47,0.5,400,16,0.6449100350695093,0.6100485477678937,0.6836053155037808,0.6444089499903076,0.41288234024361153,0.5077910197536425,0.7925371918987867,0.8691822254800643,0.8803307709362586,0.9133411687950496,0.2425,0.025,0.0,0.0
gate,learned_s47,1.0,400,16,0.70203501149943,0.6654426646582495,0.7403016861903503,0.7069121210200868,0.47439180855079616,0.5693217682774601,0.8503181765348247,0.9258002763572241,0.9382128748852944,0.9577806137091524,0.34,0.1675,0.0225,0.0
gate,native,0.1,400,16,-0.03260025790209235,-0.14852111159114914,0.06109902995849428,0.1260519251324113,0.03978646725014764,0.08521995792721074,0.19510499317749577,0.26952843695208667,0.3054741398146679,0.36451532495868605,0.0,0.0,0.0,0.0
gate,native,0.2,400,16,-0.11559510574568589,-0.3107247010936841,0.05110772816697096,0.1737925159666716,0.07417275569061378,0.12619224878607382,0.25696658176369375,0.36249438515421395,0.4010497040638625,0.4390906669129713,0.0,0.0,0.0,0.0
gate,native,0.5,400,16,0.025653435773628584,-0.1736499925808074,0.18516156274050102,0.2742503450802857,0.1433245562552263,0.21443461236156816,0.3758083673696587,0.48643837930794803,0.534850270097932,0.5932796196594954,0.0,0.0,0.0,0.0
gate,native,1.0,400,16,0.18028307546782377,0.03413070423194263,0.299723343118235,0.3700123548555332,0.23758244920862384,0.29598213272788776,0.4531094726961422,0.5751639103267767,0.6273734611529033,0.6682995640469447,0.0,0.0,0.0,0.0
gate,overcomplete_2x,0.1,400,16,0.4984987524570526,0.4684924829446934,0.5250704536753443,0.5011428856515798,0.2773028943499727,0.3774656348502174,0.637456119041059,0.7089018313863328,0.7427756207493446,0.7737063878608142,0.0025,0.0,0.0,0.0
gate,overcomplete_2x,0.2,400,16,0.5512561768461945,0.5163024610039019,0.5809023508350766,0.5562229373489866,0.32640023681924907,0.420013948136228,0.706032824159337,0.7691381742203204,0.8069515697316715,0.8392431820766051,0.0575,0.0,0.0,0.0
gate,overcomplete_2x,0.5,400,16,0.6198472845315393,0.586515057870607,0.6549960715560257,0.6286490913174425,0.38924718576373013,0.48505403443584716,0.7735452287795548,0.8361914468753865,0.8725330717715569,0.9024927495507867,0.2,0.015,0.0,0.0
gate,overcomplete_2x,1.0,400,16,0.6670337168466983,0.6329278094719899,0.7074867896165153,0.6771205544983344,0.4359080067551963,0.5339956825202664,0.8225435573560449,0.8843437720332021,0.908870517168671,0.9358266994548216,0.2975,0.075,0.0025,0.0
gate,pca,0.1,400,16,0.5391131215662578,0.5054821299520988,0.5734304134319385,0.5449698122317079,0.302836764325308,0.4062418906553289,0.6960312466005377,0.7714395006169456,0.8047862672037176,0.8326872891572755,0.055,0.0,0.0,0.0
gate,pca,0.2,400,16,0.5868676279219436,0.5525893997168406,0.6228777841593797,0.6009104092971344,0.34610042563129856,0.45109938956451645,0.7411544559171933,0.8115817728472934,0.8452665281782807,0.8885251082046373,0.12,0.005,0.0,0.0
gate,pca,0.5,400,16,0.6549934107222535,0.6201284024009663,0.692734032793232,0.6753992428150425,0.42104855654877843,0.5158112323882849,0.8133932745301392,0.8800135020263815,0.9107261179715463,0.9382066299229932,0.28,0.065,0.0,0.0
gate,pca,1.0,400,16,0.7056749930475601,0.6683863049081447,0.7436906057952076,0.7194718506947723,0.4767440870613034,0.5729057397293679,0.8593165769113831,0.929221194774977,0.951365149459855,0.9651004969192747,0.35,0.175,0.0575,0.0
gate,progressive_best,0.1,400,16,0.526763661470512,0.4921167964302311,0.5580391921376424,0.5242725617132944,0.3017157001371711,0.4068986218070297,0.673075207545933,0.7511715698542513,0.7791046431314554,0.8300572063852909,0.03,0.0,0.0,0.0
gate,progressive_best,0.2,400,16,0.5802855654046687,0.5425642649549142,0.6164571701191072,0.5957088133631736,0.3436486856035092,0.4507017315471835,0.7348853817033988,0.7986308571764117,0.8296370509742381,0.871346442939698,0.1,0.0025,0.0,0.0
gate,progressive_best,0.5,400,16,0.6558869880951645,0.6167480648128404,0.6958053953545319,0.665961287047895,0.40092315746877105,0.5132198757704182,0.8198489565762075,0.8936831971242127,0.9234424802195474,0.9421870860144228,0.2725,0.0925,0.0025,0.0
gate,progressive_best,1.0,400,16,0.7099399302258482,0.6715105133333796,0.7497458567069857,0.717336563586816,0.46514276495476026,0.5787020968572477,0.8713249363229412,0.9400049566728718,0.9527244267244773,0.975516185356252,0.36,0.205,0.065,0.0
gate,random,0.1,400,16,0.03992445875388693,0.032500590542734915,0.04821461301654558,0.043771909294045785,-0.016297695183550925,0.019852702370376646,0.06916181936058505,0.09604323476519158,0.12227750606129698,0.16537892109366115,0.0,0.0,0.0,0.0
gate,random,0.2,400,16,0.07376337564634804,0.0643919303385714,0.08405276982819065,0.07354350725345943,0.005532938644051353,0.04439618260773734,0.10616319427196821,0.1377262621927761,0.17044949716662552,0.22301685173412492,0.0,0.0,0.0,0.0
gate,random,0.5,400,16,0.14516093104245112,0.13519434412307146,0.15742811060804815,0.14675666081528732,0.06126513927222035,0.09789814439888153,0.1893331132041101,0.22597328907355657,0.25542808939967876,0.3514465049932456,0.0,0.0,0.0,0.0
gate,random,1.0,400,16,0.2192053921516043,0.20492658429689922,0.23360721908701554,0.22835062509150122,0.1381723016414858,0.1701101696488324,0.2775322429611712,0.31525835798952506,0.34319221535696354,0.39007187116364084,0.0,0.0,0.0,0.0
