layer,projection,method,budget_bpw,count,mean,median,std
0,up,learned_s29,0.3,111,0.5982760521686478,0.6516405725942663,0.20582285173616652
0,up,learned_s29,0.5,111,0.6935235338126584,0.756520533988589,0.20107639616733916
0,up,learned_s29,0.75,111,0.7542435473535957,0.8220576086686009,0.19383374077237633
0,up,learned_s29,1.0,111,0.7952054569450124,0.8647614132606629,0.18665266435791072
0,up,learned_s29,1.25,111,0.8234046777136829,0.8956889927753682,0.17994621198305163
0,up,learned_s29,1.5,111,0.844118435155952,0.9117470344145442,0.1736225967337125
0,up,learned_s29,2.0,111,0.8735946610704057,0.9395494548132893,0.16428931325375254
0,up,learned_s29,2.5,111,0.8939336117416615,0.9539244750618266,0.1509175110879198
0,up,learned_s29,3.0,111,0.9076943593035774,0.9669842623209088,0.1423422305776245
0,up,learned_s29,4.0,111,0.9262858723053241,0.9782638934970206,0.12523731599282906
0,up,learned_s47,0.0,111,0.0,0.0,0.0
0,up,learned_s47,0.05,111,0.24029735914604092,0.27587942834547263,0.17471070220963497
0,up,learned_s47,0.1,111,0.4086099008640156,0.44600102619847304,0.17964750478576408
0,up,learned_s47,0.2,111,0.5384527330688976,0.610082852518979,0.20269144744762232
0,up,learned_s47,0.3,111,0.6123334922060485,0.6940783616400663,0.19991631457814132
0,up,learned_s47,0.5,111,0.7081018546911302,0.7890589540025793,0.1967057876844299
0,up,learned_s47,0.75,111,0.7657813800749107,0.8410110125860621,0.1912822229447888
0,up,learned_s47,1.0,111,0.8024073961100853,0.8756491914358213,0.18709493170421937
0,up,learned_s47,1.25,111,0.8287125236517979,0.9019878009170441,0.1813319149876637
0,up,learned_s47,1.5,111,0.8480851318834385,0.9184964638091225,0.17581855029260718
0,up,learned_s47,2.0,111,0.8757194585638444,0.9416551522100604,0.16283936784665884
0,up,learned_s47,2.5,111,0.893836978433711,0.954908723449105,0.15235046062435093
0,up,learned_s47,3.0,111,0.9078002846429307,0.9656339894408865,0.1418364266839937
0,up,learned_s47,4.0,111,0.9260080213608085,0.9770339672835514,0.12565854276716926
0,up,native,0.0,111,0.0,0.0,0.0
0,up,native,0.05,111,0.07516447822679125,0.06703103528342724,0.050247769258100594
