layer,projection,method,budget_bpw,count,mean,median,std
0,up,native,0.1,111,0.15547607616786271,0.1462631316407763,0.06489387221967016
0,up,native,0.2,111,0.23800227038056046,0.23752513040521894,0.07582247672491084
0,up,native,0.3,111,0.2935606593196992,0.3004946967762351,0.08112297400308116
0,up,native,0.5,111,0.38420218014820545,0.3903605559314792,0.0905764595779875
0,up,native,0.75,111,0.446666775943929,0.4644391892005725,0.09662329626730413
0,up,native,1.0,111,0.4920423287065412,0.5149318971528772,0.10025361508737331
0,up,native,1.25,111,0.5308548101582183,0.5538905667735805,0.10128995155993331
0,up,native,1.5,111,0.5632693627182667,0.5868570782046326,0.09901484635541873
0,up,native,2.0,111,0.6161689089400484,0.6431621696475138,0.09815641208732596
0,up,native,2.5,111,0.6571890073742876,0.6820270035270681,0.09434725806106418
0,up,native,3.0,111,0.6909276572689587,0.7151832094605592,0.08970557235588587
0,up,native,4.0,111,0.7432351740759088,0.768853336553192,0.08505705517790953
0,up,overcomplete_2x,0.0,111,0.0,0.0,0.0
0,up,overcomplete_2x,0.05,111,0.2509442157453616,0.2666838724239471,0.12287629451544045
0,up,overcomplete_2x,0.1,111,0.41125789768420085,0.44764915416022244,0.1806431487028674
0,up,overcomplete_2x,0.2,111,0.5069071068676152,0.5662804041696572,0.20628756450723112
0,up,overcomplete_2x,0.3,111,0.566737984340586,0.6236569341577181,0.21082922461592452
0,up,overcomplete_2x,0.5,111,0.6374137067222504,0.698893906609956,0.20865910218658212
0,up,overcomplete_2x,0.75,111,0.688417069291662,0.7555507743764025,0.20500910042544296
0,up,overcomplete_2x,1.0,111,0.7251869885414078,0.7950227675524669,0.20076177719242844
0,up,overcomplete_2x,1.25,111,0.7505904755602236,0.8208955625440434,0.19813981710217782
0,up,overcomplete_2x,1.5,111,0.7724267338456251,0.8393981179532937,0.19494319227643697
0,up,overcomplete_2x,2.0,111,0.8038467599488708,0.8686620712702282,0.1897050805082229
0,up,overcomplete_2x,2.5,111,0.8276782358541661,0.896010466396061,0.18254243674016843
0,up,overcomplete_2x,3.0,111,0.845324333755379,0.9112055452670892,0.1761556861398874
0,up,overcomplete_2x,4.0,111,0.8698558814384313,0.9351474702693865,0.16615772987475427
0,up,pca,0.0,111,0.0,0.0,0.0
0,up,pca,0.05,111,0.37395225672403143,0.42384800411797485,0.17452783219144177
0,up,pca,0.1,111,0.516244923908131,0.5548449691236741,0.21856993107952902
0,up,pca,0.2,111,0.599689818092807,0.6650476506407643,0.22219883556362127
0,up,pca,0.3,111,0.6454470896925479,0.719619720891066,0.21930076456615946
0,up,pca,0.5,111,0.7182271588143813,0.7873971834285286,0.21184585618807117
0,up,pca,0.75,111,0.7681790418690655,0.8414436272253976,0.206775355350788
0,up,pca,1.0,111,0.8034763572219717,0.8777765211842826,0.19957751108067223
0,up,pca,1.25,111,0.8284441764731798,0.9042049683177749,0.1938746842628147
0,up,pca,1.5,111,0.8479790609758479,0.9233055990236476,0.19063628064699278
0,up,pca,2.0,111,0.8762208801468234,0.9482025070158705,0.18145509995334128
0,up,pca,2.5,111,0.897561700430163,0.9664804163671131,0.17008249364065736
0,up,pca,3.0,111,0.9118214495096703,0.9754424670166761,0.15976725976490386
0,up,pca,4.0,111,0.9296759749118665,0.9867950865084864,0.1444805791189533
0,up,progressive_best,0.0,111,0.0,0.0,0.0
0,up,progressive_best,0.05,111,0.297294594200689,0.30729995663296983,0.13513421933778652
0,up,progressive_best,0.1,111,0.43459654493005434,0.47298651521812907,0.17465872116187164
0,up,progressive_best,0.2,111,0.5704455886784652,0.6392906761769508,0.2094329183779967
0,up,progressive_best,0.3,111,0.65005607413088,0.7044493979814399,0.2258961475375663
0,up,progressive_best,0.5,111,0.7257210008913001,0.7949137029387536,0.2197815290270043
0,up,progressive_best,0.75,111,0.7783725510972647,0.8529892220068062,0.20591248267480322
0,up,progressive_best,1.0,111,0.8240119325275256,0.9053446262193963,0.1944575514997274
0,up,progressive_best,1.25,111,0.8673806794194572,0.9468142340742512,0.19013976437826904
0,up,progressive_best,1.5,111,0.8837348663752207,0.9598364030576917,0.18414205678257836
0,up,progressive_best,2.0,111,0.9095531476239027,0.9691243346775664,0.15152723351151023
0,up,progressive_best,2.5,111,0.9363427623362494,0.9844415757221092,0.12267938196192982
0,up,progressive_best,3.0,111,0.950669057336246,0.9907383628966312,0.10224756891031075
0,up,progressive_best,4.0,111,0.9746867676839839,0.9945361700011989,0.05386520449793166
0,up,random,0.0,111,0.0,0.0,0.0
0,up,random,0.05,111,0.014640905559538963,0.01242736819908663,0.023165346226529104
0,up,random,0.1,111,0.036239049527158076,0.03177192517630123,0.03055972947907203
0,up,random,0.2,111,0.06945915599961203,0.06552678969349512,0.04423497918835701
0,up,random,0.3,111,0.09803910339088977,0.09032727343609381,0.050042101439076024
0,up,random,0.5,111,0.14861603322467973,0.13854375294010468,0.062293759569731086
0,up,random,0.75,111,0.18272182637570974,0.1808476001104372,0.07023206768851357
0,up,random,1.0,111,0.218038229192325,0.2155295416059798,0.07638980310392139
0,up,random,1.25,111,0.24775076160472645,0.23996260506711753,0.07748620681565611
0,up,random,1.5,111,0.2788850181105675,0.2732289322792837,0.07833560252994147
0,up,random,2.0,111,0.32882616874481996,0.33587601170933845,0.08655943967949153
0,up,random,2.5,111,0.37244468606731207,0.3780901774970169,0.08904556845461911
0,up,random,3.0,111,0.4129507031504884,0.4134958081874234,0.09197093907468527
0,up,random,4.0,111,0.4792769729293959,0.4778771679900503,0.08639132948502018
0,up,two_view_oracle,0.0,111,0.0,0.0,0.0
0,up,two_view_oracle,0.05,111,0.40621094314244705,0.46262012215364967,0.16569017471805436
0,up,two_view_oracle,0.1,111,0.5424816053388225,0.5951528346793097,0.20586419830864802
0,up,two_view_oracle,0.2,111,0.6384923340286258,0.7017990959761133,0.20856342846874143
0,up,two_view_oracle,0.3,111,0.6880027417127188,0.7571998012861534,0.2059052440236686
0,up,two_view_oracle,0.5,111,0.7597704108321658,0.8280575858940626,0.19769012509421785
0,up,two_view_oracle,0.75,111,0.8045977775703546,0.8754630859796442,0.19098526854292003
0,up,two_view_oracle,1.0,111,0.8339261080121693,0.9027010771182523,0.18227550047470875
0,up,two_view_oracle,1.25,111,0.8542204082713319,0.9180641708747086,0.1768938900362211
0,up,two_view_oracle,1.5,111,0.871140039046855,0.936356912445959,0.1694360547482336
0,up,two_view_oracle,2.0,111,0.8975802748947517,0.9604577597037354,0.15355403289465985
0,up,two_view_oracle,2.5,111,0.9144447317719232,0.9724384023161046,0.14279538781503623
0,up,two_view_oracle,3.0,111,0.9273873614719758,0.9803019176537897,0.13118006789415484
0,up,two_view_oracle,4.0,111,0.9435885306433389,0.9887997956307251,0.11402143098987604
20,down,generalized,0.0,136,0.0,0.0,0.0
20,down,generalized,0.05,136,0.0,0.0,0.0
20,down,generalized,0.1,136,0.03132996037892732,0.03054026287346212,0.12373236811813483
20,down,generalized,0.2,136,0.0569976799169116,0.05780004900011121,0.16426226672004451
20,down,generalized,0.3,136,0.09429137389381496,0.07581433434137724,0.17137265018240225
20,down,generalized,0.5,136,0.15089619520685468,0.14867847213646468,0.1863562956577727
20,down,generalized,0.75,136,0.20032198412248212,0.20260634420153023,0.19513781650538717
20,down,generalized,1.0,136,0.24850833904159142,0.24294253841526292,0.20083581429662195
20,down,generalized,1.25,136,0.28680234184018377,0.29896789527239337,0.18774867628655587
20,down,generalized,1.5,136,0.3085183463186448,0.33035626248692973,0.20098101877376012
20,down,generalized,2.0,136,0.3721259715868284,0.3927475362252212,0.19497416693485375
20,down,generalized,2.5,136,0.4310043331329321,0.45073120637616293,0.18820839786995638
20,down,generalized,3.0,136,0.4670191831490549,0.49344350014464444,0.19226764520062464
20,down,generalized,4.0,136,0.5718677416132526,0.5857088769767169,0.16532879930405886
20,down,learned_s11,0.0,136,0.0,0.0,0.0
20,down,learned_s11,0.05,136,0.0,0.0,0.0
20,down,learned_s11,0.1,136,0.06214600829371156,0.05291124779872597,0.13041763903280396
20,down,learned_s11,0.2,136,0.09770128792944127,0.09102918696205636,0.14752219887068263
20,down,learned_s11,0.3,136,0.1249058739597734,0.126263080714339,0.16363847486487065
20,down,learned_s11,0.5,136,0.16602704000256474,0.17630939033608178,0.18874741167607711
20,down,learned_s11,0.75,136,0.2151000733191427,0.23179003886198618,0.19298338150315814
20,down,learned_s11,1.0,136,0.24688686754311806,0.2751958863569278,0.21883214431040918
20,down,learned_s11,1.25,136,0.2847407134021869,0.3097196873577024,0.21227886167313192
20,down,learned_s11,1.5,136,0.3171204079430462,0.3596463661117168,0.2172053228851207
20,down,learned_s11,2.0,136,0.36649413843059225,0.3967443487493142,0.2140899364381549
20,down,learned_s11,2.5,136,0.41805652297446344,0.4535703526287333,0.2027019224705388
20,down,learned_s11,3.0,136,0.46948858249514913,0.5256292649928602,0.21104231691848455
20,down,learned_s11,4.0,136,0.5474524138560096,0.5858827224771244,0.191850283783908
20,down,learned_s29,0.0,136,0.0,0.0,0.0
20,down,learned_s29,0.05,136,0.0,0.0,0.0
20,down,learned_s29,0.1,136,0.0680075001338391,0.06765020724991411,0.12083823858675055
20,down,learned_s29,0.2,136,0.0896509463098137,0.08950061366103584,0.14767622161550045
20,down,learned_s29,0.3,136,0.11818727399457393,0.11724487154437951,0.16353091203930994
20,down,learned_s29,0.5,136,0.15278566090808302,0.14888314761373805,0.1762913964759655
20,down,learned_s29,0.75,136,0.2002049566109489,0.2084803716996952,0.19534790134573568
20,down,learned_s29,1.0,136,0.24099199415511965,0.2548346081820078,0.21933415353412364
20,down,learned_s29,1.25,136,0.27166435208555845,0.2907897402104842,0.21752523245495237
20,down,learned_s29,1.5,136,0.29056986151363523,0.30973543187579583,0.22174121795071247
20,down,learned_s29,2.0,136,0.3511432565540893,0.377490155699564,0.201921548201742
20,down,learned_s29,2.5,136,0.39976521956134603,0.4256478494225552,0.19371038416424424
20,down,learned_s29,3.0,136,0.4415725027893115,0.4871466955737884,0.2029346408794893
20,down,learned_s29,4.0,136,0.5220128025409336,0.555529781953308,0.19528908856056162
20,down,learned_s47,0.0,136,0.0,0.0,0.0
20,down,learned_s47,0.05,136,0.0,0.0,0.0
20,down,learned_s47,0.1,136,0.04068149845754207,0.044942121759813825,0.11480766651429815
20,down,learned_s47,0.2,136,0.06853074948004902,0.06316141961241417,0.12864769140504242
20,down,learned_s47,0.3,136,0.0995969185337684,0.09826804931889926,0.151591045615928
20,down,learned_s47,0.5,136,0.1433078783317747,0.1466296801516328,0.15999446451243451
20,down,learned_s47,0.75,136,0.1946918969111797,0.19999918126440225,0.16857643423434604
20,down,learned_s47,1.0,136,0.23538532461770814,0.25683873850376077,0.18946190063364496
20,down,learned_s47,1.25,136,0.27557337759756273,0.30627715767907554,0.20096477890663728
20,down,learned_s47,1.5,136,0.2905626951682228,0.30755342857068496,0.20684084822247817
20,down,learned_s47,2.0,136,0.35277151484530517,0.3700441676470143,0.19934467480972723
20,down,learned_s47,2.5,136,0.40579240960296437,0.4408794317216722,0.19786512359179292
20,down,learned_s47,3.0,136,0.4553863677688002,0.4801121475468632,0.1804266284220585
20,down,learned_s47,4.0,136,0.5411378797087684,0.576967531056226,0.16905103642536973
20,down,native,0.0,136,0.0,0.0,0.0
20,down,native,0.05,136,0.0,0.0,0.0
20,down,native,0.1,136,0.16300017987622387,0.1293382838814413,0.18465528538874967
20,down,native,0.2,136,0.256573474755235,0.2447891625829945,0.20385029101474697
20,down,native,0.3,136,0.3050454771788309,0.3171798672487678,0.21145513573495042
20,down,native,0.5,136,0.368399232656119,0.384835716236477,0.2130035507171027
20,down,native,0.75,136,0.417393863281158,0.4228155148611717,0.1988729653180319
20,down,native,1.0,136,0.4501595576217114,0.4707153645552745,0.20411557250384835
20,down,native,1.25,136,0.4861911788335713,0.49838178623849533,0.18349462021247592
20,down,native,1.5,136,0.511293036481251,0.530783229292869,0.18290533342984347
20,down,native,2.0,136,0.5633020694977191,0.5666640250257529,0.17363091645316966
20,down,native,2.5,136,0.611328870744966,0.6234051298964456,0.16042759281950264
20,down,native,3.0,136,0.6335735665562906,0.6559887461904707,0.16705346877850688
20,down,native,4.0,136,0.7022544897439503,0.7291959599618134,0.1388825825669798
20,down,overcomplete_2x,0.0,136,0.0,0.0,0.0
20,down,overcomplete_2x,0.05,136,0.0,0.0,0.0
20,down,overcomplete_2x,0.1,136,0.043700727615112255,0.03126432724901235,0.10552081774116967
20,down,overcomplete_2x,0.2,136,0.07532229585756074,0.07803183749041365,0.112827040767654
20,down,overcomplete_2x,0.3,136,0.0980779134831389,0.09300265879175185,0.12028624777245439
20,down,overcomplete_2x,0.5,136,0.14848168703552594,0.1345227556273933,0.13615243914165762
20,down,overcomplete_2x,0.75,136,0.19273176965115962,0.1863459245389335,0.1462644967846215
20,down,overcomplete_2x,1.0,136,0.2298784533766414,0.22221262969134453,0.15139782755212622
20,down,overcomplete_2x,1.25,136,0.2592741741196322,0.25745089274776367,0.15654079433017715
20,down,overcomplete_2x,1.5,136,0.2829774217302135,0.2808804399013629,0.1615529907159514
20,down,overcomplete_2x,2.0,136,0.3329324761820932,0.34262319758455,0.16190640240520665
20,down,overcomplete_2x,2.5,136,0.37245915073124997,0.3870175446896385,0.16479848089488358
20,down,overcomplete_2x,3.0,136,0.4087485835509461,0.4242243603814419,0.16412078414628203
20,down,overcomplete_2x,4.0,136,0.4809495954849736,0.4931262468121372,0.1522443951207815
20,down,pca,0.0,136,0.0,0.0,0.0
20,down,pca,0.05,136,0.0,0.0,0.0
20,down,pca,0.1,136,0.05162747385636354,0.027091868830502797,0.14463165384434917
20,down,pca,0.2,136,0.08087499664911427,0.08344186623270783,0.16455684331913797
20,down,pca,0.3,136,0.11648615079911898,0.10891568556069386,0.17917924167143104
20,down,pca,0.5,136,0.16512287608252393,0.15687975233704526,0.19224835447841862
20,down,pca,0.75,136,0.2091543596320634,0.22975688798782057,0.20457546980927663
20,down,pca,1.0,136,0.2434133173352593,0.25830054127973917,0.2104556810435125
20,down,pca,1.25,136,0.2796918988309836,0.2933798216259206,0.21630816487385865
20,down,pca,1.5,136,0.3114823897985914,0.34848755200727927,0.2187119630169955
20,down,pca,2.0,136,0.37202510252053034,0.4181295393557465,0.2211325800312772
20,down,pca,2.5,136,0.41432598659539704,0.45655661398123665,0.2173137819692946
20,down,pca,3.0,136,0.4712592621350731,0.5185279771447693,0.20943420438752247
20,down,pca,4.0,136,0.574810618105759,0.6089752406518201,0.18752180258551535
20,down,progressive_best,0.0,136,0.0,0.0,0.0
20,down,progressive_best,0.05,136,0.15513396218363565,0.12406624336350913,0.1543265753555081
20,down,progressive_best,0.1,136,0.2575888598029157,0.2356894888688557,0.18282864190039122
20,down,progressive_best,0.2,136,0.32731370310560437,0.32993726157294495,0.19342898253861515
20,down,progressive_best,0.3,136,0.3705508499287318,0.3717201348983611,0.18623045800402743
20,down,progressive_best,0.5,136,0.4435743306647234,0.4477052948777848,0.18653915493780218
20,down,progressive_best,0.75,136,0.49139541194156017,0.4953496798980473,0.18188440689507868
20,down,progressive_best,1.0,136,0.5343404669742098,0.5443017754476627,0.17960161002197617
20,down,progressive_best,1.25,136,0.5772007470712213,0.5935838609139323,0.16520427864491016
20,down,progressive_best,1.5,136,0.6089847949160948,0.6062353186940022,0.15567341159096534
20,down,progressive_best,2.0,136,0.6751634967054946,0.6836547614409816,0.13420857190414728
20,down,progressive_best,2.5,136,0.726099933602052,0.743366496551269,0.11400212836508464
20,down,progressive_best,3.0,136,0.7837624881771845,0.8097679172331885,0.10504738785140152
20,down,progressive_best,4.0,136,0.9031775891469402,0.9212984607121656,0.07237076364920561
20,down,random,0.0,136,0.0,0.0,0.0
20,down,random,0.05,136,0.0,0.0,0.0
20,down,random,0.1,136,0.018355937095218974,0.01630364677921675,0.08444445606944385
20,down,random,0.2,136,0.033909898194411495,0.043736296461543034,0.11474437166985822
20,down,random,0.3,136,0.0653012111519533,0.08090933455992994,0.14859317485354362
20,down,random,0.5,136,0.09535607671692674,0.11086146494063931,0.1716405924950142
20,down,random,0.75,136,0.13298099578074904,0.1656637443920786,0.19249118835966664
20,down,random,1.0,136,0.15174843318044062,0.1655693194322745,0.20687845876726343
20,down,random,1.25,136,0.18388404873043018,0.20335113372009395,0.21637667588034656
20,down,random,1.5,136,0.2231319436802169,0.2412172488978942,0.2261188039935962
20,down,random,2.0,136,0.28766885471871645,0.3021942924470593,0.21487785443693244
20,down,random,2.5,136,0.34858202576124736,0.38716516709599846,0.2130029484267164
20,down,random,3.0,136,0.3970500370101484,0.44459665480145766,0.21679937884654618
20,down,random,4.0,136,0.4947528477016661,0.506652170379105,0.17666413200484093
20,down,two_view_oracle,0.0,136,0.0,0.0,0.0
20,down,two_view_oracle,0.05,136,0.0,0.0,0.0
20,down,two_view_oracle,0.1,136,0.06807915691672661,0.06603770558719235,0.13794183235965332
20,down,two_view_oracle,0.2,136,0.10290279190797902,0.10242142047935493,0.17540126392519528
20,down,two_view_oracle,0.3,136,0.13431932243933276,0.12257379963739523,0.1672816253407392
20,down,two_view_oracle,0.5,136,0.18187004963418238,0.1810321183395074,0.1988104726043659
20,down,two_view_oracle,0.75,136,0.22302131820711418,0.23616880483564062,0.2015819640208756
20,down,two_view_oracle,1.0,136,0.2507120428684246,0.2756369967041306,0.22994811654831562
20,down,two_view_oracle,1.25,136,0.289652674626417,0.31130189850206486,0.22055419768353035
20,down,two_view_oracle,1.5,136,0.3264060901005483,0.35129906956538165,0.21223151314754873
20,down,two_view_oracle,2.0,136,0.36983292487768926,0.39581310354158133,0.22217592081986176
20,down,two_view_oracle,2.5,136,0.43680219858253094,0.4741847703644549,0.19354694600496364
20,down,two_view_oracle,3.0,136,0.48951339051164267,0.5358824835906857,0.18697048435704636
20,down,two_view_oracle,4.0,136,0.586429079468454,0.619679775430074,0.17675985659315588
20,gate,generalized,0.0,136,0.0,0.0,0.0
20,gate,generalized,0.05,136,0.3605373713103813,0.3628491513304339,0.0950354236967335
20,gate,generalized,0.1,136,0.43503297220899717,0.4405113487952829,0.10714390369672706
20,gate,generalized,0.2,136,0.4745041083551218,0.4819126396502242,0.11276509929463689
20,gate,generalized,0.3,136,0.5024673419002175,0.5049094170170128,0.1143318261887109
20,gate,generalized,0.5,136,0.5451572729509442,0.5504394333106115,0.11502082260087095
20,gate,generalized,0.75,136,0.5772755141775359,0.580710331182845,0.11434483521445808
20,gate,generalized,1.0,136,0.6022117408844813,0.604970886618307,0.11103467322292913
20,gate,generalized,1.25,136,0.6229278869826534,0.6225187060111737,0.10821349710626345
20,gate,generalized,1.5,136,0.642374676449943,0.642602327912671,0.10526788452498308
20,gate,generalized,2.0,136,0.6729780463650573,0.6691439984185772,0.0986485078826077
20,gate,generalized,2.5,136,0.6987776178500116,0.6968029814120378,0.092709997441876
20,gate,generalized,3.0,136,0.720229658588844,0.71940127609074,0.08700092662357263
20,gate,generalized,4.0,136,0.7560923055705729,0.7511432154114357,0.07685536048028123
20,gate,learned_s11,0.0,136,0.0,0.0,0.0
20,gate,learned_s11,0.05,136,0.34214248390185614,0.3345170436072901,0.0914026351524623
20,gate,learned_s11,0.1,136,0.41679748251704546,0.4112106034183565,0.11311933617540262
20,gate,learned_s11,0.2,136,0.4580068019631471,0.45085242342613996,0.11788992696141441
20,gate,learned_s11,0.3,136,0.48095086146942034,0.47219753756340566,0.1207523624633182
20,gate,learned_s11,0.5,136,0.5196496458196966,0.5193406680810727,0.1198936265783604
20,gate,learned_s11,0.75,136,0.5525339139448409,0.5480865009956786,0.11657185176104208
20,gate,learned_s11,1.0,136,0.5772194197041377,0.577983039646592,0.11349104115225225
20,gate,learned_s11,1.25,136,0.5981273022971058,0.5982310998714185,0.11020278745407547
20,gate,learned_s11,1.5,136,0.6168695757201486,0.6146868693771088,0.10690846307179531
20,gate,learned_s11,2.0,136,0.6470938829096146,0.6447107113372532,0.10108675289122765
20,gate,learned_s11,2.5,136,0.6716298684797353,0.6670216632972252,0.09604728078406936
20,gate,learned_s11,3.0,136,0.6926591456506631,0.6913328946917552,0.09142600405412146
20,gate,learned_s11,4.0,136,0.729161891946625,0.7222416072127298,0.08160969259504103
20,gate,learned_s29,0.0,136,0.0,0.0,0.0
20,gate,learned_s29,0.05,136,0.33870725868165663,0.3322347842970327,0.09593510963162892
20,gate,learned_s29,0.1,136,0.41395389241082675,0.4182998393613533,0.10626145913016931
20,gate,learned_s29,0.2,136,0.45700255676214213,0.45425353741980085,0.11422172845872161
20,gate,learned_s29,0.3,136,0.4813694170632348,0.48248218930311104,0.11774971391185363
20,gate,learned_s29,0.5,136,0.5217700961526691,0.5211689349493516,0.11813992186855912
20,gate,learned_s29,0.75,136,0.554643741419251,0.5488129061830214,0.11573270227209685
20,gate,learned_s29,1.0,136,0.5788566080731108,0.5793891240178994,0.11301013985437375
20,gate,learned_s29,1.25,136,0.6006006849865559,0.5983632267934511,0.1103444633709094
20,gate,learned_s29,1.5,136,0.6183172275933675,0.6168571755909454,0.10733772329905966
20,gate,learned_s29,2.0,136,0.6475369793516328,0.6413588879634595,0.10160821688854464
20,gate,learned_s29,2.5,136,0.6722885995659698,0.6680347004081831,0.09592418282268586
20,gate,learned_s29,3.0,136,0.6930012547701219,0.6908338675176955,0.09011061926290156
20,gate,learned_s29,4.0,136,0.7281737961000111,0.7281507329909072,0.08035643891601894
20,gate,learned_s47,0.0,136,0.0,0.0,0.0
20,gate,learned_s47,0.05,136,0.3347399690871186,0.32521806810867926,0.09064717124825626
20,gate,learned_s47,0.1,136,0.40953041413207913,0.41320705702121285,0.10632078178473071
20,gate,learned_s47,0.2,136,0.4513175487134753,0.45250428899185996,0.10891449137784713
20,gate,learned_s47,0.3,136,0.47771907470338015,0.4721709384850924,0.11230987357876865
20,gate,learned_s47,0.5,136,0.5173638567428775,0.5172085845307206,0.11279892554399444
20,gate,learned_s47,0.75,136,0.5508613500623788,0.5501509828540859,0.11267640566791805
20,gate,learned_s47,1.0,136,0.5772912187272466,0.5706088454169759,0.11077127784086682
20,gate,learned_s47,1.25,136,0.5985274659164309,0.5938051567846638,0.10877678590438691
20,gate,learned_s47,1.5,136,0.6167330723066707,0.6152931071577848,0.10656695916196972
20,gate,learned_s47,2.0,136,0.6464299260008631,0.6430458004897529,0.10080128170864693
20,gate,learned_s47,2.5,136,0.6708911990403422,0.669848308182345,0.09579194495502487
20,gate,learned_s47,3.0,136,0.6921808524810356,0.6949433480010802,0.09124784327763408
20,gate,learned_s47,4.0,136,0.7291035953594703,0.7293232226003006,0.08252984832927271
20,gate,native,0.0,136,0.0,0.0,0.0
20,gate,native,0.05,136,0.05366669979212976,0.05242471128271564,0.039169325202837155
20,gate,native,0.1,136,0.11298407703225825,0.10950605822341553,0.05178734343494623
20,gate,native,0.2,136,0.15249608251771452,0.1549192146493989,0.057631013177122804
20,gate,native,0.3,136,0.1831480186365696,0.17977895115485454,0.058593505168311
20,gate,native,0.5,136,0.2390967262791556,0.23614903311869828,0.062010961722514524
20,gate,native,0.75,136,0.2829544234324703,0.28548431015310605,0.06134762461680145
20,gate,native,1.0,136,0.31873315858448364,0.3157092049562656,0.06238039053542001
20,gate,native,1.25,136,0.35005972336842595,0.3550731126914527,0.06133624897063115
20,gate,native,1.5,136,0.3783506780168835,0.3818589656919641,0.06099466965419611
20,gate,native,2.0,136,0.4276321175783152,0.4300283977640989,0.060652782482757024
20,gate,native,2.5,136,0.4733455296601483,0.4771741157644804,0.056596644121216635
20,gate,native,3.0,136,0.5107114416286391,0.5085779187767515,0.05378210800094456
20,gate,native,4.0,136,0.5741173375644958,0.5746446479234206,0.04983281283770169
20,gate,overcomplete_2x,0.0,136,0.0,0.0,0.0
20,gate,overcomplete_2x,0.05,136,0.2967700563791091,0.2893435073612107,0.0798971153947983
20,gate,overcomplete_2x,0.1,136,0.39885154055647437,0.3962815396345207,0.10433992829988577
20,gate,overcomplete_2x,0.2,136,0.4395634322399297,0.43528725760554177,0.11349453355070947
20,gate,overcomplete_2x,0.3,136,0.46269724659205924,0.45554543412834314,0.11450798061995776
20,gate,overcomplete_2x,0.5,136,0.4985609740796176,0.49105257950915576,0.11750905799266279
20,gate,overcomplete_2x,0.75,136,0.5238977527272811,0.5187045980804601,0.11779810706198546
20,gate,overcomplete_2x,1.0,136,0.5438862602115554,0.5407908998836205,0.11732255147561886
20,gate,overcomplete_2x,1.25,136,0.5606428514018836,0.5579702543937555,0.11639183021279915
20,gate,overcomplete_2x,1.5,136,0.5750787456556962,0.5728778644108328,0.1141059468425371
20,gate,overcomplete_2x,2.0,136,0.5989884210351977,0.594150884369317,0.11093256766950071
20,gate,overcomplete_2x,2.5,136,0.6188774808044266,0.6144125216000657,0.1065300502552326
20,gate,overcomplete_2x,3.0,136,0.6365658116802916,0.6349620011471377,0.10347480606002465
20,gate,overcomplete_2x,4.0,136,0.6661311725929437,0.6650093445433103,0.0974086014167276
20,gate,pca,0.0,136,0.0,0.0,0.0
20,gate,pca,0.05,136,0.35018453880406986,0.34738394051767213,0.09350173140719704
20,gate,pca,0.1,136,0.4204667333607071,0.42713599930742163,0.10977999293321039
20,gate,pca,0.2,136,0.4625711176307303,0.4655015239518879,0.11443823266420852
20,gate,pca,0.3,136,0.4872502379998661,0.4914255608047022,0.11681503784788687
20,gate,pca,0.5,136,0.5255720767737809,0.5280768319855983,0.11866693217023258
20,gate,pca,0.75,136,0.5561127856664729,0.5593944935473475,0.11796035212762047
20,gate,pca,1.0,136,0.5781471191121121,0.5765794391661777,0.11540736237639772
20,gate,pca,1.25,136,0.5977091861653742,0.5976083801875474,0.11412902791291146
20,gate,pca,1.5,136,0.6148264930785126,0.6167220131678948,0.11141773404000672
20,gate,pca,2.0,136,0.6421993230575016,0.638739030223003,0.10724487090566441
20,gate,pca,2.5,136,0.6668365325881389,0.6657264221020525,0.10143866139692423
20,gate,pca,3.0,136,0.6884316296834982,0.6890863342264169,0.09600966972424779
20,gate,pca,4.0,136,0.7235208077717301,0.7224309548950392,0.08728316690078665
20,gate,progressive_best,0.0,136,0.0,0.0,0.0
20,gate,progressive_best,0.05,136,0.36810911061263374,0.37533640507048943,0.10176097618836166
20,gate,progressive_best,0.1,136,0.4178602400140302,0.4300411573550041,0.11208247195514928
20,gate,progressive_best,0.2,136,0.45424922042908494,0.46079989807562144,0.11639257215349619
20,gate,progressive_best,0.3,136,0.47751951964038697,0.4776014480535128,0.1194082124945081
20,gate,progressive_best,0.5,136,0.5226687982203609,0.5179960421299459,0.12007238786665593
20,gate,progressive_best,0.75,136,0.5543679474697694,0.5497982396706098,0.11690288240050743
20,gate,progressive_best,1.0,136,0.5802938088891532,0.5820587877381178,0.11679156933088244
20,gate,progressive_best,1.25,136,0.6030094151574371,0.5970837949550419,0.11589586556329612
20,gate,progressive_best,1.5,136,0.6236240384104991,0.6215657086816205,0.11391446741904326
20,gate,progressive_best,2.0,136,0.6641174346114302,0.6616768697044803,0.1048625180623579
20,gate,progressive_best,2.5,136,0.7192812291543256,0.7244327122704858,0.09188961126786846
20,gate,progressive_best,3.0,136,0.7490175076707228,0.7522461131444342,0.08366195812366611
20,gate,progressive_best,4.0,136,0.8457888358622293,0.8539501370628757,0.06467989279205381
20,gate,random,0.0,136,0.0,0.0,0.0
20,gate,random,0.05,136,0.004922547184553991,0.008239826389834726,0.059360205661830076
20,gate,random,0.1,136,0.027757557524358233,0.02847476828356027,0.06146949254898471
20,gate,random,0.2,136,0.0551591677538468,0.05879720255769161,0.06461457636684705
20,gate,random,0.3,136,0.0767997874476507,0.0708196251434084,0.06677738650219339
20,gate,random,0.5,136,0.11926090311258193,0.11383281970829184,0.06763624160255559
20,gate,random,0.75,136,0.16368541686072555,0.16484626013163167,0.06666487232767365
20,gate,random,1.0,136,0.20040801333964078,0.18994414689524608,0.06607116354627045
