layer,method,budget_bpw,invocations,recovery_median,recovery_p10,relative_error_median,physical_bpw_median,gate_bpw_median,up_bpw_median,down_bpw_median
20,generalized_generalized_native,0.25,40,0.2915604098832371,0.14856762842718327,0.780593603849411,0.234375,0.1875,0.09375,0.375
20,generalized_generalized_native,0.5,40,0.379286114233469,0.21291367695216215,0.7663960456848145,0.4895833333333333,0.1875,0.28125,0.609375
20,generalized_generalized_native,0.75,40,0.44277936909689203,0.274771513589924,0.7506837546825409,0.7291666666666666,0.5,0.5,0.75
20,generalized_generalized_native,1.0,40,0.4922872436175267,0.3173346474234664,0.7186989188194275,0.9791666666666666,0.75,0.625,1.0
20,generalized_generalized_native,1.25,40,0.5450856758668772,0.37832108457308133,0.705606997013092,1.2291666666666667,0.859375,0.75,1.25
20,generalized_generalized_native,1.5,40,0.5724508178062158,0.4349781939534373,0.6797481179237366,1.4947916666666665,1.25,0.984375,1.96875
20,generalized_generalized_native,2.0,40,0.6571524695566133,0.5086989305856798,0.6236912608146667,1.9895833333333333,1.75,1.125,2.234375
20,generalized_generalized_native,2.5,40,0.706896507809355,0.5602274012961515,0.579181045293808,2.4895833333333335,3.0,2.0,2.5
20,generalized_generalized_native,3.0,40,0.7401527747735779,0.6210945862313625,0.5422466397285461,2.9895833333333335,3.5,3.0,3.0
20,generalized_generalized_native,4.0,40,0.807242830431758,0.6572886360200946,0.4603873938322067,3.6666666666666665,4.0,4.0,4.0
20,global_multi_view_oracle,0.0,40,0.0,0.0,0.8355231583118439,0.0,0.0,0.0,0.0
20,global_multi_view_oracle,0.25,40,0.3263323210218595,0.21964431464682432,0.7693825960159302,0.22916666666666666,0.171875,0.1875,0.46875
20,global_multi_view_oracle,0.5,40,0.42453332310236525,0.3214545484358712,0.7494452595710754,0.4895833333333333,0.1875,0.375,0.71875
20,global_multi_view_oracle,0.75,40,0.47593984696903663,0.3570696463779045,0.7360192239284515,0.7291666666666666,0.5,0.5,0.96875
20,global_multi_view_oracle,1.0,40,0.5228674422634765,0.3934338397805895,0.7189458906650543,0.9635416666666667,0.75,0.75,1.25
20,global_multi_view_oracle,1.25,40,0.5507731145180139,0.43122248037603506,0.6997682750225067,1.2291666666666667,0.75,0.984375,1.5
20,global_multi_view_oracle,1.5,40,0.5870649180364925,0.48237873866377673,0.6765435338020325,1.4895833333333333,0.859375,1.0,1.984375
20,global_multi_view_oracle,2.0,40,0.6637496361361873,0.5289231003202668,0.6232753992080688,1.9895833333333333,1.5,1.25,2.234375
20,global_multi_view_oracle,2.5,40,0.7265221525210308,0.5871932736082924,0.5900320410728455,2.4895833333333335,2.5,2.5,2.734375
20,global_multi_view_oracle,3.0,40,0.7549831522665613,0.6560028235110761,0.5291290879249573,3.0,3.0,3.0,3.5
20,global_multi_view_oracle,4.0,40,0.8241872024568143,0.710945470557147,0.4071989804506302,4.0,4.0,4.0,4.0
20,learned_learned_native,0.0,40,0.0,0.0,0.8355231583118439,0.0,0.0,0.0,0.0
