budget_bpw,cases,queue_recovery_median,scalable_recovery_median,queue_minus_scalable_median,queue_minus_scalable_p10,queue_minus_scalable_p90
0.5,4,0.49993404746055603,0.6512390739499312,-0.10076022811519914,-0.29087556582616303,0.05919932440927171
1.0,4,0.5611691772937775,0.7746849281019095,-0.19589509825087414,-0.47506696897764833,-0.12370689115480035
1.5,4,0.5833317935466766,0.8496913570845084,-0.23636658767119034,-0.540220109078701,-0.18640598404797856
2.0,4,0.5876508057117462,0.8820370141398797,-0.28033540798503037,-0.5731028684790398,-0.2173737173880985
2.5,4,0.5923138558864594,0.906299265990564,-0.29396662149652963,-0.5614347589491048,-0.2312916694838682
3.0,4,0.5772100687026978,0.9233300404410398,-0.31653504832537915,-0.593204700436879,-0.26436099879862596
