layer,expert_id,expert_stratum,budget_bpw,invocations,requests,recovery_p10,recovery_median,recovery_p90,benefit_retention_median,physical_bpw_median,logical_bpw_median,page_amplification_median,relative_output_error_median
20,232,hot,1.5,8,4,0.7059119216578288,0.7637885222732943,0.8318253843341327,0.7662046018349289,1.5,0.5490926106770833,2.7419287455084485,0.3102507144212723
20,232,hot,2.0,8,4,0.7957542694183269,0.833285156364328,0.8805638873885441,0.8359183317600409,2.0,0.7717488606770833,2.596381594534514,0.2615949660539627
20,232,hot,2.5,8,4,0.8202439430737596,0.8698055186726354,0.9075034050366911,0.8725555629683516,2.5,0.91827392578125,2.7265326802514522,0.23181156814098358
20,232,hot,3.0,8,4,0.8575434261780228,0.8898249212058266,0.9265629860205767,0.8926377983852803,3.0,1.2116800944010415,2.4780369341578488,0.21686111390590668
20,240,hot,0.5,8,3,0.36559801556892213,0.5261744658217486,0.6227844849451888,0.5282113269718878,0.5,0.21889241536458331,2.2842271783909753,0.4458916187286377
20,240,hot,1.0,8,3,0.5402085402454684,0.7223931807914223,0.7770646808158311,0.7247172986823682,1.0,0.3673502604166667,2.7221976825917946,0.3505852222442627
20,240,hot,1.5,8,3,0.6329869666506722,0.7920399738860131,0.8236384633354182,0.7945911928163935,1.5,0.58624267578125,2.5587728329338653,0.3089137524366379
20,240,hot,2.0,8,3,0.7485813833261344,0.8439782829926766,0.8706629271811364,0.8461919610556268,2.0,0.8051656087239584,2.484011569750304,0.26816878467798233
20,240,hot,2.5,8,3,0.8251474106553274,0.8613717148715552,0.9144587406675686,0.864700789359325,2.5,0.9874369303385416,2.5353197000258954,0.24586176872253418
20,240,hot,3.0,8,3,0.8618037705237481,0.9012492591362857,0.9345917304383912,0.9058514791640611,3.0,1.1039225260416667,2.717588999081138,0.20857395231723785
39,22,hot,0.5,8,3,0.4421035334700952,0.5286370760502253,0.6293045484393659,0.5310196348475222,0.5,0.22265625,2.245614035087719,0.4004387855529785
39,22,hot,1.0,8,3,0.6753696622716199,0.7788682983042612,0.845461899110749,0.7824677987017199,1.0,0.44170125325520837,2.263973654502201,0.26340094208717346
39,22,hot,1.5,8,3,0.778765208155774,0.8475744157826283,0.8886044549529302,0.851500889037639,1.5,0.660797119140625,2.269985696725973,0.23747211694717407
39,22,hot,2.0,8,3,0.8421363538596919,0.8822761902279435,0.9105724498826434,0.8872371716685034,2.0,0.8479410807291666,2.362730073681568,0.2079034447669983
39,22,hot,2.5,8,3,0.8764948804889743,0.9002908896882822,0.929334466779961,0.9070271808691547,2.5,0.988006591796875,2.5338772043895386,0.19039670377969742
39,22,hot,3.0,8,3,0.905319100061951,0.9255096047335022,0.9469987706138029,0.9305777921328864,3.0,1.1787312825520835,2.5451567324522797,0.16259722411632538
39,37,median,0.5,6,4,0.47050231671002046,0.5991660824894874,0.6698808117654473,0.6016447682833179,0.5,0.21893310546875,2.283802640296403,0.4217938631772995
39,37,median,1.0,6,4,0.7094794794008932,0.7606976106912562,0.7915206442079704,0.7640029528344597,1.0,0.36549886067708337,2.736056843332362,0.3345908373594284
39,37,median,1.5,6,4,0.7742312476621638,0.8374606595227299,0.8470757324495306,0.8411532996648012,1.5,0.5491739908854167,2.7439176007684325,0.3039149045944214
39,37,median,2.0,6,4,0.8253553507911418,0.8599835167444475,0.8844006601239485,0.8643135578798882,2.0,0.76824951171875,2.6093625609067272,0.2537202090024948
39,37,median,2.5,6,4,0.8681198819602849,0.8962640710399128,0.9105669303645375,0.8999701877164352,2.5,0.9472859700520833,2.6391186352819593,0.2273601070046425
39,37,median,3.0,6,4,0.8926161641351402,0.9131674924984806,0.9223729686552392,0.91691647491811,3.0,1.0989176432291665,2.7413642954338604,0.2066449448466301
39,43,cold,0.5,2,2,0.47691098056814185,0.5458077793361269,0.614704578104112,0.5483137403962761,0.5,0.259765625,1.9649122807017543,0.40252259373664856
39,43,cold,1.0,2,2,0.6767889865677024,0.711524906257404,0.7462608259471059,0.7148993606113917,1.0,0.48058064778645837,2.094575361331416,0.3091883212327957
39,43,cold,1.5,2,2,0.7686957912119822,0.7985404699461962,0.8283851486804102,0.8023454617373201,1.5,0.7384236653645833,2.031354205689105,0.26040439307689667
39,43,cold,2.0,2,2,0.8292364214559792,0.8383782861046041,0.8475201507532291,0.8424164704197421,2.0,0.8868611653645833,2.255144429532399,0.24842213094234467
39,43,cold,2.5,2,2,0.8605168069805919,0.865705027698235,0.8708932484158781,0.8698831443745545,2.5,1.03350830078125,2.4189518689996765,0.22079401463270187
39,43,cold,3.0,2,2,0.8729069104937467,0.8780303206273583,0.88315373076097,0.8822681933676657,3.0,1.2523600260416665,2.404405430097942,0.19944342225790024
39,55,median,0.5,4,4,0.25276680733227713,0.43125453969996796,0.5682822214157158,0.4329592771793571,0.5,0.22265625,2.245614035087719,0.39049576222896576
39,55,median,1.0,4,4,0.447148708522832,0.6145568654370759,0.6889311621193909,0.6169892933998138,1.0,0.37109375,2.694736842105263,0.33507706224918365
39,55,median,1.5,4,4,0.6955085005181298,0.7650937700012419,0.8035002963634131,0.769404691903124,1.5,0.5510050455729167,2.7359771879832824,0.2532045394182205
39,55,median,2.0,4,4,0.7572651766185975,0.8185689150622699,0.8618918097042059,0.8218156958575222,2.0,0.7346394856770833,2.7224237808185885,0.21869487315416336
39,55,median,2.5,4,4,0.7693813736094927,0.8452256020275115,0.8904063294784854,0.8485770711890396,2.375,0.8405558268229167,2.8243614582039918,0.20248328894376755
39,55,median,3.0,4,4,0.8374463652086829,0.8837745978091005,0.9136811393285623,0.8872818340275725,3.0,0.9827168782552084,2.9248015138483296,0.18427415192127228
39,70,hot,0.5,8,4,0.5079843305580295,0.5849757361123888,0.6699716827761407,0.5863018073659882,0.5,0.22096761067708331,2.2629072216633626,0.38556189835071564
39,70,hot,1.0,8,4,0.6660776506476964,0.7897311601433565,0.8615586188287774,0.7915262986292868,1.0,0.4419657389322917,2.262618920024213,0.26160991191864014
39,70,hot,1.5,8,4,0.8052351269683548,0.887354736835561,0.9389113554517144,0.8894418195166132,1.5,0.6643473307291667,2.257855190423732,0.2036394625902176
39,70,hot,2.0,8,4,0.8512882402516321,0.9248817441357102,0.9556750472175657,0.9272417228444714,2.0,0.8127848307291667,2.4606759203529567,0.18114741891622543
39,70,hot,2.5,8,4,0.8951694645251245,0.9492471877995801,0.9676152964125344,0.9516679081008238,2.5,1.0690816243489583,2.3407931024986284,0.14949826151132584
39,70,hot,3.0,8,4,0.8981944637877338,0.9624117169243402,0.9797750003957983,0.964650491089995,3.0,1.25469970703125,2.391026455373601,0.13047831133008003
39,147,median,0.5,8,4,0.19360416929542962,0.4305007070469766,0.6563546474232413,0.43296792540115153,0.5,0.22265625,2.245614035087719,0.35026487708091736
39,147,median,1.0,8,4,0.4182969116705251,0.6750437676845775,0.8031731980668438,0.6798422242415494,1.0,0.5157368977864583,1.9389731560434091,0.2973915785551071
39,147,median,1.5,8,4,0.5787489180227953,0.7599532713507535,0.8544021352508304,0.7654319400165867,1.5,0.7364603678385416,2.036783360607739,0.2404610961675644
39,147,median,2.0,8,4,0.6733599740227751,0.8314039021025226,0.8817292758504287,0.8374398806058034,2.0,0.844268798828125,2.37305963816367,0.21813170611858368
39,147,median,2.5,8,4,0.7477891890739239,0.8740281882711637,0.909402241872677,0.8817812671076474,2.5,1.10394287109375,2.26461673717736,0.18122373521327972
39,147,median,3.0,8,4,0.8160269969387834,0.8972699121843615,0.9294401329407412,0.9007489159620403,3.0,1.3619588216145833,2.2040390360621043,0.16812670230865479
39,189,hot,0.5,8,3,0.568955468718002,0.6643986767169738,0.7298800907780433,0.667690137323013,0.5,0.219146728515625,2.2815764263645804,0.30067868530750275
39,189,hot,1.0,8,3,0.7076841007706438,0.8393262106721318,0.8829753587378579,0.8449468207673863,1.0,0.44153849283854163,2.264808203022198,0.21132049709558487
39,189,hot,1.5,8,3,0.773070092413269,0.8950812349737514,0.9161934676446034,0.8984519515809524,1.5,0.5865580240885417,2.557291850061664,0.18090945482254028
39,189,hot,2.0,8,3,0.8434529031196062,0.9235772773910914,0.9405852296253181,0.9281136391683986,2.0,0.8444925944010417,2.3724525226412276,0.16360438615083694
39,189,hot,2.5,8,3,0.888231637439798,0.9435416027861375,0.9539677287242002,0.9477875435989063,2.5,0.9894205729166667,2.529357426009234,0.14478550851345062
39,189,hot,3.0,8,3,0.9130592037457915,0.9529302136373128,0.9631019201687284,0.960010851976999,3.0,1.1717732747395835,2.5599996296361134,0.12855317443609238
39,193,median,0.5,8,7,0.4718867710529084,0.7606898609270787,0.8463257494961143,0.7645214912236418,0.5,0.22265625,2.245614035087719,0.2337285280227661
39,193,median,1.0,8,7,0.7197479447938326,0.8567283895559017,0.9362941190802951,0.8610767821610494,1.0,0.40283203125,2.5015658022939,0.1599757969379425
39,193,median,1.5,8,7,0.7912753688616097,0.8984062635710904,0.9591955311812072,0.9030679201806262,1.5,0.586578369140625,2.557203059923129,0.13112686574459076
39,193,median,2.0,8,7,0.845125043231955,0.9373777929198424,0.9664354792658649,0.9422292292611456,2.0,0.7349751790364584,2.7211803343755223,0.11895329132676125
39,193,median,2.5,8,7,0.870277165126733,0.9573662318372309,0.974527688988825,0.9622093962927822,2.5,0.9519246419270833,2.626270546132571,0.10617361962795258
39,193,median,3.0,8,7,0.8944254855618363,0.9685905141457154,0.9771393969437039,0.9734918737792881,3.0,1.1041971842447915,2.7169131025139786,0.09344267845153809
39,235,hot,0.5,8,2,0.43384804240292174,0.4735626564110919,0.6941104451345856,0.47492833363433395,0.5,0.21897379557291669,2.283378259978698,0.4435160905122757
39,235,hot,1.0,8,2,0.6640968111908656,0.7205529246029362,0.8802335372488256,0.7232632759369935,1.0,0.4396769205729167,2.2744367442342295,0.32149311900138855
39,235,hot,1.5,8,2,0.7410700140683782,0.8031707555969209,0.9199825059541988,0.807531759920892,1.5,0.5863240559895833,2.55831230158205,0.2885400056838989
39,235,hot,2.0,8,2,0.78417316477038,0.8444970463481063,0.9395553311585173,0.8474617946465428,2.0,0.7699991861979167,2.6028249360674574,0.2658129781484604
39,235,hot,2.5,8,2,0.8116424899024488,0.8819642072878005,0.945641279938885,0.8850668630955908,2.5,0.9908243815104166,2.5260369921492054,0.23072803765535355
39,235,hot,3.0,8,2,0.8665924651896545,0.903191363018819,0.9540892910002698,0.9080972390412501,3.0,1.1410115559895835,2.5227680356235442,0.2089826464653015
